a01	stime_h_vx4	stime_m_vx4	res_id_vx4	consent_vx4	v1_01	pid_v1	mid_v1	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	hhid2	del	hh_type	round
385.0	15	50	1	1	2																		"385"		3	3.0
386.0	14	57	1	1	2																		"386"		3	3.0
387.0	14	23	1	1	1	81	4	3	0	3	21	1	12	13	1	5		1		1	1	2	"387"		3	3.0
388.0	12	29	1	1	2																		"388"		3	3.0
389.0	11	10	1	1	2																		"389"		3	3.0
390.0	8	57	2	1	1	81	3	3	1	0	18	1	12	81	1	1		1		2	1	1	"390"		3	3.0
391.0	13	18	4	1	2																		"391"		3	3.0
392.0	11	11	1	1	2																		"392"		3	3.0
393.0	13	28	1	1	1	81	5	3	1	0	18	1	12	81	1	29		1		2	1	1	"393"		3	3.0
394.0	12	14	3	1	2																		"394"		3	3.0
395.0	14	20	2	1	2																		"395"		3	3.0
396.0	14	30	1	1	2																		"396"		3	3.0
397.0	15	3	1	1	2																		"397"		3	3.0
398.0	11	35	1	1	2																		"398"		3	3.0
399.0	14	22	2	1	2																		"399"		3	3.0
400.0	13	8	1	1	2																		"400"		3	3.0
401.0	11	53	1	1	2																		"401"		3	3.0
402.0	17	13	1	1	2																		"402"		3	3.0
403.0	16	19	1	1	1	81	5	3	1	2	6	1	76	81	1	45		1		2	1	2	"403"		3	3.0
404.0	12	58	1	1	2																		"404"		3	3.0
405.0	13	26	1	1	2																		"405"		3	3.0
407.0	15	55	2	1	2																		"407"		3	3.0
408.0	16	30	1	1	2																		"408"		3	3.0
409.0	13	44	1	1	2																		"409"		3	3.0
410.0	16	29	1	1	2																		"410"		3	3.0
411.0	12	40	1	1	2																		"411"		3	3.0
412.0	15	0	1	1	2																		"412"		3	3.0
413.0	12	36	1	1	1	81	3	3	0	7	25	1	9	13	1	1		1		1	1	2	"413"		3	3.0
413.0			1	1	1	82	5	4	0	7	24	2	10	13	1	1		1		1	1	2	"413"		3	3.0
414.0	14	31	1	1	1	81	3	3	2	0	20	1	12	81	1	45		1		2	1	2	"414"		3	3.0
415.0	14	23	1	1	2																		"415"		3	3.0
416.0	13	58	1	1	2																		"416"		3	3.0
417.0	11	28	2	1	2																		"417"		3	3.0
418.0	14	49	1	1	2																		"418"		3	3.0
419.0	12	14	1	1	2																		"419"		3	3.0
420.0	16	9	1	1	2																		"420"		3	3.0
421.0	15	12	1	1	2																		"421"		3	3.0
422.0	11	30	3	1	2																		"422"		3	3.0
423.0	11	59	3	1	2																		"423"		3	3.0
424.0	11	57	1	1	2																		"424"		3	3.0
425.0	16	57	1	1	2																		"425"		3	3.0
426.0	12	49	1	1	2																		"426"		3	3.0
427.0	11	11	1	1	2																		"427"		3	3.0
428.0	14	46	6	1	1	81	2	3	2	0	20	1	14	81	1	45		1		2	2	2	"428"		3	3.0
429.0	16	8	1	1	2																		"429"		3	3.0
430.0	17	55	1	1	2																		"430"		3	3.0
431.0	15	4	1	1	2																		"431"		3	3.0
432.0	11	22	1	1	2																		"432"		3	3.0
433.0	12	8	3	1	2																		"433"		3	3.0
434.0	15	33	1	1	2																		"434"		3	3.0
435.0	15	41	1	1	2																		"435"		3	3.0
436.0	13	55	1	1	2																		"436"		3	3.0
437.1	12	31	1	1	1	81	4	3	2	0	18	1	10	21	1	45		1		1	1	2	"437.1"		3	3.0
438.1	18	8	1	1	2																		"438.1"		3	3.0
438.2	18	53	2	1	2																		"438.2"		3	3.0
439.0	17	43	1	1	2																		"439"		3	3.0
440.1	15	41	6	1	2																		"440.1"		3	3.0
440.2	16	58	5	1	2																		"440.2"		3	3.0
440.3	16	31	2	1	2																		"440.3"		3	3.0
441.0	18	32	1	1	2																		"441"		3	3.0
442.0	11	40	1	1	1	81	4	3	3	0	12	1	2	81	1	12		1		2	1	1	"442"		3	3.0
443.0	14	9	1	1	2																		"443"		3	3.0
444.0	13	31	1	1	2																		"444"		3	3.0
445.0	18	4	1	1	2																		"445"		3	3.0
446.0	12	38	1	1	2																		"446"		3	3.0
447.0	16	11	1	1	1	81	4	3	2	0	18	2	10	81	1	45		1		2	1	2	"447"		3	3.0
448.0	14	49	1	1	2																		"448"		3	3.0
449.0	15	54	1	1	1	81	4	3	1	0	18	2	10	13	1	1		1		1	1	1	"449"		3	3.0
449.0			1	1	1	82	5	3	1	0	17	1	10	13	1	1		1		1	1	1	"449"		3	3.0
450.0	14	17	1	1	2																		"450"		3	3.0
451.0	15	50	1	1	2																		"451"		3	3.0
452.0	11	40	2	1	1	81	3	3	1	3	22	1	12	21	1	2		1		1	1	1	"452"		3	3.0
452.0			2	1	1	82	4	5	1	3	15	2	7	21	1	2		1		1	1	2	"452"		3	3.0
453.0	13	34	1	1	1	81	3	3	5	0	25	1	16	36	1	1		1		1	1	1	"453"		3	3.0
453.0			1	1	1	82	4	3	2	0	19	1	12	81	1	1		1		2	1	1	"453"		3	3.0
454.0	16	25	2	1	2																		"454"		3	3.0
455.0	11	3	1	1	2																		"455"		3	3.0
456.0	15	57	1	1	2																		"456"		3	3.0
457.0	13	50	1	1	2																		"457"		3	3.0
458.0	14	52	1	1	2																		"458"		3	3.0
459.0	13	20	1	1	1	81	4	3	3	1	23	1	7	21	1	1		1		1	1	1	"459"		3	3.0
460.0	16	12	1	1	1	81	3	3	3	0	24	1	12	13	1	19		1		1	3	1	"460"		3	3.0
461.0	17	54	1	1	2																		"461"		3	3.0
462.0	12	50	1	1	2																		"462"		3	3.0
463.0	12	55	1	1	2																		"463"		3	3.0
464.1	15	36	1	1	2																		"464.1"		3	3.0
464.2	12	40	4	1	2																		"464.2"		3	3.0
465.0	16	50	1	1	2																		"465"		3	3.0
466.0	12	0	1	1	2																		"466"		3	3.0
467.1	16	55	4	1	2																		"467.1"		3	3.0
467.2	16	24	6	1	2																		"467.2"		3	3.0
468.0	16	17	2	1	2																		"468"		3	3.0
469.0	15	39	3	1	2																		"469"		3	3.0
471.0	15	19	1	1	2																		"471"		3	3.0
472.0	14	41	2	1	2																		"472"		3	3.0
473.0	17	14	1	1	2																		"473"		3	3.0
474.1	14	6	1	1	1	81	6	3	0	9	28	1	9	37	2		29	2	3	1	1	2	"474.1"		3	3.0
474.2	16	38	3	1	2																		"474.2"		3	3.0
475.0	16	48	1	1	2																		"475"		3	3.0
476.0	14	22	2	1	1	81	1	2	0	3	36	1	5	37	2		20	1		1	1	1	"476"		3	3.0
477.0	13	17	1	1	2																		"477"		3	3.0
478.0	13	55	1	1	2																		"478"		3	3.0
479.0	12	21	1	1	2																		"479"		3	3.0
480.0	16	48	1	1	2																		"480"		3	3.0
481.0	13	58	6	1	2																		"481"		3	3.0
482.0	17	14	1	1	2																		"482"		3	3.0
483.1	14	28	1	1	1	81	3	11	0	2	30	1	4	13	2		12	1		1	4	2	"483.1"		3	3.0
483.2	16	31	4	1	2																		"483.2"		3	3.0
484.1	16	25	2	1	1	81	1	2	1	8	41	1	99	21	2		29	1		1	1	1	"484.1"		3	3.0
484.1			2	1	1	82	9	11	0	6	35	1	4	21	2		29	1		1	1	2	"484.1"		3	3.0
484.2	11	34	5	1	2																		"484.2"		3	3.0
485.0	13	43	6	1	2																		"485"		3	3.0
486.0	10	55	1	1	2																		"486"		3	3.0
487.0	11	26	4	1	2																		"487"		3	3.0
489.0	16	12	1	1	2																		"489"		3	3.0
490.1	18	8	4	1	2																		"490.1"		3	3.0
490.2	10	59	1	1	2																		"490.2"		3	3.0
491.1	13	14	1	1	1	81	3	3	2	2	21	1	5	11	2		21	1		1	4	1	"491.1"		3	3.0
491.2	11	12	3	1	2																		"491.2"		3	3.0
492.0	14	20	1	1	1	81	3	3	3	1	21	1	5	21	2		29	1		1	4	1	"492"		3	3.0
493.0	14	22	1	1	2																		"493"		3	3.0
494.0	12	27	8	1	2																		"494"		3	3.0
495.1	16	45	7	1	2																		"495.1"		3	3.0
495.2	12	41	3	1	2																		"495.2"		3	3.0
496.0	16	39	1	1	1	81	6	3	1	6	30	1	10	11	2		20	1		1	4	1	"496"		3	3.0
497.0	13	2	2	1	2																		"497"		3	3.0
498.0	16	25	2	1	1	81	1	2	0	1	38	1	99	11	2		29	1		1	5	2	"498"		3	3.0
499.0	10	32	7	1	2																		"499"		3	3.0
500.0	15	14	1	1	1	81	3	3	0	3	25	1	7	12	1	1		1		1	4	2	"500"		3	3.0
500.0			1	1	1	82	4	4	0	3	22	2	8	12	1	1		1		1	4	2	"500"		3	3.0
502.0	12	48	1	1	2																		"502"		3	3.0
503.0	14	20	1	1	2																		"503"		3	3.0
505.0	11	9	2	1	2																		"505"		3	3.0
506.0	16	16	1	1	2																		"506"		3	3.0
507.0	12	29	5	1	2																		"507"		3	3.0
508.0	11	22	1	1	2																		"508"		3	3.0
509.0	13	33	1	1	2																		"509"		3	3.0
510.0	13	26	1	1	2																		"510"		3	3.0
511.0	12	0	1	1	2																		"511"		3	3.0
512.0	11	19	1	1	2																		"512"		3	3.0
513.0	12	24	1	1	2																		"513"		3	3.0
514.0	11	46	1	1	2																		"514"		3	3.0
515.0	13	15	9	1	2																		"515"		3	3.0
516.0	11	1	5	1	1	81	1	4	2	6	35	2	12	82	1	5		1		9	1	2	"516"		3	3.0
516.0			5	1	1	82	2	5	2	6	13	2	4	81	1	5		1		2	1	2	"516"		3	3.0
516.0			5	1	1	83	3	5	2	6	7	2	1	81	1	5		1		2	1	2	"516"		3	3.0
516.0			5	1	1	84	4	3	2	6	37	1	10	51	1	5		1		8	1	1	"516"		3	3.0
516.0			5	1	1	85	6	15	2	6	15	2	3	82	1	55		1		1	1	2	"516"		3	3.0
517.0	11	55	1	1	2																		"517"		3	3.0
518.0	12	12	1	1	2																		"518"		3	3.0
519.0	16	50	1	1	2																		"519"		3	3.0
520.0	15	57	1	1	2																		"520"		3	3.0
521.0	14	50	6	1	2																		"521"		3	3.0
522.0	16	18	1	1	2																		"522"		3	3.0
523.1	10	42	3	1	2																		"523.1"		3	3.0
523.2	10	56	4	1	2																		"523.2"		3	3.0
524.0	11	28	1	1	2																		"524"		3	3.0
525.0	10	45	1	1	2																		"525"		3	3.0
526.0	15	14	4	1	2																		"526"		3	3.0
527.0	12	10	1	1	1	81	4	3	3	2	30	1	14	21	2		27	1		1	7	1	"527"		3	3.0
528.0	10	51	3	1	2																		"528"		3	3.0
529.0	12	20	8	1	2																		"529"		3	3.0
530.0	16	49	1	1	2																		"530"		3	3.0
531.0	14	29	7	1	2																		"531"		3	3.0
532.1	10	36	3	1	2																		"532.1"		3	3.0
532.2	11	38	5	1	2																		"532.2"		3	3.0
533.0	12	16	1	1	2																		"533"		3	3.0
534.0	17	35	1	1	2																		"534"		3	3.0
535.1	15	2	21	1	2																		"535.1"		3	3.0
535.2	11	35	14	1	2																		"535.2"		3	3.0
535.3	13	26	4	1	2																		"535.3"		3	3.0
535.4	16	46	8	1	2																		"535.4"		3	3.0
535.5	11	15	12	1	2																		"535.5"		3	3.0
536.0	16	54	2	1	2																		"536"		3	3.0
538.0	15	27	2	1	2																		"538"		3	3.0
539.0	16	34	10	1	2																		"539"		3	3.0
540.0	15	36	5	1	1	81	4	3	2	6	21	1	3	13	2		24	1		1	5	1	"540"		3	3.0
541.0	14	26	1	1	2																		"541"		3	3.0
542.1	13	47	5	1	2																		"542.1"		3	3.0
542.2	14	0	1	1	2																		"542.2"		3	3.0
543.0	17	24	2	1	2																		"543"		3	3.0
544.0	15	2	2	1	2																		"544"		3	3.0
545.0	14	36	1	1	2																		"545"		3	3.0
546.0	11	1	1	1	2																		"546"		3	3.0
547.0	12	20	1	1	2																		"547"		3	3.0
549.0	14	32	5	1	2																		"549"		3	3.0
551.0	12	9	5	1	2																		"551"		3	3.0
552.0	14	19	6	1	2																		"552"		3	3.0
553.0	14	4	3	1	2																		"553"		3	3.0
554.0	11	40	2	1	2																		"554"		3	3.0
555.0	14	59	1	1	2																		"555"		3	3.0
556.0	12	39	6	1	2																		"556"		3	3.0
557.0	13	16	7	1	2																		"557"		3	3.0
558.0	18	44	1	1	2																		"558"		3	3.0
559.0	14	45	1	1	1	81	3	3	1	2	17	1	9	21	1	18		1		1	1	1	"559"		3	3.0
560.0	12	12	1	1	2																		"560"		3	3.0
561.0	8	34	6	1	2																		"561"		3	3.0
562.0	12	20	1	1	2																		"562"		3	3.0
563.0	14	49	1	1	2																		"563"		3	3.0
564.0	12	16	4	1	1	81	9	11	1	2	31	1	99	21	2		16	1		1	3	1	"564"		3	3.0
565.0	13	25	1	1	2																		"565"		3	3.0
567.0	14	8	1	1	2																		"567"		3	3.0
569.0	8	47	5	1	2																		"569"		3	3.0
570.0	12	40	12	1	2																		"570"		3	3.0
571.0	15	34	1	1	2																		"571"		3	3.0
572.0	15	27	1	1	2																		"572"		3	3.0
573.0	14	51	1	1	2																		"573"		3	3.0
574.0	12	47	1	1	2																		"574"		3	3.0
575.0	12	18	3	1	2																		"575"		3	3.0
576.0	14	24	1	1	2																		"576"		3	3.0
577.0	15	47	1	1	2																		"577"		3	3.0
578.0	13	59	8	1	2																		"578"		3	3.0
579.0	12	18	1	1	2																		"579"		3	3.0
580.0	15	22	2	1	1	81	5	3	0	6	20	1	12	81	1	1		1		2	1	2	"580"		3	3.0
581.11	13	0	12	1	1	81	14	11	0	3	24	2	10	82	1	24		1		9	3	2	"581.1.1"		3	3.0
581.11			12	1	1	82	15	7	0	3	31	1	9	65	1	24		1		8	1	2	"581.1.1"		3	3.0
581.11			12	1	1	83	16	8	0	3	5	2	99	84	1	24		1		9	3	2	"581.1.1"		3	3.0
581.12	11	55	11	1	1	81	14	11	0	3	24	2	10	82	1	24		1		9	3	2	"581.1.2"		3	3.0
581.12			11	1	1	82	15	7	0	3	31	1	9	65	1	24		1		8	1	2	"581.1.2"		3	3.0
581.12			11	1	1	83	16	8	0	3	5	2	99	84	1	24		1		9	3	2	"581.1.2"		3	3.0
581.2	14	48	3	1	2																		"581.2"		3	3.0
581.3	15	44	8	1	2																		"581.3"		3	3.0
582.1	12	25	8	1	2																		"582.1"		3	3.0
582.2	15	25	4	1	2																		"582.2"		3	3.0
583.1	17	35	5	1	2																		"583.1"		3	3.0
583.2	12	0	2	1	2																		"583.2"		3	3.0
584.0	12	20	1	1	1	81	3	3	0	3	16	1	5	13	1	1		1		1	3	2	"584"		3	3.0
585.0	16	50	1	1	1	81	5	3	0	6	20	2	8	82	1	24		1		3	4	2	"585"		3	3.0
586.0	15	45	1	1	1	81	3	3	0	8	18	2	8	82	1	24		1		3	3	2	"586"		3	3.0
587.0	14	10	5	1	1	81	3	3	2	3	20	2	9	82	1	24		1		3	3	2	"587"		3	3.0
588.0	12	35	1	1	1	81	4	4	2	2	32	2	9	82	1	24		1		9	1	2	"588"		3	3.0
588.0			1	1	1	82	5	5	2	2	11	1	3	81	1	24		1		9	1	2	"588"		3	3.0
588.0			1	1	1	83	6	5	2	2	5	2	66	81	1	24		1		9	1	2	"588"		3	3.0
589.0	13	5	1	1	2																		"589"		3	3.0
590.0	10	40	1	1	2																		"590"		3	3.0
591.0	14	23	2	1	2																		"591"		3	3.0
592.0	11	5	1	1	1	81	3	3	2	3	38	1	99	37	1	1		1		8	1	1	"592"		3	3.0
593.0	12	25	1	1	2																		"593"		3	3.0
594.0	13	32	1	1	2																		"594"		3	3.0
595.1	15	53	1	1	2																		"595.1"		3	3.0
595.2	16	55	3	1	2																		"595.2"		3	3.0
596.0	16	50	1	1	2																		"596"		3	3.0
597.1	11	1	3	1	1	81	6	7	0	7	18	1	8	13	1	18		1		1	3	2	"597.1"		3	3.0
597.2	12	26	12	1	1	81	6	7	0	7	18	1	8	13	1	18		1		1	3	2	"597.2"		3	3.0
598.0	13	4	1	1	1	81	6	3	0	3	19	2	9	82	1	24		1		3	5	2	"598"		3	3.0
599.1	19	22	1	1	1	81	3	3	1	2	23	1	12	13	1	1		1		1	1	1	"599.1"		3	3.0
599.2	16	35	5	1	2																		"599.2"		3	3.0
600.0	12	40	2	1	2																		"600"		3	3.0
602.0	17	12	1	1	2																		"602"		3	3.0
603.0	12	50	1	1	1	81	2	3	2	8	18	2	8	82	1	24		1		3	3	2	"603"		3	3.0
604.0	14	55	1	1	2																		"604"		3	3.0
605.2	12	0	1	1	2																		"605.2"		3	3.0
606.0	15	18	2	1	1	81	5	3	0	7	8	1	76	81	1	24		1		2	1	2	"606"		3	3.0
607.0	11	0	2	1	2																		"607"		3	3.0
608.0	17	20	1	1	1	81	3	3	1	3	20	1	7	13	1	1		1		1	1	1	"608"		3	3.0
609.0	14	8	3	1	1	81	1	6	1	2	61	1	12	51	1	1		1		4	1	2	"609"		3	3.0
609.0			3	1	1	82	2	6	2	11	54	2	8	83	1	1		1		5	1	2	"609"		3	3.0
609.0			3	1	1	83	7	7	2	11	18	2	10	81	1	1		1		2	1	2	"609"		3	3.0
610.0	16	53	1	1	1	81	3	3	2	10	22	1	12	13	1	1		1		1	1	1	"610"		3	3.0
610.0			1	1	1	82	4	3	2	11	20	1	10	13	1	1		1		1	1	1	"610"		3	3.0
611.0	11	25	4	1	1	81	3	2	1	3	40	1	5	13	1	1		1		1	1	1	"611"		3	3.0
612.0	14	20	1	1	2																		"612"		3	3.0
613.0	13	27	1	1	1	81	2	2	2	2	28	2	12	82	1	24		1		3	3	2	"613"		3	3.0
613.0			1	1	1	82	3	3	2	6	22	1	12	81	2		20	1		2	1	2	"613"		3	3.0
614.0	16	45	1	1	2																		"614"		3	3.0
615.0	12	52	1	1	1	81	3	3	3	1	19	2	8	82	1	24		1		3	1	2	"615"		3	3.0
615.0			1	1	1	82	4	3	2	3	14	1	3	81	1	24		1		2	1	2	"615"		3	3.0
616.0	14	32	1	1	1	81	5	3	1	10	12	1	76	81	1	1		1		2	1	2	"616"		3	3.0
617.0	12	25	1	1	2																		"617"		3	3.0
618.0	13	35	1	1	2																		"618"		3	3.0
619.0	14	22	1	1	2																		"619"		3	3.0
620.0	11	27	1	1	1	81	6	3	2	1	20	1	9	13	2		29	1		1	1	1	"620"		3	3.0
621.0	12	22	1	1	1	81	3	3	1	6	19	1	6	13	1	1		1		1	3	1	"621"		3	3.0
622.0	12	40	1	1	2																		"622"		3	3.0
623.0	13	25	1	1	2																		"623"		3	3.0
624.0	16	38	1	1	2																		"624"		3	3.0
625.0	11	15	1	1	1	81	2	3	3	1	18	2	8	82	1	24		1		3	1	2	"625"		3	3.0
625.0			1	1	1	82	4	3	1	0	11	1	3	13	1	1		1		1	1	1	"625"		3	3.0
626.1	15	40	1	1	1	81	2	3	2	6	18	1	6	11	2		27	2	1	1	1	1	"626.1"		3	3.0
626.1			1	1	1	82	3	3	0	6	14	1	4	13	1	1		1		1	1	2	"626.1"		3	3.0
626.2	15	55	5	1	1	81	4	3	2	11	23	1	9	11	2		27	2	1	1	3	1	"626.2"		3	3.0
627.0	14	20	1	1	1	81	3	3	2	3	19	2	8	82	1	24		1		9	1	2	"627"		3	3.0
627.0			1	1	1	82	4	3	1	8	14	1	2	81	1	24		1		2	1	2	"627"		3	3.0
628.0	12	48	1	1	1	81	3	5	1	2	9	1	3	81	1	24		1		9	1	2	"628"		3	3.0
629.0	15	45	1	1	1	81	4	3	1	10	26	1	9	13	2		29	1		1	1	1	"629"		3	3.0
630.0	17	15	1	1	2																		"630"		3	3.0
631.0	11	15	1	1	1	81	2	7	2	2	20	2	10	82	1	24		1		3	4	2	"631"		3	3.0
632.0	11	25	8	1	1	81	5	7	2	3	16	2	6	82	1	24		1		3	4	2	"632"		3	3.0
633.0	16	50	6	1	2																		"633"		3	3.0
634.0	17	52	3	1	1	81	6	3	2	0	22	2	9	82	1	24		1		1	3	2	"634"		3	3.0
635.1	11	58	1	1	1	81	4	2	2	1	33	1	8	13	2		1	1		1	1	1	"635.1"		3	3.0
635.2	17	7	2	1	2																		"635.2"		3	3.0
636.0	11	35	1	1	2																		"636"		3	3.0
637.0	8	22	1	1	1	81	2	3	2	1	24	2	12	82	1	24		1		3	1	2	"637"		3	3.0
638.0	16	54	1	1	1	81	3	3	1	2	38	1	10	13	1	1		1		1	1	2	"638"		3	3.0
638.0			1	1	1	82	4	4	1	2	33	2	10	82	1	1		1		9	1	2	"638"		3	3.0
638.0			1	1	1	83	5	5	1	2	10	2	3	81	1	1		1		9	1	2	"638"		3	3.0
638.0			1	1	1	84	6	5	1	2	6	2	1	81	1	1		1		9	1	2	"638"		3	3.0
638.0			1	1	1	85	8	3	2	0	27	1	10	13	2		20	1		1	1	1	"638"		3	3.0
639.0	11	35	3	1	1	81	2	6	0	6	71	2	99	82	1	1		1		7	1	2	"639"		3	3.0
640.0	12	15	1	1	1	81	4	3	2	10	14	1	6	81	1	24		1		2	1	2	"640"		3	3.0
640.0			1	1	1	82	5	10	0	1	118	2	99	85	1	24		1		9	1	2	"640"		3	3.0
641.0	11	30	1	1	1	81	3	3	2	3	11	1	66	81	2		24	1		2	3	2	"641"		3	3.0
642.0	11	20	2	1	2																		"642"		3	3.0
643.0	12	40	1	1	1	81	4	3	2	3	17	1	5	2	2		12	1		1	1	1	"643"		3	3.0
644.0	14	55	1	1	2																		"644"		3	3.0
645.0	12	53	6	1	2																		"645"		3	3.0
646.0	16	35	5	1	1	81	6	3	2	5	23	2	12	81	1	1		1		9	3	2	"646"		3	3.0
648.0	12	20	7	1	1	81	6	2	1	6	30	1	9	15	2		29	1		1	1	1	"648"		3	3.0
648.0			7	1	1	82	2	10	2	3	61	2	6	82	1	24		1		9	10	2	"648"		3	3.0
650.0	17	10	1	1	2																		"650"		3	3.0
651.0	9	20	2	1	2																		"651"		3	3.0
652.0	18	54	2	1	1	81	1	2	1	2	36	1	8	13	1	25		4		1	1	1	"652"		3	3.0
653.0	11	48	1	1	2																		"653"		3	3.0
654.1	13	20	1	1	1	81	5	8	2	8	15	1	76	81	1	24		1		9	1	2	"654.1"		3	3.0
654.1			1	1	1	82	6	8	2	8	6	2	1	81	1	24		1		9	1	2	"654.1"		3	3.0
654.2	12	40	3	1	1	81	5	8	2	8	15	1	76	81	1	24		1		9	1	2	"654.2"		3	3.0
654.2			3	1	1	82	6	8	2	8	6	2	1	81	1	24		1		9	1	2	"654.2"		3	3.0
655.1	12	2	1	1	1	81	5	3	0	1	22	1	2	13	1	25		1		1	1	2	"655.1"		3	3.0
655.2	17	1	3	1	1	81	2	2	0	1	30	1	2	13	1	25		1		1	1	1	"655.2"		3	3.0
656.0	10	56	1	1	1	81	3	2	2	10	38	1	7	13	2		24	1		1	1	1	"656"		3	3.0
657.0	17	35	2	1	1	81	1	2	2	10	44	1	99	51	1	1		1		8	1	2	"657"		3	3.0
657.0			2	1	1	82	3	3	2	1	18	2	8	82	1	24		1		3	3	2	"657"		3	3.0
658.0	17	50	1	1	1	81	2	3	2	6	20	1	10	7	2		20	1		1	1	1	"658"		3	3.0
659.0	13	50	1	1	2																		"659"		3	3.0
660.1	14	56	2	1	1	81	8	11	1	7	23	2	8	82	1	24		1		9	1	2	"660.1"		3	3.0
660.2	11	10	7	1	1	81	8	11	1	7	23	2	8	82	1	24		1		9	1	2	"660.2"		3	3.0
661.0	16	5	1	1	2																		"661"		3	3.0
662.0	11	38	8	1	1	81	5	3	0	5	19	1	10	13	1	1		1		1	3	1	"662"		3	3.0
663.0	14	5	1	1	1	81	6	6	0	3	83	1	99	83	1	24		1		9	1	2	"663"		3	3.0
663.0			1	1	1	82	7	6	0	3	68	2	99	83	1	24		1		9	1	2	"663"		3	3.0
664.0	15	35	1	1	2																		"664"		3	3.0
665.0	11	55	1	1	1	81	4	3	0	6	19	1	4	13	1	1		1		1	3	1	"665"		3	3.0
666.1	12	5	1	1	2																		"666.1"		3	3.0
666.2	15	20	4	1	2																		"666.2"		3	3.0
667.0	17	45	2	1	2																		"667"		3	3.0
668.0	11	30	5	1	1	81	1	2	2	3	44	2	99	83	1	24		1		1	1	1	"668"		3	3.0
668.0			5	1	1	82	2	3	1	8	19	1	5	13	1	1		1		1	1	1	"668"		3	3.0
669.0	12	30	1	1	1	81	2	3	2	3	17	1	5	13	1	1		1		1	1	1	"669"		3	3.0
669.0			1	1	1	82	3	3	1	6	11	1	6	81	1	24		1		2	1	2	"669"		3	3.0
670.0	14	55	2	1	1	81	1	3	2	6	28	1	99	15	2		2	1		1	1	1	"670"		3	3.0
671.0	16	55	1	1	2																		"671"		3	3.0
672.0	13	10	2	1	2																		"672"		3	3.0
673.0	12	20	1	1	1	81	2	3	1	8	18	2	10	82	1	24		3	2	3	1	2	"673"		3	3.0
673.0			1	1	1	82	3	3	0	1	14	1	4	13	1	1		1		2	1	1	"673"		3	3.0
673.0			1	1	1	83	4	3	1	2	11	1	5	81	1	25		1		2	1	2	"673"		3	3.0
673.0			1	1	1	84	5	3	1	1	9	1	3	81	1	25		1		2	1	2	"673"		3	3.0
674.0	7	30	6	1	1	81	2	3	0	11	11	1	5	81	1	24		1		2	1	2	"674"		3	3.0
674.0			6	1	1	82	3	7	0	1	19	1	5	13	1	55		1		1	1	2	"674"		3	3.0
675.0	16	0	1	1	1	81	3	3	1	10	18	2	7	13	1	55		1		1	1	1	"675"		3	3.0
675.0			1	1	1	82	4	3	2	1	16	1	5	13	1	1		1		1	1	1	"675"		3	3.0
676.0	13	12	1	1	1	81	2	4	0	4	20	2	9	82	1	24		1		9	1	2	"676"		3	3.0
677.1	12	30	1	1	2																		"677.1"		3	3.0
677.2	8	30	4	1	1	81	8	6	1	0	73	1	5	85	1	24		1		9	1	2	"677.2"		3	3.0
678.0	13	37	1	1	1	81	3	3	2	10	16	2	7	81	1	24		1		2	1	2	"678"		3	3.0
679.0	12	0	1	1	2																		"679"		3	3.0
680.0	13	4	1	1	1	81	3	3	2	10	21	2	9	82	1	24		1		3	1	2	"680"		3	3.0
680.0			1	1	1	82	4	3	1	0	16	2	22	81	1	24		1		3	1	2	"680"		3	3.0
681.0	14	35	3	1	2																		"681"		3	3.0
682.0	14	22	1	1	1	81	5	4	2	2	26	2	10	82	1	1		1		9	2	2	"682"		3	3.0
682.0			1	1	1	82	6	5	2	2	6	1	0	81	1	1		1		9	2	2	"682"		3	3.0
682.0			1	1	1	83	7	4	1	10	27	2	12	82	1	1		1		9	2	2	"682"		3	3.0
683.0	12	37	1	1	2																		"683"		3	3.0
684.0	13	30	1	1	1	81	2	3	2	3	11	1	76	81	1	1		1		2	3	2	"684"		3	3.0
684.0			1	1	1	82	3	3	2	6	30	1	5	13	1	1		1		1	5	1	"684"		3	3.0
685.0	16	58	9	1	1	81	3	8	1	3	18	2	10	82	1	24		1		1	1	2	"685"		3	3.0
686.0	17	58	1	1	2																		"686"		3	3.0
687.0	13	40	1	1	1	81	8	4	1	3	30	2	6	82	1	1		1		9	1	2	"687"		3	3.0
687.0			1	1	1	82	9	5	1	3	8	1	3	81	1	1		1		9	1	2	"687"		3	3.0
687.0			1	1	1	83	10	5	1	3	4	1	99	84	1	1		1		9	1	2	"687"		3	3.0
687.0			1	1	1	84	7	3	1	3	46	1	6	50	1	7		1		9	1	2	"687"		3	3.0
688.0	16	5	1	1	1	81	4	3	3	2	18	1	9	13	1	1		1		1	1	1	"688"		3	3.0
689.0	12	10	1	1	2																		"689"		3	3.0
690.0	12	10	1	1	2																		"690"		3	3.0
692.1	12	30	1	1	2																		"692.1"		3	3.0
692.2	13	44	6	1	2																		"692.2"		3	3.0
693.0	11	40	7	1	1	81	2	3	2	3	26	2	5	82	1	24		1		9	1	2	"693"		3	3.0
693.0			7	1	1	82	3	4	2	3	7	1	2	81	1	24		1		9	1	2	"693"		3	3.0
693.0			7	1	1	83	4	4	2	3	6	1	66	81	1	24		1		9	1	2	"693"		3	3.0
693.0			7	1	1	84	6	4	2	3	3	1	99	84	1	24		1		9	1	2	"693"		3	3.0
