a01	stime_h_j	stime_m_j	res_id_j	consent_j	j1	j1_01	j1_01b	j1_02a	j1_02b2	j1_02b1	j1_02b1_ngo	j1_02b1_ngo2	j1_02c	j1_02coth	j1_03a	j1_03b	j1_03c	j1_03d	j1_03e	j1_03f	j1_03g	j1_03h	j1_03i	j1_03j	j1_03k	j1_03l	j1_03m	j1_03n	j1_03o	j1_03ooth	j1_03p	j1_04	j1_4a1_1	j1_4a1_2	j1_4a1_3	j1_5a	j1_05b	j1_5b	j1_5b_ngo	j1_5b_ngo2	j1_5c	j1_5coth	j1_06a	j1_06b	j1_06c	j1_06d	j1_06e	j1_06f	j1_06g	j1_06h	j1_06i	j1_06j	j1_06k	j1_06l	j1_06m	j1_06n	j1_06o	j1_06ooth	j1_06p	j1_07	j1_07oth	j1_08	j1_09	j1_09a	j1_09b	j1_09c	j1_09d	j1_09e	j1_09f	j1_09g	j1_09h	j1_09i	j1_09j	j1_09k	j1_09l	j1_09m	j1_09n	j1_09o	j1_09ooth	j1_09p	j1_10	j1_10oth	j1_11	j1_12	hhid2	hh_type	round
5091.0	12	54	1	1	1	2						" "		" "																" "		1	1			0		0		" "	4	"SHARER DILLER"	2		1	2	2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5091"	3	3.0
5092.0	11	20	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5092"	3	3.0
5093.0	13	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5093"	3	3.0
5094.0	16	0	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5094"	3	3.0
5095.0	12	41	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5095"	3	3.0
5096.0	14	35	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5096"	3	3.0
5097.0	17	17	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5097"	3	3.0
5098.0	11	32	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5098"	3	3.0
5099.0	14	25	6	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5099"	3	3.0
5100.0	12	7	6	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		2	" "	2		"5100"	3	3.0
5101.0	9	21	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5101"	3	3.0
5102.0	11	25	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5102"	3	3.0
5103.1	13	17	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5103.1"	3	3.0
5103.2	15	7	6	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5103.2"	3	3.0
5104.0	10	48	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5104"	3	3.0
5105.0	10	58	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5105"	3	3.0
5106.0	9	22	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5106"	3	3.0
5107.0	11	30	1	1	1	1	1	2	1	0		" "	0	" "	1	2	1	1	2		1	1	1	1	2		2		2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"5107"	3	3.0
5108.0	10	4	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5108"	3	3.0
5109.0	16	54	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5109"	3	3.0
5110.0	14	29	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5110"	3	3.0
5111.0	11	3	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5111"	3	3.0
5112.0	9	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5112"	3	3.0
5113.0	13	8	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5113"	3	3.0
5114.0	12	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5114"	3	3.0
5115.0	9	48	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5115"	3	3.0
5116.0	9	18	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5116"	3	3.0
5117.0	12	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5117"	3	3.0
5118.0	16	10	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5118"	3	3.0
5119.0	12	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5119"	3	3.0
5120.0	11	17	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5120"	3	3.0
5121.0	12	2	2	1	1	2						" "		" "																" "		1	3			0		0		" "	3	"SARER DILLER"	1	1	1	1	2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	3	"5121"	3	3.0
5122.0	16	19	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5122"	3	3.0
5124.0	11	41	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SER DILLER"	1	1	1	1	2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5124"	3	3.0
5126.0	14	26	1	1	1	2						" "		" "																" "		1	1			1	1	0		" "	4	"DELAR"	1	1	1	1	2		1	1	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5126"	3	3.0
5127.0	11	35	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5127"	3	3.0
5128.0	13	42	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5128"	3	3.0
5129.0	13	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5129"	3	3.0
5130.0	11	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5130"	3	3.0
5132.0	12	18	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5132"	3	3.0
5133.0	11	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5133"	3	3.0
5134.0	11	17	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5134"	3	3.0
5135.0	12	40	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5135"	3	3.0
5137.0	16	41	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5137"	3	3.0
5138.0	10	41	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5138"	3	3.0
5139.0	11	19	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5139"	3	3.0
5140.0	10	31	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5140"	3	3.0
5141.0	10	20	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5141"	3	3.0
5142.0	18	1	4	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SARER DOKAN"	1	2	1	2	2		2		1	2	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5142"	3	3.0
5143.0	11	43	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SARER DOKAN"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5143"	3	3.0
5144.0	10	44	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SARER DOKAN"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5144"	3	3.0
5145.0	14	47	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5145"	3	3.0
5146.0	11	39	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SARER DILLER"	1	1	1	1	2		1	1	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5146"	3	3.0
5147.0	11	20	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SARER DILLER"	1	1	1	1	2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5147"	3	3.0
5148.0	17	11	4	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SARER DILLER"	1	1	2		2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5148"	3	3.0
5149.0	12	31	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SARER DILLER"	1	1	1	1	2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5149"	3	3.0
5150.0	12	7	1	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SARER DOKAN"	1	2	1	2	2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5150"	3	3.0
5151.0	13	1	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5151"	3	3.0
5152.0	11	55	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5152"	3	3.0
5153.0	10	15	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5153"	3	3.0
5154.0	11	25	10	1	1	2						" "		" "																" "		1	1			0		0		" "	1	"SARER DILLER"	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5154"	3	3.0
5155.0	9	40	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5155"	3	3.0
5156.0	16	0	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5156"	3	3.0
5157.0	14	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5157"	3	3.0
5158.1	16	15	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5158.1"	3	3.0
5158.2	12	20	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5158.2"	3	3.0
5159.0	11	41	6	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"KRISHI DILLER SHARER3."	1	1	1	1	2		1	1	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5159"	3	3.0
5160.0	15	10	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5160"	3	3.0
5161.0	10	41	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5161"	3	3.0
5162.0	17	15	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5162"	3	3.0
5163.0	11	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5163"	3	3.0
5164.0	11	50	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SARER DEALAR"	1	1	1	1	2		1	1	1	1	2		2		2	" "			" "	2																	" "		5	" "	1	1	"5164"	3	3.0
5165.0	15	25	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5165"	3	3.0
5166.0	16	47	11	1	1	2						" "		" "																" "		1	1			0		0		" "	4	"SARER DOKAN"	1	2	1	2	2		1	2	2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5166"	3	3.0
5167.0	11	20	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5167"	3	3.0
5168.0	10	27	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5168"	3	3.0
5169.0	10	46	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5169"	3	3.0
5171.0	14	27	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5171"	3	3.0
5172.0	10	46	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5172"	3	3.0
5173.0	12	36	1	1	1	2						" "		" "																" "		1	1			0		0		" "	2	"SARER DEALAR"	2		1	2	2		1	2	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5173"	3	3.0
5174.0	10	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5174"	3	3.0
5175.0	12	35	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5175"	3	3.0
5176.0	12	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5176"	3	3.0
5177.0	10	38	5	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5177"	3	3.0
5178.0	10	50	6	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5178"	3	3.0
5179.0	11	15	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5179"	3	3.0
5180.0	13	32	1	1	1	2						" "		" "																" "		1	1			0		0		" "	3	"SARER DOKAN"	2		1	2	2		2		2		2		2		2	" "			" "	2																	" "		5	" "	1	1	"5180"	3	3.0
5181.1	10	20	2	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5181.1"	3	3.0
5181.2	16	6	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5181.2"	3	3.0
5182.0	9	33	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5182"	3	3.0
5183.0	11	21	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5183"	3	3.0
5184.0	16	51	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5184"	3	3.0
5185.0	14	40	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5185"	3	3.0
5186.1	11	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5186.1"	3	3.0
5186.2	12	30	4	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		1	" "	2		"5186.2"	3	3.0
5187.0	11	8	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5187"	3	3.0
5188.0	11	36	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5188"	3	3.0
5189.0	12	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5189"	3	3.0
5190.1	10	52	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5190.1"	3	3.0
5190.2	10	21	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5190.2"	3	3.0
5191.0	12	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5191"	3	3.0
5192.0	11	1	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5192"	3	3.0
5193.0	11	33	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5193"	3	3.0
5194.0	10	25	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5194"	3	3.0
5195.0	11	25	3	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5195"	3	3.0
5196.1	11	6	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5196.1"	3	3.0
5196.2	11	1	13	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5196.2"	3	3.0
5196.3	10	30	11	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5196.3"	3	3.0
5197.0	11	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5197"	3	3.0
5198.0	12	15	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5198"	3	3.0
5199.0	11	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5199"	3	3.0
5200.0	10	50	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5200"	3	3.0
5201.0	13	3	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5201"	3	3.0
5202.0	11	20	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5202"	3	3.0
5203.1	16	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5203.1"	3	3.0
5203.2	10	26	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5203.2"	3	3.0
5204.0	11	37	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5204"	3	3.0
5205.0	11	46	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5205"	3	3.0
5206.0	11	2	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"5206"	3	3.0
5207.0	11	1	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5207"	3	3.0
5208.1	13	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5208.1"	3	3.0
5208.2	14	44	6	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5208.2"	3	3.0
5208.3	12	15	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5208.3"	3	3.0
5209.1	10	43	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5209.1"	3	3.0
5209.2	10	55	3	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5209.2"	3	3.0
5210.0	11	1	10	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		1	" "	2		"5210"	3	3.0
5211.0	11	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5211"	3	3.0
5212.0	16	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5212"	3	3.0
5213.0	13	3	1	1	1	1	1	5	1	0		" "	0	" "	1	2	1	2	2		2		1	2	2		2		2	" "		1	1			4	1	0		" "	3	"SAR AR DILLAR"	1	2	1	2	2		1	1	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"5213"	3	3.0
5214.0	13	45	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		2	" "	2		"5214"	3	3.0
5215.0	10	21	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5215"	3	3.0
5216.0	10	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5216"	3	3.0
5217.0	17	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5217"	3	3.0
5218.0	10	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5218"	3	3.0
5219.0	10	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"5219"	3	3.0
5221.0	15	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5221"	3	3.0
5222.1	12	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"5222.1"	3	3.0
5222.2	14	50	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"5222.2"	3	3.0
