a01	stime_h_c	stime_m_c	res_id_c	consent_c	mid_c	c01	c02	c02oth	c03	c04	c05	c05oth	c06	c07	c08	c09	c10	c11	c12	c13	c14	hhid2	hh_type	round
1236.0			4	1	6	8		" "				" "										"1236"	3	3.0
1237.0	7	50	2	1	2	1		" "			69	" "	1	7	0.25	3					50.0	"1237"	3	3.0
1237.0			2	1	4	2		" "			69	" "	2	7	0.25	4						"1237"	3	3.0
1237.0			2	1	5	8		" "				" "										"1237"	3	3.0
1237.0			2	1	6	2		" "			69	" "	3	7	0.25	4						"1237"	3	3.0
1238.0	10	10	1	1	1	1		" "			64	" "	1	2	2.0	3					4000.0	"1238"	3	3.0
1238.0			1	1	1	2		" "			51	" "	4	7	8.0	4						"1238"	3	3.0
1238.0			1	1	3	1		" "			51	" "	2	7	14.0	3					14000.0	"1238"	3	3.0
1238.0			1	1	4	8		" "				" "										"1238"	3	3.0
1238.0			1	1	5	2		" "			51	" "	3	7	14.0	4						"1238"	3	3.0
1238.0			1	1	6	8		" "				" "										"1238"	3	3.0
1238.0			1	1	9	5		" "				" "										"1238"	3	3.0
1239.0	9	59	1	1	1	1		" "			3	" "	1	5	6.0	1	350	0	2		7000.0	"1239"	3	3.0
1239.0			1	1	2	2		" "			70	" "	2	7	0.5	4						"1239"	3	3.0
1239.0			1	1	2	1		" "			70	" "	3	7	1.5	3					0.0	"1239"	3	3.0
1239.0			1	1	5	5		" "				" "										"1239"	3	3.0
1240.1	9	18	1	1	1	1		" "			65	" "	1	4	3.0	3					4000.0	"1240.1"	3	3.0
1240.1			1	1	1	1		" "			70	" "	2	7	2.0	3					4000.0	"1240.1"	3	3.0
1240.1			1	1	2	2		" "			70	" "	3	7	0.5	4						"1240.1"	3	3.0
1240.1			1	1	2	1		" "			69	" "	4	7	0.5	3					100.0	"1240.1"	3	3.0
1240.1			1	1	3	1		" "			23	" "	5	7	8.0	3					8000.0	"1240.1"	3	3.0
1240.1			1	1	4	8		" "				" "										"1240.1"	3	3.0
1240.1			1	1	7	1		" "			46	" "	6	6	4.0	3					3000.0	"1240.1"	3	3.0
1240.1			1	1	8	5		" "				" "										"1240.1"	3	3.0
1240.1			1	1	10	5		" "				" "										"1240.1"	3	3.0
1240.2	16	31	5	1	5	8		" "				" "										"1240.2"	3	3.0
1240.2			5	1	6	5		" "				" "										"1240.2"	3	3.0
1241.0	8	55	2	1	1	1		" "			65	" "	1	7	10.0	3					19997.0	"1241"	3	3.0
1241.0			2	1	1	1		" "			70	" "	2	3	2.0	3					8333.0	"1241"	3	3.0
1241.0			2	1	2	2		" "			70	" "	3	7	2.0	4						"1241"	3	3.0
1241.0			2	1	3	5		" "				" "										"1241"	3	3.0
1241.0			2	1	4	5		" "				" "										"1241"	3	3.0
1242.0	13	25	3	1	1	2		" "			70	" "	1	7	1.0	4						"1242"	3	3.0
1242.0			3	1	3	1		" "			64	" "	2	7	4.0	3					9500.0	"1242"	3	3.0
1242.0			3	1	3	1		" "			70	" "	3	7	1.0	3					2000.0	"1242"	3	3.0
1242.0			3	1	4	1		" "			69	" "	4	7	1.0	3					100.0	"1242"	3	3.0
1242.0			3	1	4	2		" "			70	" "	5	7	1.0	4						"1242"	3	3.0
1242.0			3	1	5	5		" "				" "										"1242"	3	3.0
1243.0	8	45	2	1	1	1		" "			1	" "	1	7	8.0	1	300	0	2		9000.0	"1243"	3	3.0
1243.0			2	1	1	1		" "			70	" "	2	7	0.5	3					2000.0	"1243"	3	3.0
1243.0			2	1	1	1		" "			50	" "	3	7	4.0	3					3000.0	"1243"	3	3.0
1243.0			2	1	2	2		" "			70	" "	4	7	2.0	4						"1243"	3	3.0
1243.0			2	1	2	2		" "			50	" "	5	7	6.0	4						"1243"	3	3.0
1243.0			2	1	2	1		" "			69	" "	6	7	1.0	3					0.0	"1243"	3	3.0
1243.0			2	1	3	1		" "			33	" "	7	6	10.0	3					6000.0	"1243"	3	3.0
1243.0			2	1	4	5		" "				" "										"1243"	3	3.0
1244.0	8	43	1	1	1	1		" "			64	" "	1	4	3.0	3					3500.0	"1244"	3	3.0
1244.0			1	1	1	1		" "			3	" "	2	2	9.0	1	250	0	2		500.0	"1244"	3	3.0
1244.0			1	1	1	1		" "			70	" "	3	7	1.0	3					0.0	"1244"	3	3.0
1244.0			1	1	2	1		" "			69	" "	4	7	1.0	3					200.0	"1244"	3	3.0
1244.0			1	1	2	2		" "			70	" "	5	7	2.0	4						"1244"	3	3.0
1244.0			1	1	4	5		" "				" "										"1244"	3	3.0
1244.0			1	1	5	9		" "				" "										"1244"	3	3.0
1245.0	8	3	5	1	5	8		" "				" "										"1245"	3	3.0
1246.1	9	10	1	1	1	1		" "			51	" "	1	2	4.0	3					2000.0	"1246.1"	3	3.0
1246.1			1	1	2	8		" "				" "										"1246.1"	3	3.0
1246.2	8	47	3	1	3	1		" "			51	" "	1	7	10.0	3					7500.0	"1246.2"	3	3.0
1246.2			3	1	3	1		" "			70	" "	2	3	1.0	3					0.0	"1246.2"	3	3.0
1246.2			3	1	4	1		" "			69	" "	3	7	1.0	3					0.0	"1246.2"	3	3.0
1246.2			3	1	4	2		" "			70	" "	4	7	1.0	4						"1246.2"	3	3.0
1246.2			3	1	5	5		" "				" "										"1246.2"	3	3.0
1247.0	9	40	1	1	1	1		" "			64	" "	1	7	2.0	3					5000.0	"1247"	3	3.0
1247.0			1	1	1	1		" "			51	" "	2	7	8.0	3					8500.0	"1247"	3	3.0
1247.0			1	1	2	2		" "			70	" "	3	7	2.0	4						"1247"	3	3.0
1247.0			1	1	2	1		" "			69	" "	4	7	0.5	3					100.0	"1247"	3	3.0
1247.0			1	1	3	5		" "				" "										"1247"	3	3.0
1247.0			1	1	4	5		" "				" "										"1247"	3	3.0
1248.0	9	35	2	1	1	1		" "			1	" "	1	2	7.0	1	250	50	2		2400.0	"1248"	3	3.0
1248.0			2	1	2	1		" "			69	" "	2	7	0.5	3					0.0	"1248"	3	3.0
1248.0			2	1	4	5		" "				" "										"1248"	3	3.0
1249.0	7	55	1	1	1	1		" "			1	" "	1	4	8.0	3					2000.0	"1249"	3	3.0
1249.0			1	1	1	1		" "			70	" "	2	7	2.0	3					0.0	"1249"	3	3.0
1249.0			1	1	2	1		" "			69	" "	3	7	1.0	3					0.0	"1249"	3	3.0
1249.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"1249"	3	3.0
1249.0			1	1	2	1		" "			1	" "	5	2	6.0	3					1000.0	"1249"	3	3.0
1249.0			1	1	3	5		" "				" "										"1249"	3	3.0
1250.0	8	51	1	1	1	1		" "			64	" "	1	3	2.0	3					8000.0	"1250"	3	3.0
1250.0			1	1	1	1		" "			68	" "	2	7	6.0	3					20000.0	"1250"	3	3.0
1250.0			1	1	1	1		" "			70	" "	3	1	1.0	3					5000.0	"1250"	3	3.0
1250.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"1250"	3	3.0
1250.0			1	1	2	1		" "			69	" "	5	7	0.5	3					200.0	"1250"	3	3.0
1250.0			1	1	3	1		" "			50	" "	6	6	6.0	3					3000.0	"1250"	3	3.0
1250.0			1	1	5	2		" "			64	" "	7	5	4.0	4						"1250"	3	3.0
1253.0	8	45	1	1	1	1		" "			64	" "	1	2	4.0	3					5300.0	"1253"	3	3.0
1253.0			1	1	2	1		" "			69	" "	2	7	1.0	3					200.0	"1253"	3	3.0
1253.0			1	1	3	5		" "				" "										"1253"	3	3.0
1253.0			1	1	4	5		" "				" "										"1253"	3	3.0
1253.0			1	1	5	8		" "				" "										"1253"	3	3.0
1253.0			1	1	8	5		" "				" "										"1253"	3	3.0
1254.0	9	36	3	1	2	8		" "				" "										"1254"	3	3.0
1254.0			3	1	3	1		" "			50	" "	1	5	8.0	3					10000.0	"1254"	3	3.0
1254.0			3	1	3	1		" "			65	" "	2	2	6.0	3					1000.0	"1254"	3	3.0
1254.0			3	1	4	2		" "			50	" "	3	4	3.0	4						"1254"	3	3.0
1254.0			3	1	4	1		" "			69	" "	4	7	0.5	3					200.0	"1254"	3	3.0
1254.0			3	1	4	2		" "			70	" "	5	7	2.0	4						"1254"	3	3.0
1254.0			3	1	5	5		" "				" "										"1254"	3	3.0
1255.0	8	50	1	1	1	1		" "			1	" "	1	7	8.0	1	300	0	2		9000.0	"1255"	3	3.0
1255.0			1	1	1	1		" "			70	" "	2	7	0.5	3					5000.0	"1255"	3	3.0
1255.0			1	1	2	1		" "			1	" "	3	4	8.0	1	200	0	2		3200.0	"1255"	3	3.0
1255.0			1	1	2	1		" "			69	" "	4	7	0.5	3					0.0	"1255"	3	3.0
1255.0			1	1	2	2		" "			70	" "	5	7	2.0	4						"1255"	3	3.0
1255.0			1	1	3	4		" "		5		" "										"1255"	3	3.0
1255.0			1	1	5	5		" "				" "										"1255"	3	3.0
1256.0	10	15	5	1	3	2		" "			70	" "	1	3	0.5	4						"1256"	3	3.0
1256.0			5	1	5	1		" "			65	" "	2	6	6.0	3					2500.0	"1256"	3	3.0
1256.0			5	1	5	1		" "			1	" "	3	2	8.0	1	250	0	2		1500.0	"1256"	3	3.0
1256.0			5	1	6	1		" "			70	" "	4	7	2.0	3					0.0	"1256"	3	3.0
1256.0			5	1	6	1		" "			69	" "	5	7	0.5	3					100.0	"1256"	3	3.0
1256.0			5	1	7	1		" "			24	" "	6	6	11.0	3					12000.0	"1256"	3	3.0
1256.0			5	1	8	2		" "			70	" "	7	7	1.0	4						"1256"	3	3.0
1256.0			5	1	9	5		" "				" "										"1256"	3	3.0
1257.0	8	35	1	1	1	1		" "			64	" "	1	5	6.0	3					8500.0	"1257"	3	3.0
1257.0			1	1	1	1		" "			70	" "	2	7	1.5	3					1500.0	"1257"	3	3.0
1257.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"1257"	3	3.0
1257.0			1	1	2	2		" "			69	" "	4	7	0.25	4						"1257"	3	3.0
1257.0			1	1	3	5		" "				" "										"1257"	3	3.0
1257.0			1	1	4	1		" "			69	" "	5	3	0.25	3					150.0	"1257"	3	3.0
1258.0	16	50	2	1	2	1		" "			70	" "	1	7	2.0	3					0.0	"1258"	3	3.0
1258.0			2	1	2	1		" "			1	" "	2	3	4.0	1	0	80	2		300.0	"1258"	3	3.0
1258.0			2	1	3	8		" "				" "										"1258"	3	3.0
1259.0	8	50	1	1	1	1		" "			65	" "	1	5	6.0	3					6000.0	"1259"	3	3.0
1259.0			1	1	1	1		" "			70	" "	2	7	1.0	3					4300.0	"1259"	3	3.0
1259.0			1	1	2	1		" "			69	" "	3	7	1.0	3					200.0	"1259"	3	3.0
1259.0			1	1	2	2		" "			70	" "	4	7	1.0	4						"1259"	3	3.0
1259.0			1	1	3	2		" "			65	" "	5	6	4.0	4						"1259"	3	3.0
1259.0			1	1	3	2		" "			70	" "	6	7	0.5	4						"1259"	3	3.0
1259.0			1	1	4	1		" "			51	" "	7	7	10.0	3					3000.0	"1259"	3	3.0
1260.0	8	45	1	1	1	1		" "			65	" "	1	6	4.0	3					3800.0	"1260"	3	3.0
1260.0			1	1	1	1		" "			70	" "	2	7	2.0	3					3791.0	"1260"	3	3.0
1260.0			1	1	1	1		" "			69	" "	3	7	4.0	3					0.0	"1260"	3	3.0
1260.0			1	1	2	1		" "			69	" "	4	7	3.0	3					100.0	"1260"	3	3.0
1260.0			1	1	2	2		" "			70	" "	5	7	4.0	4						"1260"	3	3.0
1260.0			1	1	3	5		" "				" "										"1260"	3	3.0
1260.0			1	1	4	5		" "				" "										"1260"	3	3.0
1261.0	8	50	2	1	2	1		" "			72	" "	1	7	2.0	3					125.0	"1261"	3	3.0
1261.0			2	1	3	1		" "			70	" "	2	7	2.0	3					200.0	"1261"	3	3.0
1261.0			2	1	3	1		" "			24	" "	3	4	2.0	3					6000.0	"1261"	3	3.0
1261.0			2	1	3	1		" "			1	" "	4	4	8.0	1	200	0	2		3200.0	"1261"	3	3.0
1261.0			2	1	4	5		" "				" "										"1261"	3	3.0
1261.0			2	1	5	5		" "				" "										"1261"	3	3.0
1262.0	9	5	1	1	1	1		" "			1	" "	1	7	8.0	1	400	0	2		10000.0	"1262"	3	3.0
1262.0			1	1	1	1		" "			65	" "	2	5	2.0	3					2375.0	"1262"	3	3.0
1262.0			1	1	2	1		" "			1	" "	3	5	8.0	1	200	0	2		3000.0	"1262"	3	3.0
1262.0			1	1	3	5		" "				" "										"1262"	3	3.0
1262.0			1	1	4	5		" "				" "										"1262"	3	3.0
1262.0			1	1	5	5		" "				" "										"1262"	3	3.0
1263.0	9	30	6	1	3	11		" "				" "										"1263"	3	3.0
1263.0			6	1	4	5		" "				" "										"1263"	3	3.0
1263.0			6	1	5	5		" "				" "										"1263"	3	3.0
1263.0			6	1	6	1		" "			50	" "	1	6	8.0	3					6000.0	"1263"	3	3.0
1263.0			6	1	6	1		" "			65	" "	2	3	2.0	3					950.0	"1263"	3	3.0
1263.0			6	1	6	1		" "			70	" "	3	7	1.0	3					1583.0	"1263"	3	3.0
1263.0			6	1	7	1		" "			69	" "	4	7	1.0	3					450.0	"1263"	3	3.0
1263.0			6	1	7	2		" "			70	" "	5	7	1.0	4						"1263"	3	3.0
1263.0			6	1	8	1		" "			11	" "	6	5	10.0	1	250	0	2		6000.0	"1263"	3	3.0
1264.0	7	37	1	1	1	1		" "			65	" "	1	4	4.0	3					1600.0	"1264"	3	3.0
1264.0			1	1	1	1		" "			11	"GACH KATA"	2	3	9.0	1	300	0	2		3000.0	"1264"	3	3.0
1264.0			1	1	2	1		" "			1	" "	3	1	5.0	1	30	0	2		300.0	"1264"	3	3.0
1264.0			1	1	2	1		" "			69	" "	4	7	0.5	3					100.0	"1264"	3	3.0
1264.0			1	1	2	1		" "			24	" "	5	1	2.0	3					300.0	"1264"	3	3.0
1264.0			1	1	3	5		" "				" "										"1264"	3	3.0
1264.0			1	1	4	5		" "				" "										"1264"	3	3.0
1265.0	15	50	1	1	1	1		" "			11	"GACH KATAR JOGAN"	1	4	10.0	1	500	0	2		8000.0	"1265"	3	3.0
1265.0			1	1	2	8		" "				" "										"1265"	3	3.0
1265.0			1	1	3	5		" "				" "										"1265"	3	3.0
1265.0			1	1	4	5		" "				" "										"1265"	3	3.0
1266.0	9	14	1	1	1	1		" "			64	" "	1	2	6.0	3					4000.0	"1266"	3	3.0
1266.0			1	1	1	1		" "			12	" "	2	4	8.0	2					0.0	"1266"	3	3.0
1266.0			1	1	2	8		" "				" "										"1266"	3	3.0
1266.0			1	1	4	5		" "				" "										"1266"	3	3.0
1267.0	16	24	1	1	1	1		" "			51	" "	1	2	6.0	3					14000.0	"1267"	3	3.0
1267.0			1	1	1	1		" "			64	" "	2	6	8.0	3					20000.0	"1267"	3	3.0
1267.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"1267"	3	3.0
1267.0			1	1	2	1		" "			69	" "	4	7	0.5	3					200.0	"1267"	3	3.0
1267.0			1	1	3	2		" "			51	" "	5	6	9.0	4						"1267"	3	3.0
1267.0			1	1	4	2		" "			69	" "	6	5	0.5	4						"1267"	3	3.0
1267.0			1	1	5	2		" "			64	" "	7	5	6.0	4						"1267"	3	3.0
1267.0			1	1	6	5		" "				" "										"1267"	3	3.0
1268.0	8	50	2	1	1	1		" "			44	" "	1	7	8.0	3					1000.0	"1268"	3	3.0
1268.0			2	1	1	1		" "			64	" "	2	3	4.0	3					500.0	"1268"	3	3.0
1268.0			2	1	2	1		" "			69	" "	3	7	1.0	3					1000.0	"1268"	3	3.0
1268.0			2	1	2	1		" "			70	" "	4	7	1.0	3					0.0	"1268"	3	3.0
1268.0			2	1	4	5		" "				" "										"1268"	3	3.0
1268.0			2	1	5	5		" "				" "										"1268"	3	3.0
1269.0	8	50	2	1	1	1		" "			51	" "	1	7	8.0	3					15000.0	"1269"	3	3.0
1269.0			2	1	1	1		" "			70	" "	2	2	1.0	3					0.0	"1269"	3	3.0
1269.0			2	1	2	1		" "			69	" "	3	7	2.0	3					0.0	"1269"	3	3.0
1269.0			2	1	2	2		" "			70	" "	4	7	4.0	4						"1269"	3	3.0
1269.0			2	1	4	8		" "				" "										"1269"	3	3.0
1269.0			2	1	5	5		" "				" "										"1269"	3	3.0
1269.0			2	1	7	5		" "				" "										"1269"	3	3.0
1270.0	8	55	1	1	1	1		" "			51	" "	1	7	6.0	3					9000.0	"1270"	3	3.0
1270.0			1	1	1	1		" "			64	" "	2	2	2.0	3					6000.0	"1270"	3	3.0
1270.0			1	1	1	1		" "			70	" "	3	7	7.0	3					2166.0	"1270"	3	3.0
1270.0			1	1	2	2		" "			69	" "	4	7	1.0	4						"1270"	3	3.0
1270.0			1	1	2	2		" "			70	" "	5	7	2.0	4						"1270"	3	3.0
1270.0			1	1	3	5		" "				" "										"1270"	3	3.0
1270.0			1	1	4	9		" "				" "										"1270"	3	3.0
1271.0	8	20	1	1	1	1		" "			64	" "	1	3	5.0	3					3250.0	"1271"	3	3.0
1271.0			1	1	1	1		" "			70	" "	2	7	2.0	3					500.0	"1271"	3	3.0
1271.0			1	1	2	2		" "			70	" "	3	7	2.0	4						"1271"	3	3.0
1271.0			1	1	2	1		" "			69	" "	4	7	0.25	3					0.0	"1271"	3	3.0
1271.0			1	1	3	5		" "				" "										"1271"	3	3.0
1271.0			1	1	4	5		" "				" "										"1271"	3	3.0
1271.0			1	1	5	9		" "				" "										"1271"	3	3.0
1272.0	9	40	1	1	1	8		" "				" "										"1272"	3	3.0
1272.0			1	1	2	5		" "				" "										"1272"	3	3.0
1272.0			1	1	3	5		" "				" "										"1272"	3	3.0
1272.0			1	1	5	9		" "				" "										"1272"	3	3.0
1273.0	8	55	2	1	1	1		" "			11	"KATH KATAR SROMIK"	1	6	10.0	1	500	0	2		12000.0	"1273"	3	3.0
1273.0			2	1	2	1		" "			70	" "	2	7	4.0	3					1200.0	"1273"	3	3.0
1273.0			2	1	2	1		" "			69	" "	3	7	1.0	3					0.0	"1273"	3	3.0
1273.0			2	1	4	5		" "				" "										"1273"	3	3.0
1273.0			2	1	5	5		" "				" "										"1273"	3	3.0
1274.11	8	48	7	1	7	1		" "			64	" "	1	5	2.0	3					3500.0	"1274.1.1"	3	3.0
1274.11			7	1	7	1		" "			1	" "	2	2	8.0	1	400	0	2		2000.0	"1274.1.1"	3	3.0
1274.11			7	1	7	2		" "			70	" "	3	2	1.0	4						"1274.1.1"	3	3.0
1274.11			7	1	8	1		" "			70	" "	4	7	1.0	3					0.0	"1274.1.1"	3	3.0
1274.11			7	1	8	1		" "			69	" "	5	7	0.75	3					120.0	"1274.1.1"	3	3.0
1274.11			7	1	9	5		" "				" "										"1274.1.1"	3	3.0
1274.11			7	1	10	5		" "				" "										"1274.1.1"	3	3.0
1274.12	8	39	1	1	1	9		" "				" "										"1274.1.2"	3	3.0
1274.12			1	1	2	8		" "				" "										"1274.1.2"	3	3.0
1274.2	9	21	3	1	3	1		" "			64	" "	1	5	6.0	3					1500.0	"1274.2"	3	3.0
1274.2			3	1	3	1		" "			1	" "	2	2	9.0	1	300	0	2		6000.0	"1274.2"	3	3.0
1274.2			3	1	4	1		" "			70	" "	3	7	2.0	3					0.0	"1274.2"	3	3.0
1274.2			3	1	6	5		" "				" "										"1274.2"	3	3.0
1275.0	9	5	2	1	1	1		" "			11	"RAJ MISTRIR JOGAN"	1	6	10.0	1	300	0	2		7200.0	"1275"	3	3.0
1275.0			2	1	1	1		" "			70	" "	2	5	1.0	3					0.0	"1275"	3	3.0
1275.0			2	1	2	1		" "			69	" "	3	7	0.25	3					0.0	"1275"	3	3.0
1275.0			2	1	2	2		" "			70	" "	4	7	2.0	4						"1275"	3	3.0
1275.0			2	1	3	5		" "				" "										"1275"	3	3.0
1275.0			2	1	4	5		" "				" "										"1275"	3	3.0
1276.1	8	35	1	1	1	1		" "			69	" "	1	7	0.5	3					0.0	"1276.1"	3	3.0
1276.1			1	1	3	1		" "			11	"GAAS KATA"	2	4	8.0	1	500	0	2		9000.0	"1276.1"	3	3.0
1276.2	16	17	4	1	2	1		" "			11	"RAJ MISTRIR JOGAN"	1	3	10.0	1	600	0	2		7200.0	"1276.2"	3	3.0
1276.2			4	1	4	8		" "				" "										"1276.2"	3	3.0
1277.0	9	14	1	1	1	1		" "			70	" "	1	7	1.0	3					1500.0	"1277"	3	3.0
1277.0			1	1	2	1		" "			69	" "	2	7	0.5	3					100.0	"1277"	3	3.0
1277.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"1277"	3	3.0
1278.0	8	52	1	1	1	1		" "			65	" "	1	4	4.0	3					6333.0	"1278"	3	3.0
1278.0			1	1	1	1		" "			51	" "	2	7	5.0	3					3000.0	"1278"	3	3.0
1278.0			1	1	1	1		" "			70	" "	3	7	2.0	3					5000.0	"1278"	3	3.0
1278.0			1	1	2	1		" "			69	" "	4	7	1.0	3					130.0	"1278"	3	3.0
1278.0			1	1	2	2		" "			70	" "	5	7	2.0	4						"1278"	3	3.0
1278.0			1	1	3	5		" "				" "										"1278"	3	3.0
1278.0			1	1	4	5		" "				" "										"1278"	3	3.0
1279.0	9	5	1	1	1	1		" "			64	" "	1	7	4.0	3					2991.0	"1279"	3	3.0
1279.0			1	1	1	1		" "			70	" "	2	7	1.0	3					1740.0	"1279"	3	3.0
1279.0			1	1	2	1		" "			69	" "	3	7	1.0	3					150.0	"1279"	3	3.0
1279.0			1	1	2	2		" "			70	" "	4	7	2.0	4						"1279"	3	3.0
1279.0			1	1	3	5		" "				" "										"1279"	3	3.0
1279.0			1	1	4	5		" "				" "										"1279"	3	3.0
1280.0	9	55	1	1	1	1		" "			50	" "	1	7	8.0	3					20000.0	"1280"	3	3.0
1280.0			1	1	1	1		" "			65	" "	2	2	2.0	3					10450.0	"1280"	3	3.0
1280.0			1	1	1	1		" "			70	" "	3	1	1.0	3					1100.0	"1280"	3	3.0
1280.0			1	1	2	1		" "			69	" "	4	7	1.0	3					400.0	"1280"	3	3.0
1280.0			1	1	2	2		" "			70	" "	5	7	2.0	4						"1280"	3	3.0
1280.0			1	1	3	5		" "				" "										"1280"	3	3.0
1280.0			1	1	4	5		" "				" "										"1280"	3	3.0
1281.0	8	55	1	1	1	1		" "			13	" "	1	5	8.0	2					22300.0	"1281"	3	3.0
1281.0			1	1	1	1		" "			64	" "	2	7	2.0	3					0.0	"1281"	3	3.0
1281.0			1	1	2	8		" "				" "										"1281"	3	3.0
1281.0			1	1	3	5		" "				" "										"1281"	3	3.0
1282.0	7	40	1	1	1	1		" "			64	" "	1	6	5.0	3					5000.0	"1282"	3	3.0
1282.0			1	1	1	1		" "			70	" "	2	7	1.0	3					6000.0	"1282"	3	3.0
1282.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"1282"	3	3.0
1282.0			1	1	2	1		" "			69	" "	4	7	0.75	3					200.0	"1282"	3	3.0
1282.0			1	1	3	2		" "			70	" "	5	5	0.5	4						"1282"	3	3.0
1282.0			1	1	4	6		" "				" "										"1282"	3	3.0
1283.0	10	26	3	1	2	1		" "			70	" "	1	7	1.0	3					0.0	"1283"	3	3.0
1283.0			3	1	3	1		" "			27	" "	2	5	8.0	3					2500.0	"1283"	3	3.0
1283.0			3	1	4	5		" "				" "										"1283"	3	3.0
1284.0	8	32	1	1	1	1		" "			64	" "	1	4	2.0	3					12500.0	"1284"	3	3.0
1284.0			1	1	1	1		" "			70	" "	2	7	1.0	3					4000.0	"1284"	3	3.0
1284.0			1	1	3	2		" "			64	" "	3	6	4.0	4						"1284"	3	3.0
1284.0			1	1	3	2		" "			70	" "	4	7	1.0	4						"1284"	3	3.0
1284.0			1	1	4	2		" "			70	" "	5	7	1.0	4						"1284"	3	3.0
1284.0			1	1	4	2		" "			69	" "	6	7	1.0	4						"1284"	3	3.0
1285.0	8	26	1	1	1	1		" "			64	" "	1	4	4.0	3					10000.0	"1285"	3	3.0
1285.0			1	1	2	2		" "			70	" "	2	6	1.0	4						"1285"	3	3.0
1285.0			1	1	2	1		" "			69	" "	3	7	1.0	3					200.0	"1285"	3	3.0
1285.0			1	1	5	1		" "			23	" "	4	7	10.0	3					9000.0	"1285"	3	3.0
1285.0			1	1	6	1		" "			69	" "	5	7	1.0	3					200.0	"1285"	3	3.0
1285.0			1	1	6	1		" "			70	" "	6	7	1.0	3					1500.0	"1285"	3	3.0
1285.0			1	1	8	7		" "				" "										"1285"	3	3.0
1286.0	8	30	1	1	1	1		" "			22	" "	1	5	8.0	3					8400.0	"1286"	3	3.0
1286.0			1	1	1	1		" "			65	" "	2	2	6.0	3					2000.0	"1286"	3	3.0
1286.0			1	1	1	1		" "			70	" "	3	4	1.0	3					0.0	"1286"	3	3.0
1286.0			1	1	2	1		" "			69	" "	4	7	1.0	3					0.0	"1286"	3	3.0
1286.0			1	1	2	2		" "			70	" "	5	7	2.0	4						"1286"	3	3.0
1286.0			1	1	4	5		" "				" "										"1286"	3	3.0
1287.0	9	7	1	1	1	1		" "			64	" "	1	3	4.0	3					9000.0	"1287"	3	3.0
1287.0			1	1	1	1		" "			70	" "	2	7	1.0	3					1500.0	"1287"	3	3.0
1287.0			1	1	2	2		" "			70	" "	3	7	1.0	4						"1287"	3	3.0
1287.0			1	1	2	1		" "			69	" "	4	7	1.0	3					500.0	"1287"	3	3.0
1287.0			1	1	3	2		" "			64	" "	5	1	4.0	4						"1287"	3	3.0
1287.0			1	1	3	2		" "			70	" "	6	5	2.0	4						"1287"	3	3.0
1287.0			1	1	4	5		" "				" "										"1287"	3	3.0
1287.0			1	1	5	2		" "			70	" "	7	7	1.0	4						"1287"	3	3.0
1288.0	8	34	1	1	1	1		" "			64	" "	1	4	2.0	3					10000.0	"1288"	3	3.0
1288.0			1	1	1	1		" "			52	" "	2	3	9.0	3					10000.0	"1288"	3	3.0
1288.0			1	1	2	1		" "			69	" "	3	7	0.5	3					150.0	"1288"	3	3.0
1288.0			1	1	3	2		" "			64	" "	4	4	3.0	4						"1288"	3	3.0
1288.0			1	1	4	8		" "				" "										"1288"	3	3.0
1289.0	9	10	2	1	1	1		" "			64	" "	1	5	10.0	3					8000.0	"1289"	3	3.0
1289.0			2	1	1	1		" "			70	" "	2	7	2.0	3					0.0	"1289"	3	3.0
1289.0			2	1	2	1		" "			69	" "	3	7	2.0	3					0.0	"1289"	3	3.0
1289.0			2	1	2	2		" "			70	" "	4	7	2.0	4						"1289"	3	3.0
1289.0			2	1	3	1		" "			1	" "	5	6	8.0	1	300	0	2		6500.0	"1289"	3	3.0
1289.0			2	1	3	2		" "			70	" "	6	7	1.0	4						"1289"	3	3.0
1289.0			2	1	5	5		" "				" "										"1289"	3	3.0
1289.0			2	1	6	5		" "				" "										"1289"	3	3.0
1290.0	8	38	1	1	1	1		" "			1	" "	1	1	7.0	1	350	0	2		8750.0	"1290"	3	3.0
1290.0			1	1	1	1		" "			64	" "	2	2	1.0	3					8000.0	"1290"	3	3.0
1290.0			1	1	1	1		" "			70	" "	3	7	1.0	3					200.0	"1290"	3	3.0
1290.0			1	1	2	1		" "			69	" "	4	7	1.0	3					60.0	"1290"	3	3.0
1290.0			1	1	2	2		" "			70	" "	5	7	1.0	4						"1290"	3	3.0
1290.0			1	1	3	1		" "			1	" "	6	0	1.0	1	350	0	2		3000.0	"1290"	3	3.0
1290.0			1	1	3	2		" "			64	" "	7	4	4.0	4						"1290"	3	3.0
1290.0			1	1	4	1		" "			69	" "	8	7	1.0	3					100.0	"1290"	3	3.0
1290.0			1	1	4	1		" "			70	" "	9	7	1.0	3					0.0	"1290"	3	3.0
1290.0			1	1	5	5		" "				" "										"1290"	3	3.0
1290.0			1	1	6	5		" "				" "										"1290"	3	3.0
1291.0	8	51	1	1	1	1		" "			64	" "	1	7	2.0	3					3000.0	"1291"	3	3.0
1291.0			1	1	1	2		" "			70	" "	2	7	1.0	4						"1291"	3	3.0
