a01	stime_h_q	stime_m_q	res_id_q	consent_q	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_11b	q_11c	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20a_3	q_20b	q_20b_2	q_20b_3	q_20c	q_20c_2	q_20c_3	q_20d_1	q_20d_2	q_20d_3	q_21	etime_h_q	etime_m_q	flag_q_20b_3	flag_q_20c_3	hhid2	hh_type	round
1745.0	13	55	2	1	1	1000		5.0	2	2	2	2	4	1	1	2	1	297.0	1	2	100.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			50	14	5			"1745"	3	3.0
1746.0	11	7	1	1	2	300		3.0	3	2	2	2	4	1	1	2	1	189.0	1	2	0.0	10	0.0	1		3			0	2		" "	2		" "	2		" "	7				12	4			"1746"	3	3.0
1749.1	13	45	2	1	1	200		25.0	0	3	2	2	4	1	1	3	2	220.0	1	2	700.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			200	13	55			"1749.1"	3	3.0
1749.2	14	10	4	1	1	100		7.0	1	3	2	2	4	1	1	3	2	45.0	2			6	0.0	4	50	3			0	2		" "	2		" "	2		" "	7				14	15			"1749.2"	3	3.0
1750.0	14	10	1	1	1	2000		10.0	1	3	2	2	4	1	1	3	2	243.0	1	2	200.0	9	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			500	14	20			"1750"	3	3.0
1751.0	14	26	5	1	1	300		7.0	0	3	2	2	4	1	1	2	1	162.0	1	2	400.0	6	1500.0	1		3			2	1	1	" "	1	5	" "	2		" "	6			500	14	35			"1751"	3	3.0
1752.0	14	26	1	1	1	2000		2.0	0	2	1	2	4	1	2	2	1	576.0	1	2	200.0	6	0.0	1		3			3	1	1	" "	1	3	" "	1	4	" "	1			400	14	32			"1752"	3	3.0
1753.0	14	10	1	1	1	300		12.0	0	3	2	2	4	1	1	2	1	220.5	1	2	160.0	5	400.0	1		3			1	1	1	" "	2		" "	2		" "	6			40	14	20			"1753"	3	3.0
1754.0	13	30	3	1	1	500		15.0	0	3	2	2	4	1	1	2	1	288.0	1	2	210.0	6	0.0	1		3			2	1	1	" "	1	3	" "	2		" "	1			200	13	36			"1754"	3	3.0
1755.0	11	27	1	1	1	500		12.0	0	3	2	2	4	1	1	2	1	315.0	1	2	70.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	11	34			"1755"	3	3.0
1756.0	12	28	7	1	2	500		4.0	1	2	2	2	4	1	1	2	1	486.0	1	2	0.0	9	0.0	1		3			1	1	7	" "	2		" "	2		" "	6			150	12	34			"1756"	3	3.0
1757.0	15	9	1	1	1	500		12.0	0	3	2	2	4	1	1	2	1	220.0	1	2	200.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			150	15	15			"1757"	3	3.0
1759.0	12	45	5	1	1	200		12.0	1	3	2	2	4	1	1	2	1	162.0	2			6	500.0	4	70	3			1	1	5	" "	2		" "	2		" "	6			100	12	50			"1759"	3	3.0
1760.0	15	42	1	1	1	1500		16.0	0	3	2	2	4	1	1	2	1	346.0	1	3	360.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			15	15	50			"1760"	3	3.0
1761.0	11	38	1	1	1	1000		7.0	0	2	4	2	4	1	2	1		486.0	2			5	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			120	11	45			"1761"	3	3.0
1762.0	14	20	1	1	1	1500		5.0	0	2	1	2	1	1	2	3	1	864.0	1	2	134.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			150	14	24			"1762"	3	3.0
1763.0	17	45	1	1	1	1000		8.0	1	3	4	2	4	1	1	3	2	324.0	2			5	0.0	4	130	3			1	1	1	" "	2		" "	2		" "	6			20	17	57			"1763"	3	3.0
1764.0	12	34	1	1	1	2000		14.0	0	2	1	2	4	1	2	1		850.0	1	2	119.0	5	800.0	1		3			3	1	1	" "	1	4	" "	1	5	" "	1			700	12	41			"1764"	3	3.0
1765.0	14	27	1	1	1	1500		1.0	0	1	1	2	4	1	3	1		684.0	2			6	300.0	3	0	3			2	1	1	" "	1	2	" "	2		" "	6			400	14	35			"1765"	3	3.0
1766.0	13	28	4	1	1	1000		30.0	0	3	2	2	4	1	2	1		378.0	1	2	94.0	5	0.0	1		3			2	1	4	" "	1	1	" "	2		" "	4			50	13	26			"1766"	3	3.0
1767.0	14	30	1	1	1	500		8.0	0	3	2	2	4	1	1	3	2	288.0	2			5	0.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			100	14	35			"1767"	3	3.0
1769.0	12	21	1	1	1	200		20.0	0	4	5	2	4	1	2	2	2	324.0	1	2	100.0	5	600.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	12	28			"1769"	3	3.0
1770.0	13	52	2	1	1	500		25.0	0	3	2	2	4	1	2	2	1	252.0	2			5	1200.0	4	200	3			2	1	1	" "	1	2	" "	2		" "	6			200	14	0			"1770"	3	3.0
1771.0	11	49	1	1	1	400		4.0	0	2	2	2	4	1	2	3	2	567.0	2			5	600.0	3	0	3			0	2		" "	2		" "	2		" "	7				11	53			"1771"	3	3.0
1772.0	13	32	2	1	1	400		6.0	1	2	2	2	4	1	2	3	2	405.0	2			5	800.0	3	0	3			1	1	2	" "	2		" "	2		" "	6			100	13	37			"1772"	3	3.0
1773.0	12	25	1	1	1	5000		30.0	2	2	2	2	1	1	3	1		720.0	1	2	559.0	5	700.0	1		3			4	1	1	" "	1	2	" "	1	3	" "	6			600	12	34			"1773"	3	3.0
1774.0	14	50	1	1	1	1000		15.0	0	2	4	2	4	1	2	1		396.0	2			5	0.0	3	0	3			2	1	1	" "	1	3	" "	2		" "	6			200	15	0			"1774"	3	3.0
1775.11	16	54	19	1	1	1000		9.0	5	2	1	2	1	1	1	1		382.0	2			5	700.0	3	0	3			1	1	19	" "	2		" "	2		" "	6			300	17	3			"1775.1.1"	3	3.0
1775.12	15	23	1	1	1	2000		7.0	4	2	1	2	1	1	2	1		342.0	2			5	900.0	3	0	3			2	2		" "	1	8	" "	2		" "	1			1000	15	31			"1775.1.2"	3	3.0
1775.2	14	8	3	1	2	1000		9.0	3	2	1	2	1	1	1	2	1	270.0	2			6	700.0	3	0	3			2	1	3	" "	1	18	" "	2		" "	6			250	14	13			"1775.2"	3	3.0
1775.3	14	0	18	1	1	3000		10.0	5	1	1	2	1	1	2	1		378.0	2			5	0.0	3	0	3			1	1	18	" "	2		" "	2		" "	6			400	14	10			"1775.3"	3	3.0
1776.0	11	35	1	1	1	300		15.0	0	3	4	2	4	1	2	3	2	324.0	2			5	0.0	4	70	3			1	1	2	" "	2		" "	2		" "	6			60	11	41			"1776"	3	3.0
1777.0	13	45	1	1	1	1000		25.0	0	3	4	2	4	1	2	2	1	450.0	2			5	500.0	3	0	3			2	1	1	" "	1	4	" "	2		" "	6			100	13	50			"1777"	3	3.0
1778.0	13	0	1	1	1	500		30.0	0	3	4	2	4	1	2	2	1	220.0	1	2	350.0	5	800.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	13	10			"1778"	3	3.0
1779.0	12	0	1	1	1	400		12.0	0	3	2	2	4	1	1	1		180.0	2			5	800.0	4	70	3			1	1	1	" "	2		" "	2		" "	6			30	12	10			"1779"	3	3.0
1780.0	12	30	1	1	1	300		12.0	0	3	2	2	4	1	1	1		180.0	2			5	400.0	4	140	3			1	1	1	" "	2		" "	2		" "	6			30	12	35			"1780"	3	3.0
1781.0	12	45	1	1	1	1500		25.0	0	2	1	2	4	1	2	2	1	306.0	1	2	700.0	6	0.0	1		3			2	2		" "	1	2	" "	1	3	" "	6			250	12	55			"1781"	3	3.0
1782.0	13	42	1	1	1	2000		6.0	0	2	1	2	1	1	4	2	1	972.0	1	2	500.0	1		1		3			3	1	1	" "	1	2	" "	1	4	" "	1			500	13	48			"1782"	3	3.0
1783.0	14	49	1	1	1	500		25.0	1	2	2	2	4	1	2	1		378.0	1	2	250.0	5	2200.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	1			600	15	0			"1783"	3	3.0
1784.0	13	51	1	1	1	200		18.0	0	3	2	2	4	1	1	2	1	432.0	1	2	75.0	6	200.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	14	0			"1784"	3	3.0
1786.0	15	30	1	1	1	3000		2.0	0	1	1	2	4	1	3	1		576.0	2			6	100.0	4	500	3			1	1	1	" "	2		" "	2		" "	1			60	15	40			"1786"	3	3.0
1787.0	16	55	2	1	1	500		18.0	0	3	2	2	4	1	1	3	2	220.5	2			5	250.0	4	70	3			1	1	2	" "	2		" "	2		" "	6			200	17	0			"1787"	3	3.0
1788.0	11	17	2	1	1	300		8.0	1	3	2	2	4	1	1	3	2	972.0	2			9	0.0	4	30	3			2	1	2	" "	1	1	" "	2		" "	6			200	11	22			"1788"	3	3.0
1789.0	12	40	1	1	1	3000		4.0	1	1	1	2	1	1	3	1		1170.0	1	2	300.0	5	1200.0	1		3			4	1	1	" "	1	2	" "	1	5	" "	1			500	12	55			"1789"	3	3.0
1790.0	14	45	2	1	1	1000		4.0	0	3	2	2	4	1	1	3	2	630.0	2			6	400.0	4	140	3			1	1	1	" "	2		" "	2		" "	1			100	14	55			"1790"	3	3.0
1791.1	13	48	1	1	1	300		1.0	2	2	2	2	4	1	1	2	1	252.0	2			5	0.0	3	0	3			3	1	1	" "	1	2	" "	1	3	" "	1			300	13	52			"1791.1"	3	3.0
1791.2	13	28	4	1	1	200		1.0	2	1	2	2	4	1	1	2	1	288.0	2			6	0.0	3	0	3			0	2		" "	2		" "	2		" "	7				13	32			"1791.2"	3	3.0
1791.3	13	0	8	1	1	500		1.0	2	2	2	2	4	1	1	2	1	216.0	1	2	0.0	5	800.0	1		3			1	1	8	" "	2		" "	2		" "	6			150	13	6			"1791.3"	3	3.0
1793.0	11	7	1	1	1	500		10.0	1	3	2	2	4	1	2	2	1	1485.0	2			3	1000.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	11	11			"1793"	3	3.0
1795.0	13	20	3	1	1	300		23.0	0	3	2	2	4	1	1	2	1	173.0	1	2	200.0	5	110.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			100	13	30			"1795"	3	3.0
1796.0	14	37	1	1	1	300		50.0	0	3	2	2	4	1	2	3	2	378.0	1	2	245.0	5	500.0	1		3			3	1	1	" "	1	2	" "	1	4	" "	6			100	14	48			"1796"	3	3.0
1797.1	16	40	5	1	1	1000		8.0	1	3	2	2	4	1	2	2	1	288.0	1	2	98.0	3	400.0	1		3			1	1	5	" "	2		" "	2		" "	1			50	16	50			"1797.1"	3	3.0
1797.2	14	20	2	1	1	1000		7.0	1	3	2	2	4	1	1	2	1	216.0	1	2	100.0	3	1000.0	1		3			2	1	2	" "	1	5	" "	2		" "	6			100	14	30			"1797.2"	3	3.0
1798.0	14	30	1	1	1	1000		30.0	0	2	2	2	1	1	3	2	1	396.0	1	2	700.0	5	1100.0	1		3			4	1	1	" "	1	3	" "	1	4	" "	1			500	14	40			"1798"	3	3.0
1799.0	13	20	1	1	1	300		20.0	0	3	2	2	4	1	1	1		268.0	2			5	400.0	4	70	3			2	1	1	" "	1	2	" "	2		" "	6			400	13	30			"1799"	3	3.0
1800.0	13	42	7	1	1	1500		20.0	0	2	1	2	1	1	4	2	1	918.0	1	2	170.0	3	1150.0	1		3			3	1	7	" "	1	3	" "	1	6	" "	6			400	13	47	1		"1800"	3	3.0
1801.0	13	0	1	1	1	2000		12.0	1	1	1	2	1	1	2	1		378.0	1	2	280.0	5	150.0	1		3			2	1	1	" "	1	2	" "	2		" "	4			300	13	10			"1801"	3	3.0
1802.0	15	0	1	1	2	10000		15.0	0	1	1	1	1	1	2	2	1	288.0	1	2	200.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	15	5			"1802"	3	3.0
1803.1	16	45	1	1	1	1000		7.0	1	2	2	2	4	1	2	3	2	612.0	1	2	200.0	5	300.0	1		3			2	1	3	" "	1	9	" "	2		" "	6			150	16	50			"1803.1"	3	3.0
1803.2	11	40	5	1	1	500		6.0	1	2	2	2	4	1	1	3	2	189.0	1	2	150.0	5	400.0	1		3			1	1	5	" "	2		" "	2		" "	4			100	11	45			"1803.2"	3	3.0
1804.0	13	0	1	1	1	200		15.0	0	3	2	2	4	1	1	3	2	95.0	1	2	150.0	6	600.0	1		3			1	1	1	" "	2		" "	2		" "	4			100	13	5			"1804"	3	3.0
1805.0	13	0	1	1	1	500		30.0	0	3	4	2	4	1	2	2	1	342.0	1	2	475.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	4			100	13	10			"1805"	3	3.0
1806.0	11	42	1	1	1	1000		2.0	1	3	2	2	4	1	1	3	2	198.0	1	2	38.0	5	500.0	1		3			2	1	1	" "	1	2	" "	2		" "	4			200	11	50			"1806"	3	3.0
1807.0	14	32	1	1	1	700		3.0	2	2	2	2	4	1	1	3	2	220.0	1	2	0.0	9	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	14	41			"1807"	3	3.0
1808.1	16	48	1	1	1	500		7.0	2	2	2	2	4	1	1	2	1	144.0	1	2	64.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	16	53			"1808.1"	3	3.0
1808.2	11	32	3	1	2	500		7.0	2	2	2	2	4	1	1	3	2	144.0	1	2	50.0	5	800.0	1		3			0	2		" "	2		" "	2		" "	7				11	37			"1808.2"	3	3.0
1809.0	11	45	1	1	1	2000		4.0	0	1	1	2	11	1	2	1		513.0	1	2	800.0	4	800.0	1		3			2	1	1	" "	1	6	" "	2		" "	6			400	11	53			"1809"	3	3.0
1810.0	15	35	1	1	1	10000		8.0	0	1	1	2	1	1	4	2	1	720.0	1	2	2000.0	5	2000.0	1		3			3	1	1	" "	1	5	" "	1	11	" "	1			1000	15	45			"1810"	3	3.0
1811.1	12	10	1	1	1	1500		4.0	1	3	4	2	4	1	2	2	1	576.0	1	2	177.0	5	1300.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			400	12	15			"1811.1"	3	3.0
1811.2	16	10	3	1	1	500		25.0	0	3	4	2	4	1	2	1		288.0	1	2	300.0	5	500.0	1		3			1	1	3	" "	2		" "	2		" "	6			50	16	15			"1811.2"	3	3.0
1812.0	13	50	5	1	1	1000		6.0	0	1	1	2	4	1	3	2	1	972.0	1	2	210.0	6	0.0	1		3			2	1	5	" "	1	7	" "	2		" "	6			300	13	56			"1812"	3	3.0
1813.0	17	22	2	1	1	1500		2.0	1	1	1	2	4	1	3	1		918.0	1	2	500.0	6	0.0	1		3			1	1	2	" "	2		" "	2		" "	1	4		150	17	28			"1813"	3	3.0
1814.0	14	24	3	1	1	500		35.0	0	3	2	2	4	1	1	2	1	324.0	1	2	300.0	5	500.0	1		3			2	1	2	" "	1	3	" "	2		" "	1			200	14	30			"1814"	3	3.0
1815.0	14	24	1	1	1	1000		3.0	0	1	1	2	4	1	2	2	1	810.0	1	2	150.0	5	600.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			300	14	29			"1815"	3	3.0
1816.0	17	50	1	1	1	500		21.0	0	3	2	2	4	1	1	3	2	252.0	1	2	114.0	5	1100.0	1		3			2	1	1	" "	1	3	" "	2		" "	6			600	17	55			"1816"	3	3.0
1817.0	13	40	1	1	1	500		15.0	0	2	2	2	4	1	2	3	2	756.0	1	2	320.0	6	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			200	13	46			"1817"	3	3.0
1818.0	13	55	1	1	1	2500		20.0	1	2	2	2	4	1	3	3	2	540.0	1	2	233.0	5	600.0	1		3			4	1	1	" "	1	6	" "	1	7	" "	6			800	14	8			"1818"	3	3.0
1819.0	15	51	1	1	2	300		12.0	1	3	2	2	4	1	1	3	2	180.0	2			5	200.0	3	0	3			1	1	1	" "	2		" "	2		" "	6			80	15	57			"1819"	3	3.0
1820.0	12	10	2	1	1	2000		3.0	0	1	1	2	4	1	3	2	1	819.0	1	2	200.0	5	500.0	1		3			4	1	1	" "	1	2	" "	1	4	" "	6			500	12	16			"1820"	3	3.0
1821.0	14	18	1	1	1	500		10.0	0	2	2	2	4	2	2	2	1	729.0	1	2	200.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	4			100	14	22			"1821"	3	3.0
1822.0	15	5	1	1	1	3000		60.0	0	2	1	2	1	1	2	1		810.0	1	2	380.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			250	15	12			"1822"	3	3.0
1823.0	15	2	1	1	1	1200		20.0	1	3	4	2	4	1	3	1		472.0	1	2	100.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	15	10			"1823"	3	3.0
1824.0	15	0	1	1	1	200		13.0	0	3	3	2	4	1	1	1		288.0	1	2	150.0	5	0.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	15	10			"1824"	3	3.0
1825.0	11	34	3	1	2	300		8.0	1	3	4	2	4	1	1	1		180.0	1	2	130.0	5	400.0	1		3			2	1	3	" "	1	1	" "	2		" "	6			200	11	41			"1825"	3	3.0
1826.0	14	55	1	1	1	1000		4.0	2	2	2	2	4	1	1	3	2	144.0	1	2	70.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	4			100	15	2			"1826"	3	3.0
1827.0	14	40	1	1	1	1000		3.0	0	1	1	2	1	1	1	1		220.0	1	2	100.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			50	14	50			"1827"	3	3.0
1828.0	10	7	1	1	1	700		25.0	0	3	4	2	4	1	2	2	1	495.0	1	2	150.0	6	0.0	1		3			5	1	1	" "	1	2	" "	1	4	" "	1			800	10	11			"1828"	3	3.0
1829.0	13	2	4	1	1	1000		3.0	0	2	1	2	1	1	4	2	1	1188.0	1	2	120.0	5	0.0	1		3			2	1	4	" "	1	3	" "	2		" "	6			250	13	7			"1829"	3	3.0
1830.0	15	5	1	1	1	500		30.0	0	2	1	2	4	1	2	3	2	425.0	1	2	212.0	5	400.0	1		3			2	1	1	" "	1	2	" "	2		" "	1			100	15	10			"1830"	3	3.0
1832.1	11	16	2	1	1	500		20.0	1	2	4	2	4	1	2	2	1	360.0	1	2	0.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	1			100	11	20			"1832.1"	3	3.0
1832.2	15	30	1	1	1	1000		8.0	1	2	2	2	4	1	3	2	1	504.0	1	2	0.0	5	0.0	1		3			3	1	1	" "	1	7	" "	1	8	" "	6			400	15	33			"1832.2"	3	3.0
1833.0	13	10	2	1	1	2000		13.0	1	1	4	2	4	1	3	1		990.0	1	2	421.0	3	1000.0	1		3			1	1	2	" "	2		" "	2		" "	1			300	13	20			"1833"	3	3.0
1834.0	14	50	1	1	1	500		20.0	0	1	4	2	4	1	2	1		405.0	1	2	310.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			300	14	45			"1834"	3	3.0
1835.0	15	45	1	1	1	2000		2.0	0	2	4	2	4	2	4	2	1	513.0	1	2	170.0	5	0.0	1		3			2	1	1	" "	1	6	" "	2		" "	1			200	15	50			"1835"	3	3.0
1836.0	15	12	1	1	1	3000		20.0	1	3	2	2	4	1	4	1		978.0	1	2	76.0	6	0.0	1		3			3	1	1	" "	1	4	" "	1	5	" "	6			400	15	20			"1836"	3	3.0
1837.0	13	15	4	1	1	500		16.0	0	3	2	2	4	1	1	1		306.0	1	2	200.0	5	500.0	1		3			1	1	4	" "	2		" "	2		" "	6			100	13	20			"1837"	3	3.0
1838.0	15	18	1	1	1	2000		2.0	0	1	1	2	1	1	4	2	1	882.0	1	2	320.0	6	0.0	1		3			2	2		" "	1	7	" "	1	8	" "	1	4		1000	15	21			"1838"	3	3.0
1839.0	14	34	1	1	1	1000		15.0	0	3	4	2	4	1	2	2	1	603.0	1	2	96.0	6	0.0	1		3			2	2		" "	1	3	" "	1	4	" "	1			300	14	37			"1839"	3	3.0
1840.0	15	20	1	1	1	500		12.0	1	3	6	2	4	1	1	1		288.0	1	2	150.0	5	0.0	1		3			3	1	1	" "	1	2	" "	1	6	" "	1			300	15	25			"1840"	3	3.0
1841.0	12	42	1	1	1	500		4.0	2	2	2	2	4	1	2	2	1	396.0	1	2	250.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	12	45			"1841"	3	3.0
1842.0	15	8	1	1	1	400		20.0	0	3	2	2	4	1	2	3	2	504.0	1	2	100.0	1		1		3			3	2		" "	1	3	" "	1	4	" "	1			400	15	13			"1842"	3	3.0
1843.11	13	50	1	1	1	500		13.0	2	2	2	2	4	1	1	2	1	144.0	1	2	95.0	3	400.0	1		3			1	1	1	" "	2		" "	2		" "	6			100	14	0			"1843.1.1"	3	3.0
1843.12	13	30	8	1	1	500		15.0	3	3	2	2	4	1	1	3	2	220.0	2			6	0.0	4	50	3			1	1	8	" "	2		" "	2		" "	6			100	13	35			"1843.1.2"	3	3.0
1843.2	15	0	5	1	1	1000		12.0	2	2	2	2	4	1	1	3	2	216.0	1	2	90.0	6	0.0	1		3			1	1	5	" "	2		" "	2		" "	6			100	15	5			"1843.2"	3	3.0
1844.0	12	30	1	1	1	200		10.0	0	4	2	2	4	1	1	3	2	205.0	2			6	0.0	4	35	3			0	2		" "	2		" "	2		" "	7				12	40			"1844"	3	3.0
1845.0	15	46	1	1	1	2000		5.0	0	2	1	2	1	1	4	2	1	756.0	1	2	330.0	6	1000.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			300	15	51			"1845"	3	3.0
1846.0	13	25	1	1	3		5500	15.0	1	1	1	2	1	1	4	1		1089.0	1	2	1280.0	2	0.0	1		3			5	1	1	" "	1	2	" "	1	10	" "	6			500	13	35			"1846"	3	3.0
1847.0	15	35	3	1	1	1500		7.0	0	1	1	2	4	1	2	2	1	396.0	1	2	138.0	5	400.0	1		3			3	1	3	" "	1	5	" "	1	2	" "	6			250	15	40			"1847"	3	3.0
1848.0	13	40	1	1	1	1500		12.0	0	2	2	2	4	2	1	3	2	465.0	1	2	195.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			200	13	50			"1848"	3	3.0
1849.0	14	30	1	1	1	400		2.0	1	2	2	2	4	1	1	3	2	135.0	1	2	400.0	6	500.0	1		3			1	1	1	" "	2		" "	2		" "	1			150	14	33			"1849"	3	3.0
1850.0	15	35	1	1	1	2000		7.0	2	2	2	2	4	1	1	3	2	220.0	1	2	400.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			50	15	40			"1850"	3	3.0
1851.0	12	31	1	1	1	200		4.0	1	2	2	2	4	1	2	3	2	360.0	1	2	0.0	9	0.0	1		3			0	2		" "	2		" "	2		" "	2				12	38			"1851"	3	3.0
1853.0	15	10	1	1	1	2000		2.0	0	1	1	2	4	3	3	1		1026.0	1	2	310.0	6	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	15	20			"1853"	3	3.0
1854.0	12	8	1	1	1	500		3.0	0	2	1	2	1	1	2	2	1	648.0	1	2	78.0	5	500.0	1		3			1	1	1	" "	2		" "	2		" "	2	1		100	12	12			"1854"	3	3.0
1855.0	16	7	1	1	1	1000		20.0	0	1	1	2	4	1	2	3	2	432.0	1	2	152.0	6	0.0	1		3			1	1	3	" "	2		" "	2		" "	6			100	16	12			"1855"	3	3.0
1856.1	12	15	1	1	1	1500		15.0	1	2	2	2	4	1	4	1		252.0	1	2	380.0	5	800.0	1		3			2	1	1	" "	1	4	" "	2		" "	6			300	12	25			"1856.1"	3	3.0
1856.2	14	55	6	1	1	1500		15.0	1	2	2	2	4	1	3	3	2	252.0	1	2	200.0	6	0.0	1		3			1	1	6	" "	2		" "	2		" "	2	6		150	15	3			"1856.2"	3	3.0
1857.0	12	40	1	1	2	2000		5.0	1	1	1	2	1	1	2	2	1	288.0	1	2	250.0	6	100.0	1		3			2	1	1	" "	2		" "	2		" "	1	4		150	12	45			"1857"	3	3.0
1858.0	14	53	1	1	1	500		2.0	0	1	2	2	4	1	1	2	1	288.0	1	2	180.0	8	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			400	14	57			"1858"	3	3.0
1859.0	16	0	1	1	1	2000		30.0	0	1	1	2	1	1	2	2	1	331.0	1	2	230.0	6	0.0	1		3			3	1	1	" "	1	2	" "	1	3	" "	6			300	16	5			"1859"	3	3.0
1860.0	15	20	1	1	1	300		15.0	1	3	2	2	4	1	1	3	2	268.0	1	2	120.0	6	0.0	1		3			0	2		" "	2		" "	2		" "	7				15	25			"1860"	3	3.0
1861.1	12	25	1	1	1	3000		0.0	5	2	1	2	1	1	2	1		432.0	1	2	600.0	5	2500.0	1		3			2	1	1	" "	1	2	" "	2		" "	6			700	12	35			"1861.1"	3	3.0
1861.2	8	40	4	1	1	1000		2.0	0	1	1	2	1	1	1	1		189.0	1	2	300.0	3	900.0	1		3			1	1	4	" "	2		" "	2		" "	1			200	8	45			"1861.2"	3	3.0
1862.0	11	30	1	1	1	300		12.0	2	2	2	2	4	1	1	1		315.0	1	2	0.0	2	0.0	1		3			1	1	1	" "	2		" "	2		" "	1			100	11	36			"1862"	3	3.0
1863.0	16	10	1	1	1	3000		14.0	0	2	2	2	1	1	2	1		473.0	1	2	400.0	3	200.0	1		3			1	1	1	" "	2		" "	2		" "	6			400	16	20			"1863"	3	3.0
1864.0	14	56	1	1	1	1500		35.0	1	3	4	2	4	1	1	3	2	486.0	1	2	100.0	5	0.0	1		3			1	1	1	" "	2		" "	2		" "	6			150	15	4			"1864"	3	3.0
1865.1	13	11	5	1	1	500		10.0	1	3	2	2	4	1	1	1		216.0	1	2	150.0	5	500.0	1		3			2	1	5	" "	1	6	" "	2		" "	6			120	13	19			"1865.1"	3	3.0
1865.2	12	19	1	1	1	1000		15.0	1	3	4	2	4	1	1	1		360.0	1	2	100.0	5	0.0	1		3			1	2		" "	1	2	" "	2		" "	4			150	12	30			"1865.2"	3	3.0
1866.0	13	40	1	1	1	4000		20.0	0	2	1	2	1	1	3	1		284.0	1	2	300.0	3	1000.0	1		3			3	1	1	" "	1	4	" "	1	5	" "	1			400	13	50			"1866"	3	3.0
1867.0	14	18	1	1	1	5000		0.0	1	1	10	2	1	1	3	1		810.0	1	2	200.0	6	0.0	1		3			1	2		" "	1	4	" "	2		" "	5			200	14	24			"1867"	3	3.0
1868.0	12	34	2	1	1	5000		5.0	0	2	1	2	1	1	4	1		1287.0	1	2	96.0	5	0.0	1		3			4	1	2	" "	1	1	" "	1	4	" "	4			150	12	40			"1868"	3	3.0
1869.0	13	18	2	1	1	1000		2.0	0	2	2	2	4	1	2	2	1	495.0	1	2	96.0	5	0.0	1		3			1	1	2	" "	2		" "	2		" "	6			200	13	22			"1869"	3	3.0
1870.0	12	7	1	1	1	5000		12.0	0	2	1	2	1	1	3	1		805.0	1	2	200.0	5	0.0	1		3			3	1	1	" "	1	3	" "	1	4	" "	6			250	12	15			"1870"	3	3.0
1871.0	12	32	1	1	1	1000		10.0	0	2	1	2	4	2	3	3	2	545.0	1	2	108.0	5	300.0	1		3			1	1	3	" "	2		" "	2		" "	6			200	12	38			"1871"	3	3.0
1872.0	13	20	1	1	1	2000		12.0	0	2	1	2	1	1	2	2	1	324.0	1	2	350.0	5	500.0	1		3			1	1	1	" "	2		" "	2		" "	4			200	13	30			"1872"	3	3.0
1873.0	14	0	1	1	1	7000		8.0	0	1	1	2	1	2	5	1		1170.0	1	2	750.0	5	800.0	1		3			8	1	1	" "	1	2	" "	1	4	" "	6			1000	14	10			"1873"	3	3.0
1874.0	15	30	1	1	1	3000		8.0	0	1	1	1	1	1	3	1		1386.0	1	2	555.0	5	400.0	1		3			3	2		" "	1	2	" "	1	3	" "	6			1000	15	35			"1874"	3	3.0
