a01	j2a_01	j2a_02	j2a_03y	j2a_03m	j2a_04	j2a_04oth	j2a_05	j2a_06	j2a_09	j2a_09oth	j2a_10	j2a_10oth	etime_h_j	etime_m_j	hhid2	hh_type	round
1847.0	1	2				" "				" "		" "	18	20	"1847"	3	3.0
1848.0	1	2				" "				" "		" "	12	25	"1848"	3	3.0
1849.0	1	2				" "				" "		" "	16	6	"1849"	3	3.0
1850.0	1	2				" "				" "		" "	13	45	"1850"	3	3.0
1851.0	1	2				" "				" "		" "	11	9	"1851"	3	3.0
1853.0	1	2				" "				" "		" "	13	40	"1853"	3	3.0
1854.0	1	2				" "				" "		" "	11	6	"1854"	3	3.0
1855.0	1	2				" "				" "		" "	14	30	"1855"	3	3.0
1856.1	1	2				" "				" "		" "	11	5	"1856.1"	3	3.0
1856.2	1	2				" "				" "		" "	13	15	"1856.2"	3	3.0
1857.0	1	2				" "				" "		" "	11	30	"1857"	3	3.0
1858.0	1	2				" "				" "		" "	13	47	"1858"	3	3.0
1859.0	1	2				" "				" "		" "	14	45	"1859"	3	3.0
1860.0	1	2				" "				" "		" "	14	25	"1860"	3	3.0
1861.1	1	2				" "				" "		" "	11	10	"1861.1"	3	3.0
1861.2	1	2				" "				" "		" "	16	20	"1861.2"	3	3.0
1862.0	1	2				" "				" "		" "	10	26	"1862"	3	3.0
1863.0	1	2				" "				" "		" "	14	58	"1863"	3	3.0
1864.0	1	2				" "				" "		" "	13	3	"1864"	3	3.0
1865.1	2					" "				" "		" "	12	9	"1865.1"	3	3.0
1865.2	1	2				" "				" "		" "	11	14	"1865.2"	3	3.0
1866.0	1	2				" "				" "		" "	12	10	"1866"	3	3.0
1867.0	1	2				" "				" "		" "	12	38	"1867"	3	3.0
1868.0	1	2				" "				" "		" "	10	50	"1868"	3	3.0
1869.0	1	2				" "				" "		" "	11	51	"1869"	3	3.0
1870.0	1	2				" "				" "		" "	10	57	"1870"	3	3.0
1871.0	1	2				" "				" "		" "	11	14	"1871"	3	3.0
1872.0	1	2				" "				" "		" "	11	40	"1872"	3	3.0
1873.0	1	2				" "				" "		" "	12	55	"1873"	3	3.0
1874.0	1	2				" "				" "		" "	13	53	"1874"	3	3.0
1875.0	1	2				" "				" "		" "	10	44	"1875"	3	3.0
1876.1	1	2				" "				" "		" "	12	37	"1876.1"	3	3.0
1876.2	1	2				" "				" "		" "	17	54	"1876.2"	3	3.0
1877.0	1	2				" "				" "		" "	10	58	"1877"	3	3.0
1878.0	1	2				" "				" "		" "	9	16	"1878"	3	3.0
1879.1	1	2				" "				" "		" "	13	15	"1879.1"	3	3.0
1879.2	1	2				" "				" "		" "	11	20	"1879.2"	3	3.0
1880.0	1	2				" "				" "		" "	18	18	"1880"	3	3.0
1881.0	2					" "				" "		" "	11	55	"1881"	3	3.0
1882.0	2					" "				" "		" "	10	32	"1882"	3	3.0
1883.0	1	2				" "				" "		" "	11	27	"1883"	3	3.0
1884.0	2					" "				" "		" "	10	42	"1884"	3	3.0
1885.0	2					" "				" "		" "	11	10	"1885"	3	3.0
1886.0	2					" "				" "		" "	10	36	"1886"	3	3.0
1887.0	2					" "				" "		" "	11	50	"1887"	3	3.0
1888.0	1	2				" "				" "		" "	16	25	"1888"	3	3.0
1889.0	1	2				" "				" "		" "	16	0	"1889"	3	3.0
1891.0	2					" "				" "		" "	10	28	"1891"	3	3.0
1892.0	1	2				" "				" "		" "	13	0	"1892"	3	3.0
1893.0	2					" "				" "		" "	10	49	"1893"	3	3.0
1894.0	1	2				" "				" "		" "	11	25	"1894"	3	3.0
1895.0	1	2				" "				" "		" "	9	50	"1895"	3	3.0
1896.0	1	2				" "				" "		" "	11	34	"1896"	3	3.0
1897.0	1	2				" "				" "		" "	10	44	"1897"	3	3.0
1898.0	1	2				" "				" "		" "	12	21	"1898"	3	3.0
1899.0	1	2				" "				" "		" "	12	33	"1899"	3	3.0
1900.0	2					" "				" "		" "	11	30	"1900"	3	3.0
1901.0	1	2				" "				" "		" "	15	50	"1901"	3	3.0
1902.0	1	1	2014	6	2	" "	2	3		" "	5	" "	11	50	"1902"	3	3.0
1903.0	1	2				" "				" "		" "	13	2	"1903"	3	3.0
1905.0	1	1	2014	6	1	" "	2	3		" "	5	" "	12	36	"1905"	3	3.0
1906.0	1	2				" "				" "		" "	0		"1906"	3	3.0
1907.0	1	2				" "				" "		" "	12	10	"1907"	3	3.0
1908.0	1	2				" "				" "		" "	13	40	"1908"	3	3.0
1909.0	1	2				" "				" "		" "	14	20	"1909"	3	3.0
1910.0	2					" "				" "		" "	0		"1910"	3	3.0
1914.0	1	2				" "				" "		" "	11	50	"1914"	3	3.0
1915.0	1	1	2014	6	8	" "	2	3		" "	5	" "	13	53	"1915"	3	3.0
1916.0	1	2				" "				" "		" "	13	35	"1916"	3	3.0
1917.0	1	2				" "				" "		" "	12	25	"1917"	3	3.0
1919.0	1	1	2014	6	8	" "	2	2	3	" "		" "	14	2	"1919"	3	3.0
1920.0	1	2				" "				" "		" "	13	30	"1920"	3	3.0
1921.0	1	2				" "				" "		" "	0		"1921"	3	3.0
1922.0	1	2				" "				" "		" "	0		"1922"	3	3.0
1923.0	1	2				" "				" "		" "	0		"1923"	3	3.0
1924.0	1	2				" "				" "		" "	0		"1924"	3	3.0
1926.0	1	2				" "				" "		" "	0		"1926"	3	3.0
1927.0	1	2				" "				" "		" "	13	28	"1927"	3	3.0
1928.0	1	2				" "				" "		" "	0		"1928"	3	3.0
1929.0	1	2				" "				" "		" "	0		"1929"	3	3.0
1930.0	1	2				" "				" "		" "	0		"1930"	3	3.0
1931.0	1	2				" "				" "		" "	0		"1931"	3	3.0
1932.0	1	2				" "				" "		" "	0		"1932"	3	3.0
1933.0	1	2				" "				" "		" "	0		"1933"	3	3.0
1934.0	1	2				" "				" "		" "	0		"1934"	3	3.0
1935.0	1	2				" "				" "		" "	10	48	"1935"	3	3.0
1936.0	1	2				" "				" "		" "	13	22	"1936"	3	3.0
1937.0	1	2				" "				" "		" "	14	34	"1937"	3	3.0
1938.0	1	2				" "				" "		" "	18	52	"1938"	3	3.0
1939.0	1	2				" "				" "		" "	0		"1939"	3	3.0
1940.1	1	1	2018	9	2	" "	2	2	3	" "		" "	14	41	"1940.1"	3	3.0
1940.2	1	2				" "				" "		" "	13	41	"1940.2"	3	3.0
1941.0	1	2				" "				" "		" "	17	22	"1941"	3	3.0
1942.0	1	2				" "				" "		" "	0		"1942"	3	3.0
1943.0	1	2				" "				" "		" "	12	59	"1943"	3	3.0
1944.0	2					" "				" "		" "	0		"1944"	3	3.0
1945.0	1	2				" "				" "		" "	14	10	"1945"	3	3.0
1946.0	1	2				" "				" "		" "	14	25	"1946"	3	3.0
1947.0	1	2				" "				" "		" "	0		"1947"	3	3.0
1948.0	1	2				" "				" "		" "	0		"1948"	3	3.0
1949.0	1	2				" "				" "		" "	0		"1949"	3	3.0
1950.0	1	2				" "				" "		" "	0		"1950"	3	3.0
1951.0	1	2				" "				" "		" "	0		"1951"	3	3.0
1952.0	1	2				" "				" "		" "	0		"1952"	3	3.0
1953.0	1	2				" "				" "		" "	0		"1953"	3	3.0
1954.0	1	2				" "				" "		" "	0		"1954"	3	3.0
1955.0	2					" "				" "		" "	0		"1955"	3	3.0
1957.0	1	2				" "				" "		" "	0		"1957"	3	3.0
1958.0	1	2				" "				" "		" "	0		"1958"	3	3.0
1959.0	1	2				" "				" "		" "	0		"1959"	3	3.0
1960.0	1	2				" "				" "		" "	0		"1960"	3	3.0
1961.0	2					" "				" "		" "	11	0	"1961"	3	3.0
1962.0	1	2				" "				" "		" "	13	5	"1962"	3	3.0
1963.1	1	2				" "				" "		" "	13	32	"1963.1"	3	3.0
1963.2	2					" "				" "		" "	10	56	"1963.2"	3	3.0
1964.0	1	2				" "				" "		" "	13	11	"1964"	3	3.0
1965.0	1	2				" "				" "		" "	11	34	"1965"	3	3.0
1966.0	1	2				" "				" "		" "	11	53	"1966"	3	3.0
1967.0	1	2				" "				" "		" "	13	0	"1967"	3	3.0
1968.0	2					" "				" "		" "	14	50	"1968"	3	3.0
1969.0	1	2				" "				" "		" "	11	57	"1969"	3	3.0
1970.0	1	2				" "				" "		" "	10	58	"1970"	3	3.0
1971.0	1	2				" "				" "		" "	14	0	"1971"	3	3.0
1973.0	1	2				" "				" "		" "	12	18	"1973"	3	3.0
1976.0	2					" "				" "		" "	10	54	"1976"	3	3.0
1977.0	2					" "				" "		" "	10	32	"1977"	3	3.0
1978.0	1	2				" "				" "		" "	12	26	"1978"	3	3.0
1979.0	1	2				" "				" "		" "	11	44	"1979"	3	3.0
1980.0	2					" "				" "		" "	12	3	"1980"	3	3.0
1982.0	1	1	2013	6	2	" "	2	2	3	" "		" "	12	32	"1982"	3	3.0
1983.0	1	2				" "				" "		" "	15	30	"1983"	3	3.0
1984.0	1	1	2013	6	2	" "	2	1		" "		" "	12	20	"1984"	3	3.0
1985.0	1	2				" "				" "		" "	11	10	"1985"	3	3.0
1986.0	1	2				" "				" "		" "	15	0	"1986"	3	3.0
1988.0	2					" "				" "		" "	11	21	"1988"	3	3.0
1989.0	1	2				" "				" "		" "	9	33	"1989"	3	3.0
1992.1	1	2				" "				" "		" "	11	20	"1992.1"	3	3.0
1992.2	1	2				" "				" "		" "	12	15	"1992.2"	3	3.0
1993.0	2					" "				" "		" "	15	6	"1993"	3	3.0
1995.0	1	1	2011	4	2	" "	2	2	1	" "		" "	50	13	"1995"	3	3.0
1996.0	2					" "				" "		" "	16	12	"1996"	3	3.0
1997.0	2					" "				" "		" "	12	13	"1997"	3	3.0
1998.0	2					" "				" "		" "	15	26	"1998"	3	3.0
2000.0	1	2				" "				" "		" "	11	54	"2000"	3	3.0
2001.0	1	2				" "				" "		" "	13	43	"2001"	3	3.0
2002.0	1	2				" "				" "		" "	11	3	"2002"	3	3.0
2003.0	1	2				" "				" "		" "	12	25	"2003"	3	3.0
2004.1	2					" "				" "		" "	10	43	"2004.1"	3	3.0
2004.2	2					" "				" "		" "	15	47	"2004.2"	3	3.0
2005.0	1	2				" "				" "		" "	13	13	"2005"	3	3.0
2006.0	1	2				" "				" "		" "	17	35	"2006"	3	3.0
2007.0	1	2				" "				" "		" "	13	6	"2007"	3	3.0
2009.0	2					" "				" "		" "	17	40	"2009"	3	3.0
2010.0	1	2				" "				" "		" "	13	5	"2010"	3	3.0
2011.0	1	2				" "				" "		" "	13	30	"2011"	3	3.0
2012.0	1	2				" "				" "		" "	12	30	"2012"	3	3.0
2013.0	1	1	2010	5	2	" "	1	2	3	" "		" "	11	10	"2013"	3	3.0
2014.0	1	2				" "				" "		" "	12	20	"2014"	3	3.0
2015.0	1	2				" "				" "		" "	13	30	"2015"	3	3.0
2016.0	2					" "				" "		" "	10	20	"2016"	3	3.0
2017.0	1	2				" "				" "		" "	11	28	"2017"	3	3.0
2018.0	1	2				" "				" "		" "	11	3	"2018"	3	3.0
2019.0	1	2				" "				" "		" "	14	10	"2019"	3	3.0
2020.0	2					" "				" "		" "	18	8	"2020"	3	3.0
2021.0	2					" "				" "		" "	10	53	"2021"	3	3.0
2022.0	1	2				" "				" "		" "	11	41	"2022"	3	3.0
2023.0	1	2				" "				" "		" "	10	56	"2023"	3	3.0
2024.0	2					" "				" "		" "	10	35	"2024"	3	3.0
2025.0	1	2				" "				" "		" "	11	25	"2025"	3	3.0
2026.0	1	2				" "				" "		" "	11	17	"2026"	3	3.0
2027.0	1	2				" "				" "		" "	11	20	"2027"	3	3.0
2028.0	1	2				" "				" "		" "	11	10	"2028"	3	3.0
2029.0	1	2				" "				" "		" "	11	25	"2029"	3	3.0
2030.0	2					" "				" "		" "	14	52	"2030"	3	3.0
2031.0	1	2				" "				" "		" "	10	25	"2031"	3	3.0
2032.0	1	2				" "				" "		" "	11	9	"2032"	3	3.0
2033.0	1	2				" "				" "		" "	14	0	"2033"	3	3.0
2034.0	2					" "				" "		" "	11	59	"2034"	3	3.0
2035.0	2					" "				" "		" "	10	32	"2035"	3	3.0
2038.0	1	2				" "				" "		" "	11	55	"2038"	3	3.0
2039.0	1	2				" "				" "		" "	12	3	"2039"	3	3.0
2040.0	1	2				" "				" "		" "	11	50	"2040"	3	3.0
2041.0	1	2				" "				" "		" "	11	0	"2041"	3	3.0
2042.0	1	2				" "				" "		" "	12	53	"2042"	3	3.0
2043.0	1	2				" "				" "		" "	14	58	"2043"	3	3.0
2044.0	1	2				" "				" "		" "	10	38	"2044"	3	3.0
2045.0	2					" "				" "		" "	13	43	"2045"	3	3.0
2047.0	1	2				" "				" "		" "	12	10	"2047"	3	3.0
2048.0	1	2				" "				" "		" "	12	58	"2048"	3	3.0
2049.0	2					" "				" "		" "	11	56	"2049"	3	3.0
2050.0	2					" "				" "		" "	10	48	"2050"	3	3.0
2051.0	1	2				" "				" "		" "	12	2	"2051"	3	3.0
2052.0	1	2				" "				" "		" "	12	12	"2052"	3	3.0
2053.0	2					" "				" "		" "	9	56	"2053"	3	3.0
2054.0	1	2				" "				" "		" "	12	2	"2054"	3	3.0
2055.0	2					" "				" "		" "	15	13	"2055"	3	3.0
2056.0	1	1	2015	2	2	" "	2	3		" "	5	" "	13	35	"2056"	3	3.0
2057.0	1	1	2014	4	2	" "	1	1		" "		" "	11	55	"2057"	3	3.0
2058.0	1	2				" "				" "		" "	11	53	"2058"	3	3.0
2059.0	1	2				" "				" "		" "	11	18	"2059"	3	3.0
2060.0	1	2				" "				" "		" "	13	15	"2060"	3	3.0
2061.0	1	2				" "				" "		" "	12	42	"2061"	3	3.0
2062.0	1	2				" "				" "		" "	13	46	"2062"	3	3.0
2063.0	1	2				" "				" "		" "	11	13	"2063"	3	3.0
2064.0	2					" "				" "		" "	11	23	"2064"	3	3.0
2066.0	2					" "				" "		" "	13	41	"2066"	3	3.0
2067.0	1	2				" "				" "		" "	12	30	"2067"	3	3.0
2068.0	1	2				" "				" "		" "	12	14	"2068"	3	3.0
2070.0	1	2				" "				" "		" "	11	30	"2070"	3	3.0
2071.0	1	2				" "				" "		" "	18	29	"2071"	3	3.0
2072.0	1	2				" "				" "		" "	13	54	"2072"	3	3.0
2073.0	1	2				" "				" "		" "	16	45	"2073"	3	3.0
2074.0	2					" "				" "		" "	12	54	"2074"	3	3.0
2075.0	1	2				" "				" "		" "	12	23	"2075"	3	3.0
2076.0	1	2				" "				" "		" "	12	11	"2076"	3	3.0
2077.0	2					" "				" "		" "	11	45	"2077"	3	3.0
2078.0	1	1	2011	4	2	" "	2	2	3	" "		" "	13	30	"2078"	3	3.0
2080.0	1	2				" "				" "		" "	12	20	"2080"	3	3.0
2081.1	1	2				" "				" "		" "	3	25	"2081.1"	2	3.0
2081.2	2					" "				" "		" "	10	35	"2081.2"	2	3.0
2082.0	1	2				" "				" "		" "	2	55	"2082"	2	3.0
2083.0	2					" "				" "		" "	11	15	"2083"	2	3.0
2085.1	1	2				" "				" "		" "	12	10	"2085.1"	2	3.0
2085.2	1	2				" "				" "		" "	11	15	"2085.2"	2	3.0
2086.0	1	2				" "				" "		" "	12	34	"2086"	2	3.0
2087.0	1	2				" "				" "		" "	1	50	"2087"	2	3.0
2088.0	1	2				" "				" "		" "	11	58	"2088"	2	3.0
2089.0	1	2				" "				" "		" "	11	25	"2089"	2	3.0
2090.1	1	2				" "				" "		" "	4	9	"2090.1"	2	3.0
2090.2	1	2				" "				" "		" "	12	4	"2090.2"	2	3.0
2091.0	1	2				" "				" "		" "	11	56	"2091"	2	3.0
2092.0	1	2				" "				" "		" "	4	15	"2092"	2	3.0
2093.0	1	2				" "				" "		" "	11	10	"2093"	2	3.0
2094.0	1	1	2014	10	1	" "	1	1		" "		" "	10	32	"2094"	2	3.0
2095.1	1	2				" "				" "		" "	10	45	"2095.1"	2	3.0
2095.2	1	2				" "				" "		" "	10	41	"2095.2"	2	3.0
2096.0	2					" "				" "		" "	3	59	"2096"	2	3.0
2097.1	1	1	2010	4	8	" "	2	1		" "		" "	9	10	"2097.1"	2	3.0
2097.2	1	2				" "				" "		" "	1	50	"2097.2"	2	3.0
2098.0	1	2				" "				" "		" "	12	4	"2098"	2	3.0
2099.0	1	2				" "				" "		" "	9	25	"2099"	2	3.0
2100.0	1	2				" "				" "		" "	11	40	"2100"	2	3.0
2101.0	1	1	1995	2	8	" "	2	2	3	" "		" "	12	20	"2101"	2	3.0
2102.0	1	2				" "				" "		" "	14	52	"2102"	2	3.0
2103.0	1	2				" "				" "		" "	12	27	"2103"	2	3.0
2104.0	1	2				" "				" "		" "	12	24	"2104"	2	3.0
2105.0	1	2				" "				" "		" "	13	3	"2105"	2	3.0
2106.0	1	2				" "				" "		" "	9	20	"2106"	2	3.0
2107.0	2					" "				" "		" "	10	30	"2107"	2	3.0
2108.0	1	2				" "				" "		" "	12	25	"2108"	2	3.0
2109.0	1	2				" "				" "		" "	16	35	"2109"	2	3.0
2110.0	1	2				" "				" "		" "	14	28	"2110"	2	3.0
2111.0	1	2				" "				" "		" "	11	47	"2111"	2	3.0
2113.1	1	2				" "				" "		" "	10	43	"2113.1"	2	3.0
2113.2	1	2				" "				" "		" "	16	40	"2113.2"	2	3.0
2114.0	1	1	2008	8	2	" "	2	2	3	" "		" "	12	5	"2114"	2	3.0
2115.0	1	2				" "				" "		" "	14	54	"2115"	2	3.0
2116.0	1	2				" "				" "		" "	9	54	"2116"	2	3.0
2117.0	1	2				" "				" "		" "	10	35	"2117"	2	3.0
2118.0	1	1	2008	8	2	" "	2	2	2	" "		" "	13	55	"2118"	2	3.0
2119.0	1	2				" "				" "		" "	15	10	"2119"	2	3.0
2120.0	1	2				" "				" "		" "	8	42	"2120"	2	3.0
2121.0	1	2				" "				" "		" "	12	42	"2121"	2	3.0
2122.0	1	2				" "				" "		" "	4	10	"2122"	2	3.0
2123.1	1	2				" "				" "		" "	2	5	"2123.1"	2	3.0
2123.2	1	2				" "				" "		" "	11	50	"2123.2"	2	3.0
2124.0	1	2				" "				" "		" "	11	50	"2124"	2	3.0
2126.0	1	2				" "				" "		" "	11	50	"2126"	2	3.0
2127.0	1	2				" "				" "		" "	12	12	"2127"	2	3.0
2128.1	1	2				" "				" "		" "	11	55	"2128.1"	2	3.0
2128.2	1	2				" "				" "		" "	12	5	"2128.2"	2	3.0
2129.0	1	2				" "				" "		" "	3	15	"2129"	2	3.0
2130.0	2					" "				" "		" "	12	6	"2130"	2	3.0
2131.0	1	2				" "				" "		" "	2	17	"2131"	2	3.0
2132.0	1	2				" "				" "		" "	11	20	"2132"	2	3.0
2133.0	1	2				" "				" "		" "	4	45	"2133"	2	3.0
2134.0	1	2				" "				" "		" "	11	20	"2134"	2	3.0
2135.0	1	2				" "				" "		" "	11	58	"2135"	2	3.0
2136.0	1	2				" "				" "		" "	4	25	"2136"	2	3.0
2137.0	2					" "				" "		" "	3	55	"2137"	2	3.0
2138.0	1	2				" "				" "		" "	11	50	"2138"	2	3.0
2139.0	1	2				" "				" "		" "	10	15	"2139"	2	3.0
2140.1	1	2				" "				" "		" "	10	45	"2140.1"	2	3.0
2140.2	1	2				" "				" "		" "	10	25	"2140.2"	2	3.0
2141.0	1	2				" "				" "		" "	9	31	"2141"	2	3.0
2142.0	1	2				" "				" "		" "	4	26	"2142"	2	3.0
2143.0	1	2				" "				" "		" "	12	5	"2143"	2	3.0
2144.0	1	2				" "				" "		" "	12	19	"2144"	2	3.0
2145.0	1	2				" "				" "		" "	3	55	"2145"	2	3.0
2146.0	1	2				" "				" "		" "	12	40	"2146"	2	3.0
2147.0	1	2				" "				" "		" "	10	57	"2147"	2	3.0
2148.0	2					" "				" "		" "	10	18	"2148"	2	3.0
2149.0	1	2				" "				" "		" "	3	30	"2149"	2	3.0
2150.0	1	2				" "				" "		" "	12	10	"2150"	2	3.0
2151.0	1	2				" "				" "		" "	12	1	"2151"	2	3.0
2152.0	2					" "				" "		" "	11	20	"2152"	2	3.0
2153.0	1	2				" "				" "		" "	11	50	"2153"	2	3.0
2154.0	1	2				" "				" "		" "	10	55	"2154"	2	3.0
2155.0	1	2				" "				" "		" "	11	30	"2155"	2	3.0
2157.0	1	2				" "				" "		" "	11	55	"2157"	2	3.0
2158.0	2					" "				" "		" "	10	45	"2158"	2	3.0
2159.0	1	2				" "				" "		" "	11	10	"2159"	2	3.0
2160.0	1	2				" "				" "		" "	11	2	"2160"	2	3.0
2161.0	1	2				" "				" "		" "	14	48	"2161"	2	3.0
2162.0	1	2				" "				" "		" "	13	41	"2162"	2	3.0
2163.0	1	2				" "				" "		" "	12	15	"2163"	2	3.0
2164.0	2					" "				" "		" "	0		"2164"	2	3.0
2165.0	2					" "				" "		" "	13	20	"2165"	2	3.0
2166.0	1	2				" "				" "		" "	15	24	"2166"	2	3.0
2169.0	1	2				" "				" "		" "	0		"2169"	2	3.0
2170.0	1	2				" "				" "		" "	11	58	"2170"	2	3.0
2171.0	1	2				" "				" "		" "	0		"2171"	2	3.0
2172.0	1	2				" "				" "		" "	0		"2172"	2	3.0
2174.1	2					" "				" "		" "	11	38	"2174.1"	2	3.0
2174.2	2					" "				" "		" "	11	32	"2174.2"	2	3.0
2175.0	1	2				" "				" "		" "	17	40	"2175"	2	3.0
2176.11	1	2				" "				" "		" "	0		"2176.11"	2	3.0
2176.12	1	2				" "				" "		" "	10	44	"2176.12"	2	3.0
2176.2	1	2				" "				" "		" "	0		"2176.2"	2	3.0
2177.0	1	2				" "				" "		" "	12	59	"2177"	2	3.0
2178.1	1	2				" "				" "		" "	0		"2178.1"	2	3.0
2178.3	1	2				" "				" "		" "	0		"2178.3"	2	3.0
2179.0	1	2				" "				" "		" "	0		"2179"	2	3.0
2180.0	2					" "				" "		" "	15	27	"2180"	2	3.0
2181.0	1	2				" "				" "		" "	14	3	"2181"	2	3.0
2182.0	1	2				" "				" "		" "	13	20	"2182"	2	3.0
2183.0	1	2				" "				" "		" "	0		"2183"	2	3.0
2184.0	1	2				" "				" "		" "	14	20	"2184"	2	3.0
2185.0	1	2				" "				" "		" "	13	38	"2185"	2	3.0
2186.0	1	2				" "				" "		" "	13	0	"2186"	2	3.0
2187.0	1	2				" "				" "		" "	0		"2187"	2	3.0
2188.0	1	2				" "				" "		" "	0		"2188"	2	3.0
2191.0	1	2				" "				" "		" "	0		"2191"	2	3.0
2192.0	1	2				" "				" "		" "	13	48	"2192"	2	3.0
2193.0	1	2				" "				" "		" "	14	15	"2193"	2	3.0
2194.0	1	2				" "				" "		" "	12	12	"2194"	2	3.0
2195.0	1	2				" "				" "		" "	0		"2195"	2	3.0
2196.0	1	2				" "				" "		" "	13	41	"2196"	2	3.0
2197.0	1	2				" "				" "		" "	17	12	"2197"	2	3.0
2198.0	1	2				" "				" "		" "	10	25	"2198"	2	3.0
2200.0	1	2				" "				" "		" "	12	41	"2200"	2	3.0
2201.0	1	2				" "				" "		" "	10	10	"2201"	2	3.0
2202.0	1	2				" "				" "		" "	14	25	"2202"	2	3.0
2203.0	1	2				" "				" "		" "	11	45	"2203"	2	3.0
2204.0	1	2				" "				" "		" "	14	10	"2204"	2	3.0
2205.0	1	2				" "				" "		" "	12	40	"2205"	2	3.0
2206.0	1	2				" "				" "		" "	13	18	"2206"	2	3.0
2207.0	1	2				" "				" "		" "	12	12	"2207"	2	3.0
2208.0	1	2				" "				" "		" "	10	18	"2208"	2	3.0
2209.0	1	2				" "				" "		" "	14	47	"2209"	2	3.0
2210.0	1	1	2015	4	2	" "	2	2	3	" "		" "			"2210"	2	3.0
2211.0	1	1	2017	11	1	" "	2	1		" "		" "	14	30	"2211"	2	3.0
2212.0	1	2				" "				" "		" "	8	43	"2212"	2	3.0
2213.0	1	2				" "				" "		" "	13	20	"2213"	2	3.0
2214.0	1	2				" "				" "		" "	12	40	"2214"	2	3.0
2215.0	1	2				" "				" "		" "	14	55	"2215"	2	3.0
2216.0	1	2				" "				" "		" "	8	50	"2216"	2	3.0
2217.0	1	2				" "				" "		" "	0	0	"2217"	2	3.0
2218.0	1	2				" "				" "		" "	16	30	"2218"	2	3.0
2219.0	1	2				" "				" "		" "	13	10	"2219"	2	3.0
2220.1	1	2				" "				" "		" "	15	50	"2220.1"	2	3.0
2220.2	1	2				" "				" "		" "	18	10	"2220.2"	2	3.0
2221.0	1	2				" "				" "		" "	11	40	"2221"	2	3.0
2222.0	1	2				" "				" "		" "	13	45	"2222"	2	3.0
2223.0	2					" "				" "		" "	12	42	"2223"	2	3.0
2224.0	1	2				" "				" "		" "	10	41	"2224"	2	3.0
2225.0	1	2				" "				" "		" "	11	10	"2225"	2	3.0
2226.0	1	2				" "				" "		" "	11	35	"2226"	2	3.0
2227.1	1	2				" "				" "		" "	11	50	"2227.1"	2	3.0
2227.2	1	2				" "				" "		" "	10	20	"2227.2"	2	3.0
2227.3	1	2				" "				" "		" "	9	40	"2227.3"	2	3.0
2228.0	1	2				" "				" "		" "	12	14	"2228"	2	3.0
2230.0	1	2				" "				" "		" "	10	30	"2230"	2	3.0
2231.1	1	2				" "				" "		" "	12	10	"2231.1"	2	3.0
2231.2	1	2				" "				" "		" "	16	40	"2231.2"	2	3.0
2232.0	1	2				" "				" "		" "	16	28	"2232"	2	3.0
2233.0	1	2				" "				" "		" "	12	3	"2233"	2	3.0
2234.0	1	2				" "				" "		" "	11	15	"2234"	2	3.0
2235.1	1	2				" "				" "		" "	11	7	"2235.1"	2	3.0
2235.2	1	2				" "				" "		" "	12	42	"2235.2"	2	3.0
2236.0	1	2				" "				" "		" "	12	30	"2236"	2	3.0
2237.0	1	2				" "				" "		" "	11	0	"2237"	2	3.0
2239.0	1	2				" "				" "		" "	12	10	"2239"	2	3.0
2240.0	1	2				" "				" "		" "	13	50	"2240"	2	3.0
2241.0	1	1	2013	2	12	" "	1	2	3	" "		" "	11	56	"2241"	2	3.0
2242.0	1	2				" "				" "		" "	12	25	"2242"	2	3.0
2243.0	1	1	2008	1	12	" "	1	2	3	" "		" "	11	39	"2243"	2	3.0
2244.0	1	1	2013	4	12	" "	1	2	3	" "		" "	18	10	"2244"	2	3.0
2245.0	1	1	2013	1	2	" "	1	2	3	" "		" "	12	26	"2245"	2	3.0
2247.0	1	1	2006	1	2	" "	1	2	3	" "		" "	12	1	"2247"	2	3.0
2248.0	2					" "				" "		" "	11	28	"2248"	2	3.0
2249.0	1	1	2012	8	2	" "	1	2	3	" "		" "	11	49	"2249"	2	3.0
2250.0	1	2				" "				" "		" "	16	45	"2250"	2	3.0
2251.0	1	2				" "				" "		" "	12	17	"2251"	2	3.0
2252.0	1	2				" "				" "		" "	11	48	"2252"	2	3.0
2253.0	1	2				" "				" "		" "	14	24	"2253"	2	3.0
2254.0	1	2				" "				" "		" "	11	36	"2254"	2	3.0
2255.0	1	2				" "				" "		" "	11	10	"2255"	2	3.0
2256.0	1	2				" "				" "		" "	11	12	"2256"	2	3.0
2258.0	1	2				" "				" "		" "	12	41	"2258"	2	3.0
2260.1	1	2				" "				" "		" "	13	15	"2260.1"	2	3.0
2260.2	1	2				" "				" "		" "	11	42	"2260.2"	2	3.0
2261.0	1	1	2012	2	1	" "	1	2	3	" "		" "	17	0	"2261"	3	3.0
2263.0	1	2				" "				" "		" "	17	8	"2263"	3	3.0
2264.0	2					" "				" "		" "	10	37	"2264"	3	3.0
2265.0	1	2				" "				" "		" "	11	47	"2265"	3	3.0
2266.0	2					" "				" "		" "	11	6	"2266"	3	3.0
2267.0	1	2				" "				" "		" "	13	2	"2267"	3	3.0
2268.1	1	1	2016	4	12	" "	1	3		" "	5	" "	12	34	"2268.1"	3	3.0
2268.2	2					" "				" "		" "	12	11	"2268.2"	3	3.0
2269.0	1	2				" "				" "		" "	13	15	"2269"	3	3.0
2271.0	2					" "				" "		" "	12	8	"2271"	3	3.0
2272.0	1	2				" "				" "		" "	11	15	"2272"	3	3.0
