a01	stime_h_z12	stime_m_z12	res_id_z12	consent_z12	z_1	z_2	z1_01	z1_02	z1_02oth	z1_03	z1_03oth	z1_04	z1_05	z1_06	z1_06oth	z1_07	z1_08	z1_08oth	z1_09	z1_09oth	z1_10	z1_11	z1_11oth	z1_12	z1_13	z1_13oth	z1_14	z1_14oth	z1_15a	z1_15aoth	z1_15b	z1_15both	z1_15c	z1_15coth	z1_15d	z1_15doth	z1_15e	z1_15eoth	z1_16a	z1_16b	z1_16c	z1_16d	flag	hhid2	hh_type	round
53.0	12.0	31.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"53"	2.0	3.0
54.0	12.0	42.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"54"	2.0	3.0
56.0	13.0	36.0	8.0	1.0	8.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	2.0		" "		" "	4.0	"BABA"	4.0	"BABA"	4.0	"BABA"	4.0	"BABA"	4.0	"BABA"	1.0	1.0	1.0	1.0		"56"	2.0	3.0
58.0	12.0	51.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"58"	2.0	3.0
60.0	12.0	21.0	2.0	1.0	2.0	2.0	2.0	1.0	" "	3.0	" "	2.0			" "			" "		" "			" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	4.0	"CHELE"	1.0	" "	1.0	1.0	1.0	1.0		"60"	2.0	3.0
61.0	12.0	28.0	2.0	1.0	2.0	2.0	2.0	6.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"61"	3.0	3.0
63.0	15.0	57.0	2.0	1.0	2.0	2.0	2.0	4.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"63"	3.0	3.0
66.0	13.0	37.0	5.0	1.0	5.0	2.0	2.0	4.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"66"	3.0	3.0
67.0	12.0	41.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"67"	3.0	3.0
68.0	13.0	47.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	4.0	" "	3.0	" "	2.0	2.0	1.0	2.0		"68"	3.0	3.0
69.1	11.0	33.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"69.1"	3.0	3.0
69.2	13.0	48.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	1.0	2.0		"69.2"	3.0	3.0
70.0	13.0	4.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	2.0	2.0		"70"	3.0	3.0
71.0	11.0	19.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"71"	3.0	3.0
72.0	12.0	49.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"72"	3.0	3.0
73.0	13.0	59.0	2.0	1.0	2.0	2.0	2.0	7.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"73"	3.0	3.0
74.0	11.0	39.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	2.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"74"	3.0	3.0
75.0	12.0	37.0	2.0	1.0	2.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"75"	3.0	3.0
76.0	13.0	10.0	2.0	1.0	2.0	2.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"76"	3.0	3.0
78.0	12.0	53.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	2.0	1.0	1.0		"78"	3.0	3.0
79.0	13.0	9.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"79"	3.0	3.0
80.0	13.0	4.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	2.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"80"	3.0	3.0
81.0	11.0	54.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"81"	3.0	3.0
82.0	14.0	49.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"82"	3.0	3.0
83.0	11.0	49.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"83"	3.0	3.0
84.0	11.0	42.0	2.0	1.0	2.0	3.0	1.0		" "		" "		3.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"84"	3.0	3.0
85.0	13.0	47.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"85"	3.0	3.0
86.0	15.0	23.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	2.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"86"	3.0	3.0
87.0	11.0	0.0	2.0	1.0	2.0	3.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"87"	3.0	3.0
90.0	11.0	43.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	3.0	"BARTI AY"	2.0	1.0	" "	1.0	2.0	" "	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"90"	3.0	3.0
91.0	11.0	3.0	2.0	1.0	2.0	3.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"91"	3.0	3.0
92.0	11.0	33.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"92"	3.0	3.0
93.1	11.0	2.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"93.1"	3.0	3.0
93.2	12.0	42.0	3.0	1.0	3.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"93.2"	3.0	3.0
94.0	12.0	10.0	5.0	1.0	5.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"94"	3.0	3.0
95.0	12.0	50.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"95"	3.0	3.0
96.0	10.0	24.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"96"	3.0	3.0
97.0	11.0	13.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"97"	3.0	3.0
99.0	11.0	32.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	2.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"99"	3.0	3.0
100.1	12.0	8.0	10.0	1.0	10.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"100.1"	3.0	3.0
101.0	12.0	6.0	2.0	1.0	2.0	2.0	2.0	8.0	"TAKAR OVAB"		" "				" "			" "		" "			" "	1.0	2.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"101"	3.0	3.0
102.0	11.0	51.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"102"	3.0	3.0
103.0	13.0	51.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"103"	3.0	3.0
104.0	12.0	31.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"104"	3.0	3.0
105.0	12.0	40.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"105"	3.0	3.0
106.0	11.0	14.0	1.0	1.0	1.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"106"	3.0	3.0
107.0	10.0	30.0	2.0	1.0	2.0	3.0	2.0	3.0	" "		" "				" "			" "		" "			" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"107"	3.0	3.0
108.0	10.0	33.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	1.0	3.0	" "	1.0	1.0	" "	3.0	" "	1.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"108"	3.0	3.0
109.0	14.0	11.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"109"	3.0	3.0
110.0	10.0	51.0	2.0	1.0	2.0	2.0	1.0		" "		" "		2.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"110"	3.0	3.0
111.0	13.0	52.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"111"	3.0	3.0
112.0	10.0	41.0	2.0	1.0	1.0	2.0	1.0		" "		" "		2.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"112"	3.0	3.0
113.0	13.0	55.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"113"	3.0	3.0
114.0	13.0	31.0	1.0	1.0	1.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"114"	3.0	3.0
116.0	12.0	29.0	5.0	1.0	5.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"116"	3.0	3.0
117.0	12.0	27.0	2.0	1.0	2.0	2.0	1.0		" "		" "		2.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"117"	3.0	3.0
118.0	10.0	44.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	2.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"118"	3.0	3.0
120.0	13.0	23.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"120"	3.0	3.0
121.0	12.0	52.0	1.0	1.0	1.0	4.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"121"	2.0	3.0
122.0	13.0	17.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	3.0	"SONGSARER VALO"	2.0	2.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	1.0	2.0		"122"	2.0	3.0
123.0	12.0	14.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	2.0		" "		" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"123"	2.0	3.0
124.0	14.0	56.0	2.0	1.0	1.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	2.0		" "		" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"124"	2.0	3.0
126.0	10.0	50.0	4.0	1.0	4.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	4.0	"FATHER IN LAW"	4.0	"FATHER IN LAW"	3.0	" "	2.0	" "	1.0	1.0	1.0	1.0		"126"	2.0	3.0
127.0	10.0	33.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"127"	2.0	3.0
128.0	13.0	18.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"128"	2.0	3.0
129.0	9.0	23.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	1.0	" "	1.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"129"	2.0	3.0
130.0	13.0	8.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"130"	2.0	3.0
131.0	15.0	23.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	1.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"131"	2.0	3.0
132.0	10.0	36.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"132"	2.0	3.0
134.0	12.0	43.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"134"	2.0	3.0
135.0	14.0	31.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	1.0	2.0	" "	1.0	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"135"	2.0	3.0
136.0	2.0	52.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"136"	2.0	3.0
137.0	16.0	25.0	2.0	1.0	2.0	2.0	1.0		" "		" "		2.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"137"	2.0	3.0
140.0	13.0	17.0	2.0	1.0	2.0	2.0	2.0	6.0	" "		" "				" "			" "		" "			" "	1.0	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"140"	2.0	3.0
141.0	12.0	29.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"141"	3.0	3.0
142.1	13.0	30.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	1.0	6.0	" "		" "	1.0	1.0	" "	1.0	3.0	" "	2.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"142.1"	3.0	3.0
142.2	14.0	48.0	6.0	1.0	6.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"142.2"	3.0	3.0
143.0	13.0	42.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	" "	2.0	2.0	2.0	2.0		"143"	3.0	3.0
144.0	10.0	52.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	9.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"144"	3.0	3.0
145.0	12.0	39.0	1.0	1.0	1.0	3.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"145"	3.0	3.0
146.0	11.0	43.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"146"	3.0	3.0
147.0	16.0	7.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	1.0	1.0	1.0		"147"	3.0	3.0
148.1	11.0	51.0	2.0	1.0	2.0	4.0	1.0		" "		" "		2.0	1.0	" "	2.0		" "	2.0	" "	1.0	1.0	" "	1.0	1.0	" "	4.0	"SON"	1.0	" "	4.0	"SON"	4.0	"SON"	9.0	" "	1.0	" "	2.0	1.0	1.0	2.0		"148.1"	3.0	3.0
148.2	17.0	13.0	6.0	1.0	6.0	2.0	1.0		" "		" "		1.0	1.0	" "	1.0	5.0	"MANUSER KHARAP BEBOHARER JONNO"		" "	1.0	3.0	" "	1.0	3.0	" "	3.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	1.0	" "	2.0	2.0	2.0	2.0		"148.2"	3.0	3.0
148.3	16.0	38.0	6.0	1.0	6.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	2.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	9.0	" "	3.0	" "	2.0	1.0	1.0	1.0		"148.3"	3.0	3.0
149.0	12.0	45.0	2.0	1.0	2.0	2.0	1.0		" "		" "		3.0	3.0	" "	2.0		" "	2.0	" "	2.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"149"	3.0	3.0
150.0	11.0	59.0	3.0	1.0	3.0	2.0	1.0		" "		" "		2.0	2.0	" "	2.0		" "	2.0	" "	3.0	2.0	" "	2.0		" "		" "	2.0	" "	2.0	" "	2.0	" "	9.0	" "	2.0	" "	2.0	1.0	1.0	1.0		"150"	3.0	3.0
151.0	13.0	9.0	2.0	1.0	2.0	2.0	1.0		" "		" "		1.0	3.0	" "	2.0		" "	2.0	" "	3.0	3.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	2.0	2.0	1.0	2.0		"151"	3.0	3.0
152.0	11.0	27.0	1.0	1.0	1.0	2.0	1.0		" "		" "		1.0	1.0	" "	2.0		" "	2.0	" "	3.0	1.0	" "	1.0	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	3.0	" "	1.0	1.0	1.0	1.0		"152"	3.0	3.0
