a01	stime_h_b	stime_m_b	res_id_b	consent_b	mid	mem_stat	b1_01	b1_02	b1_15a	b1_15b	b1_15c	b1_16	b1_16oth	b1_03	b1_04	b1_04a	b1_04b	b1_14	b1_05	b1_06	b1_06oth	b1_07	b1_08	b1_08oth	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13aoth	b1_13b	b1_13both	b1_10_r3	b1_11_r3	b1_12_r3	b1_13a_r3	b1_13b_r3	etime_h_b	etime_m_b	hhid2	flag_b1	hh_type	round
31.0			1	1	2	7							" "								" "			" "							" "		" "								"31"	3	2	3.0
31.0			1	1	3	0	1	18				1	" "	3	2	16	17	1	2		" "	4	6	" "	5	2	13	1	1	3	" "		" "	13	1	1	3				"31"	1	2	3.0
31.0			1	1	4	2	2	16				1	" "	4	2	14	15	1	2		" "	4	6	" "	8	2	82			18	" "		" "	82			18				"31"	1	2	3.0
31.0			1	1	5	1	1	1				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"31"	1	2	3.0
32.0	8	15	1	1	1	0	1	56				2	" "	1	2	18	23	1	2		" "	2	2	" "	1	2	22	1	1	8	" "		" "	22	1	1	8		8	30	"32"	1	2	3.0
32.0			1	1	2	0	2	50				2	" "	2	2	12	17	1	2		" "	2	1	" "	1	2	82			18	" "		" "	82			18				"32"	1	2	3.0
32.0			1	1	3	0	1	28				2	" "	3	2	21	22	1	2		" "	4	10	" "	1	2	22	1	1	8	" "		" "	22	1	1	8				"32"	1	2	3.0
32.0			1	1	4	0	2	25				2	" "	4	2	18	19	1	2		" "	4	5	" "	1	2	13	1	1	3	" "		" "	13	1	1	3				"32"	1	2	3.0
32.0			1	1	5	8							" "								" "			" "							" "		" "								"32"	3	2	3.0
32.0			1	1	6	0	2	6				3	" "	5	1			1	2		" "	4	0	" "	5	1	81			18	" "		" "	81			18				"32"	1	2	3.0
33.0	8	46	1	1	1	0	1	66				2	" "	1	2	23	24	1	2		" "	1	99	" "			44	1	3	13	" "	4	" "	44	1	3	13	4	8	57	"33"	1	2	3.0
33.0			1	1	2	0	2	58				2	" "	2	2	15	16	1	2		" "	1	99	" "			82			7	" "		" "	69	1	1	7				"33"	1	2	3.0
33.0			1	1	3	0	1	17				1	" "	3	1			1	2		" "	4	9	" "	5	2	13	1	2	3	" "		" "	13	1	2	3				"33"	1	2	3.0
34.0	10	0	2	1	1	11							" "								" "			" "							" "		" "						10	15	"34"	3	2	3.0
34.0			2	1	2	0	2	29				2	" "	1	2	16	18	1	2		" "	4	9	" "	1	2	51	1	1	12	" "	16	" "	51	1	1	12	16			"34"	1	2	3.0
34.0			2	1	3	0	2	11				2	" "	3	1			1	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"34"	1	2	3.0
34.0			2	1	4	0	1	71				2	" "	10	2	23	29	1	2		" "	4	99	" "			83			18	" "		" "	83			18				"34"	1	2	3.0
34.0			2	1	5	0	2	61				1	" "	10	2	13	19	1	2		" "	4	99	" "			83			18	" "		" "	83			18				"34"	1	2	3.0
35.0	13	30	3	1	1	0	2	56				2	" "	6	3	22	24	1	2		" "	4	9	" "	1	2	85			18	" "		" "	85			18		13	40	"35"	1	2	3.0
35.0			3	1	2	0	2	32				2	" "	1	1			1	2		" "	4	16	" "	1	2	12	1	1	3	" "		" "	12	1	1	3				"35"	1	2	3.0
35.0			3	1	3	0	2	29				2	" "	7	1			1	2		" "	4	14	" "	1	2	13	2	2	3	" "	15	" "	13	2	2	3	15			"35"	1	2	3.0
35.0			3	1	4	11							" "								" "			" "							" "		" "								"35"	3	2	3.0
36.0	15	40	1	1	1	0	1	46				2	" "	1	2	20	23	1	2		" "	4	9	" "	1	2	24	1	1	8	" "	4	" "	24	1	1	8	4	16	5	"36"	1	2	3.0
36.0			1	1	2	0	2	38				2	" "	2	2	12	15	1	2		" "	4	5	" "	1	2	70	1	1	7	" "		" "	70	1	1	7				"36"	1	2	3.0
36.0			1	1	3	0	1	23				1	" "	3	2	21	99	1	2		" "	4	4	" "	1	2	24	1	1	8	" "		" "	24	1	1	8				"36"	1	2	3.0
36.0			1	1	4	0	1	20				1	" "	3	1			1	2		" "	4	10	" "	5	2	13	1	1	3	" "		" "	13	1	1	3				"36"	1	2	3.0
36.0			1	1	5	0	2	14				1	" "	3	1			1	2		" "	4	7	" "	5	1	81			18	" "		" "	81			18				"36"	1	2	3.0
36.0			1	1	6	2	2	18				1	" "	4	2	16	99	1	2		" "	4	5	" "	5	2	82			18	" "		" "	82			18				"36"	1	2	3.0
37.0	8	33	1	1	1	0	1	46				2	" "	1	2	23	29	1	2		" "	2	1	" "	1	2	51	1	1	12	" "	10	" "	51	1	1	12	10	8	46	"37"	1	2	3.0
37.0			1	1	2	0	2	41				2	" "	2	2	18	24	1	2		" "	4	6	" "	1	2	82			7	" "		" "	69	1	1	7				"37"	1	2	3.0
37.0			1	1	3	0	1	17				1	" "	3	1			1	2		" "	4	2	" "	5	2	85			18	" "		" "	85			18				"37"	1	2	3.0
37.0			1	1	4	0	2	10				1	" "	3	1			1	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"37"	1	2	3.0
37.0			1	1	5	0	1	5				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"37"	1	2	3.0
38.1	8	36	1	1	1	0	1	51				2	" "	1	2	22	25	1	2		" "	2	99	" "			64	1	1	4	" "	5	" "	64	1	1	4	5	8	45	"38.1"	1	2	3.0
38.1			1	1	2	0	2	44				2	" "	2	2	15	18	1	2		" "	4	7	" "	1	2	82			7	" "		" "	69	1	1	7				"38.1"	1	2	3.0
38.1			1	1	3	10							" "								" "			" "							" "		" "								"38.1"	3	2	3.0
38.1			1	1	4	0	2	16				1	" "	3	2	15	15	1	2		" "	4	8	" "	5	2	82			18	" "		" "	82			18				"38.1"	1	2	3.0
38.1			1	1	5	7							" "								" "			" "							" "		" "								"38.1"	3	2	3.0
38.1			1	1	6	10							" "								" "			" "							" "		" "								"38.1"	3	2	3.0
38.1			1	1	7	10							" "								" "			" "							" "		" "								"38.1"	3	2	3.0
38.2	17	56	3	1	1	10							" "								" "			" "							" "		" "						18	5	"38.2"	3	2	3.0
38.2			3	1	2	10							" "								" "			" "							" "		" "								"38.2"	3	2	3.0
38.2			3	1	3	0	1	26				2	" "	1	2	20	22	1	2		" "	4	6	" "	1	2	51	1	2	12	" "		" "	51	1	2	12				"38.2"	1	2	3.0
38.2			3	1	4	10							" "								" "			" "							" "		" "								"38.2"	3	2	3.0
38.2			3	1	5	7							" "								" "			" "							" "		" "								"38.2"	3	2	3.0
38.2			3	1	6	0	2	22				2	" "	2	2	16	18	1	2		" "	4	5	" "	5	2	82			7	" "		" "	69	1	1	7				"38.2"	1	2	3.0
38.2			3	1	7	0	2	4				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"38.2"	1	2	3.0
39.0	8	26	1	1	1	0	1	29				2	" "	1	2	19	23	1	2		" "	4	5	" "	1	2	65	1	1	4	" "	12	" "	65	1	1	4	12	8	30	"39"	1	2	3.0
39.0			1	1	2	0	2	26				2	" "	2	2	16	20	1	2		" "	4	9	" "	5	2	82			7	" "		" "	69	1	1	7				"39"	1	2	3.0
39.0			1	1	3	0	1	6				1	" "	3	1			1	2		" "	4	0	" "	5	1	81			18	" "		" "	81			18				"39"	1	2	3.0
39.0			1	1	4	7							" "								" "			" "							" "		" "								"39"	3	2	3.0
39.0			1	1	5	12							" "								" "			" "							" "		" "								"39"	3	2	3.0
39.0			1	1	6	1	2	3				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"39"	1	2	3.0
39.0			1	1	7	5	1	17				6	" "	14	1			1	2		" "	4	10	" "	5	1	81			18	" "		" "	81			18				"39"	1	2	3.0
40.0	15	40	1	1	1	0	1	33				2	" "	1	2	15	16	1	2		" "	4	6	" "	1	2	65	1	1	9	" "	5	" "	65	1	1	9	5	16	0	"40"	1	2	3.0
40.0			1	1	2	0	2	32				2	" "	2	2	14	15	1	2		" "	4	6	" "	1	2	70	1	1	7	" "		" "	70	1	1	7				"40"	1	2	3.0
40.0			1	1	3	0	2	15				1	" "	3	1			1	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"40"	1	2	3.0
40.0			1	1	4	0	2	8				1	" "	3	1			1	2		" "	4	0	" "	1	1	81			18	" "		" "	81			18				"40"	1	2	3.0
40.0			1	1	5	1	1	6				1	" "	3	1			1	2		" "	2	67	" "	1	1	81			18	" "		" "	81			18				"40"	1	2	3.0
40.0			1	1	6	5	2	60				2	" "	6	3	12	15	1	2		" "	1	99	" "			82			18	" "		" "	82			18				"40"	1	2	3.0
41.0	8	58	1	1	1	0	1	54				2	" "	1	2	25	30	1	2		" "	4	8	" "	1	2	50	1	1	19	" "	12	" "	50	1	1	19	12	9	15	"41"	1	2	3.0
41.0			1	1	2	0	2	44				2	" "	2	2	15	20	1	2		" "	4	5	" "	1	2	69	1	1	7	" "		" "	69	1	1	7				"41"	1	2	3.0
41.0			1	1	3	11							" "								" "			" "							" "		" "								"41"	3	2	3.0
41.0			1	1	4	0	1	19				7	"SARTIFECAT"	3	1			1	2		" "	4	8	" "	5	1	81			18	" "		" "	81			18				"41"	1	2	3.0
41.0			1	1	5	0	1	16				7	"SARTIFECAT"	3	1			1	2		" "	4	9	" "	5	1	81			18	" "		" "	81			18				"41"	1	2	3.0
41.0			1	1	6	5	2	71				6	" "	6	3	15	17	1	2		" "	4	5	" "	1	2	85			19	" "		" "	85			19				"41"	1	2	3.0
42.0	8	50	2	1	1	11							" "								" "			" "							" "		" "						9	0	"42"	3	2	3.0
42.0			2	1	2	0	2	46				2	" "	1	2	16	17	1	2		" "	4	4	" "	1	2	69	1	1	15	" "	9	" "	69	1	1	15	9			"42"	1	2	3.0
42.0			2	1	3	0	2	13				1	" "	5	1			1	2		" "	4	8	" "	8	1	81			19	" "		" "	81			19				"42"	1	2	3.0
42.0			2	1	4	0	1	10				1	" "	5	1			1	2		" "	4	4	" "	5	1	81			19	" "		" "	81			19				"42"	1	2	3.0
42.0			2	1	5	0	2	29				2	" "	3	2	15	16	1	2		" "	4	6	" "	1	2	82			15	" "		" "	82			15				"42"	1	2	3.0
42.0			2	1	6	0	2	6				1	" "	5	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"42"	1	2	3.0
43.0	10	22	2	1	1	11							" "								" "			" "							" "		" "						10	35	"43"	3	2	3.0
43.0			2	1	2	0	2	44				2	" "	1	2	19	22	1	2		" "	4	5	" "	1	2	82			4	" "	8	" "	24	1	1	4	8			"43"	1	2	3.0
43.0			2	1	3	11							" "								" "			" "							" "		" "								"43"	3	2	3.0
43.0			2	1	4	0	1	16				1	" "	3	1			1	2		" "	4	7	" "	1	1	81			15	" "		" "	81			15				"43"	1	2	3.0
43.0			2	1	5	0	2	9				1	" "	3	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"43"	1	2	3.0
44.0	8	50	2	1	1	7							" "								" "			" "							" "		" "						9	0	"44"	3	2	3.0
44.0			2	1	2	0	2	66				2	" "	1	3	15	18	1	2		" "	4	7	" "	1	2	82			15	" "	9	" "	82			15	9			"44"	1	2	3.0
44.0			2	1	3	5	2	33				2	" "	4	2	23	26	1	2		" "	4	16	" "	1	2	12	1	1	3	" "		" "	12	1	1	3				"44"	1	2	3.0
44.0			2	1	4	5	1	7				1	" "	5	1			1	2		" "	4	0	" "	5	1	81			19	" "		" "	81			19				"44"	1	2	3.0
45.0	9	57	1	1	1	0	1	80				6	" "	1	2	25	32	1	2		" "	4	5	" "	1	2	70	1	1	7	" "	9	" "	70	1	1	7	9	10	8	"45"	1	2	3.0
45.0			1	1	2	0	2	68				2	" "	2	2	13	20	2	2		" "	4	4	" "	1	2	82			15	" "		" "	82			15				"45"	1	2	3.0
45.0			1	1	3	11							" "								" "			" "							" "		" "								"45"	3	2	3.0
46.0	8	45	1	1	1	0	1	53				2	" "	1	2	25	27	1	2		" "	4	4	" "	1	2	64	1	1	4	" "	7	" "	64	1	1	4	7	9	1	"46"	1	2	3.0
46.0			1	1	2	0	2	44				2	" "	2	2	16	18	1	2		" "	4	4	" "	1	2	69	1	1	7	" "		" "	69	1	1	7				"46"	1	2	3.0
46.0			1	1	3	0	1	23				2	" "	3	3	20	99	1	2		" "	4	10	" "	1	2	23	1	1	8	" "		" "	23	1	1	8				"46"	1	2	3.0
46.0			1	1	4	8							" "								" "			" "							" "		" "								"46"	3	2	3.0
46.0			1	1	5	0	1	24				2	" "	3	2	22	99	1	2		" "	4	5	" "	1	2	23	1	1	8	" "		" "	23	1	1	8				"46"	1	2	3.0
46.0			1	1	6	9							" "								" "			" "							" "		" "								"46"	3	2	3.0
46.0			1	1	7	2	2	20				6	" "	4	2	18	99	1	2		" "	4	5	" "	1	2	82			18	" "		" "	82			18				"46"	1	2	3.0
47.0	10	48	1	1	1	0	2	54				2	" "	1	2	18	20	1	2		" "	2	99	" "			82			15	" "		" "	82			15		10	59	"47"	1	2	3.0
47.0			1	1	2	8							" "								" "			" "							" "		" "								"47"	3	2	3.0
47.0			1	1	3	0	1	17				2	" "	3	2	17	99	1	2		" "	4	7	" "	1	2	82			18	" "		" "	82			18				"47"	1	2	3.0
47.0			1	1	4	8							" "								" "			" "							" "		" "								"47"	3	2	3.0
47.0			1	1	5	2	2	19				6	" "	4	2	18	99	1	2		" "	4	10	" "	8	1	82			18	" "		" "	82			18				"47"	1	2	3.0
48.0	9	13	1	1	1	0	1	78				2	" "	1	2	24	26	1	2		" "	4	10	" "	1	2	83			15	" "	9	" "	83			15	9	9	23	"48"	1	2	3.0
48.0			1	1	2	0	2	72				2	" "	2	2	18	20	1	2		" "	4	8	" "	1	2	82			15	" "		" "	69	1	1	15	7			"48"	1	2	3.0
48.0			1	1	3	11							" "								" "			" "							" "		" "								"48"	3	2	3.0
48.0			1	1	4	12							" "								" "			" "							" "		" "								"48"	3	2	3.0
48.0			1	1	5	12							" "								" "			" "							" "		" "								"48"	3	2	3.0
48.0			1	1	6	12							" "								" "			" "							" "		" "								"48"	3	2	3.0
48.0			1	1	7	0	2	10				1	" "	5	1			1	2		" "	4	3	" "	5	1	81			19	" "		" "	81			19				"48"	1	2	3.0
49.0	8	58	1	1	1	0	1	56				2	" "	1	2	17	20	1	2		" "	4	10	" "	1	2	16	1	1	3	" "	4	" "	16	1	1	3	4	9	10	"49"	1	2	3.0
49.0			1	1	2	0	2	51				2	" "	2	2	12	15	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"49"	1	2	3.0
49.0			1	1	3	11							" "								" "			" "							" "		" "								"49"	3	2	3.0
49.0			1	1	4	12							" "								" "			" "							" "		" "								"49"	3	2	3.0
49.0			1	1	5	12							" "								" "			" "							" "		" "								"49"	3	2	3.0
49.0			1	1	6	12							" "								" "			" "							" "		" "								"49"	3	2	3.0
50.0	9	50	1	1	1	0	2	67				2	" "	1	3	14	17	1	2		" "	4	5	" "	2	2	69	1	1	15	" "	7	" "	69	1	1	15	7	10	0	"50"	1	2	3.0
50.0			1	1	2	11							" "								" "			" "							" "		" "								"50"	3	2	3.0
50.0			1	1	3	0	1	9				1	" "	5	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"50"	1	2	3.0
50.0			1	1	4	0	1	13				5	" "	5	1			1	2		" "	4	4	" "	1	1	81			18	" "		" "	81			18				"50"	1	2	3.0
51.0	9	3	1	1	1	0	2	34				2	" "	1	2	15	16	1	2		" "	4	10	" "	1	2	82			15	" "	5	" "	68	1	1	15	5	9	15	"51"	1	2	3.0
51.0			1	1	2	0	1	18				1	" "	3	1			1	2		" "	4	12	" "	1	1	81			18	" "		" "	81			18				"51"	1	2	3.0
51.0			1	1	3	0	2	16				1	" "	3	1			1	2		" "	4	22	" "	5	1	81			18	" "		" "	81			18				"51"	1	2	3.0
51.0			1	1	4	0	1	12				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"51"	1	2	3.0
51.0			1	1	5	11							" "								" "			" "							" "		" "								"51"	3	2	3.0
52.0	9	10	2	1	1	11							" "								" "			" "							" "		" "						9	20	"52"	3	2	3.0
52.0			2	1	2	0	2	41				2	" "	1	2	18	19	1	2		" "	1	99	" "			70	1	1	7	" "	15	" "	70	1	1	7	15			"52"	1	2	3.0
52.0			2	1	3	8							" "								" "			" "							" "		" "								"52"	3	2	3.0
52.0			2	1	4	0	1	12				1	" "	3	1			1	2		" "	4	4	" "	5	1	81			19	" "		" "	81			19				"52"	1	2	3.0
53.0	9	15	1	1	1	0	1	36				2	" "	1	2	19	21	1	2		" "	2	99	" "			1	1	1	1	" "	4	" "	1	1	1	1	4	9	30	"53"	1	2	3.0
53.0			1	1	2	0	2	31				2	" "	2	2	14	16	1	2		" "	4	4	" "	1	2	82			7	" "		" "	69	1	1	7				"53"	1	2	3.0
53.0			1	1	3	0	1	11				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"53"	1	2	3.0
53.0			1	1	4	0	2	6				1	" "	3	1			1	2		" "	4	1	" "	5	1	81			19	" "		" "	81			19				"53"	1	2	3.0
53.0			1	1	5	0	1	5				1	" "	3	1			1	2		" "	4	0	" "	1	1	81			18	" "		" "	81			18				"53"	1	2	3.0
54.0	9	20	1	1	1	0	1	66				2	" "	1	2	36	37	1	2		" "	4	12	" "	1	2	83			9	" "		" "	83			9		9	30	"54"	1	2	3.0
54.0			1	1	2	0	2	46				2	" "	2	2	16	17	1	2		" "	4	9	" "	1	2	82			7	" "		" "	69	1	1	7				"54"	1	2	3.0
54.0			1	1	3	12							" "								" "			" "							" "		" "								"54"	3	2	3.0
54.0			1	1	4	0	2	24				2	" "	3	2	20	23	1	2		" "	4	15	" "	9	2	82			16	" "		" "	82			16				"54"	1	2	3.0
54.0			1	1	5	0	2	8				1	" "	5	1			1	2		" "	4	2	" "	5	1	81			19	" "		" "	81			19				"54"	1	2	3.0
54.0			1	1	6	1	2	1				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"54"	1	2	3.0
56.0	10	0	1	1	1	0	1	56				2	" "	1	3	25	27	1	2		" "	2	1	" "	1	2	64	1	1	4	" "	15	" "	64	1	1	4	15	10	15	"56"	1	2	3.0
56.0			1	1	2	7							" "								" "			" "							" "		" "								"56"	3	2	3.0
56.0			1	1	3	12							" "								" "			" "							" "		" "								"56"	3	2	3.0
56.0			1	1	4	12							" "								" "			" "							" "		" "								"56"	3	2	3.0
56.0			1	1	5	12							" "								" "			" "							" "		" "								"56"	3	2	3.0
56.0			1	1	6	11							" "								" "			" "							" "		" "								"56"	3	2	3.0
56.0			1	1	7	0	1	12				1	" "	3	1			1	2		" "	4	5	" "	5	1	81			18	" "		" "	81			18				"56"	1	2	3.0
56.0			1	1	8	5	2	21				2	" "	3	2	21	99	1	2		" "	4	7	" "	5	2	82			7	" "		" "	69	1	1	7				"56"	1	2	3.0
58.0	9	30	1	1	1	0	1	56				2	" "	1	2	23	30	1	2		" "	4	5	" "	1	2	70	1	1	15	" "	7	" "	70	1	1	15	7	9	40	"58"	1	2	3.0
58.0			1	1	2	0	2	51				2	" "	2	2	18	25	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"58"	1	2	3.0
58.0			1	1	3	8							" "								" "			" "							" "		" "								"58"	3	2	3.0
58.0			1	1	4	11							" "								" "			" "							" "		" "								"58"	3	2	3.0
60.0	9	0	1	1	1	5	1	50				2	" "	1	2	21	23	1	2		" "	4	2	" "	1	2	51	1	1	12	" "	15	" "	51	1	1	12	15	9	15	"60"	1	2	3.0
60.0			1	1	2	0	2	45				2	" "	2	2	16	18	1	2		" "	4	4	" "	1	2	82			18	" "		" "	82			18				"60"	1	2	3.0
60.0			1	1	3	11							" "								" "			" "							" "		" "								"60"	3	2	3.0
60.0			1	1	4	0	2	26				2	" "	4	2	18	21	1	2		" "	4	10	" "	8	2	82			18	" "		" "	82			18				"60"	1	2	3.0
60.0			1	1	5	0	1	6				3	" "	5	1			1	2		" "	4	0	" "	1	1	81			18	" "		" "	81			18				"60"	1	2	3.0
60.0			1	1	6	12							" "								" "			" "							" "		" "								"60"	3	2	3.0
61.0	9	23	1	1	1	0	1	56				2	" "	1	2	26	31	1	2		" "	2	99	" "			33	1	2	12	" "		" "	33	1	2	12		9	30	"61"	1	3	3.0
61.0			1	1	2	0	2	45				2	" "	2	2	20	25	1	2		" "	4	5	" "	1	2	82			7	" "		" "	82			7				"61"	1	3	3.0
61.0			1	1	3	0	1	17				1	" "	3	1			1	2		" "	4	5	" "	5	2	67	1	1	6	" "		" "	67	1	1	6				"61"	1	3	3.0
61.0			1	1	4	0	1	12				1	" "	3	1			1	2		" "	4	4	" "	5	2	67	1	1	18	" "		" "	67	1	1	18				"61"	1	3	3.0
61.0			1	1	5	12							" "								" "			" "							" "		" "								"61"	3	3	3.0
63.0	14	10	1	1	1	0	1	42				2	" "	1	2	21	24	1	2		" "	4	1	" "	1	2	22	1	1	8	" "		" "	22	1	1	8		14	28	"63"	1	3	3.0
63.0			1	1	2	0	2	38				2	" "	2	2	17	20	1	2		" "	4	9	" "	1	2	82			18	" "		" "	82			18				"63"	1	3	3.0
63.0			1	1	3	0	1	18				2	" "	3	1			1	2		" "	4	4	" "	1	2	22	1	1	8	" "		" "	22	1	1	8				"63"	1	3	3.0
63.0			1	1	4	0	2	12				1	" "	3	1			1	2		" "	4	4	" "	5	1	81			18	" "		" "	81			18				"63"	1	3	3.0
63.0			1	1	5	0	2	7				1	" "	3	1			1	2		" "	3	0	" "	1	1	81			18	" "		" "	81			18				"63"	1	3	3.0
63.0			1	1	6	1	2	3				3	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"63"	1	3	3.0
66.0	9	0	1	1	1	0	1	60				2	" "	1	2	23	35	1	2		" "	4	4	" "	1	2	64	1	1	4	" "		" "	64	1	1	4		9	25	"66"	1	3	3.0
66.0			1	1	2	7							" "								" "			" "							" "		" "								"66"	3	3	3.0
66.0			1	1	3	8							" "								" "			" "							" "		" "								"66"	3	3	3.0
66.0			1	1	4	6	1	17				5	" "	3	1			2	2		" "	4	6	" "	1	1	81			18	" "		" "	81			18				"66"	2	3	3.0
66.0			1	1	5	0	2	53				5	" "	2	2	14	17	1	2		" "	4	3	" "	1	2	82			7	" "		" "	82			7				"66"	1	3	3.0
66.0			1	1	6	0	2	13				1	" "	3	1			1	2		" "	4	5	" "	5	2	82			18	" "		" "	82			18				"66"	1	3	3.0
66.0			1	1	7	5	1	26				5	" "	3	2	25	99	1	2		" "	4	7	" "	1	2	11	1	1	2	" "		" "	11	1	1	2				"66"	1	3	3.0
66.0			1	1	8	2	2	20				5	" "	4	2	19	99	2	2		" "	4	8	" "	5	2	82			18	" "		" "	82			18				"66"	1	3	3.0
67.0	8	35	1	1	1	0	1	44				2	" "	1	2	23	24	1	2		" "	1	99	" "			11	1	1	2	" "	15	" "	11	1	1	2	15	8	48	"67"	1	3	3.0
67.0			1	1	2	0	2	38				2	" "	2	2	17	18	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"67"	1	3	3.0
67.0			1	1	3	0	1	14				1	" "	3	1			1	2		" "	4	6	" "	5	1	81			18	" "		" "	81			18				"67"	1	3	3.0
67.0			1	1	4	5	2	23				2	" "	3	2	21	23	1	2		" "	4	10	" "	9	2	82			16	" "		" "	82			16				"67"	1	3	3.0
67.0			1	1	5	1	1	0				3	" "	5	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"67"	1	3	3.0
68.0	8	55	2	1	1	0	1	48				2	" "	1	2	17	19	1	2		" "	4	7	" "	1	2	67	1	1	6	" "	2	" "	67	1	1	6	2	9	20	"68"	1	3	3.0
68.0			2	1	2	0	2	43				2	" "	2	2	12	14	1	2		" "	4	9	" "	1	2	82			7	" "		" "	82			7				"68"	1	3	3.0
68.0			2	1	3	0	1	29				2	" "	3	2	25	27	1	2		" "	4	12	" "	1	2	86			18	" "		" "	86			18				"68"	1	3	3.0
68.0			2	1	4	0	2	26				2	" "	3	2	15	17	1	2		" "	4	7	" "	1	2	82			18	" "		" "	82			18				"68"	1	3	3.0
68.0			2	1	5	0	2	9				1	" "	5	1			1	2		" "	4	4	" "	5	1	81			18	" "		" "	81			18				"68"	1	3	3.0
68.0			2	1	6	2	2	25				2	" "	4	2	21	23	2	2		" "	4	10	" "	1	2	82			18	" "		" "	82			18				"68"	1	3	3.0
68.0			2	1	7	1	1	2				3	" "	5	1			2	2		" "	1	99	" "			84			18	" "		" "	84			18				"68"	1	3	3.0
69.1	16	5	1	1	1	0	1	76				6	" "	1	2	25	29	1	2		" "	2	99	" "			65	1	2	4	" "		" "	65	1	2	4		16	15	"69.1"	1	3	3.0
69.1			1	1	2	0	2	46				2	" "	2	2	15	18	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"69.1"	1	3	3.0
69.1			1	1	3	10							" "								" "			" "							" "		" "								"69.1"	3	3	3.0
69.1			1	1	4	10							" "								" "			" "							" "		" "								"69.1"	3	3	3.0
69.1			1	1	5	10							" "								" "			" "							" "		" "								"69.1"	3	3	3.0
69.1			1	1	6	11							" "								" "			" "							" "		" "								"69.1"	3	3	3.0
69.1			1	1	7	0	1	10				1	" "	3	1			1	2		" "	4	1	" "	1	2	84			18	" "		" "	84			18				"69.1"	1	3	3.0
69.1			1	1	8	10							" "								" "			" "							" "		" "								"69.1"	3	3	3.0
69.1			1	1	9	12							" "								" "			" "							" "		" "								"69.1"	3	3	3.0
69.2	10	5	4	1	1	10							" "								" "			" "							" "		" "						10	15	"69.2"	3	3	3.0
69.2			4	1	2	10							" "								" "			" "							" "		" "								"69.2"	3	3	3.0
69.2			4	1	3	0	1	34				2	" "	1	2	27	28	1	2		" "	1	99	" "			11	1	1	2	" "	7	" "	11	1	1	2	7			"69.2"	1	3	3.0
69.2			4	1	4	0	2	26				2	" "	2	2	19	20	1	2		" "	4	5	" "	1	2	82			7	" "		" "	69	1	1	7				"69.2"	1	3	3.0
69.2			4	1	5	6	1	6				1	" "	3	1			2	2		" "	4	0	" "	1	1	81			18	" "		" "	81			18				"69.2"	2	3	3.0
69.2			4	1	6	10							" "								" "			" "							" "		" "								"69.2"	3	3	3.0
69.2			4	1	7	10							" "								" "			" "							" "		" "								"69.2"	3	3	3.0
69.2			4	1	8	0	2	4				1	" "	3	1			1	2		" "	1	99	" "			84			18	" "		" "	84			18				"69.2"	1	3	3.0
69.2			4	1	9	10							" "								" "			" "							" "		" "								"69.2"	3	3	3.0
70.0	9	14	1	1	1	0	1	56				2	" "	1	2	25	30	1	2		" "	4	5	" "	1	2	51	1	2	12	" "		" "	51	1	2	12		9	25	"70"	1	3	3.0
70.0			1	1	2	0	2	44				2	" "	2	2	13	18	1	2		" "	4	6	" "	1	2	82			18	" "		" "	82			18				"70"	1	3	3.0
70.0			1	1	3	0	2	9				6	" "	5	1			2	2		" "	4	0	" "	5	1	81			18	" "		" "	81			18				"70"	1	3	3.0
70.0			1	1	4	5	1	16				1	" "	3	1			1	2		" "	4	8	" "	1	1	81			18	" "		" "	81			18				"70"	1	3	3.0
71.0	15	20	1	1	1	0	1	76				2	" "	6	3	24	27	1	2		" "	2	99	" "			83			18	" "		" "	83			18		15	30	"71"	1	3	3.0
71.0			1	1	2	7							" "								" "			" "							" "		" "								"71"	3	3	3.0
71.0			1	1	3	0	1	33				2	" "	1	2	22	25	1	2		" "	4	5	" "	1	2	22	1	1	8	" "	7	" "	22	1	1	8	7			"71"	1	3	3.0
71.0			1	1	4	0	2	28				2	" "	2	2	17	20	1	2		" "	4	5	" "	1	2	82			7	" "		" "	82			7				"71"	1	3	3.0
