a01	stime_h_g	stime_m_g	res_id_g	consent_g	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g21	g22	g23	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	etime_h_g	etime_m_g	hhid2	flag_g	flag_1	hh_type	round
1291.0			1	1	6	12	0.0	3.0	7	100	8.0	4	15	1	1	1		74			74			60000	7	2018	1			7																		"1291"		0	3	3.0
1292.0	15	16	1	1	1	1	2.0	0.0	2																																					15	20	"1292"		0	3	3.0
1292.0			1	1	2	2	48.0	0.0	1																																							"1292"		0	3	3.0
1292.0			1	1	3	1	0.0	5.0	5	0	0.0	4	1					1			72			200000	1	2016	98			4																		"1292"		0	3	3.0
1292.0			1	1	4	2	0.0	3.0	5	0	20.0	4	2					1			72			100000	1	2016	1			1	1			1			1			1			1					"1292"		1	3	3.0
1293.0	8	32	1	1	1	1	5.0	9.0	5	0	0.0	4	1					1			1			1500000	3	2004	98			4																8	50	"1293"		0	3	3.0
1293.0			1	1	2	2	64.0	64.0	0	500	1.0	4	2					1			1			800000	2	2005	1			1	1	2	72	1			1			1			1					"1293"		1	3	3.0
1293.0			1	1	3	2	6.0	6.0	0	500	1.0	4	2					1			1			100000	3	2004	1			1	1	2	72	1			1			1			1					"1293"		1	3	3.0
1293.0			1	1	4	10	0.0	8.0	10	400	0.0	4	2					1			1			150000	3	2004	1			1	1			1			1			98			98					"1293"		1	3	3.0
1293.0			1	1	5	10	0.0	9.0	10	500	0.0	4	1					1			1			170000	3	2004	1			7																		"1293"		0	3	3.0
1293.0			1	1	6	10	0.0	3.0	10	500	0.0	4	1					1			1			70000	3	2004	98			7																		"1293"		0	3	3.0
1293.0			1	1	7	12	0.0	3.0	7	500	0.0	4	15	1	1	1		74			74			60000	7	2018	98			7																		"1293"		0	3	3.0
1295.0	8	22	1	1	1	1	5.0	5.0	0	0	0.0	5	1					1			72			100000	3	1995	98			4																8	34	"1295"		0	3	3.0
1295.0			1	1	2	2	0.0	0.0	10																																							"1295"		0	3	3.0
1295.0			1	1	3	2	0.0	0.0	10																																							"1295"		0	3	3.0
1295.0			1	1	4	2	0.0	0.0	10																																							"1295"		0	3	3.0
1295.0			1	1	5	2	0.0	0.0	10																																							"1295"		0	3	3.0
1295.0			1	1	6	2	48.0	0.0	2																																							"1295"		0	3	3.0
1295.0			1	1	7	2	48.0	0.0	2																																							"1295"		0	3	3.0
1295.0			1	1	8	2	0.0	120.0	7	300	0.0	5	5	3	1	2		72			72			2000000	6	2017	1			1	1	72	2	1			1			1			1					"1295"		1	3	3.0
1295.0			1	1	9	8	0.0	11.0	6	50	5.0	1	2					1			72			500000	3	2008	1			2	1			1			98			98			98					"1295"		0	3	3.0
1295.0			1	1	10	12	0.0	3.0	7	100	0.0	5	15	3	1	2		72			72			60000	6	2017	98			7																		"1295"		0	3	3.0
1296.0	9	52	1	1	1	1	5.0	5.0	0	0	0.0	4	1					1			1			100000	1	2006	98			4																10	5	"1296"		0	3	3.0
1296.0			1	1	2	2	24.0	24.0	0	500	1.0	4	2					2			2			420000	2	1997	1			1	1	72		1			1			98			98					"1296"		1	3	3.0
1296.0			1	1	3	2	0.0	0.0	10																																							"1296"		0	3	3.0
1296.0			1	1	4	2	12.0	0.0	3																																							"1296"		0	3	3.0
1296.0			1	1	5	7	0.0	1.0	10	1000	0.0	4	3	3	2	1	800.0	72			72			50000	6	1998	98			6																		"1296"		0	3	3.0
1297.0	10	16	1	1	1	1	7.0	7.0	0	0	0.0	4	1					1			1			350000	3	1975	98			4																11	0	"1297"		0	3	3.0
1297.0			1	1	2	2	120.0	60.0	2	500	2.0	4	2					1			1			1200000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	3	2	52.0	52.0	0	1000	2.0	4	2					1			1			900000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	4	2	36.0	0.0	2																																							"1297"		0	3	3.0
1297.0			1	1	5	2	34.0	34.0	0	300	5.0	4	2					1			1			600000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	6	10	24.0	24.0	0	200	3.0	4	2					1			1			400000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	7	2	24.0	24.0	0	500	2.0	4	2					1			1			400000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	8	2	24.0	24.0	0	500	2.0	4	2					1			1			400000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	9	10	12.0	43.0	6	300	2.0	4	2					1			1			800000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	10	2	12.0	12.0	0	300	2.0	4	2					1			1			200000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	11	2	12.0	12.0	0	300	2.0	4	2					1			1			120000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	12	2	7.0	7.0	0	500	2.0	4	2					1			1			100000	3	1975	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	13	8	8.0	8.0	0	100	4.0	1	2					1			1			1000000	3	1975	1			2	1			1			1			98			98					"1297"		0	3	3.0
1297.0			1	1	14	2	100.0	0.0	10																																							"1297"		0	3	3.0
1297.0			1	1	15	7	9.0	9.0	0	1000	0.0	4	1					1			1			7000000	1	2011	3			6																		"1297"		0	3	3.0
1297.0			1	1	16	7	3.0	3.0	0	1000	0.0	4	1					1			1			2100000	1	2011	3			6																		"1297"		0	3	3.0
1297.0			1	1	17	2	0.0	48.0	5	500	2.0	4	2					3	6		3	6		800000	1	2018	98			9																		"1297"	1	0	3	3.0
1297.0			1	1	18	2	0.0	192.0	5	500	2.0	4	2					3	6		3	6		3000000	1	2015	1			1	1	72		1			1			1			1					"1297"		1	3	3.0
1297.0			1	1	19	1	0.0	5.0	5	1000	0.0	4	1					3	6		3	6		4000000	7	2016	1			4																		"1297"		0	3	3.0
1298.1	9	47	1	1	1	1	3.0	8.0	5	0	0.0	2	1					1			1			200000	3	2001	98			4																10	20	"1298.1"		0	3	3.0
1298.1			1	1	2	2	0.0	0.0	10																																							"1298.1"		0	3	3.0
1298.1			1	1	3	2	70.0	70.0	0	200	0.0	4	2					1			1			1200000	3	2001	1			1	1	72		1			1			1			1					"1298.1"		1	3	3.0
1298.1			1	1	4	2	36.0	36.0	0	300	0.0	4	2					1			1			500000	3	2001	1			1	1	72		1			1			1			1					"1298.1"		1	3	3.0
1298.1			1	1	5	2	0.0	0.0	10																																							"1298.1"		0	3	3.0
1298.1			1	1	6	8	10.0	3.0	2	100	5.0	1	12	1	1	1		1	72		1	72		60000	3	2001	1			2	1			1			1			98			98					"1298.1"		0	3	3.0
1298.1			1	1	7	2	100.0	0.0	3																																							"1298.1"		0	3	3.0
1298.1			1	1	8	2	100.0	0.0	3																																							"1298.1"		0	3	3.0
1298.1			1	1	9	10	23.0	7.0	2	200	0.0	2	2					1			1			400000	3	2005	1			1	1	2	72	1			1			1			1					"1298.1"		1	3	3.0
1298.1			1	1	10	10	25.0	8.0	2	200	0.0	2	2					1			1			400000	3	2005	1			1	1	2	72	1			1			1			1					"1298.1"		1	3	3.0
1298.1			1	1	11	12	9.0	9.0	0	100	0.0	2	1					72			72			300000	6	2014	98			7																		"1298.1"		0	3	3.0
1298.2	8	32	6	1	1	1	3.0	3.0	0	0	0.0	2	1					6			6			175000	3	2000	1			4																8	50	"1298.2"		0	3	3.0
1298.2			6	1	2	2	76.0	76.0	0	200	2.0	4	6				2000.0	6			6			1200000	3	2001	98			9																		"1298.2"		0	3	3.0
1298.2			6	1	3	2	0.0	0.0	10																																							"1298.2"		0	3	3.0
1298.2			6	1	4	2	0.0	0.0	10																																							"1298.2"		0	3	3.0
1298.2			6	1	5	2	22.0	0.0	10																																							"1298.2"		0	3	3.0
1298.2			6	1	6	8	10.0	10.0	0	100	0.0	4	2					6			6			200000	3	2001	1			2	1			1			1			98			98					"1298.2"		0	3	3.0
1298.2			6	1	7	4	25.0	16.0	2	200	0.0	4	1					6			6			200000	3	2001	98			7																		"1298.2"		0	3	3.0
1298.2			6	1	8	10	23.0	0.0	2																																							"1298.2"		0	3	3.0
1298.2			6	1	9	10	0.0	7.0	5	100	0.0	4	1					6			6			350000	1	2015	98			7																		"1298.2"		0	3	3.0
1299.0	8	40	1	1	1	1	17.0	17.0	0	0	0.0	4	1					1			1			300000	2	1942	1			4																9	0	"1299"		0	3	3.0
1299.0			1	1	2	2	72.0	72.0	0	50	2.0	4	4	1	3	1		72			72			1200000	6	2010	1			1	1	72		1			1			98			98					"1299"		1	3	3.0
1299.0			1	1	3	8	10.0	10.0	0	50	4.0	2	2					1			1			100000	2	1942	1			2	1			1			1			98			98					"1299"		0	3	3.0
1299.0			1	1	4	10	43.0	43.0	0	100	0.0	4	1					1			1			900000	2	1942	1			5																		"1299"		0	3	3.0
1299.0			1	1	5	12	8.0	8.0	0	100	2.0	4	1					72			72			80000	6	2014	98			7																		"1299"		0	3	3.0
1299.0			1	1	6	2	0.0	12.0	7	100	0.0	4	4	1	1	1		72			72			200000	6	2018	98			1	1	72		1			1			98			98					"1299"		1	3	3.0
1300.1	13	57	1	1	1	1	7.0	7.0	0	0	0.0	2	1					1			1			300000	3	2008	1			4																14	7	"1300.1"		0	3	3.0
1300.1			1	1	2	2	12.0	12.0	0	100	0.0	2	2					1			20	3	8	100000	1	2001	72			1	1			1			1			1			1					"1300.1"		1	3	3.0
1300.1			1	1	3	2	0.0	0.0	10																																							"1300.1"		0	3	3.0
1300.1			1	1	4	2	0.0	0.0	10																																							"1300.1"		0	3	3.0
1300.1			1	1	5	2	0.0	0.0	10																																							"1300.1"		0	3	3.0
1300.1			1	1	6	2	48.0	0.0	10																																							"1300.1"		0	3	3.0
1300.1			1	1	7	2	24.0	0.0	3																																							"1300.1"		0	3	3.0
1300.1			1	1	8	2	24.0	0.0	3																																							"1300.1"		0	3	3.0
1300.1			1	1	9	2	0.0	24.0	7	250	0.0	4	5	3	1	2		72			72			300000	6	2017	1			1	1	72		1			1			1			1					"1300.1"		1	3	3.0
1300.1			1	1	10	2	0.0	24.0	7	250	0.0	4	5	3	1	2		72			72			300000	6	2017	1			1	1	72		1			1			1			1					"1300.1"		1	3	3.0
1300.2	18	53	4	1	1	1	7.0	2.0	2	0	0.0	2	1					1			72			60000	3	2017	98			4																18	58	"1300.2"		0	3	3.0
1300.2			4	1	2	2	12.0	0.0	2																																							"1300.2"		0	3	3.0
1300.2			4	1	3	2	0.0	0.0	10																																							"1300.2"		0	3	3.0
1300.2			4	1	4	2	0.0	0.0	10																																							"1300.2"		0	3	3.0
1300.2			4	1	5	2	0.0	0.0	10																																							"1300.2"		0	3	3.0
1300.2			4	1	6	2	48.0	0.0	3																																							"1300.2"		0	3	3.0
1300.2			4	1	7	2	24.0	0.0	3																																							"1300.2"		0	3	3.0
1300.2			4	1	8	2	24.0	0.0	3																																							"1300.2"		0	3	3.0
1300.2			4	1	9	2	0.0	48.0	7	600	0.0	2	5	3	1	1		72			72			600000	6	2017	1			1	1	72		1			1			1			1					"1300.2"		1	3	3.0
1301.1	8	15	1	1	1	1	2.0	2.0	0	0	0.0	5	1					1			1			200000	3	1990	98			4																8	25	"1301.1"		0	3	3.0
1301.1			1	1	2	2	25.0	0.0	3																																							"1301.1"		0	3	3.0
1301.2	9	35	3	1	1	1	1.0	1.0	0	0	0.0	5	1					1			72			300000	3	2013	98			4																9	40	"1301.2"		0	3	3.0
1302.0	14	53	1	1	1	1	5.0	5.0	0	0	0.0	3	1					72			72			150000	4	2000	98			4																14	58	"1302"		0	3	3.0
1302.0			1	1	2	10	0.0	7.0	5	200	0.0	4	1					1			1			210000	1	2018	98			7																		"1302"		0	3	3.0
1303.1	9	45	1	1	1	1	4.0	4.0	0	0	0.0	2	1					1			1			80000	3	2000	98			4																9	56	"1303.1"		0	3	3.0
1303.1			1	1	2	2	20.0	20.0	0	50	0.0	2	2					1			1			400000	1	2008	1			1	1	2	72	1			1			1			1					"1303.1"		1	3	3.0
1303.1			1	1	3	2	0.0	0.0	10																																							"1303.1"		0	3	3.0
1303.1			1	1	4	2	0.0	0.0	10																																							"1303.1"		0	3	3.0
1303.1			1	1	5	2	16.0	0.0	3																																							"1303.1"		0	3	3.0
1303.1			1	1	6	2	16.0	0.0	3																																							"1303.1"		0	3	3.0
1303.1			1	1	7	2	0.0	26.0	7	500	2.0	2	5	1	1	1		72			72			390000	6	2018	98			1	1	2	72	1			1			1			1					"1303.1"		1	3	3.0
1303.2	16	32	5	1	1	1	4.0	4.0	0	0	0.0	5	1					1			1			80000	5	2014	98			4																16	32	"1303.2"		0	3	3.0
1303.2			5	1	2	2	20.0	20.0	0	100	0.0	2	2					1			1			400000	1	2014	98			1	5	6	72	5	6		5	6		5	6		5	6				"1303.2"		1	3	3.0
1303.2			5	1	3	2	0.0	0.0	10																																							"1303.2"		0	3	3.0
1303.2			5	1	4	2	0.0	0.0	10																																							"1303.2"		0	3	3.0
1303.2			5	1	5	2	52.0	0.0	3																																							"1303.2"		0	3	3.0
1303.2			5	1	6	2	0.0	10.0	5	100	0.0	2	2					1			1			200000	5	2018	98			1	5	6	72	5	6		5	6		5	6		5	6				"1303.2"		1	3	3.0
1304.0	7	38	1	1	1	1	17.0	17.0	0	0	0.0	5	1					1			1			400000	3	2001	98			4																7	59	"1304"		0	3	3.0
1304.0			1	1	2	2	40.0	40.0	0	1000	0.0	5	2					1			1			520000	1	2009	1			1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	3	2	25.0	25.0	0	400	0.0	5	2					1			1			325000	3	2001	1			1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	4	2	16.0	16.0	0	300	0.0	5	2					1			1			250000	3	2001	1			1	1	72		1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	5	2	16.0	16.0	0	400	0.0	5	2					1			1			250000	1	2001	1			1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	6	2	30.0	30.0	0	10000	0.0	5	2					1			1			400000	1	2011	1		72	1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	7	2	20.0	20.0	0	500	0.0	5	2					1			1			300000	1	2013	1			1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	8	2	66.0	66.0	0	500	0.0	5	5	1	1	3		72			72			800000	6	2014	1			1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	9	2	66.0	66.0	0	500	0.0	5	5	3	1	3		72			72			500000	6	2018	1			1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1304.0			1	1	10	2	0.0	33.0	7	400	0.0	5	3	3	1	3	1250.0	72			72			500000	6	2018	1			1	1	72	73	1			1			1			1					"1304"		1	3	3.0
1305.1	8	25	9	1	1	1	4.0	4.0	0	0	0.0	4	1					1			1			100000	3	2016	98			4																8	35	"1305.1"		0	3	3.0
1305.1			9	1	2	2	60.0	30.0	2	500	1.0	4	2					1			1			500000	3	2016	1			1	9	1	72	9			9			9			9					"1305.1"		1	3	3.0
1305.1			9	1	3	2	0.0	20.0	7	100	2.0	4	5	3	1	1		72			72			300000	6	2018	1			1	9	1	72	9			9			9			9					"1305.1"		1	3	3.0
1305.1			9	1	4	2	0.0	33.0	7	1200	1.0	4	3	3	1	1	750.0	72			72			500000	6	2018	1			1	9	1	72	9			9			9			9					"1305.1"		1	3	3.0
1305.1			9	1	5	2	0.0	33.0	7	1000	1.0	4	3	3	1	1	750.0	72			72			500000	6	2018	1			1	9	1	72	9			9			9			9					"1305.1"		1	3	3.0
1305.1			9	1	6	2	0.0	33.0	7	1100	1.0	4	3	3	1	1	750.0	72			72			500000	6	2018	1			1	9	1	72	9			9			9			9					"1305.1"		1	3	3.0
1305.2	7	50	3	1	1	1	2.0	2.0	0	0	0.0	4	1					1			72			100000	3	2016	98			4																8	5	"1305.2"		0	3	3.0
1305.2			3	1	2	2	60.0	30.0	2	500	1.0	5	2					72			72			400000	3	2016	98			1	1	72		1			1			98			98					"1305.2"		1	3	3.0
1305.2			3	1	3	2	0.0	16.0	7	500	1.0	5	5	1	1	2		72			72			300000	6	2018	98			1	1	72		1			1			1			1					"1305.2"		1	3	3.0
1305.2			3	1	4	2	0.0	31.0	7	1000	2.0	5	5	1	1	2		72			72			6000000	6	2018	98			1	1	72		1			1			1			1					"1305.2"		1	3	3.0
1306.0	9	53	1	1	1	1	6.0	6.0	0	0	0.0	5	1					1			72			180000	3	2011	1			4																0		"1306"		0	3	3.0
1306.0			1	1	2	2	75.0	75.0	0	500	1.0	4	2					1			72			1000000	3	2011	1			1	1	72	73	1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	3	2	75.0	75.0	0	400	2.0	4	2					1			72			1000000	3	2011	1			1	1	72	73	1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	4	2	25.0	25.0	0	800	2.0	4	2					1			72			400000	3	2011	1			1	1	72	73	1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	5	2	33.0	0.0	2																																							"1306"		0	3	3.0
1306.0			1	1	6	2	25.0	25.0	0	300	2.0	4	2					1			72			400000	3	2011	1			1	1	72		1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	7	2	24.0	24.0	0	200	2.0	4	2					1			72			400000	3	2011	1			1	1	72		1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	8	2	22.0	22.0	0	100	2.0	4	2					1			72			300000	3	2006	1			1	1	72		1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	9	2	22.0	0.0	2																																							"1306"		0	3	3.0
1306.0			1	1	10	2	0.0	0.0	10																																							"1306"		0	3	3.0
1306.0			1	1	11	2	0.0	0.0	10																																							"1306"		0	3	3.0
1306.0			1	1	12	2	11.5	11.5	0	1500	2.0	4	6				500.0	1			1			200000	1	2008	98			9																		"1306"		0	3	3.0
1306.0			1	1	13	2	0.0	0.0	10																																							"1306"		0	3	3.0
1306.0			1	1	14	2	16.0	16.0	0	500	2.0	4	2					1			1			300000	1	2014	1			1	1	72		1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	15	2	0.0	25.0	7	2500	2.0	4	5	2	2	1		72			72			400000	6	2017	1			1	1	72		1			1			1			1					"1306"		1	3	3.0
1306.0			1	1	16	8	0.0	20.0	6	300	4.0	1	2					1			72			400000	3	2016	1			2	1			1			1			98			98					"1306"		0	3	3.0
1307.1	10	1	3	1	1	1	0.0	0.0	10																																					0		"1307.1"		0	3	3.0
1307.1			3	1	2	2	34.0	34.0	0	500	3.0	4	2					1			1			600000	3	2000	1			1	1	72	73	1			1			1			1					"1307.1"		1	3	3.0
1307.1			3	1	3	2	20.0	36.0	6	800	3.0	4	2					1			1			400000	3	2000	1			1	1	72	73	1			1			1			1					"1307.1"		1	3	3.0
1307.1			3	1	4	2	33.0	33.0	0	800	2.0	4	8					1			1			500000	3	2000	1			9																		"1307.1"		0	3	3.0
1307.1			3	1	5	2	15.0	30.0	10	300	2.0	4	2					1			1			300000	1	2000	1			1	1	72	73	1			1			1			1					"1307.1"		1	3	3.0
1307.1			3	1	6	2	16.0	21.0	6	500	3.0	4	2					1			1			300000	3	2000	1			1	1	72	73	1			1			1			1					"1307.1"		1	3	3.0
1307.1			3	1	7	2	10.0	10.0	0	1000	1.0	4	2					1			1			200000	3	2000	1			1	1	72	73	1			1			1			1					"1307.1"		1	3	3.0
1307.1			3	1	8	2	16.0	16.0	0	700	2.0	4	2					1			1			300000	3	2000	1			1	1	72	73	1			1			1			1					"1307.1"		1	3	3.0
1307.1			3	1	9	1	4.0	16.0	6	0	0.0	4	1					1			1			300000	3	2014	98			4																		"1307.1"		0	3	3.0
1307.1			3	1	10	2	11.0	0.0	1																																							"1307.1"		0	3	3.0
1307.1			3	1	11	8	2.0	2.0	0	50	2.0	1	2					1			1			50000	3	2000	1			2	1			1			1			98			98					"1307.1"		0	3	3.0
1307.1			3	1	12	2	0.0	17.0	5	400	1.0	4	2					1			1			30000	1	2015	1			1	1	72	73	1			1			1			1					"1307.1"		1	3	3.0
1307.2	9	25	7	1	1	1	4.0	4.0	0	0	0.0	5	1					1			1			300000	3	2014	98			4																0		"1307.2"		0	3	3.0
1307.2			7	1	2	2	34.0	34.0	0	500	1.0	4	2					1			1			600000	3	2014	98			1	1	72		1			1			1			1					"1307.2"		1	3	3.0
1307.2			7	1	3	2	20.0	20.0	0	800	5.0	4	2					1			1			500000	3	2014	98			1	1	72		1			1			1			1					"1307.2"		1	3	3.0
1307.2			7	1	4	2	33.0	33.0	0	800	0.0	4	8					1			1			400000	3	2014	98			9																		"1307.2"		0	3	3.0
1307.2			7	1	5	2	40.0	40.0	0	300	1.0	4	2					1			1			100000	3	2014	98			1	1	72		1			1			1			1					"1307.2"		1	3	3.0
1307.2			7	1	6	2	16.0	16.0	0	500	3.0	1	8					1			1			200000	3	2014	98			9																		"1307.2"		0	3	3.0
1307.2			7	1	7	2	10.0	10.0	0	1000	1.0	5	2					1			1			200000	3	2014	98			1	1	72		1			1			1			1					"1307.2"		1	3	3.0
1307.2			7	1	8	2	16.0	16.0	0	700	0.0	5	8					1			1			300000	3	2014	98			9																		"1307.2"		0	3	3.0
1307.2			7	1	9	1	3.0	3.0	0	400	0.0	4	1					1			1			400000	3	2014	98			4																		"1307.2"		0	3	3.0
1307.2			7	1	10	2	10.0	10.0	0	400	0.0	4	2					1			1			200000	3	2014	98			1	1	72		1			1			1			1					"1307.2"		1	3	3.0
1307.2			7	1	11	8	6.0	2.0	2	500	4.0	1	2					1			1			150000	3	2014	1			2	1	72		1	72		1			98			98					"1307.2"		0	3	3.0
1307.3	9	18	10	1	1	1	4.0	4.0	0	0	0.0	5	1					1			1			200000	3	2014	1			4																98	42	"1307.3"		0	3	3.0
1307.3			10	1	2	2	34.0	34.0	0	500	1.0	4	2					1			1			600000	3	2014	1			1	1	72		1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	3	2	70.0	70.0	0	800	0.0	4	2					1			1			800000	3	2014	1			1	1	72		1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	4	2	33.0	33.0	0	1000	0.0	4	8					1			1			600000	3	2014	98			9																		"1307.3"		0	3	3.0
1307.3			10	1	5	2	40.0	16.0	2	500	0.0	4	2					1			1			700000	3	2014	1			1	1	72		1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	6	2	16.0	16.0	0	500	3.0	1	2					1			1			300000	3	2014	1			1	1	72		1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	7	2	10.0	10.0	0	1000	1.0	5	2					1			1			200000	3	2014	1			1	1	72	71	1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	8	2	16.0	16.0	0	700	0.0	5	2					1			1			300000	3	2014	1			1	1	72		1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	9	1	12.0	12.0	0	100	0.0	4	1					1			1			250000	3	2014	98			7																		"1307.3"		0	3	3.0
1307.3			10	1	10	2	10.0	10.0	0	400	0.0	4	2					1			1			200000	3	2014	1			1	72			1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	11	8	6.0	6.0	0	50	6.0	1	2					1			1			10000	3	2014	1			2	1			1			98			98			98					"1307.3"		0	3	3.0
1307.3			10	1	12	2	50.0	0.0	3																																							"1307.3"		0	3	3.0
1307.3			10	1	13	2	0.0	33.0	6	500	2.0	4	2					1			1			500000	3	2016	1			1	1	72		1			1			1			1					"1307.3"		1	3	3.0
1307.3			10	1	14	2	0.0	20.0	6	400	1.0	4	2					1			1			300000	3	2015	1			1	1	72		1			1			1			1					"1307.3"		1	3	3.0
1308.0	15	17	1	1	1	1	3.0	3.0	0	0	0.0	5	1					1			1			70000	3	1986	1			4																15	26	"1308"		0	3	3.0
1308.0			1	1	2	2	33.0	0.0	3																																							"1308"		0	3	3.0
1308.0			1	1	3	2	0.0	0.0	10																																							"1308"		0	3	3.0
1308.0			1	1	4	8	8.0	8.0	0	50	3.0	1	2					1			1			20000	1	1991	98			2	1			98			98			98			98					"1308"		0	3	3.0
1309.11	10	17	1	1	1	1	2.0	2.0	0	0	0.0	5	1					1			1			100000	1	2003	98			4																10	30	"1309.1.1"		0	3	3.0
1309.11			1	1	2	2	28.0	28.0	0	200	2.0	5	3	1	1	1	250.0	72			72			400000	6	2018	98			1	1	2	72	1	2		1	2		1	2		1	2				"1309.1.1"		1	3	3.0
1309.11			1	1	3	2	8.0	8.0	0	200	2.0	5	3	1	1	1	100.0	72			72			120000	6	2018	98			1	1	2	72	1	2		1	2		1	2		1	2				" "		1	3	3.0
1309.11			1	1	4	12	0.5	0.0	3																																							"1309.1.1"		0	3	3.0
1309.12	10	56	6	1	1	1	2.0	1.0	2	0	0.0	5	1					6			72			30000	5	2018	98			4																11	5	"1309.1.2"		0	3	3.0
1309.12			6	1	2	2	28.0	0.0	3																																							"1309.1.2"		0	3	3.0
1309.12			6	1	3	2	8.0	0.0	3																																							"1309.1.2"		0	3	3.0
1309.12			6	1	4	12	0.5	0.0	3																																							"1309.1.2"		0	3	3.0
1309.2	10	10	3	1	1	1	2.0	2.0	0	0	0.0	5	1					1			1			50000	3	2013	1			4																10	16	"1309.2"		0	3	3.0
1309.2			3	1	2	2	0.0	0.0	10																																							"1309.2"		0	3	3.0
1309.2			3	1	3	2	0.0	0.0	10																																							"1309.2"		0	3	3.0
1310.0	9	35	1	1	1	1	3.0	1.5	2	0	0.0	4	1					1			1			40000	3	2006	98			4																9	45	"1310"		0	3	3.0
1310.0			1	1	2	2	0.0	0.0	10																																							"1310"		0	3	3.0
1310.0			1	1	3	2	17.5	0.0	3																																							"1310"		0	3	3.0
1310.0			1	1	4	2	0.0	33.0	7	1000	1.0	4	3	3	1	1	333.0	72			72			700000	6	2016	1			1	1	2	3	1			1			1			1					"1310"		1	3	3.0
1310.0			1	1	5	5	0.0	10.0	5	100	0.0	5	1					3			3			200000	1	2017	1			7																		"1310"		0	3	3.0
1311.0	9	42	1	1	1	1	2.0	2.0	0	0	0.0	5	1					1			1			50000	3	2015	98			4																9	55	"1311"		0	3	3.0
1311.0			1	1	2	2	20.0	20.0	0	500	2.0	5	2					1			1			400000	3	2015	1			1	1	2	73	1	3		1	3		1	3		1	3				"1311"		1	3	3.0
1311.0			1	1	3	2	0.0	16.0	7	400	1.0	5	5	3	3	2		72			72			320000	6	2016	1			1	1	2	73	1	3		1	3		1	3		1	3				"1311"		1	3	3.0
1311.0			1	1	4	2	0.0	33.0	7	500	1.0	5	5	3	1	2		72			72			600000	6	2018	1			1	1	2	73	1	3		1	3		1	3		1	3				"1311"		1	3	3.0
1311.0			1	1	5	10	0.0	12.0	6	50	0.0	5	1					1			1			300000	3	2015	98			7																		"1311"		0	3	3.0
1311.0			1	1	6	8	0.0	12.0	6	100	7.0	2	2					1			1			200000	3	2008	1			2	1			1			98			98			98					"1311"		0	3	3.0
1312.0	7	38	1	1	1	1	7.0	7.0	0	0	0.0	4	1					1			1			150000	3	2000	1			4																7	42	"1312"		0	3	3.0
1313.0	11	5	1	1	1	1	8.0	8.0	0	0	0.0	4	1					1			1			200000	3	1993	98			4																11	0	"1313"		0	3	3.0
1313.0			1	1	2	2	33.0	33.0	0	200	0.0	4	2					1			1			600000	3	2009	1			1	1	72	73	1			1			1			1					"1313"		1	3	3.0
1313.0			1	1	3	2	31.0	31.0	0	300	0.0	4	2					1			1			500000	3	2009	1			1	1	72	73	1			1			1			1					"1313"		1	3	3.0
