a01	hh_type	m2_01	m2_02	m2_03	m2_04	m2_05	m2_06	m2_07	m2_08	m2_09	m2_10	m2_11	m2_12	m2_13	m2_14	m2_15	m2_16	m2_17	m2_18	m2_19	m2_20	m2_21
1994	3	3	24	1	2	2	150	2		40	6000	1	1		2		1	0.5	2	1	0.5	2
1994	3	4	13	11	10	1	5	2		20	100	1	1		2		1	0.5	2	1	0.5	2
1995	3	1	6	10	1	6	2	3	0.8	200	400	1	1		2		1	0	0	1	0.02	2
1996	3	99																				
1997	3	99																				
1998	3	1	6	11	9	5	2	3	1	280	560	1	1		2		2	0.05	0.25	1	0.3	2
1999	3	1	8	9	9	5	1	3	8	1500	1500	1	1		2		2	0.05	0.2	1	0.5	2
1999	3	2	6	10	9	5	2	3	1	280	560	1	1		2		2	0.05	0.2	1	0.25	2
2000	3	99																				
2001	3	99																				
2002	3	1	6	9	9	5	1	3	1	280	280	1	1		2		2	0.2	0.2	1	0.5	2
2003	3	99																				
2004	3	99																				
2005	3	99																				
2006	3	99																				
2007	3	99																				
2009	3	99																				
2010	3	1	27	11	1	6	3	1	40	40	120	1	1		2		1	0	0	1	0.1	2
2011	3	99																				
2012	3	1	27	12	1	5	25	2		1.5	37.5	1	1		2		1	0.1	0.25	1	0.1	2
2013	3	99																				
2014	3	1	27	11	1	6	5	3	0.5	8	40	1	1		2		1	0	0	1	0.3	2
2015	3	1	6	1	1	5	2	3	0.8	260	520	1	1		2		1	0	0	1	0.1	2
2016	3	1	6	11	10	5	1	3	1	250	250	1	1		2		1	0	0	1	0.1	2
2016	3	2	27	10	1	5	5	3	0.5	8	40	1	1		2		1	0	0	1	0.5	2
2017	3	1	27	5	10	5	5	2		10	50	1	1		2		2	0.8	0.5	1	1	2
2017	3	2	21	1	10	5	10	2		10	100	1	1		2		2	0.1	0.5	1	1	2
2017	3	3	27	11	1	6	10	2		200	2000	1	1		2		1	0	0	1	0.1	2
2017	3	4	14	5	10	5	4	3	5	30	120	1	1		2		2	0.1	0.5	1	1	2
2017	3	5	27	5	1	6	10	2		30	300	1	1		2		1	0	0	1	2	2
2017	3	6	27	9	1	6	20	3	1	5	100	1	1		2		1	0	0	1	1	2
2017	3	7	6	10	1	5	1	2		230	230	1	1		2		1	0	0	1	0.5	2
2017	3	8	8	11	1	6	2	3	5	1500	3000	1	1		2		1	0	0	1	0.5	2
2018	3	1	10	11	10	5	3	2		120	360	1	1		2		1	0	0	1	0.1	2
2018	3	2	27	1	1	6	200	2		2	400	1	1		2		1	0	0	1	0.5	2
2019	3	99																				
2020	3	99																				
2022	3	99																				
2023	3	1	6	10	9	5	1	3	0.7	200	200	1	1		2		2	0.3	5	1	0.3	2
2024	3	1	6	10	10	5	1	3	0.6	120	120	1	1		2		2	0.1	25	1	0.3	2
2025	3	99																				
2026	3	99																				
2027	3	99																				
2028	3	99																				
2029	3	99																				
2030	3	1	6	7	1	6	2	3	0.8	200	400	1	1		2		1	0	0	1	0.1	2
2030	3	2	27	11	1	6	5	3	0.048	8	24	1	1		2		1	0	0	1	0.05	2
2031	3	1	6	10	1	6	2	3	0.8	280	560	1	1		2		1	0	0	1	0.1	2
2033	3	99																				
2034	3	99																				
2035	3	99																				
2036	3	99																				
2037	3	99																				
2038	3	1	7	9	1	5	1	3	80	20000	20000	1	1		2		1	0	0	1	0.1	2
2038	3	2	27	8	1	5	1	2		45	45	1	1		2		1	0	0	1	0.5	2
2039	3	1	7	7	1	6	1	3	35	7000	7000	1	1		2		1	0	0	1	0.5	2
2039	3	2	6	10	9	5	2	3	0.9	285	570	1	1		2		2	0.4	0.4	1	1	2
2039	3	3	27	11	1	5	4	3	0.048	8	32	1	1		2		1	0	0	1	0.1	2
2039	3	4	27	10	1	6	3	2		40	120	1	1		2		1	0	0	1	0.1	2
2040	3	99																				
2041	3	99																				
2042	3	99																				
2043	3	1	6	11	1	5	1	3	1	290	290	1	1		2		1	0	0	1	0.1	2
2044	3	99																				
2045	3	1	6	10	1	5	1	3	0.9	230	230	1	1		2		1	0	0	1	0.1	2
2046	3	99																				
2047	3	99																				
2048	3	1	6	10	9	5	1	3	0.9	280	280	1	1		2		2	0.5	0.25	1	0.5	2
2048	3	2	7	11	9	5	1	3	80	20000	20000	1	1		2		2	0.5	7	1	2	2
2049	3	99																				
2051	3	99																				
2052	3	99																				
2053	3	99																				
2054	3	1	6	10	9	1	1	3	0.9	285	285	1	1		2		2	0.2	0.15	1	0.5	2
2055	3	99																				
2056	3	99																				
2057	3	99																				
2058	3	1	6	10	9	5	2	3	0.7	200	400	1	1		2		2	0.2	25	1	0.3	2
2059	3	1	8	11	1	5	2	3	8	3000	6000	1	1		2		1	0	0	1	0.5	2
2059	3	2	6	9	9	5	1	3	0.9	280	280	1	1		2		2	0.1	0	1	0.25	2
2060	3	99																				
2061	3	1	6	9	9	5	2	3	0.7	250	500	1	1		2		2	0.5	0.3	1	0.5	2
2062	3	1	27	12	1	5	300	2		2	600	1	1		2		1	0	0	1	1	2
2063	3	99																				
2064	3	1	8	10	2	5	1	3	15	2000	2000	1	1		2		2	1	6	3	1	2
2066	3	99																				
2067	3	1	6	9	2	2	120	3	1.2	130	15600	1	1		2		1	0	0	1	1	2
2068	3	99																				
2070	3	99																				
2071	3	99																				
2072	3	1	6	11	9	5	1	3	0.6	200	200	1	1		2		2	0.3	1	1	0.2	2
2072	3	2	27	2	10	5	2	2		45	90	1	1		2		2	0.3	1	1	0.2	2
2073	3	1	27	2	10	5	700	2		3.57	2500	1	1		2		1	0	0	1	0	2
2074	3	99																				
2075	3	99																				
2076	3	1	6	10	9	5	1	3	0.8	240	240	1	1		2		2	0.5	0.25	1	0.5	2
2077	3	1	6	10	9	5	1	3	1	300	300	1	1		2		2	0.2	0.15	1	0.5	2
2077	3	2	27	11	1	5	2	3	0.5	8	16	1	1		2		1	0	0	1	0	2
2078	3	1	8	8	9	5	1	3	10	4200	4200	1	1		2		2	0	0	1	0.1	2
2078	3	2	10	9	1	5	20	2		55	1100	1	1		2		1	0	0	1	1	2
2079	3	1	6	9	9	5	1	3	0.8	270	270	1	1		2		2	0.3	0.2	1	0.1	2
2080	3	1	7	8	1	5	2	3	48	12000	24000	1	1		2		1	0	0	1	1	2
2081.1	2	1	27	1	2	1	300	2		35	10500	1	100		2		3	40	25	12	1	2
2081.1	2	2	27	2	2	1	400	2		157.5	63000	1	100		2		3	40	25	12	1	2
2081.2	2	1	27	1	2	1	280	2		40	11200	1	100		2		3	1	40	12	2	2
2082	2	1	27	11	2	1	20	2		145	2900	1	100		2		3	1	40	12	1	2
2083	2	99																				
2085	2	1	7	4	1	5	1	3	80	23000	23000	1	100		2		2	1	5	1	3	2
2085	2	2	19	10	1	5	20	2		15	300	1	100		2		2	0.1	0.25	1	2	2
2085	2	3	27	11	1	5	20	2		15	300	1	100		2		1	0	0	13	0	2
2085	2	4	27	4	1	5	30	2		15	450	1	100		2		1	0	0	13	0	2
2085	2	5	27	6	1	5	70	2		35.7142857142857	2500	1	100		2		2	1	5	3	3	2
2086	2	1	23	8	1	5	1700	2		30	51000	1	100		2		1	0	0	13	0	2
2086	2	2	3	4	1	5	310	2		22.5	6975	1	100		2		1	0	0	13	0	2
2086	2	3	5	12	1	1	600	2		75	45000	1	100		2		1	0	0	13	0	2
2087	2	1	7	1	1	5	1	3	40	10000	10000	1	100		2		1	0	0	13	0	2
2087	2	2	8	12	1	5	1	3	15	7500	7500	1	100		2		2	1	3	1	2	2
2087	2	3	14	6	1	5	70	2		21.4285714285714	1500	1	100		2		2	0.15	0.25	1	2	2
2088	2	1	7	6	2	1	1	3	75	21000	21000	1	100		2		2	0.5	5	1	1	2
2088	2	2	27	3	2	1	1600	2		20	32000	1	100		2		3	1	40	12	1	2
2088	2	3	27	11	2	1	120	2		145	17400	1	100		2		3	1	40	12	1	2
2089	2	99																				
2090	2	1	8	1	1	5	1	3	15	8000	8000	1	100		2		1	0	0	13	0	2
2091	2	1	27	11	2	1	15	2		145	2175	1	100		1	1	6	0.5	4	3	1	2
2092	2	99																				
2093	2	99																				
2094	2	1	7	7	2	1	2	3	80	30000	60000	1	100		2		2	1	5	1	1	2
2094	2	2	27	8	2	1	150	2		46.6666666666667	7000	1	100		2		1	0	0	13	0	2
2094	2	3	27	11	2	1	120	2		157	18840	1	100		2		3	1	40	12	1	2
2095.1	2	99																				
2095.2	2	99																				
2096	2	1	3	3	1	5	210	2		20	4200	1	100		2		2	0.5	3	3	2	2
2096	2	2	24	2	1	5	150	2		30	4500	1	100		2		2	0.1	0.5	1	2	2
2096	2	3	27	10	1	5	80	2		22	1760	1	100		2		2	0.5	3	3	3	2
2096	2	4	23	8	1	5	280	2		30	8400	1	100		2		2	0.5	3	3	3	2
2096	2	5	7	12	1	5	2	3	40	13000	26000	1	100		2		2	0.15	0.25	1	1	2
2096	2	6	8	4	1	5	2	3	18	7500	15000	1	100		2		2	0.15	0.25	1	1	2
2097	2	1	23	7	2	1	430	2		65	27950	1	100		2		2	1	5	3	1	2
2097	2	2	27	4	2	1	240	2		25	6000	1	100		2		2	1	5	3	1	2
2098	2	1	27	11	2	1	200	2		40	8000	1	100		1	1	1	0	0	13	0	2
2099	2	99																				
2100	2	1	7	4	2	1	1	3	70	25000	25000	1	100		2		2	0.4	5	1	1	2
2101	2	99																				
2102	2	99																				
2103	2	99																				
2104	2	99																				
2105	2	1	7	8	2	5	1	3	160	50000	50000	1	100		2		2	0.15	1	1	2	2
2106	2	99																				
2107	2	99																				
2108	2	1	23	7	1	5	50	2		28	1400	1	100		2		2	0.1	0.5	3	0	2
2108	2	2	5	3	1	5	25	2		65	1625	1	100		2		2	0.1	0.5	3	0	2
2109	2	1	7	8	2	1	1	3	100	20000	20000	1	100		2		2	0.12	0.5	1	1	2
2109	2	2	8	8	2	1	1	3	22	6500	6500	1	100		2		2	0.12	0.5	1	1	2
2110	2	99																				
2111	2	1	23	7	1	5	56	2		28.75	1610	1	100		2		1	0	0	13	0	2
2112	2	99																				
2113	2	99																				
2114	2	99																				
2115	2	99																				
2116	2	99																				
2117	2	99																				
2118	2	1	23	8	2	1	2	1	40	900	1800	1	100		2		2	0.12	0.25	3	1	2
2118	2	2	27	3	2	1	10	2		60	600	1	100		2		2	0.12	0.25	1	1	2
2119	2	99																				
2120	2	1	23	8	2	2	2.5	1	40	900	2250	1	100		2		1	0	0	13	0	2
2120	2	2	27	3	2	2	10	2		60	600	1	100		2		1	0	0	13	0	2
2121	2	1	7	9	2	5	3	3	55	15666.66667	47000	1	100		2		2	0.4	3	12	2	2
2122	2	99																				
2123	2	99																				
2124	2	99																				
2125	2	99																				
2126	2	99																				
2127	2	99																				
2128	2	99																				
2129	2	99																				
2130	2	99																				
2131	2	99																				
2132	2	99																				
2133	2	1	27	11	2	5	200	3	0.5	15	3000	1	100		2		2	1	3	3	0.5	2
2134	2	99																				
2135	2	99																				
2136	2	99																				
2137	2	99																				
2138	2	99																				
2139	2	99																				
2140.1	2	99																				
2140.2	2	99																				
2141	2	1	27	11	1	5	60	4	1	10	600	1	100		2		2	0.05	0.25	1	0.2	2
2142	2	99																				
2143	2	1	7	10	2	1	2	3	120	35000	70000	1	100		2		1	0	0	13	0	2
2143	2	2	10	10	2	1	3	1	40	2250	6750	1	100		2		3	2	38	6	1	2
2144	2	99																				
2145	2	1	8	6	1	1	3	3	15	5133.33333333333	15400	1	100		2		2	0.12	0.25	1	2	2
2146	2	99																				
2147	2	99																				
2148	2	1	8	2	2	1	4	3	10	2500	10000	1	100		2		2	0.1	25	1	1	2
2149	2	99																				
2150	2	99																				
2151	2	99																				
2152	2	1	8	12	2	5	1	3	25	10000	10000	1	100		2		2	1	1	1	1	2
2153	2	1	27	12	2	5	450	3	1	12	5400	1	100		2		2	0.25	1	3	1	2
2154	2	1	14	5	1	5	120	2		10	1200	1	100		2		1	0	0	13	0	2
2154	2	2	27	8	1	5	30	2		5	150	1	100		2		1	0	0	13	0	2
2155	2	1	7	12	2	5	1	3	140	40000	40000	1	100		2		1	0	0	13	0	2
2157	2	1	7	12	1	5	2	3	120	41500	83000	1	100		2		1	0	0	13	0	2
2157	2	2	8	5	1	5	2	3	12	3000	6000	1	100		2		1	0	0	13	0	2
2158	2	99																				
2159	2	99																				
2160	2	99																				
2161	2	1	27	4	10	5	12	2		12	144	1	100		2		2	0.05	0.25	1	1	2
2161	2	2	27	6	10	5	2	2		300	600	1	100		2		2	0.05	0.25	1	1	2
2161	2	3	27	8	10	5	8	2		16	128	1	100		2		2	0.05	0.25	1	1	2
2161	2	4	27	6	10	5	6	2		14	84	1	100		2		2	0.05	0.25	1	1	2
2161	2	5	27	9	10	5	4	2		15	60	1	100		2		2	0.05	0.25	1	1	2
2162	2	1	27	3	10	5	1	3	10	50	50	1	100		2		2	0.1	0.5	1	5	2
2162	2	2	27	9	2	5	100	2		5	500	1	100		2		1	0	0	13	0	2
2162	2	3	27	10	2	3	50	2		1	50	1	100		2		2	0.1	0.5	1	5	2
2162	2	4	5	4	2	1	120	2		17.5	2100	1	100		2		1	0	0	13	0	2
2163	2	1	5	6	2	3	72	2		20	1440	1	100		2		2	0.5	10	2	0.1	2
2164	2	99																				
2165	2	99																				
2166	2	99																				
2167	2	99																				
2168	2	1	27	10	10	5	20	3	0.5	5	100	1	100		2		1	0	0	13	0	2
2169	2	1	17	12	10	5	5	2		20	100	1	100		2		1	0	0	13	0	2
2170	2	99																				
2171	2	99																				
2172	2	1	7	2	9	5	1	3	44	12000	12000	1	100		2		6	3	4	1	4	2
2172	2	2	27	6	9	5	2	2		10	20	1	100		2		2	0.25	1	1	0.25	2
2172	2	3	27	7	9	5	1	2		100	100	1	100		2		2	0.25	1	1	0.25	2
2173	2	99																				
2174	2	99																				
2175	2	99																				
2176.1	2	1	6	6	2	5	1	2		300	300	1	100		2		2	1	5	1	1	2
2176.1	2	2	7	8	2	5	2	3	50	15000	30000	1	100		2		6	1	15	1	4	2
2176.1	2	3	27	12	2	5	1	3	2	15	15	1	100		2		2	1	15	1	1	2
2176.2	2	1	5	4	2	1	2	1	40	800	1600	1	100		2		2	0.1	0.3	1	0.3	2
2177	2	99																				
2178.1	2	1	5	4	2	5	31	2		20	620	1	100		2		2	0.2	1	1	1	2
2178.2	2	99																				
2178.3	2	99																				
2179	2	1	27	10	10	6	3	2		10	30	1	100		2		1	0	0	13	0	2
2179	2	2	27	8	10	6	5	2		10	50	1	100		2		1	0	0	13	0	2
2180	2	1	27	5	1	1	38	3	0.05	9	342	1	100		2		1	0	0	13	0	2
2181	2	99																				
2182	2	1	20	11	2	1	10	2		16	160	1	100		2		2	1	6	3	1	2
2182	2	2	21	11	2	1	8	2		11	88	1	100		2		2	1	6	3	1	2
2182	2	3	27	11	2	1	20	2		13	260	1	100		2		2	1	6	3	1	2
2182	2	4	27	11	2	1	2	2		60	120	1	100		2		2	1	6	3	0.5	2
2182	2	5	5	5	2	1	20	2		20	400	1	100		2		2	1	6	3	1	2
2182	2	6	6	7	2	1	1.5	2		180	270	1	100		2		2	1	6	3	1	2
2183	2	1	7	3	2	5	1	3	48	12000	12000	1	100		2		6	0.4	4	1	3	2
2183	2	2	19	4	10	5	8	2		15	120	1	100		2		1	0	0	13	0	2
2183	2	3	27	4	10	5	2	2		15	30	1	100		2		1	0	0	13	0	2
2184	2	99																				
2185	2	1	27	10	10	5	45	2		20	900	1	100		1	2	1	0	0	13	0	2
2186	2	99																				
2187	2	1	5	6	2	1	1	1	40	800	800	1	100		2		2	0.5	4	12	0.1	2
2188	2	1	5	11	9	1	10	2		20	200	1	100		2		2	5	2.5	1	0.5	2
2188	2	2	27	1	1	1	100	2		2	200	1	100		2		1	0	0	13	0	2
2189	2	99																				
2190	2	1	27	1	1	1	210	2		1.04761904761905	220	1	100		2		1	0	0	13	0	2
2191	2	99																				
2192	2	99																				
2193	2	99																				
2194	2	99																				
2195	2	1	7	11	9	5	3	3	80	24000	72000	1	100		2		2	1	4	1	1	2
2196	2	1	7	7	10	5	1	3	150	37000	37000	1	100		2		2	3	30	1	3	2
2197	2	99																				
2198	2	99																				
2199	2	99																				
2200	2	99																				
2201	2	99																				
2202	2	1	10	8	2	1	9	2		60	540	1	100		2		2	0.25	0.5	1	1	2
2202	2	2	8	9	10	1	1	3	15	6800	6800	1	100		2		3	0.5	2	7	2	2
2202	2	3	6	12	10	1	2	3	0.7	150	300	1	100		2		1	0	0	13	0	2
2202	2	4	27	11	2	1	12	2		20	240	1	100		2		2	0.25	0.5	1	1	2
2203	2	99																				
2204	2	1	27	11	2	1	25	2		84	2100	1	100		2		1	0	0	13	0	2
2204	2	2	8	11	10	1	1	3	15	5000	5000	1	100		2		2	0.5	2	1	1	2
2205	2	99																				
2206	2	1	7	9	10	1	2	3	20	7500	15000	1	100		2		5	6	250	6	1	2
2207	2	99																				
2208	2	99																				
2209	2	1	7	10	2	1	1	3	200	59000	59000	1	100		2		5	6	230	5	0.2	2
2210	2	99																				
2211	2	1	7	7	2	1	2	3	80	20000	40000	1	100		2		2	1	2	1	1	2
2212	2	1	8	8	2	1	1	3	10	4000	4000	1	100		2		2	0.25	0.25	1	0.5	2
2213	2	1	27	11	2	2	530	2		100	53000	1	100		2		2	0.5	3	3	0	2
2214	2	1	7	7	2	1	1	3	160	40000	40000	1	100		2		2	0.15	2.5	1	1	2
2215	2	1	7	8	2	1	1	3	60	13000	13000	1	100		2		1	0	0	13	0	2
2216	2	1	7	7	1	1	1	3	280	76000	76000	1	100		2		1	0	0	13	0	2
2217	2	1	7	10	10	1	2	3	240	81500	163000	1	100		2		5	5	220	6	0.4	2
2218	2	1	23	6	2	1	240	2		30	7200	1	100		2		2	0.1	0.5	3	0.5	2
2218	2	2	7	7	2	1	2	3	200	50000	100000	1	100		2		6	0.3	1.5	1	1	2
2219	2	1	10	8	12	1	40	2		75	3000	1	100		2		2	0.25	2	3	0.5	2
2220.1	2	1	5	6	2	1	60	2		50	3000	1	100		2		1	0	0	13	0	2
2220.1	2	2	25	6	2	1	2000	2		37	74000	1	100		2		1	0	0	13	0	2
2220.1	2	3	23	8	2	1	1000	2		37.5	37500	1	100		2		1	0	0	13	0	2
2220.1	2	4	27	8	2	1	200	2		20	4000	1	100		2		1	0	0	13	0	2
2220.2	2	1	23	11	2	1	18	1	40	1490	26820	1	50	60	1	2	1	0	0	13	0	1
2220.2	2	2	26	9	9	1	4	2		70	280	1	100		2		2	0.25	0.5	1	0.15	2
2220.2	2	3	27	10	4	6	10	2		100	1000	1	0	30	2		1	0	0	13	0	2
2220.2	2	4	27	6	2	1	1	1	40	2000	2000	1	100		2		2	3	5	7	0.5	2
2220.2	2	5	20	11	10	1	4	2		10	40	1	100		2		2	0.25	5	1	0.5	2
2220.2	2	6	27	11	2	1	3	2		120	360	1	100		2		2	0.25	5	1	1	2
2221	2	1	27	10	2	1	40	2		5	200	1	100		2		4	0.35	6	3	1	2
2221	2	2	8	11	10	1	1	3	5	1100	1100	1	100		2		1	0	0	13	0	2
2221	2	3	6	10	10	1	2	3	1.5	250	500	1	100		2		1	0	0	13	0	2
2222	2	99																				
2223	2	99																				
2224	2	99																				
2225	2	99																				
2226	2	1	22	3	2	1	140	2		20	2800	1	100		2		2	0.5	1.5	3	0.25	2
2227	2	1	7	3	2	1	2	3	130	19250	38500	1	100		2		1	0	0	13	0	2
2228	2	99																				
2229	2	1	27	11	2	2	200	2		20	4000	1	100		2		1	0	0	13	0	2
2230	2	1	19	8	1	1	200	2		10	2000	1	100		2		1	0	0	13	0	2
2231.1	2	99																				
2231.2	2	99																				
2231.3	2	99																				
2232	2	99																				
2233	2	99																				
2234	2	1	7	11	2	1	1	3	80	23000	23000	1	100		2		1	0	0	13	0	2
2234	2	2	6	9	2	1	9	3	2	555.555555555556	5000	1	100		2		1	0	0	13	0	2
2234	2	3	8	10	10	1	1	3	15	5000	5000	1	100		2		1	0	0	13	0	2
2235.1	2	1	7	2	1	1	1	3	82	11000	11000	1	100		2		1	0	0	13	0	2
2235.2	2	1	27	10	10	6	2	3	1	10	20	1	100		2		1	0	0	13	0	2
2235.2	2	2	27	11	10	6	1	2		10	10	1	100		2		1	0	0	13	0	2
2236	2	1	6	11	1	6	1	3	1	300	300	1	100		2		1	0	0	13	0	2
2237	2	99																				
2238	2	99																				
2239	2	99																				
2240	2	99																				
2241	2	1	5	6	2	1	780	2		60	46800	1	100		2		1	0	0	13	0	2
2241	2	2	3	3	2	1	2760	2		13	35880	1	100		2		1	0	0	13	0	2
2241	2	3	17	8	2	1	40	2		15	600	1	100		2		2	1	15	3	0.5	2
2241	2	4	7	8	2	1	2	3	100	30000	60000	1	100		2		2	1	15	1	2	2
2242	2	1	27	3	1	1	2600	2		12.5	32500	1	100		2		2	0.25	1	3	1	2
2243	2	1	5	11	2	1	75	2		75	5625	1	0	7	2		2	1	12	1	0.1	2
2243	2	2	27	4	2	1	1400	2		12.5	17500	1	0	7	2		2	1	15	12	0.5	2
2244	2	1	27	3	2	1	760	2		12	9120	1	100		2		1	0	0	13	0	2
2244	2	2	5	6	2	1	80	2		55	4400	1	100		2		1	0	0	13	0	2
2245	2	1	5	5	2	1	390	2		57.5	22425	1	100		2		1	0	0	13	0	2
2245	2	2	27	3	2	1	3360	2		11.75	39480	1	100		2		1	0	0	13	0	2
2246	2	1	6	10	2	1	4	3	1	195	780	1	100		2		1	0	0	13	0	2
2246	2	2	19	11	10	6	1	3	1.5	10	10	1	100		2		1	0	0	13	0	2
2247	2	1	3	3	2	1	1000	2		11.25	11250	1	100		2		1	0	0	13	0	2
2247	2	2	5	8	2	1	230	2		57.5	13225	1	100		2		1	0	0	13	0	2
2247	2	3	6	8	2	1	8	3	0.4	125	1000	1	100		2		1	0	0	13	0	2
2247	2	4	8	12	2	1	3	3	8	2666.66666666667	8000	1	100		2		1	0	0	13	0	2
2247	2	5	23	8	2	1	160	2		20	3200	1	100		2		1	0	0	13	0	2
2248	2	99																				
2249	2	1	8	10	1	1	3	3	13	1666.66666666667	5000	1	100		2		1	0	0	13	0	2
2249	2	2	14	9	1	1	300	2		10	3000	1	100		2		1	0	0	13	0	2
2249	2	3	27	8	1	1	40	2		150	6000	1	100		2		1	0	0	13	0	2
2249	2	4	27	12	1	1	200	2		20	4000	1	100		2		1	0	0	13	0	2
2250	2	1	27	3	1	1	320	2		12.5	4000	1	100		2		1	0	0	13	0	2
2250	2	2	5	6	1	1	9	2		55	495	1	100		2		2	0.25	10	3	0.5	2
2250	2	3	27	5	1	1	1000	2		2	2000	1	100		2		1	0	0	13	0	2
2251	2	1	5	5	1	1	1200	2		55	66000	1	100		2		3	0.25	0.75	3	1	2
2251	2	2	27	3	1	1	5080	2		12.5	63500	1	100		2		3	0.25	0.75	3	1	2
2252	2	1	7	9	1	1	1	3	100	27000	27000	1	100		2		1	0	0	13	0	2
2253	2	99																				
2254	2	1	6	10	2	1	2	3	1	200	400	1	100		2		1	0	0	13	0	2
2254	2	2	7	10	2	1	1	3	80	16000	16000	1	100		2		1	0	0	13	0	2
2255	2	1	14	8	2	1	10	3	10	31	310	1	100		2		1	0	0	13	0	2
2255	2	2	27	4	2	1	14	2		60	840	1	100		2		1	0	0	13	0	2
2256	2	1	23	7	2	1	85	2		32.9411764705882	2800	1	100		2		3	0.3	1	1	1	2
2256	2	2	3	3	2	1	240	2		16.5	3960	1	100		2		1	0	0	13	0	2
2256	2	3	19	11	10	6	1	3	2	20	20	1	100		2		3	0.25	1	1	1	2
2256	2	4	18	3	2	1	10	2		10	100	1	100		2		3	0.25	1	1	1	2
2256	2	5	27	2	2	1	15	2		53.3333333333333	800	1	100		2		3	0.25	1	1	1	2
2256	2	6	27	4	10	1	1	2		35	35	1	100		2		1	0	0	13	0	2
2258	2	1	24	12	2	1	60	2		30	1800	1	100		2		1	0	0	13	0	2
2258	2	2	27	3	2	1	240	2		12.5	3000	1	100		2		1	0	0	13	0	2
2258	2	3	7	11	2	1	1	3	100	26200	26200	1	100		2		1	0	0	13	0	2
2258	2	4	6	10	2	1	9	3	1	222.222222222222	2000	1	100		2		1	0	0	13	0	2
2259	2	99																				
2260	2	1	5	3	2	1	105	2		55	5775	1	100		2		1	0	0	13	0	2
2261	3	1	6	11	1	5	3	3	1	300	900	1	1		2		1	0	0	1	0.25	2
2261	3	2	27	11	1	5	6	3	0.5	125	750	1	1		2		1	0	0	1	0.5	2
2261	3	3	27	11	1	5	4	3	0.5	8	32	1	1		2		1	0	0	1	0	2
2261	3	4	14	5	2	5	50	3	4	10	500	1	1		1	2	1	0	0	1	0.5	2
2262	3	1	14	5	2	5	20	3	3	25	500	1	1		2		1	0	0	3	1	2
2264	3	99																				
2265	3	1	27	7	1	1	2	3	1.5	15	30	1	1		2		1	0	0	1	0.25	2
2266	3	99																				
2267	3	1	6	8	9	2	4	3	1.25	250	1000	1	1		2		1	0	0	1	1	2
2267	3	2	14	6	9	2	200	3	3	7.5	1500	1	1		2		1	0	0	1	1	2
2268	3	1	6	7	1	2	8	3	1	400	3200	1	1		2		2	0.25	0.5	1	2	2
2268	3	2	7	9	9	1	3	3	50	15500	46500	1	1		2		2	0.25	0.5	1	2	2
2268	3	3	14	6	2	5	100	2		5	500	1	1		2		1	0	0	1	1	2
2268	3	4	27	11	1	2	80	2		10	800	1	1		2		1	0	0	1	1	2
2269	3	99																				
2270	3	1	14	4	2	1	50	3	2	20	1000	1	1		2		1	0	0	3	1	2
2271	3	1	6	7	1	5	2	4	1	300	600	1	1		2		1	0	0	1	0.25	2
2271	3	2	27	11	1	5	8	3	0.5	8	64	1	1		2		1	0	0	1	0	2
2271	3	3	27	4	2	1	20	1	40	150	3000	1	1		1	2	1	0.5	1	3	2	2
2272	3	1	27	11	1	6	0.5	2		45	22	1	1		2		1	0	0	1	0.25	2
2272	3	2	27	11	1	6	8	3	0.55	8	64	1	1		2		1	0	0	1	0.25	2
2272	3	3	14	5	2	5	20	3	4	20	400	1	1		2		1	0	0	1	0.5	2
2273	3	1	14	5	2	2	250	3	2	30	7500	1	1		2		1	0	0	3	1	1
2275	3	1	6	10	10	1	8	3	1	250	2000	1	1		2		2	0.05	0.25	1	3	2
2275	3	2	14	6	2	5	200	2		7.5	1500	1	1		2		1	0	0	1	1	2
2275	3	3	27	3	2	5	20	2		20	400	1	1		2		1	0	0	1	1	2
2275	3	4	27	8	10	1	800	2		2	1600	1	1		2		1	0	0	1	1	2
2276	3	1	14	6	9	6	50	3	4	12	600	1	1		2		1	0	0	1	0	2
2277	3	1	7	10	2	5	1	3	30	7500	7500	1	1		2		1	0	0	1	0.25	2
2277	3	2	14	5	2	5	10	3	2	20	200	1	1		2		1	0	0	1	0.5	2
2277	3	3	27	10	1	1	3	3	0.5	9	27	1	1		2		1	0	0	1	0	2
2278	3	99																				
2279	3	1	8	8	2	1	1	3	15	12500	12500	1	1		2		1	0	0	1	0.25	2
2279	3	2	27	11	1	5	4	3	0.05	8	32	1	1		2		1	0	0	1	0	2
2280	3	99																				
2281	2	99																				
2282	2	1	10	11	10	1	5	2		70	350	1	100		2		1	0	0	13	0	2
2282	2	2	27	8	2	1	100	2		62.5	6250	1	100		2		6	0.25	1	1	1	2
2282	2	3	27	11	10	1	8	3	0.045	7	56	1	100		2		1	0	0	13	0	2
2282	2	4	6	11	10	1	1	3	1.5	450	450	1	100		2		1	0	0	13	0	2
2283	2	1	27	8	2	1	160	2		80	12800	1	100		2		2	0.5	4	3	0.5	2
2283	2	2	27	6	1	1	40	2		15	600	1	100		2		1	0	0	13	0	2
2283	2	3	27	11	1	1	16	3	0.06	7	112	1	100		2		1	0	0	13	0	2
2284	2	1	27	8	2	1	177	2		55	9735	1	100		2		2	0.5	6	3	1	2
2284	2	2	27	4	1	5	105	2		57.1428571428571	6000	1	100		2		1	0	0	13	0	2
