a01	hh_type	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20b	q_20b_2	q_20c	q_20c_2	q_20d_1	q_20d_2	q_20d_3	q_21
3400	3	1	200		20	3	3	10	2	4	1	2	270	2			9	0	4	105	3			1	1	1	2		2		6			70
3401	3	1	300		30	0	3	2	2	4	1	2	396	2			5	0	3	0	3			1	1	1	2		2		6			100
3402	3	1	200		3	0	2	2	2	4	1	2	709	2			5	0	4	280	3			1	1	1	2		2		6			100
3403	3	1	2500		18	3	2	2	2	4	1	2	438	2			5	0	4	175	3			1	1	1	2		2		6			200
3404	3	1	200		1	0	3	2	2	4	1	1	216	2			5	0	4	75	3			2	1	1	1	3	2		6			120
3405	3	1	100		4	0	3	10	2	4	1	1	216	2			5	0	4	40	3			0	2		2		2		7			0
3406	3	1	200		14	0	3	2	2	4	1	1	270	2			5	400	4	72	3			1	1	2	2		2		6			100
3407	3	1	300		10	6	3	2	2	4	1	3	486	2			5	0	4	140	3			2	1	2	1	3	2		6			200
3408	3	1	300		45	0	2	2	2	4	1	3	306	2			5	0	4	113	3			1	1	1	2		2		6			100
3409	3	1	400		10	0	3	2	2	4	1	1	288	2			5	0	4	140	3			1	1	1	2		2		6			250
3410	3	1	400		60	1	2	2	2	4	1	4	648	1	3	150	5	0	1		3			1	1	1	2		2		6			200
3412	3	1	150		35	0	3	2	2	4	1	1	220	1	3	105	5	0	1		3			1	2		1	4	2		1			110
3413	3	1	4000		9	5	2	1	2	1	1	3	320	1	3	250	5	0	1		3			2	1	1	1	2	2		6			200
3414	3	1	300		3	4	3	2	2	4	1	2	220	1	2	105	6	0	1		3			0	2		2		2		7			30
3415	3	1	200		36	1	3	2	2	4	1	2	384.75	1	2	101	5	300	1		3			1	2		1	3	2		6			100
3416	3	1	200		3	2	3	2	2	4	1	1	284	2			5	400	4	75	3			1	1	1	2		2		6			130
3417	3	1	200		8	4	3	2	2	4	1	1	252	2			5	0	4	140	3			1	1	1	2		2		6			150
3418	3	1	500		22	0	2	1	2	1	1	3	882	1	2	350	5	0	1		3			3	1	1	1	2	1	4	4			200
3419	3	1	200		60	0	4	2	2	4	1	1	450	1	2	130	5	0	1		3			1	1	1	2		2		6			60
3420	3	1	200		24	0	3	3	2	4	1	2	288	2			5	0	4	140	3			1	1	1	1	1	2		6			100
3421	3	1	200		8	0	2	2	2	1	1	1	3216	1	2	101	5	200	1		3			1	1	1	1	1	2		6			100
3423	3	1	150		12	6	3	2	2	4	1	1	675	1	2	250	6	0	1		3			1	1	1	2		2		6			250
3424	3	1	200		31	0	3	2	2	4	1	2	382	2			9	0	4	140	3			1	1	1	2		2		6			100
3426	3	1	200		15	2	3	2	2	4	1	2	270	2			5	0	4	250	3			0	2		2		2		7			0
3427	3	1	400		15	7	3	4	2	4	1	1	306	1	3	105	8	0	1		3			1	1	1	2		2		6			500
3428	3	1	300		40	0	3	2	2	4	1	2	221	1	3	270	5	0	1		3			2	1	4	1	1	2		6			80
3429	3	1	300		12	0	2	2	2	4	1	1	385	1	3	250	5	0	1		3			1	2		1	3	2		6			130
3430	3	1	400		5	4	4	5	2	4	1	1	189	1	2	333	5	300	1		3			1	1	1	1	1	2		6			100
3431	3	1	200		20	0	3	2	2	4	1	1	288	1	3	225	5	250	1		3			1	1	1	2		2		6			100
3432	3	1	200		16	0	3	2	2	4	1	2	288	1	2	105	5	0	1		3			1	1	1	1	1	2		6			50
3433	3	1	200		50	0	3	2	2	4	1	2	270	2			4	0	4	210	3			1	1	3	2		2		6			100
3434	3	1	400		12	3	4	2	2	4	1	1	288	1	2	300	9	0	1		3			1	1	2	2		2		6			100
3435	3	1	200		100	0	3	2	2	4	1	1	283	2			5	250	4	210	3			1	1	1	2		2		6			280
3436	3	1	200		6	3	3	5	2	4	1	1	63	2			8	0	4	140	3			1	1	1	2		2		6			30
3437	3	1	300		35	0	2	2	2	4	1	2	304	1	3	450	5	0	1		3			0	2		2		2		7			100
3438	3	1	200		4	0	3	2	2	4	1	1	252	2			9	0	4	70	3			1	1	1	2		2		6			20
3439	3	1	100		10	0	3	5	7	4	1	1	221	2			5	0	4	50	3			0	2		2		2		7			0
3440	3	1	400		20	0	3	2	2	4	1	1	324	2			8	0	4	140	3			0	2		2		2		7			20
3441	3	1	200		20	2	3	4	2	4	1	2	324	2			5	0	4	160	3			1	2		1	3	1	3	6			100
3442	3	1	300		10	0	3	2	2	4	1	2	594	1	3	140	5	0	1		3			1	1	2	2		2		6			100
3443	3	1	300		30	2	2	2	2	4	1	2	450	1	2	200	5	0	1		3			1	1	2	2		2		6			100
3444	3	1	200		30	3	4	2	2	4	1	1	378	1	3	165	5	0	1		3			0	2		2		2		7			20
3445	3	1	500		20	0	3	1	2	4	1	2	324	1	3	75	5	400	1		3			1	2		1	2	2		6			100
3446	3	1	400		16	5	3	2	2	4	1	2	594	1	3	180	5	0	1		3			2	1	1	1	6	2		6			220
3447	3	1	400		50	3	3	1	2	4	1	2	315	1	3	300	5	400	1		3			1	2		1	3	2		6			100
3448	3	1	400		8	2	2	2	2	4	2	3	594	1	2	144	5	0	1		3			1	2		1	3	2		6			150
3449	3	1	250		30	3	3	2	2	4	1	1	216	1	4	150	9	0	1		3			1	1	1	2		2		6			120
3450	3	1	300		50	3	3	2	2	4	1	1	324	1	3	216	9	0	1		3			0	2		2		2		7			20
3451	3	1	400		5	5	2	1	2	4	1	2	365	1	4	100	5	300	1		3			1	1	1	2		2		1			150
3452	3	1	200		45	3	3	4	2	4	1	1	405	1	4	173	9	0	1		3			1	1	1	2		2		6			90
3453	3	1	500		8	0	2	1	2	4	1	2	365	1	4	250	5	0	1		3			1	1	1	2		2		6			120
3454	3	1	200		20	3	3	2	2	4	1	1	252	1	3	150	5	200	1		3			2	1	1	1	2	2		6			100
3455	3	1	300		60	3	3	2	2	4	1	1	216	1	3	112	5	200	1		3			0	2		2		2		7			50
3456	3	1	200		10	3	3	2	2	4	1	2	216	1	3	130	5	250	1		3			1	1	1	2		2		6			100
3457	3	1	400		15	3	2	1	2	4	1	2	486	1	3	120	5	0	1		3			1	1	1	2		2		6			100
3458	3	1	1000		12	3	2	1	2	4	1	2	384	1	2	266	5	400	1		3			1	1	1	2		2		6			200
3459	3	1	400		7	2	2	1	2	4	1	2	486	1	3	170	5	100	1		3			1	1	2	2		2		6			100
3460	3	1	250		3	5	2	2	2	4	1	1	113	1	4	105	5	0	1		3			0	2		2		2		7			0
3461	3	1	500		100	0	3	4	2	4	1	3	470	1	2	105	6	0	1		3			1	1	1	2		2		1			100
3462	3	1	200		150	0	4	4	2	4	1	2	432	1	3	105	9	0	1		3			2	1	1	1	5	2		6			200
3463	3	1	800		60	0	3	4	2	4	1	2	540	1	2	110	6	0	1		3			2	1	1	1	3	2		6			400
3464	3	1	1000		12	1	2	1	2	1	1	3	340	1	2	118	9	0	1		3			1	1	1	2		2		6			150
3465	3	1	500		20	0	3	4	2	4	1	2	216	1	2	105	6	0	1		3			1	2		1	2	2		6			150
3466	3	1	200		50	2	4	4	2	4	1	2	162	2			10	0	4	60	3			0	2		2		2		7			0
3467	3	1	100		11	2	4	4	2	4	1	2	272	2			9	0	3	0	3			1	1	2	2		2		6			100
3468	3	1	200		50	2	3	4	2	4	1	1	120	1	2	105	10	0	1		3			0	2		2		2		7			0
3469	3	1	5000		4	0	1	1	1	1	1	3	864	1	3	180	6	0	1		3			1	1	2	2		2		6			100
3470	3	1	1000		10	1	2	1	2	1	1	5	1282	1	2	105	6	0	1		3			1	1	1	2		2		6			30
3471	3	1	400		150	1	4	4	2	4	1	2	270	1	2	105	9	0	1		3			1	1	4	1	4	2		6			300
3472	3	1	200		25	2	3	4	2	4	1	1	108	1	2	110	10	0	1		3			1	1	1	2		2		6			100
3473	3	1	100		3	1	3	2	2	4	1	1	189	1	2	105	9	0	1		3			0	2		2		2		7			0
3474.1	3	1	200		16	2	4	4	2	4	1	1	252	1	2	138	10	0	1		3			0	2		2		2		7			0
3474.2	3	2	200		3	2	4	4	2	4	1	1	234	1	2	60	10	0	1		3			1	1	3	2		2		6			350
3475	3	1	1500		50	2	2	1	2	1	1	3	471	1	2	210	6	0	1		3			3	1	1	1	3	1	4	1	4		300
3476	3	1	600		100	0	3	1	2	4	1	3	520	1	2	105	10	0	1		3			1	1	1	2		2		6			200
3477	3	1	400		200	0	4	4	2	4	1	1	270	1	2	105	9	0	1		3			2	1	1	1	4	2		6			200
3478	3	1	500		60	0	3	4	2	4	1	4	324	1	2	110	9	0	1		3			2	1	1	1	2	2		6			500
3479	3	1	500		30	1	4	4	2	4	1	1	216	1	3	105	5	100	1		3			0	2		2		2		7			0
3480	3	1	200		20	1	4	4	2	4	1	2	526	1	2	105	10	0	1		3			1	1	2	2		2		6			100
3481	3	1	500		50	3	3	1	2	4	1	3	675	2			8	0	4	70	3			1	1	1	2		2		6			100
3482	3	1	1000		35	0	3	1	2	1	1	3	432	2			6	0	4	260	3			5	1	1	1	4	1	4	6			500
3483	3	1	1000		4	0	2	1	2	1	1	1	160	2			6	0	4	140	3			1	1	1	2		2		6			300
3484	3	1	800		40	0	1	1	2	1	1	3	526	2			9	0	4	120	3			1	1	1	2		2		7			60
3485	3	1	500		15	0	3	1	2	4	1	3	500	2			9	0	4	120	3			1	1	1	2		2		6			30
3486	3	1	200		100	0	4	4	2	4	1	2	346	2			6	0	4	100	3			1	1	1	2		2		6			40
3487	3	1	100		25	3	4	2	2	4	1	1	148	2			5	0	4	40	3			0	2		2		2		7			0
3488	3	1	1000		4	0	2	1	2	4	1	3	405	2			9	0	4	280	3			2	1	1	1	3	2		6			250
3489	3	1	1000		7	0	3	1	2	4	1	3	418	2			6	0	4	140	3			1	1	1	2		2		6			100
3490	3	1	500		1	0	3	1	2	4	1	2	580	2			6	0	4	105	3			1	2		1	3	2		6			150
3491	3	1	200		9999	1	3	4	1	4	1	2	236	2			6	0	4	100	3			2	1	1	1	4	2		6			100
3492	3	1	500		10	0	3	4	2	4	1	4	408	2			6	0	4	60	3			1	1	3	2		2		6			100
3493	3	1	200		100	3	3	4	2	4	1	1	135	2			6	0	4	50	3			1	1	1	2		2		6			50
3494	3	1	200		13	0	3	4	2	4	1	2	315	2			6	0	4	140	3			1	1	1	2		2		6			100
3495	3	1	2000		8	0	3	1	2	4	1	3	405	2			5	0	3	0	3			1	1	2	2		2		6			150
3496	3	1	3000		3	0	1	1	1	1	1	3	1795	2			5	0	3	0	3			2	1	1	1	2	2		6			220
3497	3	1	200		2	0	3	1	2	4	1	1	136	2			9	0	3	0	3			1	1	1	2		2		1	3		30
3498	3	1	200		15	0	4	4	2	4	1	2	324	2			6	0	4	140	3			1	2		1	2	2		6			200
3499	3	1	400		12	0	3	4	2	4	1	2	450	2			5	0	4	70	3			1	1	2	2		2		6			80
3501	3	1	1000		25	0	3	1	2	4	1	3	324	1	2	133	5	200	1		3			4	1	1	1	2	1	3	6			400
3502	3	1	300		35	5	3	4	2	4	1	1	196	2			9	0	4	70	3			1	1	1	2		2		6			100
3503	3	1	500		40	1	3	1	2	4	1	1	130	1	2	167	6	0	1		3			1	1	1	2		2		1			600
3504	3	1	1000		15	0	3	4	2	4	1	2	297	1	2	200	6	0	1		3			1	2		1	2	2		1			80
3505	3	1	1000		50	2	3	1	2	1	1	2	275	1	2	200	9	0	1		3			3	1	1	1	2	1	3	6			120
3506	3	1	1000		28	1	4	4	2	4	1	2	252	1	2	300	9	0	1		3			3	1	1	1	3	1	5	6			300
3507	3	1	600		40	0	3	4	2	4	1	4	682	1	2	198	6	0	1		3			2	1	1	1	2	2		6			200
3508	3	1	2000		150	3	3	4	2	4	1	2	468	1	2	200	5	500	1		3			2	1	1	1	2	2		1	4		1000
3510	3	1	1300		9	0	2	1	1	1	1	3	1385	1	2	360	5	600	1		3			1	1	1	1	2	1	3	6			800
3511	3	1	2500		15	0	1	1	2	1	1	3	315	1	2	280	9	0	1		3			3	1	2	1	3	1	3	1			200
3512	3	1	1000		30	1	3	1	2	4	1	2	252	1	2	600	5	0	1		3			3	1	1	1	1	1	2	6			300
3513.1	3	1	500		200	1	3	1	2	4	1	1	165	1	2	122	5	0	1		3			1	1	4	2		2		6			300
3513.2	3	1	500		200	1	3	1	2	4	1	1	165	1	2	122	5	0	1		3			1	1	3	2		2		6			50
3514	3	1	500		15	1	3	1	2	4	1	1	192	1	2	166	5	600	1		3			1	1	1	2		2		6			600
3515	3	1	1000		18	0	3	1	2	1	1	2	252	1	2	167	5	450	1		3			3	1	1	1	2	1	3	1			300
3516	3	1	3000		16	0	1	1	1	1	1	3	340	1	2	370	5	0	1		3			2	1	1	1	2	2		6			200
3517.1	3	1	1200		25	3	3	1	2	1	1	1	240	1	2	160	5	600	1		3			2	1	1	1	2	2		6			400
3517.2	3	1	2000		25	3	2	1	2	1	1	2	175	1	2	160	5	700	1		3			5	1	5	1	6	1	7	1			300
3517.3	3	1	800		25	3	2	1	2	1	1	1	108	1	2	160	5	910	1		3			2	1	9	1	10	2		6			300
3517.4	3	1	800		25	3	2	1	2	1	1	1	108	1	2	160	3	800	1		3			2	1	1	1	2	2		6			300
3518	3	1	1000		25	0	3	1	2	4	1	3	774	1	2	275	5	800	1		3			5	1	1	1	3	1	5	1			800
3519	3	1	1000		40	2	4	4	2	4	1	2	216	1	2	109	6	0	1		3			2	1	1	1	2	2		6			400
3520	3	1	200		44	3	3	4	2	4	1	1	108	2			8	0	4	200	3			1	1	1	2		2		6			20
3521	3	1	3000		30	0	2	4	2	4	2	4	1012	1	2	800	6	0	1		3			4	1	1	1	2	1	3	6			260
3522	3	1	1000		45	0	3	4	2	4	1	4	576	1	2	180	5	0	1		3			4	1	1	1	2	1	4	1			400
3523	3	1	2000		50	0	3	4	2	4	1	4	768	1	2	450	6	0	1		3			5	1	1	1	1	1	2	1	4		600
3524	3	1	500		50	0	3	4	2	4	1	1	149	1	2	344	8	0	1		3			1	1	1	2		2		6			100
3525	3	1	300		30	0	3	4	2	4	1	1	148	1	2	105	6	0	1		3			1	2		1	2	2		6			80
3526	3	1	300		70	0	3	4	2	4	1	2	331	2			9	0	4	70	3			2	2		1	2	1	3	6			150
3527	3	1	500		12	1	3	4	2	4	1	1	148	2			6	0	4	100	3			1	1	1	2		2		6			10
3528	3	1	300		17	4	3	4	2	4	1	1	135	1	2	180	9	0	1		3			1	1	1	2		2		6			150
3529	3	1	1000		24	1	3	1	2	4	1	1	234	1	2	200	5	0	1		3			1	1	1	2		2		6			400
3530	3	1	2000		7	0	3	2	2	4	1	2	360	1	2	600	6	0	1		3			2	1	1	1	2	2		6			200
3531	3	1	400		13	0	3	4	2	4	1	2	495	2			6	0	4	40	3			1	2		1	2	2		6			30
3532.1	3	1	300		25	1	4	4	2	4	2	3	238	1	2	200	6	0	1		3			1	1	4	2		2		6			100
3532.2	3	1	100		25	1	4	4	2	4	1	1	72	1	2	150	9	0	1		3			1	1	3	2		2		6			300
3533	3	1	200		25	1	4	4	2	4	1	2	108	1	2	200	6	0	1		3			2	1	1	1	3	2		6			300
3534	3	1	200		35	0	4	4	2	4	1	2	230	2			6	0	4	140	3			1	1	3	2		2		6			100
3535	3	1	500		30	0	3	4	2	4	1	2	414	1	2	420	9	0	1		3			1	2		1	2	2		6			100
3536	3	1	400		25	0	3	4	2	4	1	2	216	2			6	0	4	50	3			1	2		1	3	2		6			300
3537	3	1	500		8	0	3	4	2	4	1	1	162	2			8	0	4	100	3			1	1	1	2		2		6			80
3538	3	1	200		25	2	3	4	2	4	1	1	270	1	2	75	10	0	1		3			1	1	1	2		2		6			50
3539	3	1	200		4	0	2	3	7	4	1	1	150	2			6	0	4	30	3			0	2		2		2		6			0
3540	3	1	500		100	0	3	4	2	4	1	1	230	1	2	125	8	0	1		3			1	1	1	2		2		6			150
3541	3	1	1000		50	4	2	1	2	4	2	2	268	1	2	200	6	200	1		3			2	1	1	1	5	2		6			150
3542	3	1	2500		30	0	2	1	2	1	1	3	875	1	2	350	6	100	1		3			2	1	1	1	2	2		6			700
3543	3	1	100		150	1	5	4	2	4	1	1	157	1	2	350	9	0	1		3			0	2		2		2		7			0
3544	3	1	200		5	0	4	4	2	4	1	3	410	2			5	200	4	100	3			2	1	1	1	5	2		1			200
3545	3	1	500		150	0	3	1	2	4	1	3	486	1	2	300	5	0	1		3			2	1	1	1	3	2		6			600
3546	3	1	1000		150	0	2	1	2	4	1	4	630	1	2	148	9	0	1		3			2	1	1	1	2	2		6			200
3547	3	1	200		150	0	5	4	2	4	1	2	330	1	2	178	5	0	1		3			1	1	1	2		2		6			360
3548	3	1	500		3	1	3	1	2	4	1	1	173	2			9	0	4	80	3			0	2		2		2		7			0
3549	3	1	300		10	2	1	1	2	1	1	1	270	2			8	0	4	100	3			2	1	1	1	2	2		6			100
3550	3	1	600		60	1	2	1	2	1	1	2	254	1	2	195	6	0	1		3			2	2		1	3	1	4	6			300
3551	3	1	100		13	0	4	4	2	4	1	1	500	2			9	0	4	200	3			1	1	3	2		2		1			100
3553	3	1	100		13	1	4	4	1	4	2	2	272	2			6	0	4	100	3			1	1	1	2		2		6			150
3554	3	1	300		14	0	3	4	2	4	1	3	720	2			6	20	4	140	3			1	1	1	2		2		6			100
3555	3	1	400		3	0	3	4	2	4	1	2	252	2			10	0	4	70	3			1	2		1	2	2		6			150
3556	3	1	700		100	3	3	4	2	4	1	2	346	1	2	150	6	0	1		3			2	1	1	1	3	2		6			600
3557	3	1	2000		50	0	2	1	2	1	1	4	810	1	2	300	10	0	1		1	1	2012	3	1	1	1	2	1	3	1			600
3558	3	1	300		30	2	2	1	2	1	1	1	320	1	2	70	10	0	1		3			2	1	1	1	2	2		6			100
3559	3	1	300		8	0	3	1	2	4	1	2	450	1	2	100	6	200	1		3			1	1	1	2		2		6			50
3560	3	1	1000		120	0	2	1	2	4	1	4	900	1	2	160	9	0	1		3			3	1	1	1	3	1	4	6			500
3562	2	1	400		25	0	2	2	2	4	1	1	96	1	2	105	6	0	1		3			1	1	3	2		2		6			400
3563	2	1	1000		5	0	2	2	2	4	2	2	330	2			5	0	3	0	3			1	1	1	2		2		6			400
3564	2	1	450		10	0	1	1	2	1	1	3	900	1	2	200	6	300	1		3			1	1	1	2		2		6			100
3565	2	1	500		50	0	2	2	2	4	1	2	128	1	2	105	9	0	1		3			2	1	1	1	4	2		6			200
3566	2	1	600		35	0	3	2	2	4	1	2	279	1	2	120	5	0	1		3			0	2		2		2		7			0
3567	2	1	500		10	0	3	1	1	4	1	1	500	2			9	0	4	200	3			2	1	1	1	2	2		6			100
3568	2	1	1000		7	0	2	1	2	1	2	6	1200	1	2	500	5	0	1		3			2	1	1	1	3	2		6			300
3569	2	1	700		20	0	2	2	2	4	2	3	216	1	2	120	5	0	1		3			1	1	1	2		2		1			400
3570	2	1	600		7	0	4	2	2	4	1	2	270	2			5	0	3	0	3			2	1	1	1	2	2		6			300
3571	2	1	500		10	0	3	2	2	4	1	2	350	1	2	100	9	0	1		3			1	1	1	2		2		6			150
3572	2	1	1000		2	0	1	1	2	1	1	3	900	1	2	150	5	0	1		3			1	1	1	2		2		6			150
3573	2	1	1000		50	0	1	1	2	1	1	3	216	1	2	300	5	0	1		3			1	1	2	2		2		6			500
3574	2	1	1000		35	0	1	1	2	4	1	3	495	2			5	0	3	0	3			2	1	1	1	3	2		1			700
3575	2	1	400		9999	0	2	2	2	4	1	1	168	1	2	105	5	1000	1		3			1	1	1	2		2		6			400
3576	2	1	500		10	0	4	1	1	4	1	1	300	2			9	0	4	200	3			1	1	1	2		2		6			100
3577	2	1	1000		28	0	2	2	2	1	1	1	297	1	2	120	5	0	1		3			1	1	1	2		2		6			100
3578	2	1	400		40	0	2	2	2	4	1	1	324	1	2	130	6	0	1		3			1	1	1	2		2		1			200
3579	2	1	1500		24	0	1	1	2	1	3	5	330	1	2	300	5	0	1		3			3	1	1	1	2	1	3	1			700
3580	2	1	1800		9999	0	1	1	2	1	1	4	256	1	2	300	5	0	1		3			2	1	1	1	3	2		4			400
3581	2	1	1000		40	0	1	1	2	1	1	3	576	1	2	234	5	0	1		3			3	1	1	1	2	1	3	1	4		400
3582	2	1	300		40	0	3	2	2	4	1	1	144	1	2	105	6	0	1		3			1	1	1	1	1	2		6			400
3583	2	1	1000		4	0	2	1	2	4	1	2	675	1	2	250	6	0	1		3			1	1	1	2		2		6			150
3584	2	1	800		0	2	2	1	2	4	2	3	675	1	2	400	6	0	1		3			3	1	1	1	1	1	2	1	4		500
3585	2	1	500		40	0	3	5	2	4	1	2	198	2			5	0	4	140	3			1	1	3	2		2		6			200
3586	2	1	700		22	0	1	2	2	4	2	3	720	1	2	200	5	0	1		3			3	1	1	1	3	1	4	6			400
3587	2	1	500		4	0	2	1	2	4	1	2	600	1	2	250	6	0	1		3			1	1	1	2		2		6			200
3588	2	1	700		20	0	3	3	2	4	1	3	320	2			5	0	4	210	3			2	1	1	1	6	2		6			400
3589	2	1	500		60	0	3	2	2	4	1	2	297	2			5	0	3	0	3			2	1	1	1	2	2		6			450
3590	2	1	800		18	0	3	5	2	4	2	2	264	1	2	320	5	0	1		3			2	1	4	1	5	2		6			300
3591	2	1	600		30	0	3	6	2	4	1	1	231	2			5	0	4	70	3			1	1	1	2		2		6			120
3592	2	1	800		4	0	2	2	2	4	1	3	378	1	2	140	5	0	1		3			1	1	1	2		2		6			60
3593	2	1	600		1	0	3	2	2	4	2	3	296	2			5	0	4	210	3			0	2		2		2		7			0
3594	2	1	1000		50	0	1	1	2	4	1	3	486	2			5	0	4	145	3			1	1	3	2		2		6			150
3595	2	1	500		30	2	3	2	2	1	1	1	187	1	2	160	5	0	1		3			0	2		2		2		7			0
3596	2	1	500		10	0	3	4	2	4	1	1	400	2			6	0	4	250	3			1	1	1	2		2		6			200
3597	2	1	500		15	0	4	4	2	4	1	2	400	2			6	0	4	200	3			1	1	3	2		2		6			200
3598	2	1	700		5	0	2	2	2	4	1	2	450	1	3	200	9	0	1		3			2	1	1	2		2		1	4		300
3599	2	1	600		30	0	2	2	2	4	1	2	324	1	2	150	9	0	1		3			2	1	1	1	2	2		6			50
3600	2	1	1500		2	0	1	1	1	1	1	3	675	1	2	200	5	600	1		3			2	1	1	1	2	2		4	1		500
3601	3	1	500		20	0	3	2	2	4	1	1	288	1	2	107	9	0	1		3			1	2		1	2	2		6			40
3602	3	3		700	8	2	2	2	2	4	1	2	216	1	2	350	5	600	1		3			1	1	1	2		2		6			100
3603	3	1	200		16	0	3	2	2	4	1	2	135	1	3	350	9	0	1		3			2	1	1	1	2	2		1			200
3604	3	1	6000		32	0	1	1	1	1	1	5	1637	1	3	1200	5	0	1		3			1	1	1	2		2		6			300
3605	3	1	500		9999	0	2	2	2	4	1	1	90	1	2	300	5	0	1		3			1	1	2	2		2		6			50
3606	3	1	4000		2	0	1	1	1	1	1	4	378	1	2	699	2	400	1		3			4	2		1	2	1	4	6			500
3608	3	1	2000		17	0	2	2	2	4	1	3	365	1	2	920	5	0	1		3			2	2		1	2	1	3	6			70
3609.1	3	1	1000		9999	1	2	2	2	4	1	1	180	1	3	272	9	100	1		3			2	1	1	1	2	2		6			420
3609.2	3	1	800		9999	1	3	2	2	4	1	1	189	1	3	210	9	120	1		3			0	2		2		2		7			0
3610	3	1	1200		15	0	2	2	2	4	1	1	325	1	2	150	5	0	1		3			1	1	1	2		2		6			50
3611	3	1	1000		17	0	3	2	2	4	1	2	220	1	3	278	5	120	1		3			1	1	1	2		2		6			80
3612	3	1	1000		1	0	2	2	2	4	1	3	308	1	4	150	5	0	1		3			1	1	1	2		2		6			80
3613.1	3	1	500		3	0	3	2	2	4	1	1	108	1	3	478	2	100	1		3			1	1	1	2		2		6			80
3613.2	3	1	800		9999	0	2	2	2	4	1	1	288	2			2	100	4	80	3			2	1	5	1	6	2		6			60
3614	3	1	1000		36	2	3	2	2	4	1	2	283	1	4	220	9	0	1		3			1	1	1	1	2	2		6			250
3615	3	1	2000		53	0	2	2	2	4	2	4	216	1	2	415	2	0	1		3			2	2		1	4	1	3	6			300
3616	3	1	1000		10	2	2	1	1	1	1	2	288	1	2	130	2	0	1		3			2	2		1	3	1	4	6			400
3617	3	1	500		5	0	3	2	2	4	1	2	216	1	2	100	9	0	1		3			1	2		1	2	2		1			100
3618	3	1	1000		9999	0	2	2	2	4	1	2	180	1	2	250	5	0	1		3			5	1	1	1	2	1	5	6			500
3619	3	1	4000		2	0	1	1	2	1	1	2	630	1	2	208	2	460	1		3			1	1	1	2		2		6			200
3620.1	3	1	500		4	0	2	2	2	4	1	1	198	1	3	150	5	600	1		3			1	1	1	2		2		6			200
3620.2	3	1	500		9999	0	4	2	2	4	1	1	216	1	3	100	5	400	1		3			0	2		2		2		7			0
3621	3	1	1500		11	1	3	2	2	4	1	2	216	1	3	105	9	0	1		3			1	2		1	3	2		6			30
3622	3	1	2000		9999	0	2	2	2	1	1	2	756	1	3	200	2	100	1		3			1	1	1	2		2		6			80
3623	3	1	4000		9999	0	2	2	2	4	2	2	720	1	3	270	5	200	1		3			1	2		1	3	2		6			50
3624	3	1	500		15	0	2	2	2	4	1	4	450	1	2	151	3	0	1		3			2	1	1	1	3	2		6			150
3625	3	1	1000		21	0	3	2	2	4	2	4	270	1	2	475	5	1100	1		3			2	2		1	3	1	7	6			1000
3626	3	1	1000		9999	0	2	2	2	4	1	2	270	1	2	280	2	0	1		3			1	1	1	1	2	2		4			100
3627	3	1	100		6	0	3	2	2	4	1	1	94	1	2	50	9	200	1		3			0	2		2		2		7			0
3628	3	1	500		15	0	3	2	2	4	1	2	288	1	2	110	9	0	1		3			0	2		2		2		7			0
3629	3	1	1000		6	0	1	2	2	4	1	2	378	1	2	475	5	800	1		3			2	1	1	1	5	2		6			200
3630	3	1	2000		9999	0	1	2	2	1	4	4	819	1	5	200	2	0	1		3			4	1	1	1	3	1	4	6			550
3631	3	1	400		9999	0	3	2	2	4	2	3	288	1	5	300	5	400	1		3			5	1	1	1	2	1	4	6			320
3632.1	3	1	1000		9999	1	2	1	2	1	1	4	720	1	2	1100	3	1350	1		3			1	1	1	1	2	1	2	1			2000
3632.2	3	1	2000		9999	1	2	2	2	1	1	2	720	1	3	350	5	100	1		3			3	2		1	6	1	5	6			400
3633.1	3	1	2000		9999	0	2	2	2	4	1	2	720	1	3	128	2	0	1		3			1	1	5	2		2		6			20
3633.2	3	1	1200		1	0	2	2	2	4	1	2	216	1	3	200	2	0	1		3			1	1	2	2		2		6			50
3634	3	1	1500		50	0	1	2	2	4	1	2	432	1	3	482	9	0	1		3			1	1	1	1	3	2		6			350
3635	3	1	1000		27	1	2	2	2	4	1	2	252	2			2	0	4	200	3			1	1	1	2		2		6			220
3636	3	1	400		9999	1	3	2	2	4	1	2	567	1	3	250	5	600	1		3			1	1	5	2		2		6			20
3637	3	1	1000		100	0	2	2	2	4	1	3	324	1	2	330	9	0	1		3			2	1	1	1	3	2		6			350
3638	3	1	200		9999	3	4	2	2	4	2	3	216	1	3	60	9	0	1		3			1	2		1	2	2		6			120
3639	3	1	500		19	3	2	2	2	4	1	1	252	1	2	300	2	0	1		3			2	1	1	1	2	2		6			140
3640	3	1	1000		8	0	1	1	2	1	2	2	540	1	3	100	9	0	1		3			1	1	1	2		2		6			60
3641	3	1	5000		9999	0	1	1	2	1	1	2	810	1	3	385	2	0	1		3			3	1	1	1	3	1	4	6			450
3642	3	2	1500		9999	1	3	2	2	4	1	1	405	1	3	100	9	0	1		3			0	2		2		2		7			20
3643	3	1	500		20	0	3	2	2	4	1	2	360	1	2	661	5	200	1		3			2	1	1	1	2	2		6			400
