a01	mid	mem_stat	b1_01	b1_02	b1_03	b1_04	b1_04a	b1_04b	b1_05	b1_06	b1_07	b1_08	b1_08a	b1_09	b1_10	b1_11	b1_12	b1_13a	b1_13b	date	order	flag_m_a	FTF_vill
82.0	2	0	2	38	2	2	18	20	2		2	99			82			18			20215		
82.0	3	0	2	15	3	1			2		4	8	8	1	81			18			20216		
82.0	4	0	1	13	3	1			2		4	3	1	2	86			18			20217		
82.0	5	0	1	11	3	1			2		4	5	5	1	81			18			20218		
83.0	1	0	1	35	1	2	21	22	2		4	4	1	2	23	1	3	8			20220		
83.0	2	0	2	28	2	2	14	15	2		2	99			69	1	1	7			20221		
83.0	3	0	2	13	3	1			2		4	5	1	1	81			18			20222		
83.0	4	0	2	11	3	1			2		4	3	1	1	81			18			20223		
83.0	5	0	1	9	3	1			2		4	1	1	1	81			18			20224		
83.0	6	0	2	5	3	1			2		2	66	6	1	81			18			20225		
83.0	7	1	1	3	3	1			2		1	99			84			18			20226		
84.0	1	11																			20228		
84.0	2	0	2	27	1	2	13	14	2		1	99			1	1	1	1			20229		
84.0	3	11																			20230		
84.0	4	0	1	9	3	1			2		2	66	1	1	81			18			20231		
84.0	5	0	1	3	3	1			2		1	99			84			18			20232		
84.0	6	1	1	2	3	1			2		1	99			84			18			20233		
85.0	1	11																			20235		
85.0	2	0	2	27	1	2	17	19	2		4	7	2	2	50	1	1	12	16		20236		
85.0	3	0	1	8	3	1			2		4	1	6	1	81			18			20237		
85.0	4	0	2	6	3	1			2		4	0	6	1	81			18			20238		
85.0	5	1	2	2	3	1			2		1	99			84			18			20239		
86.0	1	0	2	73	1	3	12	17	2		2	99			69	1	1	7			20241		
86.0	2	0	2	25	4	2	16	17	2		4	9	1	2	69	1	1	7	15		20242		
86.0	3	0	2	8	5	1			2		4	2	1	1	81			18			20243		
86.0	4	0	2	7	5	1			2		4	1	1	1	81			18			20244		
86.0	5	0	1	4	5	1			2		1	99			84			18			20245		
86.0	6	2	2	20	4	2	18	99	2		4	8	8	2	82			18			20246		
87.0	1	0	1	39	1	2	34	35	2		4	9	1	2	28	1	2	8			20248		
87.0	2	0	2	28	2	2	23	24	2		4	9	8	2	69	1	1	7			20249		
87.0	3	0	1	4	3	1			2		2	66	6	1	81			18			20250		
89.0	1	0	1	33	1	2	26	27	2		1	99			22	2	2	8			20252		
89.0	2	0	2	22	2	2	15	16	2		1	99			82			18			20253		
89.0	3	0	2	5	3	1			2		2	66	6	1	81			18			20254		
89.0	4	12																			20255		
89.0	5	12																			20256		
89.0	6	1	2	2	3	1			2		1	99			84			18			20257		
89.0	7	1	2	1	3	1			2		1	99			84			18			20258		
90.0	1	0	1	58	1	2	32	34	2		4	9	1	2	50	1	1	8	16		20260		
90.0	2	0	2	48	2	2	22	24	2		4	8	1	2	69	1	1	7			20261		
90.0	3	0	2	15	3	1			2		4	9	8	1	81			18			20262		
90.0	4	0	1	13	3	1			2		4	3	1	2	50	1	1	8			20263		
90.0	5	0	1	12	3	1			2		4	3	6	1	81			18			20264		
90.0	6	0	1	10	3	1			2		4	5	1	1	81			18			20265		
91.0	1	0	1	30	1	2	20	21	2		1	99			7	1	1	2			20267		
91.0	2	0	2	27	2	2	17	18	2		1	99			69	1	1	7			20268		
91.0	3	0	2	9	3	1			2		2	0	6	1	81			18			20269		
91.0	4	0	1	4	3	1			2		1	99			84			18			20270		
91.0	5	0	2	53	6	3	13	23	2		1	99			70	1	1	7			20271		
91.0	6	1	2	0	3	1			2		1	99			84			18			20272		
92.0	1	0	1	33	1	2	17	19	2		4	6	1	2	11	1	1	2			20274		
92.0	2	0	2	29	2	2	13	15	2		4	3	2	2	69	1	1	7			20275		
92.0	3	0	2	13	3	1			2		4	5	1	1	81			18			20276		
92.0	4	0	1	11	3	1			2		4	3	1	1	81			18			20277		
92.0	5	0	2	8	3	1			2		4	1	6	1	81			18			20278		
93.0	1	0	1	43	1	2	17	19	2		2	99			36	1	1	2			20280		
93.0	2	0	2	39	2	2	13	15	2		1	99			69	1	1	7			20281		
93.0	3	0	2	19	3	2	17	18	2		2	99			69	1	1	7			20282		
93.0	4	0	2	8	3	1			2		4	2	5	1	81			18			20283		
93.0	5	2	1	22	4	2	20	21	2		1	99			36	1	1	2			20284		
93.0	6	1	1	1	5	1			2		1	99			84			18			20285		
94.0	1	0	1	33	1	2	23	24	2		4	8	1	2	65	1	1	4	7		20287		
94.0	2	7																			20288		
94.0	3	0	2	9	3	1			2		4	2	6	1	81			18			20289		
94.0	4	0	1	6	3	1			2		4	0	6	1	81			18			20290		
94.0	5	2	2	19	2	2	19	99	2		4	9	5	2	69	1	1	7			20291		
95.0	1	0	1	38	1	2	29	30	2		4	14	1	2	12	1	2	3	8		20293		
95.0	2	0	2	29	2	2	20	21	2		4	10	8	2	82			18			20294		
95.0	3	0	2	8	3	1			2		4	1	1	1	81			18			20295		
95.0	4	0	2	4	3	1			2		1	99			84			18			20296		
95.0	5	12																			20297		
95.0	6	1	1	2	3	1			2		1	99			84			18			20298		
96.0	1	0	1	53	1	2	22	23	2		1	99			70	1	1	1			20300		
96.0	2	0	2	33	2	2	19	21	2		2	99			1	1	1	1			20301		
96.0	3	11																			20302		
96.0	4	0	2	12	3	1			2		4	2	5	1	81			18			20303		
96.0	5	0	1	6	3	1			2		4	1	5	1	81			18			20304		
97.0	1	11																			20306		
97.0	2	0	2	33	1	2	13	16	2		4	5	1	2	70	1	1	7	15		20307		
97.0	3	11																			20308		
97.0	4	6	1	15	3	1			2		4	76	1	1	81			18			20309		
97.0	5	0	1	13	3	1			2		4	2	6	1	81			18			20310		
98.0	1	0	2	31	1	2	14	16	2		4	4	6	2	69	1	1	7			20312		
98.0	2	0	1	41	2	2	24	26	2		4	3	6	2	28	2	2	8			20313		
98.0	3	0	1	9	3	1			2		4	4	5	1	81			18			20314		
99.0	1	0	1	35	1	2	21	25	2		4	7	1	2	50	1	1	8			20316		
99.0	2	0	2	31	2	2	17	21	2		4	6	1	2	69	1	1	7			20317		
99.0	3	0	2	10	3	1			2		4	3	6	1	81			18			20318		
99.0	4	0	1	9	3	1			2		4	1	6	1	81			18			20319		
99.0	5	0	1	8	3	1			2		4	2	6	1	81			18			20320		
100.1	1	0	1	58	6	2	24	25	2		4	6	1	2	50	2	2	12			20322		
100.1	2	0	2	47	6	2	13	14	2		4	4	1	2	82			18			20323		
100.1	3	10																			20324		
100.1	4	10																			20325		
100.1	5	10																			20326		
100.1	6	0	1	23	1	2	20	21	2		4	5	1	2	50	2	2	12			20327		
100.1	7	0	2	12	7	1			2		4	5	5	1	81			18			20328		
100.1	8	12																			20329		
100.1	9	12																			20330		
100.1	10	2	2	19	2	2	16	17	2		4	8	8	2	69	1	1	7			20331		
100.1	11	1	2	2	3	1			2		1	99			84			18			20332		
100.2	1	10																			20334		
100.2	2	10																			20335		
100.2	3	0	1	27	1	2	21	22	2		4	8	1	2	13	2	2	3			20336		
100.2	4	0	2	23	2	2	17	18	2		4	8	8	2	70	1	1	7			20337		
100.2	5	0	1	5	3	1			2		1	99			84			18			20338		
100.2	6	10																			20339		
100.2	7	10																			20340		
100.2	8	12																			20341		
100.2	9	12																			20342		
100.2	10	1	1	2	3	1			2		1	99			84			18			20343		
101.0	1	0	1	38	1	2	26	27	2		1	99			51	1	1	13			13383		
101.0	2	0	2	30	2	2	18	19	2		4	5	1	2	69	1	1	7			13384		
101.0	3	0	2	11	3	1			2		4	4	5	1	81			18			13385		
101.0	4	1	1	3	3	1			2		1	99			84			18			13386		
102.0	1	0	1	36	1	2	24	26	2		2	99			3	1	2	2			13388		
102.0	2	0	2	30	2	2	18	20	2		4	5	1	2	70	1	1	7			13389		
102.0	3	0	1	7	3	1			2		4	2	1	1	81			18			13390		
102.0	4	0	1	5	3	1			2		4	66	6	1	81			18			13391		
103.0	1	0	1	38	1	2	24	25	2		2	1	1	2	11	1	1	2			13393		
103.0	2	0	2	29	2	2	15	16	2		4	5	1	2	69	1	1	7			13394		
103.0	3	0	1	12	3	1			2		4	6	5	1	81			18			13395		
103.0	4	0	1	3	3	1			2		1	99			84			18			13396		
104.0	1	0	1	31	1	2	20	22	2		4	10	1	2	13	1	1	18			13398		
104.0	2	0	2	27	2	2	16	18	2		4	7	1	2	69	1	1	7			13399		
104.0	3	0	1	8	3	1			2		4	2	5	1	81			18			13400		
105.0	1	0	1	45	1	2	15	25	2		4	8	2	2	64	1	1	4			13402		
105.0	2	0	2	36	2	2	10	20	2		4	8	1	2	70	1	1	7			13403		
105.0	3	12																			13404		
105.0	4	0	1	11	3	1			2		4	6	5	1	81			18			13405		
106.0	1	0	2	36	2	2	14	17	2		2	99			70	1	1	7			13407		
106.0	2	0	2	15	3	1			2		4	8	5	1	81			18			13408		
106.0	3	0	1	7	3	1			2		4	2	1	1	81			18			13409		
106.0	4	5	1	40	1	2	17	20	2		1	99			1	1	2	2			13410		
107.0	1	11																			13412		
107.0	2	0	2	34	1	2	15	17	2		4	8	1	2	69	1	1	7			13413		
107.0	3	0	1	19	3	1			2		4	12	8	1	81			18			13414		
107.0	4	0	1	14	3	1			2		4	8	5	1	81			18			13415		
108.0	1	0	1	35	1	2	18	19	2		2	99			11	1	1	4	2		13417		
108.0	2	0	2	27	2	2	15	17	2		2	2	1	2	69	1	1	7			13418		
108.0	3	0	1	15	3	1			2		4	4	1	2	9	1	1	7			13419		
108.0	4	0	2	9	3	1			2		4	4	5	1	81			18			13420		
108.0	5	0	2	3	3	1			2		1	99			84			18			13421		
108.0	6	1	2	0	3	1			2		1	99			84			18			13422		
109.0	1	0	1	30	1	2	20	21	2		2	99			1	1	1	1			13424		
109.0	2	0	2	28	2	2	18	19	2		4	4	1	2	69	1	1	7			13425		
109.0	3	0	1	7	3	1			2		1	99			84			18			13426		
109.0	4	1	1	2	3	1			2		1	99			84			18			13427		
110.0	1	0	1	48	1	2	30	33	2		2	1	1	2	22	1	1	8			13429		
110.0	2	0	2	28	2	2	23	24	2		4	2	1	2	82			18			13430		
110.0	3	0	2	4	3	1			2		1	99			84			18			13431		
111.0	1	0	1	58	1	2	18	99	2		2	99			65	1	1	7	4		13505		
111.0	2	0	2	52	2	2	12	99	2		2	1	1	2	69	1	1	7			13506		
111.0	3	0	1	17	3	2	16	99	2		4	7	5	2	1	1	1	1			13507		
111.0	4	2	2	14	3	2	13	99	2		4	7	5	2	82			18			13508		
112.0	1	0	2	32	2	2	13	15	2		2	1	1	2	11	1	1	2	7		13510		
112.0	2	0	2	10	3	1			2		4	1	1	1	81			18			13511		
112.0	3	0	1	5	3	1			2		1	99			84			18			13512		
112.0	4	5	1	35	1	2	16	18	2		1	99			22	1	1	8	7		13513		
113.0	1	0	1	46	1	2	20	22	2		2	99			65	1	1	4			13515		
113.0	2	0	2	40	2	2	14	16	2		4	8	1	2	69	1	1	7			13516		
113.0	3	0	1	23	3	2	21	99	2		4	9	1	2	9	2	2	4			13517		
113.0	4	0	2	10	3	1			2		4	5	8	1	81			18			13518		
114.0	1	0	2	38	2	2	18	21	2		2	99			70	1	1	7			13520		
114.0	2	0	2	16	3	1			2		4	10	8	1	81			18			13521		
114.0	3	0	1	9	3	1			2		4	2	5	1	81			18			13522		
114.0	4	5	1	42	1	2	22	25	2		2	2	1	2	9	2	4	2			13523		
116.0	1	12																			13525		
116.0	2	0	1	11	5	1			2		4	6	5	1	81			18			13526		
116.0	3	0	2	4	5	1			2		1	99			84			18			13527		
116.0	4	5	1	65	1	2	22	24	2		2	99			51	1	2	8			13528		
116.0	5	5	2	55	2	2	12	14	2		2	1	2	2	69	1	2	8			13529		
116.0	6	5	2	17	5	1			2		4	10	5	1	81			18			13530		
117.0	1	0	1	55	1	2	30	36	2		4	12	2	2	64	1	1	4			13532		
117.0	2	0	2	44	2	2	17	23	2		4	10	1	2	16	1	2	3			13533		
117.0	3	0	1	21	3	1			2		4	12	1	1	81			18			13534		
117.0	4	0	1	15	3	1			2		4	9	1	1	81			18			13535		
118.0	1	0	1	50	1	2	26	27	2		4	5	2	2	64	1	1	4			13537		
118.0	2	0	2	40	2	2	16	17	2		2	99			69	1	1	7			13538		
118.0	3	12																			13539		
118.0	4	12																			13540		
118.0	5	0	1	17	3	1			2		4	10	5	1	81			18			13541		
118.0	6	8																			13542		
119.0	1	0	1	38	1	2	25	27	2		4	5	1	2	11	2	3	2			13544		
119.0	2	0	2	29	2	2	25	26	2		4	10	5	2	70	1	1	7			13545		
119.0	3	1	1	2	3	1			2		1	99			84			18			13546		
119.0	4	5	2	60	6	3	10	13	2		1	99			82			18			13547		
119.0	5	5	2	10	8	1			2		4	5	5	1	81			18			13548		
120.0	1	0	1	38	1	2	20	21	2		2	1	1	2	23	1	1	8			13550		
120.0	2	0	2	30	2	2	12	13	2		4	5	1	2	24	1	1	7	8		13551		
120.0	3	0	2	14	3	1			2		4	7	5	1	81			18			13552		
120.0	4	6	1	9	3	1			2		4	3	5	1	81			18			13553		
120.0	5	1	2	2	3	1			2		1	99			84			18			13554		
121.0	1	0	2	52	1	3	16	20	2		4	8	2	2	70	1	1	4	7		179	1	1
121.0	2	0	2	23	3	1			2		4	12	1	1	81			18			180	1	1
121.0	3	0	2	29	3	4	19	99	2		4	4	2	2	70	1	1	7			181	1	1
121.0	4	11																			182	1	1
121.0	5	0	2	26	11	2	16	19	2		4	12	2	2	82			18			183	1	1
121.0	6	0	2	3	8	1			2		1	99			84			18			184	1	1
122.0	1	0	1	43	1	2	22	25	2		4	10	2	2	64	1	1	4	5		185	1	1
122.0	2	0	2	36	2	2	15	18	2		4	8	8	2	82			18			186	1	1
122.0	3	0	1	14	3	1			2		4	9	6	1	81			18			187	1	1
122.0	4	0	2	6	3	1			2		4	1	5	1	81			18			188	1	1
122.0	5	12																			189	1	1
122.0	6	5	1	60	16	2	20	22	2		4	16	1	2	18	1	1	3			190	1	1
123.0	1	0	1	56	1	2	26	32	2		4	8	1	2	64	1	1	4	3		191	1	1
123.0	2	0	2	49	2	2	19	25	2		4	4	1	2	69	1	1	7			192	1	1
123.0	3	0	1	24	3	1			2		4	12	1	1	81			18			193	1	1
123.0	4	0	2	13	3	1			2		4	7	6	1	81			18			194	1	1
124.0	1	0	2	22	2	2	15	16	2		4	6	1	2	82			7			195	1	1
124.0	2	0	1	6	3	1			2		3	66	1	1	81			18			196	1	1
124.0	3	5	1	26	1	2	19	20	2		1	99			13	1	1	3	9		197	1	1
126.0	1	0	1	58	1	2	22	25	2		4	4	1	2	1	1	2	12			198	1	1
126.0	2	0	2	54	2	2	18	21	2		4	2	1	2	82			7			199	1	1
126.0	3	0	1	24	3	2	20	23	2		4	8	1	2	51	1	1	8			200	1	1
126.0	4	0	2	20	4	2	16	19	2		4	7	1	2	82			18			201	1	1
126.0	5	0	1	16	3	1			2		4	10	1	1	81			18			202	1	1
126.0	6	1	2	1	5	1			2		1	99			84			18			203	1	1
126.0	7	3	2	22	3	5	17	18	2		4	8	1	2	82			7			204	1	1
126.0	8	1	1	0	5	1			2		1	99			84			18			205	1	1
127.0	1	0	1	45	1	2	28	35	2		4	5	1	2	64	1	1	4	2		206	1	1
127.0	2	0	2	31	2	2	14	21	2		4	8	1	2	70	1	1	7			207	1	1
127.0	3	0	2	10	3	1			2		4	4	5	1	81			18			208	1	1
127.0	4	0	2	4	3	1			2		1	99			84			18			209	1	1
128.0	1	0	1	40	1	2	22	28	2		1	99			50	1	1	12	7		210	1	1
128.0	2	0	2	33	2	2	15	21	2		1	99			82			7			211	1	1
128.0	3	0	2	14	3	1			2		4	8	5	1	81			18			212	1	1
128.0	4	0	2	10	3	1			2		4	4	5	1	81			18			213	1	1
128.0	5	0	2	6	3	1			2		3	66	1	1	81			18			214	1	1
128.0	6	7																			215	1	1
129.0	1	0	1	43	1	2	23	26	2		4	4	1	2	50	1	1	9			216	1	1
129.0	2	0	2	38	2	2	12	15	2		4	5	1	2	82			7			217	1	1
129.0	3	0	2	15	3	1			2		4	8	5	1	81			18			218	1	1
129.0	4	0	1	8	3	1			2		4	1	1	1	81			18			219	1	1
129.0	5	3	1	17	3	1			2		4	5	1	2	23	1	1	8			220	1	1
130.0	1	0	1	58	1	2	20	23	2		2	1	1	2	1	1	1	1	4		221	1	1
130.0	2	0	2	53	2	2	15	18	2		2	99			82			4			222	1	1
131.0	1	0	1	52	1	2	18	21	2		4	4	2	2	1	1	1	1			223	1	1
131.0	2	0	2	44	2	2	12	15	2		4	4	2	2	69	1	1	7			224	1	1
131.0	3	0	2	13	3	1			2		4	8	8	1	81			18			225	1	1
132.0	1	0	1	30	1	2	18	20	2		4	5	1	2	23	1	1	2			226	1	1
132.0	2	0	2	28	2	2	16	18	2		4	5	1	2	70	1	1	7			227	1	1
132.0	3	0	2	10	3	1			2		4	3	5	1	81			18			228	1	1
132.0	4	0	1	63	6	2	30	33	2		1	99			1	2	1	4			229	1	1
132.0	5	0	2	58	6	2	25	28	2		1	99			82			18			230	1	1
134.0	1	0	1	52	1	2	25	27	2		4	3	1	2	1	1	1	1			231	1	1
134.0	2	0	2	44	2	2	17	19	2		4	4	2	2	82			18			232	1	1
134.0	3	8																			233	1	1
134.0	4	0	1	19	3	2	18	99	2		4	9	1	2	1	1	1	1			234	1	1
134.0	5	0	2	7	5	1			2		4	0	1	1	81			18			235	1	1
134.0	6	2	2	18	4	2	17	99	2		4	8	8	2	82			18			236	1	1
135.0	1	0	1	45	1	2	22	23	2		2	99			1	1	1	2			237	1	1
135.0	2	0	2	35	2	2	17	20	2		3	2	1	2	82			4			238	1	1
135.0	3	11																			239	1	1
135.0	4	0	2	6	3	1			2		1	66	1	1	81			18			240	1	1
136.0	1	0	1	39	1	2	21	23	2		4	9	1	2	11	2	2	4			241	1	1
136.0	2	0	2	33	2	2	15	17	2		4	8	1	2	69	1	1	7	4		242	1	1
136.0	3	0	1	16	3	1			2		4	10	1	1	81			18			243	1	1
136.0	4	0	1	10	3	1			2		4	3	5	1	81			18			244	1	1
137.0	1	0	1	78	1	2	25	27	2		1	99			64	1	1	4	5		245	1	1
137.0	2	0	2	70	2	2	18	20	2		4	5	2	2	69	1	1	7			246	1	1
137.0	3	0	2	16	3	1			2		4	8	8	2	69	1	1	7			247	1	1
137.0	4	4	1	35	3	2	22	24	2		4	5	1	2	51	1	1	17			248	1	1
137.0	5	4	2	28	4	2	15	17	2		4	8	8	2	69	1	1	7			249	1	1
137.0	6	4	2	13	5	1			2		4	6	8	1	81			18			250	1	1
137.0	7	4	2	10	5	1			2		4	4	5	1	81			18			251	1	1
137.0	8	4	2	2	5	1			2		1	99			85			18			252	1	1
139.0	1	7																			253	1	1
139.0	2	0	2	33	1	5	15	99	2		1	99			82			18			254	1	1
140.0	1	0	1	58	1	2	23	31	2		1	99			64	1	1	4	2		255	1	1
140.0	2	0	2	48	2	2	18	26	2		1	99			82			18			256	1	1
140.0	3	0	1	21	3	1			2		4	12	1	1	81			18			257	1	1
140.0	4	0	1	11	5	1			2		4	4	5	1	81			18			258	1	1
140.0	5	5	2	33	3	2	18	22	2		4	5	1	2	82			18			259	1	1
140.0	6	5	2	8	5	1			2		4	2	1	1	81			18			260	1	1
141.0	1	0	1	48	1	2	18	21	2		1	99			57	1	1	13			12520		
141.0	2	0	2	33	2	2	22	25	2		1	99			82			7	13		12521		
141.0	3	0	2	10	3	1			2		4	4	5	1	81			18			12522		
141.0	4	0	2	9	3	1			2		4	2	5	1	81			18			12523		
141.0	5	0	1	75	10	3	16	20	2		1	99			85			18			12524		
142.0	1	0	1	36	1	2	26	29	2		4	5	1	2	65	1	1	4			12526		
142.0	2	0	2	33	2	2	23	26	2		4	8	1	2	70	1	1	7			12527		
142.0	3	0	2	7	3	1			2		4	2	5	1	81			18			12528		
142.0	4	0	2	63	6	3	20	23	2		4	3	1	2	83			18			12529		
142.0	5	5	1	40	7	2	25	99	2		4	5	1	2	32	1	2	8			12530		
142.0	6	5	2	34	11	2	19	99	2		4	5	1	2	82			18			12531		
143.0	1	0	1	38	1	2	20	21	2		4	5	1	2	64	1	1	4	1		12533		
143.0	2	0	2	33	2	2	18	19	2		4	7	1	2	69	1	1	7			12534		
143.0	3	0	2	15	3	1			2		4	9	1	1	81			18			12535		
143.0	4	0	2	10	3	1			2		4	4	5	1	81			18			12536		
143.0	5	0	1	8	3	1			2		4	2	6	2	85			18			12537		
143.0	6	3	2	26	7	4	18	21	2		4	5	1	2	85			18			12538		
144.0	1	0	1	65	1	2	22	24	2		1	99			1	1	1	1	6		12540		
144.0	2	0	2	53	2	2	12	14	2		1	99			69	1	1	7			12541		
145.0	1	0	2	30	1	2	22	23	2		4	9	8	2	69	1	1	7			12543		
145.0	2	0	1	7	3	1			2		4	1	6	1	81			18			12544		
145.0	3	7																			12545		
145.0	4	1	1	1	3	1			2		1	99			84			18			12546		
146.0	1	0	1	41	1	2	23	24	2		4	3	1	2	1	1	1	1			12548		
146.0	2	0	2	33	2	2	15	16	2		2	99			69	1	1	7			12549		
146.0	3	0	1	17	3	1			2		4	4	6	2	1	1	1	1			12550		
146.0	4	0	1	12	3	1			2		4	5	5	1	81			18			12551		
146.0	5	0	2	6	3	1			2		4	0	6	1	81			18			12552		
147.0	1	0	1	83	1	2	32	36	2		1	99			65	1	1	4			12554		
147.0	2	0	2	63	2	2	12	16	2		4	2	1	2	69	1	1	7			12555		
147.0	3	0	2	34	3	2	14	15	2		2	1	1	2	51	1	1	12			12556		
147.0	4	0	1	38	4	2	18	19	2		2	1	1	2	2	1	1	2			12557		
147.0	5	0	1	18	5	1			2		4	12	1	1	81			18			12558		
147.0	6	0	2	8	5	1			2		4	3	5	1	81			18			12559		
148.1	1	7																			12561		
148.1	2	0	2	54	6	3	14	17	2		4	1	1	2	69	1	1	7			12562		
148.1	3	10																			12563		
148.1	4	0	1	23	1	1			2		4	4	2	2	1	1	1	1			12564		
148.1	5	10																			12565		
148.2	1	7																			12567		
148.2	2	10																			12568		
148.2	3	0	1	27	1	2	24	26	2		2	2	2	2	1	1	1	1	4		12569		
148.2	4	10																			12570		
148.2	5	10																			12571		
148.2	6	2	2	20	2	2	17	19	2		4	9	8	2	69	1	1	7			12572		
148.2	7	1	1	1	3	1			2		1	99			84			18			12573		
148.3	1	7																			12575		
148.3	2	10																			12576		
148.3	3	10																			12577		
148.3	4	10																			12578		
148.3	5	0	1	21	1	2	19	99	2		4	4	2	2	1	1	1	4			12579		
148.3	6	2	2	18	2	2	15	99	2		4	4	1	2	82			18			12580		
149.0	1	0	1	43	1	2	22	23	2		2	99			1	1	1	1	12		12582		
149.0	2	0	2	40	2	2	19	20	2		2	99			24	1	1	8	7		12583		
149.0	3	0	1	14	3	1			2		4	6	5	1	81			18			12584		
149.0	4	5	1	20	3	1			2		4	12	1	1	81			18			12585		
150.0	1	0	1	33	1	2	31	99	2		4	2	1	2	1	1	1	1			12587		
150.0	2	0	2	63	6	3	12	16	2		1	99			83			18			12588		
150.0	3	2	2	28	2	2	26	99	2		1	1	1	2	69	1	1	7			12589		
151.0	1	0	1	58	1	2	22	24	2		2	99			65	1	1	4	1		10881		
151.0	2	0	2	53	2	2	17	19	2		2	99			82			7			10882		
151.0	3	0	1	27	3	2	22	99	2		2	99			2	1	1	2			10883		
151.0	4	0	2	21	4	2	16	99	2		4	5	1	2	82			7			10884		
151.0	5	0	1	13	3	1			2		4	5	5	1	81			18			10885		
151.0	6	0	1	8	3	1			1	2	4	1	1	1	81			18			10886		
151.0	7	5	2	6	5	1			2		4	1	1	1	81			18			10887		
151.0	8	5	2	3	5	1			2		1	99			84			18			10888		
152.0	1	0	2	43	2	2	19	24	2		4	5	1	2	82			7			10890		
152.0	2	0	1	15	3	1			2		4	10	1	1	81			18			10891		
152.0	3	5	1	45	1	2	21	26	1	2	4	9	2	2	64	1	1	4	12		10892		
153.0	1	0	1	54	1	2	20	22	2		2	99			64	1	1	4			10894		
153.0	2	0	2	48	2	2	14	16	2		4	5	2	2	70	1	1	7			10895		
153.0	3	0	2	20	3	2	16	99	2		4	7	5	2	69	1	1	7			10896		
153.0	4	7																			10897		
153.0	5	5	2	80	6	3	16	19	2		2	2	1	2	83			18			10898		
154.0	1	0	1	49	1	2	27	31	2		4	5	1	2	65	1	1	4	8		10900		
154.0	2	0	2	43	2	2	21	25	2		4	7	1	2	70	1	1	7			10901		
154.0	3	0	2	17	3	1			2		4	10	8	1	81			18			10902		
154.0	4	0	1	11	3	1			2		4	5	5	1	81			18			10903		
154.0	5	5	2	70	6	3	17	19	2		2	2	1	2	83			18			10904		
154.0	6	5	1	26	8	1			2		4	16	1	2	24	1	1	8			10905		
155.0	1	0	1	45	1	2	18	22	2		4	3	1	2	64	1	1	4			10907		
155.0	2	0	2	41	2	2	14	18	2		2	2	1	2	70	1	1	7			10908		
155.0	3	0	2	13	3	1			2		4	5	5	1	81			18			10909		
155.0	4	0	2	8	3	1			2		4	2	5	1	81			18			10910		
155.0	5	5	2	65	6	3	18	20	2		1	99			85			18			10911		
156.0	1	0	1	38	1	2	23	24	2		1	99			23	1	1	17			10913		
156.0	2	0	2	30	2	2	15	16	2		2	99			82			7			10914		
156.0	3	0	1	7	3	1			2		4	2	6	1	81			18			10915		
157.0	1	0	1	38	1	2	22	26	2		4	4	1	2	2	1	2	8			10917		
157.0	2	0	2	31	2	2	15	19	2		4	8	1	2	69	1	1	7			10918		
157.0	3	0	1	12	3	1			2		4	6	8	1	81			18			10919		
157.0	4	0	1	7	3	1			2		4	1	5	1	81			18			10920		
158.0	1	0	1	57	1	2	20	22	2		4	2	2	2	50	1	2	12			10922		
158.0	2	0	2	51	2	2	14	16	2		4	5	1	2	70	1	1	7			10923		
158.0	3	0	1	21	3	1			1	2	4	10	1	2	86			18			10924		
158.0	4	0	2	20	3	1			2		4	12	5	1	81			18			10925		
158.0	5	7																			10926		
160.0	1	0	1	73	1	2	30	33	2		2	99			85			18			10928		
160.0	2	0	2	63	2	2	20	23	2		1	99			70	1	1	7			10929		
161.0	1	0	2	33	1	2	18	22	2		4	10	5	2	69	1	1	7			261	1	1
161.0	2	0	1	10	3	1			2		4	5	5	1	81			18			262	1	1
161.0	3	7																			263	1	1
161.0	4	5	2	80	10	3	14	15	2		1	99			85			18			264	1	1
162.0	1	0	1	57	1	2	28	30	2		4	3	1	2	64	1	1	1			265	1	1
162.0	2	0	2	52	2	2	23	25	2		4	5	1	2	69	1	1	1	7		266	1	1
162.0	3	12																			267	1	1
162.0	4	0	1	11	3	1			2		4	5	5	1	81			18			268	1	1
162.0	5	0	2	80	6	3	16	18	2		1	2	1	2	85			18			269	1	1
163.0	1	0	1	35	1	2	25	27	2		1	99			64	1	1	1			270	1	1
163.0	2	0	2	29	2	2	19	21	2		2	99			82			7			271	1	1
163.0	3	0	1	8	3	1			2		2	3	5	1	81			18			272	1	1
163.0	4	0	1	4	3	1			2		1	99			84			18			273	1	1
164.0	1	0	2	53	1	3	18	21	2		1	99			82			7	15		274	1	1
164.0	2	2	2	14	4	2	14	99	2		4	9	8	1	81			18			275	1	1
164.0	3	5	2	4	5	1			2		1	99			84			18			276	1	1
165.0	1	11																			277	1	1
165.0	2	0	2	11	3	1			2		4	6	5	1	81			18			278	1	1
165.0	3	0	1	9	3	1			2		4	4	5	1	81			18			279	1	1
165.0	4	4	1	45	1	2	22	24	1	4	4	8	1	2	64	1	1	4			280	1	1
166.0	1	0	1	55	1	2	25	27	2		2	99			65	1	1	9	12		281	1	1
166.0	2	0	2	45	2	2	19	21	2		2	99			69	1	1	7			282	1	1
166.0	3	0	1	23	3	1			2		4	8	1	2	23	1	1	8			283	1	1
166.0	4	8																			284	1	1
166.0	5	0	1	14	3	1			2		4	9	1	1	81			18			285	1	1
166.0	6	0	2	9	3	1			2		4	2	5	1	81			18			286	1	1
