a01	hh_type	plotid	g01	g02_1	g02	g20	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag_g
3632.1	3	11	2	0	20	5	650	0	5	1		1			1			2000000	1	2014	98			9																4
3632.2	3	1	1	10	10	0	0	0	5	1		1	4		1	4		1200000	3	2000	98			4																4
3632.2	3	2	2	28	0	2																																		3
3632.2	3	3	2	15	0	2																																		3
3632.2	3	4	2	15	0	2																																		3
3632.2	3	5	2	10	0	2																																		3
3632.2	3	6	2	0	26	6	400	4	2	2		4			4			3120000	3	2012	1			1	72			4			4			4			4			0
3632.2	3	7	2	0	9	6	200	2	2	2		4			4			1350000	3	2012	1			1	72			4			4			4			4			0
3632.2	3	8	2	0	9	6	500	2	2	1		4			4			3600000	3	2012	98			7																4
3633.1	3	1	1	22	22	0	0	0	5	1		5	72		5	72		3300000	3	2012	98			4																4
3633.1	3	2	2	10	0	1																																		3
3633.1	3	3	2	10	0	1																																		3
3633.2	3	1	1	22	22	0	0	0	5	1		72			72			200000	4	2013	98			4																4
3633.2	3	2	2	10	0	2																																		3
3633.2	3	3	2	10	0	2																																		3
3634	3	1	1	15	15	0	0	0	5	1		1			1			4500000	1	1998	1			4																4
3634	3	2	2	21	21	0	500	3	4	15		72			72			3150000	6	2003	1			1	72			1			1			1			1			0
3634	3	3	2	30	0	3																																		3
3635	3	1	1	1.5	1.5	0	0	0	2	1		1	72		1	72		300000	1	1990	98			4																4
3636	3	1	1	2	2	0	0	0	2	1		4			4			160000	2	2001	98			4																4
3637	3	1	1	5	5	0	0	0	2	1		1			1			1000000	3	1998	98			4																4
3638	3	1	1	2	2	0	0	0	2	1		1			1			200000	3	2005	98			4																4
3639	3	1	1	2	2	0	0	0	4	1		1			72			400000	3	2002	98			4																4
3639	3	2	2	20	0	3																																		3
3639	3	3	2	30	0	3																																		3
3640	3	1	1	13	13	0	0	0	2	1		72			72			1300000	3	1989	98			4																4
3640	3	2	2	10	10	0	400	10	4	2		72			72			800000	3	1989	72			1	1	4	5	72			72			98			1			0
3640	3	3	2	9	9	0	200	3	4	8		72			72			720000	3	1989	72			9																4
3640	3	4	2	6	6	0	200	10	4	2		72			72			480000	3	1989	72			1	1	4	5	72			72			98			1			0
3640	3	5	8	2	2	0	100	14	1	1		72			72			70000	3	1989	72			7																4
3641	3	1	1	12	12	0	0	0	3	1		1			1			1800000	3	1988	98			4																4
3641	3	2	2	15	15	0	200	0	2	2		1			1			2250000	3	1988	1			1	1	2		1			1			1			1			0
3641	3	3	2	10	10	0	1000	3	2	1		1			1			1000000	3	1988	1			7																4
3641	3	4	7	10	10	0	500	0	4	6	1250	1			1			900000	1	2005	72			9																4
3642	3	1	1	3	0	2																																		3
3642	3	2	1	0	4	10	0	0	3	1		72			72			400000	4	2015	98			4																4
3643	3	1	1	25	25	0	0	0	2	1		1	72		1	72		2500000	3	2001	98			4																4
3643	3	2	2	105	0	3																																		3
3643	3	3	9	5	5	0	0	7	2	1		1	72		1	72		3500000	3	2009	98			7																4
3643	3	4	2	0	36	7	200	1	2	4		72			72			2520000	6	2013	1			1	1			1			1			1			1			0
3643	3	5	2	0	10	7	200	1	2	4		72			72			650000	6	2014	1			1	1			1			1			1			1			0
3643	3	6	2	0	16	7	200	1	2	4		72			72			1120000	6	2014	1			1	1			1			1			1			1			0
3643	3	7	2	0	8	7	100	1	2	4		72			72			560000	6	2014	1			1	1			1			1			1			1			0
3644	3	1	1	10	10	0	0	0	3	1		1			1			100000	3	2000	98			4																4
3644	3	2	2	18	18	0	400	0	2	2		1			1			1980000	1	2000	1			1	1	72		1			1			1			1			0
3644	3	3	2	6	6	0	400	2	2	2		1			1			660000	3	2000	1			1	1	72		1			1			1			1			0
3644	3	4	2	5	5	0	200	0	2	2		1			1			550000	3	2000	1			1	1			1			1			1			1			0
3644	3	5	2	7	7	0	100	0	2	2		1			1			770000	3	2000	1			1	1	72		1			1			1			1			0
3644	3	6	2	3	3	0	800	0	2	2		1			1			330000	3	2000	1			1	1			1			1			1			1			0
3644	3	7	7	17	17	0	800	2	3	6	1208	1			1			680000	3	2000	72			9																4
3644	3	8	7	16	16	0	800	2	3	6	1141	1			1			640000	3	2000	72			9																4
3644	3	9	7	7	7	0	400	2	3	6	500	1			1			280000	3	2000	72			9																4
3644	3	10	7	3	3	0	800	2	3	6	208	1			1			120000	3	2000	72			9																4
3644	3	11	7	18	18	0	1000	2	3	6	1291	1			1			720000	3	2000	72			9																4
3644	3	12	7	12	12	0	1000	2	3	6	141	1			1			480000	3	2000	72			9																4
3644	3	13	8	12	12	0	0	8	1	2		1	72		1	72		100000	3	2000	98			2	1	72		1	72		1	72		1	72		1	72		1
3644	3	14	12	0	4	10	400	0	2	15		74			74			80000	7	2014	1			9																1
3646	3	1	1	3	3	0	0	0	5	1		1			1			240000	3	2001	1	2		4																4
3646	3	2	7	30	30	0	100	0	5	6	667	1	72		1	72		2400000	3	2001	72			9																4
3647.1	3	1	1	10	10	0	0	0	2	1		1	72		1	72		600000	3	1990	98			4																4
3647.1	3	2	2	15	0	2																																		3
3647.1	3	3	2	5	0	2																																		3
3647.1	3	4	2	15	0	3																																		3
3647.1	3	5	2	5	0	3																																		3
3647.1	3	6	2	3	0	3																																		3
3647.2	3	1	1	10	10	0	0	0	2	1		1	72	73	1	72	73	1000000	3	1990	98			4																4
3647.2	3	2	2	15	15	0	800	7	4	2		1			73			750000	3	2013	7			1	7			7			7			7			7	9		0
3647.2	3	3	2	5	5	0	400	4	4	2		1			73			250000	3	2013	7			1	7			7			7			7			7	9		0
3647.2	3	4	2	15	0	3																																		3
3647.2	3	5	2	5	0	3																																		3
3647.2	3	6	2	3	0	3																																		3
3647.2	3	7	2	0	10	7	800	0	2	4		72			72			500000	6	2013	7			1	7			7			7			7			7	9		0
3647.2	3	8	2	0	5	7	800	0	2	4		72			72			250000	6	2013	7			1	7			7			7			7			7	9		0
3647.2	3	9	2	0	2.5	7	800	1	2	4		72			72			125000	6	2013	7			1	7			7			7			7			7	9		0
3647.2	3	10	2	0	2.5	7	800	1	2	4		72			72			125000	6	2013	7			1	7			7			7			7			7	9		0
3647.2	3	11	2	0	10	7	200	0	4	4		72			72			500000	6	2015	7			9																2
3648	3	1	1	27.5	27.5	0	0	0	3	1		72			72			2750000	3	1972	98			4																4
3648	3	2	2	42	0	1																																		3
3648	3	3	2	38	0	1																																		3
3648	3	4	2	27.5	0	1																																		3
3648	3	5	2	34	0	1																																		3
3648	3	6	2	27.5	0	1																																		3
3648	3	7	7	27.5	0	1																																		3
3648	3	8	7	30	0	1																																		3
3648	3	9	8	14	0	1																																		3
3649	3	1	1	15	15	0	0	0	3	1		72			72			150000	5	2009	98			4																4
3650	3	1	1	9	7	2	0	0	2	1		1	72		1	72		1080000	3	2004	1	72		4																4
3650	3	2	2	3	0	3																																		3
3651	3	1	1	5	2.5	1	0	0	2	1		1			1			250000	3	1980	98			4																4
3652	3	1	1	9	0	2																																		3
3652	3	2	7	3.5	3.5	0	300	3	2	6	300	72			72			400000	3	1998	72			6																4
3652	3	3	1	0	11	5	0	0	3	1		72			72			1400000	1	2013	98			4																4
3652	3	4	10	0	4	5	100	2	2	1		72			72			430000	1	2015	98			9																4
3654	3	1	1	4	4	0	0	0	3	1		72			72			320000	4	1990	98			4																4
3654	3	2	2	15	15	0	12000	4	2	7		72			72			600000	6	2008	98			9																4
3654	3	3	2	10	0	3																																		3
3654	3	4	2	8	0	3																																		3
3654	3	5	2	8	0	3																																		3
3654	3	6	2	0	7	5	100	0	2	2		72			72			315000	1	2013	1			1	72			1			1			1			1			0
3655	3	1	1	16.5	16.5	0	0	0	2	1		1			7	5	72	3200000	1	2009	98			4																4
3656	3	1	1	23	23	0	0	0	5	1		1			1			2645000	3	2000	98			4																4
3657	3	1	1	6	6	0	0	0	2	1		1	72		1	72		600000	3	1995	98			4																4
3657	3	2	2	14	14	0	0	0	2	7		1	72		1	72		1400000	3	1995	72			9																4
3657	3	3	7	9	0	10																																		3
3657	3	4	7	5	5	0	300	5	4	6	250	1	72		1	72		500000	3	1995	98			9																4
3657	3	5	7	4	4	0	500	3	4	6	250	1	72		1	72		400000	3	1998	98			9																4
3657	3	6	7	3	3	0	300	3	4	6	166	1	72		1	72		300000	3	1995	98			9																4
3658	3	1	1	18	18	0	0	0	2	1		72			72			1710000	3	1995	98			4																4
3658	3	2	2	30	30	0	500	6	3	6	240	72			72			1500000	3	1995	72			9																4
3658	3	3	2	20	20	0	500	6	3	6	160	72			72			1300000	3	1995	72			9																4
3658	3	4	2	18	18	0	500	8	3	6	144	72			72			1080000	3	1995	72			9																4
3658	3	5	2	15	15	0	100	0	2	6	200	72			72			1200000	3	1995	72			9																4
3659	3	1	1	3.5	3.5	0	0	0	2	1		1			1			3500000	3	1980	98			4																4
3659	3	2	4	5.25	5.25	0	200	0	4	1		1			1			495000	1	2009	98			7																4
3659	3	3	2	3.5	3.5	0	600	0	4	6	250	1			1			3500000	3	1980	72			9																4
3659	3	4	4	2.5	2.5	0	200	0	4	1		1			1			2500000	3	1980	98			7																4
3660	3	1	1	7	7	0	0	0	2	1		1	72		1	72		2250000	3	1980	98			4																4
3660	3	2	7	27	27	0	100	2	2	6	1683	1	72		1	72		2700000	3	1980	72			9																4
3660	3	3	2	15	15	0	400	0	2	7		1	72		1	72		1120000	3	1980	72			9																4
3660	3	4	2	14	14	0	100	0	2	7		1	72		1	72		1020000	3	1980	72			9																4
3660	3	5	2	9	9	0	400	0	2	7		1	72		1	72		900000	3	1980	72			9																4
3660	3	6	2	3	3	0	500	0	2	7		1	72		1	72		300000	3	1980	72			9																4
3660	3	7	2	3	3	0	500	0	2	7		1	72		1	72		300000	3	1980	72			9																4
3660	3	8	5	7	7	0	50	0	2	1		1	72		1	72		700000	3	1980	98			7																4
3660	3	9	5	3.5	3.5	0	500	12	3	1		1	72		1	72		245000	3	1980	98			7																4
3660	3	10	7	5	5	0	100	0	2	6	333	1	72		1	72		350000	3	1980	72			9																4
3661	3	1	1	4	4	0	0	0	4	1		1			1			340000	1	2008	98			6																4
3661	3	2	2	35	35	0	100	1	5	5		72			72			1225000	6	2010	1			1	1			1			1			1			1			0
3661	3	3	2	17.5	35	7	250	0	5	5		72			72			12225000	6	2010	1			1	1			1			1			1			1			0
3662	3	1	1	3	3	0	0	0	4	1		1	72		1	72		450000	3	2000	98			4																4
3662	3	2	2	10	0	3																																		3
3662	3	3	2	0	18	7	400	0	2	3	1041	72			72			1000000	6	2012	1			1	1	2		1			1			1			1			0
3662	3	4	2	0	18	7	400	0	2	3	1041	72			72			1000000	6	2012	1			1	1	2		1			1			1			1			0
3663	3	1	1	7.5	7.5	0	0	0	5	1		1			1			800000	1	2009	98			4																4
3664	3	1	1	4	4	0	0	0	3	1		1			1			500000	3	2003	98			4																4
3665	3	1	1	12	12	0	0	0	4	1		1	2		1			350000	2	1985	98			4																4
3665	3	2	4	100	0	3																																		3
3665	3	3	4	150	0	3																																		3
3665	3	4	2	10	0	3																																		3
3665	3	5	2	9	9	0	500	0	4	5		72			72			250000	6	2009	1			1	1			1			1			1			1			0
3665	3	6	2	0	44	7	50	2	4	3	1250	72			72			1250000	6	2013	1			1	1			1			1			1			1			0
3666	3	1	1	20	20	0	0	0	4	1		1			1			1400000	3	2006	98			4																4
3666	3	2	2	10	0	3																																		3
3666	3	3	2	0	18	7	200	5	3	4		72			72			396000	6	2013	1			1	1			1			1			1			1			0
3667	3	1	1	6	6	0	0	0	4	1		1			1			1200000	3	2000	98			4																4
3667	3	2	2	35	0	3																																		3
3667	3	3	2	35	0	3																																		3
3667	3	4	2	0	7.5	5	1000	6	3	2		1			1			165000	1	2012	1			1	1			1			1			1			1			0
3668	3	1	1	12	12	0	0	0	4	1		72			72			84000	3	2009	1			4																4
3668	3	2	2	30	30	0	400	6	1	2		1			1			840000	1	2004	1			1	1			1			1			1			1			0
3668	3	3	2	8	8	0	200	6	1	2		1			1			288000	1	2007	1			1	1			1			1			1			1			0
3668	3	4	2	0	30	7	300	5	4	5		72			72			750000	6	2013	1			1	1			1			1			1			1			0
3669	3	1	1	13	13	0	0	0	4	1		1			1			1000000	3	2009	98			4																4
3669	3	2	2	21	21	0	300	1	4	2		1			1			720000	1	2004	1			1	1	2		1			1			1			1			0
3669	3	3	2	15	15	0	250	0	4	2		1			1			500000	3	2002	1			1	1	2		1			1			1			1			0
3669	3	4	2	7	7	0	300	0	4	8		1			1			250000	1	2004	1			9																4
3669	3	5	2	22	22	0	400	1	4	2		1			1			720000	1	2013	1			1	1	2		1			1			1			1			0
3670	3	1	1	12	12	0	0	0	4	1		1			1			560000	1	2009	98			4																4
3670	3	2	2	16	16	0	400	1	4	2		1			1			270000	1	2008	1			1	1	72		1			1			1			1			0
3670	3	3	2	21	0	3																																		3
3670	3	4	2	10	0	3																																		3
3670	3	5	2	0	44	7	200	1	4	5		72			72			125000	6	2012	1			1	1	72		1			1			1			1			0
3671	3	1	1	23	23	0	0	0	2	1		7			7			1490000	3	2000	1			4																4
3671	3	2	2	21	35	6	300	0	5	2		1			1			840000	3	2005	1			1	1			1			1			1			1			0
3671	3	3	2	14	9	2	300	0	5	8		1			1			216000	3	2010	72			9																4
3671	3	4	2	0	5	6	200	7	1	2		1			1			120000	3	2013	1			1	1			1			1			1			1			0
3672	3	1	1	6	6	0	0	0	4	1		1	72		1	72		480000	5	2000	98			4																4
3672	3	2	2	26	26	0	200	6	2	2		1			1			360000	3	2006	1			1	1			1			1			1			1			0
3672	3	3	2	18	18	0	200	2	2	5		72			72			310000	6	2010	1			1	1			1			1			1			1			0
3672	3	4	2	16	16	0	300	2	5	5		72			72			180000	6	2010	1			1	1			1			1			1			1			0
3674	3	1	1	3	3	0	0	0	4	1		1	72		72			300000	5	2010	98			4																4
3675	3	1	1	7	7	0	0	0	4	1		1			1			800000	3	2003	98			4																4
3675	3	2	2	4	4	0	0	2	4	2		1			1			400000	1	2004	1			1	1			1			1			1			1			0
3675	3	3	2	3	3	0	0	2	4	2		1			1			300000	3	2003	1			1	1			1			1			1			1			0
3676	3	1	1	5	5	0	0	0	5	1		1			72			700000	3	2004	1			4																4
3676	3	2	2	10	10	0	10	0	2	5		72			72			350000	6	2010	1			1	1			1			1			1			1			0
3676	3	3	2	13	13	0	1500	1	2	5		72			72			455000	6	2010	1			1	1			1			1			1			1			0
3677	3	1	1	10	10	0	0	0	4	1		1			1			1000000	1	2000	98			4																4
3677	3	2	2	16	16	0	1800	2	4	5		72			72			640000	6	2010	1			1	1			1			1			1			1			0
3677	3	3	10	0	6	5	80	2	4	1		1			1			600000	1	2015	98			9																4
3678	3	1	1	4	4	0	0	0	4	1		72			72			1000000	4	1994	98			4																4
3679	3	1	1	4	0	3																																		3
3679	3	2	1	0	5	6	0	0	4	1		72			72			200000	3	2013	98			4																4
3681	3	1	1	13	13	0	0	0	3	1		72			72			780000	3	2006	98			4																4
3681	3	2	2	4.5	4.5	0	50	2	3	8		72			72			135000	3	2000	72			9																4
3681	3	3	2	4.5	4.5	0	100	2	3	8		72			72			135000	3	1992	72			9																4
3682	3	1	1	35	35	0	0	0	3	1		1			1			2000000	3	1995	98			4																4
3682	3	2	9	14	14	0	0	4	3	1		1			1			800000	3	1995	98			7																4
3682	3	3	2	44	44	0	30	0	2	2		1			1			1700000	3	1995	1			1	1			1			1			1			1			0
3682	3	4	2	9	9	0	50	1	2	2		1			1			315000	3	1995	1			1	1			1			1			1			1			0
3682	3	5	2	0	8	7	50	2	2	5		72			72			280000	6	2012	1			1	1			1			1			1			1			0
3682	3	6	2	0	15	7	70	2	2	3	200	72			72			525000	6	2015	1			9																2
3683	3	1	1	9	9	0	0	0	5	1		2			2			600000	3	1988	98			4																4
3683	3	2	2	14	14	0	50	2	4	8		2			2			490000	3	1988	2			9																4
3683	3	3	2	9	9	0	20	2	4	2		2			2			315000	3	1988	2			1	72			2			2			2			2			0
3683	3	4	2	14	14	0	30	2	4	2		2			2			490000	3	1988	2			1	72			2			2			2			2			0
3683	3	5	2	20	20	0	10	0	4	2		2			2			700000	3	1988	2			1	2			2			2			2			2			0
3683	3	6	6	50	0	10																																		3
3683	3	7	2	35	35	0	50	2	4	4		72			72			1225000	6	2005	2			1	72			2			2			2			2			0
3684	3	1	1	3	3	0	0	0	2	1		72			72			21000	3	2008	98			4																4
3685	3	1	1	1	1	0	0	0	1	1		5			5			80000	4	2000	98			4																4
3685	3	2	2	45	0	3																																		3
3685	3	3	2	0	53	7	80	0	5	4		72			72			1800000	6	2012	1			1	1	72		1			1			1			1			0
3685	3	4	2	0	9	7	100	0	5	4		72			72			270000	6	2012	1			1	1	72		1			1			1			1			0
3686	3	1	1	5	5	0	0	0	3	1		72			72			240000	5	2010	98			4																4
3687	3	1	1	12	12	0	0	0	3	1		3	72		3	72		720000	3	1980	98			4																4
3687	3	2	2	30	30	0	100	0	5	8		3	72		72			1600000	3	1980	72			9																4
3687	3	3	2	30	30	0	100	0	5	8		3	72		72			16000000	3	1980	72			9																4
3688	3	1	1	6	6	0	0	0	3	1		72			72			420000	5	2002	98			4																4
3688	3	2	2	21	21	0	50	0	5	8		72			72			840000	5	2011	72			9																4
3688	3	3	2	21	21	0	50	0	5	8		72			72			840000	5	2011	72			9	9															4
3688	3	4	4	1	1	0	0	0	3	1		72			72			160000	5	2011	98			5																4
3688	3	5	2	0	15	7	600	0	5	4		72			72			600000	6	2013	1			1	1	72		1			1			1			1			0
3688	3	6	12	0	0.5	10	100	0	5	15		72			72			20000	6	2013	72			9																1
3689	3	1	1	31	31	0	0	0	3	1		1			1			1860000	3	2000	98			4																4
3689	3	2	2	30	0	1																																		3
3689	3	3	4	3	3	0	0	0	2	1		1			1			150000	3	2000	98			5																4
3689	3	4	2	21	21	0	100	1	2	2		1			1			630000	3	2000	1			1	1	72		1			1			1			1			0
3689	3	5	2	14	14	0	100	1	2	2		1			1			420000	3	2000	1			1	1	72		1			1			1			1			0
3689	3	6	2	7	7	0	100	1	2	2		1			1			210000	3	2000	1			1	1			1			1			1			1			0
3689	3	7	2	0	14	7	300	2	2	5		72			72			420000	6	2012	1			1	1	72		1			1			1			1			0
3690	3	1	1	7	7	0	0	0	4	1		1			1			500000	3	1982	1			4																4
3690	3	2	2	15	15	0	200	0	5	2		1			1			525000	3	1982	1			1	1			1			1			1			1			0
3690	3	3	2	17	17	0	300	0	3	8		1			1			595000	3	1982	72			9																4
3690	3	4	10	6	6	0	100	0	2	1		1			1			270000	3	1982	98			4																4
3690	3	5	2	7	7	0	100	0	2	2		1			1			245000	3	1982	1			1	1			1			1			1			1			0
3690	3	6	2	30	30	0	800	0	2	2		1			1			1050000	3	1982	1			1	1			1			1			1			1			0
3690	3	7	2	18	13	1	900	0	4	2		1			1			520000	3	1982	1			1	1			1			1			1			1			0
3690	3	8	2	3	3	0	800	0	3	1		1			1			105000	3	1982	1			1	1			1			1			1			1			4
3690	3	9	4	2	2	0	0	0	4	1		1			1			160000	3	1982	98			5																4
3691	3	1	1	3	3	0	0	0	2	1		1			1			240000	3	1995	98			4																4
3691	3	2	2	24	24	0	150	1	2	7		1			1			840000	1	1999	72			9																4
3691	3	3	2	8	8	0	210	1	2	7		1			1			280000	1	1999	72			9																4
3691	3	4	2	0	30	7	300	0	2	7		72			72			1050000	6	2014	72			9																4
3691	3	5	2	0	36	7	350	0	2	7		72			72			1260000	6	2014	72			9																4
3692	3	1	1	7.5	7.5	0	0	0	2	1		1			1			300000	3	2001	98			4																4
3692	3	2	2	0	30	7	400	0	5	4		72			72			100000	6	2012	1			1	1	3		1			1			98			1			0
3692	3	3	2	0	30	7	400	0	5	4		72			72			1000000	6	2012	1			1	1	3		1			1			98			1			0
3692	3	4	12	0	6	7	1000	0	5	3	100	72			72			180000	6	2013	1			1	1	3		1			1			98			1			1
3693	3	1	1	9	9	0	0	0	5	1		1			1			630000	3	1994	98			4																4
3693	3	2	8	6	6	0	20	9	5	2		1			1			360000	3	1994	1			2	1	72		1			1			1			1			1
3693	3	3	2	11	11	0	200	2	2	2		1			1			330000	3	1994	1			1	1	72		1			1			1			1			0
3693	3	4	2	8	8	0	200	2	2	2		1			1			240000	3	1994	1			1	1	72		1			1			1			1			0
3693	3	5	2	8	8	0	300	2	2	2		1			1			240000	3	1994	1			1	1	72		1			1			1			1			0
3693	3	6	5	3	3	0	100	0	2	1		1			1			150000	3	1994	98			7																4
3693	3	7	2	0	40	7	500	2	2	4		72			72			1600000	6	2012	1			1	1	72		1			1			1			1			0
3693	3	8	2	0	9	7	500	2	2	1		72			72			360000	6	2015	72			9																4
3693	3	9	2	0	15	7	500	2	2	1		72			72			600000	6	2015	72			9																4
3693	3	10	2	0	15	7	500	2	2	1		72			72			600000	6	2015	72			9																4
3693	3	11	2	0	9	7	500	2	2	4		72			72			360000	6	2012	1			1	1	72		1			1			1			1			0
3693	3	12	2	0	9	7	500	2	2	4		72			72			360000	6	2012	1			1	1	72		1			1			1			1			0
3694	3	1	1	12	12	0	0	0	5	1		72			72			600000	3	2000	98			4																4
3694	3	2	2	18	18	0	1500	1	3	6	200	72			72			450000	1	2010	72			9																4
3694	3	3	2	24	24	0	1500	2	3	6	250	72			72			600000	1	2008	72			9																4
3694	3	4	2	15	15	0	1500	2	3	6	190	72			72			375000	1	2009	72			9																4
3694	3	5	2	27	27	0	1300	1	3	6	300	72			72			675000	1	2008	72			9																4
3694	3	6	2	26	26	0	1400	2	3	6	280	72			72			650000	1	2011	72			9																4
3695	3	1	1	8	8	0	0	0	3	1		5	72		72			800000	3	2005	98			4																4
3695	3	2	2	13.5	13.5	0	50	0	5	4		5	72		72			810000	3	2007	5			1	5	72		5			5			5			5			0
3695	3	3	2	12	12	0	100	0	5	2		5	72		72			720000	3	2006	5			1	5	72		5			5			5			5			0
3695	3	4	2	9	9	0	60	0	5	4		5	72		72			540000	3	2006	5			1	5	72		5			5			5			5			0
3695	3	5	2	6	6	0	100	0	5	2		5	72		72			360000	3	2006	5			1	5	72		5			5			5			5			0
3695	3	6	2	4.5	4.5	0	100	0	5	2		5	72		72			270000	3	2006	5			1	5	72		5			5			5			5			0
3695	3	7	2	7.5	7.5	0	100	0	5	4		5	72		72			450000	3	2006	5			1	5	72		5			5			5			5			0
3695	3	8	2	4.5	4.5	0	40	0	5	2		5	72		72			270000	3	2006	5			1	5	72		5			5			5			5			0
3695	3	9	2	6	6	0	100	0	5	2		5	72		72			360000	3	2006	5			1	5	72		5			5			5			5			0
3695	3	10	2	6	6	0	100	0	5	2		5	72		72			360000	3	2005	5			1	5	72		5			5			5			5			0
3696	3	1	1	3	3	0	0	0	5	1		1			1			150000	3	1980	98			4																4
3696	3	2	2	45	45	0	1000	0	2	4		72			72			1575000	6	2009	1			1	1			1			1			1			1			0
3696	3	3	2	30	30	0	1000	0	2	4		72			72			105000	6	2009	1			1	1			1			1			1			1			0
3696	3	4	2	30	30	0	1000	0	2	4		72			72			105000	6	2009	1			1	1			1			1			1			1			0
3696	3	5	2	30	30	0	1000	0	2	4		72			72			1050000	6	2009	1			1	1			1			1			1			1			0
3696	3	6	2	25	0	3																																		3
3696	3	7	2	5	0	3																																		3
3696	3	8	2	0	70	7	1500	0	4	4		72			72			2450000	6	2012	1			1	1			1			1			1			1			0
3696	3	9	2	0	35	7	1500	0	4	4		72			72			1225000	6	2012	1			1	1			1			1			1			1			0
3697	3	1	1	6	6	0	0	0	5	1		1			1			600000	3	1980	98			4																4
3697	3	2	2	41	0	3																																		3
3697	3	3	2	21	0	3																																		3
