a01	hh_type	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	flag_b2
5642	1	3	1		2006	1	2	1.5	20	1	1	2	0	2		1	10	2	1		9999		
5642	1	6	1		2014	1	1	0.25	15	1	1	1	0	2		1	2	2	1		9999		
5643	1	99																					
5644	1	3	1		2008	1	2	4	20	1	1	2	0	1	500	1	8	2	5		9999		
5644	1	4	1		2010	1	2	4	20	1	1	2	0	1	450	1	6	2	5		9999		
5645	1	3	1		2006	1	2	3	15	1	1	2	300	1	600	1	10	2	1		9999		
5645	1	4	1		2012	1	1	0.25	5	1	1	1	0	2		5	4	2	5		9999		
5646.1	1	7	1		2005	66	1	8	30	1	1	1	125	1	150	8	10	2	8		9999		
5646.1	1	5	1		1997	66	2	5	20	2	2								1		2006	2	
5646.2	1	3	1		1996	1	1	0.25	5	2	2								1		2000	12	
5646.2	1	4	1		2001	1	1	0.5	15	2	2								5	8	2010	21	
5647	1	5	1		2007	66	1	0.25	2	2	2								1		2012	11	
5647	1	4	1		2008	66	2	2	4	1	1	2	150	2		5	6	2	1		9999		
5647	1	3	1		2004	66	2	2	4	1	1	2	150	1	1000	8	9	2	5	8	9999		
5647	1	6	1		2009	66	1	0.25	2	2	2								5		2013	11	
5647	1	7	1		2011	66	1	0.25	2	1	1	2	150	1	1000	5	3	2	5		9999		
5649	1	3	1		1998	1	1	1	15	2	2								1		2000	9	
5649	1	4	1		2004	1	1	1	15	2	2								1		2006	9	
5649	1	6	1		2006	1	2	2	25	2	2								5		2013	21	
5649	1	5	1		2005	1	2	2	25	2	2								5		2012	21	
5650	1	4	1		2007	1	2	1.5	20	1	1	2	50	1	300	1	8	2	5		9999		
5650	1	3	1		2007	1	2	1.5	20	1	1	2	50	1	300	1	8	2	5		9999		
5651	1	3	1		2004	1	1	0.5	15	2	2								1		2008	9	
5652	1	5	1		1998	1	5	0.5	15	2	2								1		2000	12	
5652	1	6	1		1999	1	1	0.5	10	2	2								5		2003	12	
5652	1	3	1		2008	1	1	1	30	1	1	2	0	1	500	1	7	2	5		9999		
5653	1	4	1		2012	1	1	0.25	8	1	1	1	0	1	300	5	4	2	5		9999		
5653	1	3	1		2010	1	2	1.5	30	1	1	2	0	1	600	1	6	2	5		9999		
5654	1	3	1		2014	66	1	1.5	15	1	1	1	0	1	150	6	1	2	6		9999		
5654	1	2	1		1996	66	2	1.5	15	2	2										2007	7	
5655	1	3	1		1998	66	1	3	30	2	2								1		2000	12	
5655	1	4	1		1999	66	1	2	20	2	2								1		2001	9	
5656	1	99																					
5657	1	5	1		2007	1	2	2	20	1	1	2	50	2		1	9	2	1		9999		
5657	1	3	1		1999	1	2	2	20	2	2								1		2006	22	
5658	1	3	1		2012	1	1	0.5	20	1	1	1	0	1	300	5	4	2	5		9999		
5658	1	7	1		1997	1	2	0.5	20	2	2								1		2005	9	
5659	1	4	1		2013	1	1	0.25	20	1	1	1	0	2		5	4	2	5		9999		
5659	1	3	1		2008	1	1	0.25	20	2	2								5		2011	9	
5660	1	4	1		2010	1	2	1.5	20	1	1	2	0	1	400	1	6	2	5		9999		
5660	1	3	1		2012	1	1	1	15	1	1	1	0	1	400	5	4	1	5		9999		
5660	1	5	1		2012	1	1	1	15	1	1	1	0	1	400	5	4	1	5		9999		
5661	1	3	1		2005	1	2	1.5	30	1	1	2	100	1	500	1	10	2	1		9999		
5661	1	4	1		2008	1	2	1.5	30	1	1	2	70	1	500	1	7	2	5		9999		
5663	1	6	1		2008	1	2	2	40	1	1	2	0	2		1	8	2	1		9999		
5663	1	4	1		2006	1	2	1	20	1	1	2	100	1	1000	1	10	2	1		9999		
5663	1	3	1		1999	1	2	0.25	10	2	2								1		2006	21	
5663	1	5	1		2007	1	2	2	40	1	1	2	50	2		1	9	2	1		9999		
5664	1	5	1		2013	1	1	1	15	1	1	1	0	2		5	3	2	5		9999		
5664	1	3	1		2007	1	2	2	30	1	1	2	0	1	400	1	9	2	5	8	9999		
5664	1	4	1		2010	1	1	1	15	2	2								1		2014	22	
5665	1	99																					
5666	1	4	1		2011	1	1	0.5	10	1	1	1	0	1	200	5	5	2	5		9999		
5666	1	3	1		2011	1	1	0.5	10	1	1	1	0	1	200	1	5	2	1		9999		
5666	1	5	1		2013	1	1	0.5	10	1	1	1	0	1	200	1	3	2	1		9999		
5667	1	1	1		1999	1	2	1	15	2	2								1		2005	22	
5667	1	4	1		2007	1	2	1	15	1	1	2	80	2		1	8	2	1		9999		
5667	1	2	1		2009	1	2	3	40	1	1	2	60	1	500	1	6	2	5		9999		
5668	1	4	1		2007	1	2	1.5	50	1	1	2	0	1	400	8	9	1	8	5	9999		
5668	1	5	1		2009	1	2	1.5	50	1	1	2	30	1	350	1	7	1	1		9999		
5668	1	7	1		2002	1	2	1.5	50	2	2								1		2007	9	
5669	1	6	1		2006	1	2	3	45	1	1	2	0	1	400	1	10	2	1		9999		
5669	1	7	1		2002	1	2	2	30	2	2								1		2014	21	
5670	1	5	1		2006	1	2	3	60	1	1	2	0	2		1	10	2	1		9999		
5670	1	6	1		2012	1	1	0.25	10	1	1	1	0	2		1	4	2	1		9999		
5671	1	7	1		2014	1	1	0.25	10	1	1	1	0	1	200	1	2	2	1		9999		
5672	1	99																					
5673	1	4	1		2013	66	1	5	10	1	1	1	0	1	150	1	2	2	1		9999		
5673	1	3	1		1995	66	1	1	15	2	2								1		1998	9	
5674	1	5	1		2007	66	1	1	10	1	1	1	50	2		1	8	2	1		9999		
5674	1	6	1		2001	66	2	1	10	2	2								1		2009	1	
5675	1	5	1		2006	66	2	2	20	1	1	2	50	1	500	1	8	1	5		9999		
5675	1	4	1		2004	66	2	2	20	1	1	2	50	1	500	8	8	2	5	8	9999		
5675	1	3	1		2002	66	2	3	30	1	1	2	50	1	1000	1	12	2	5		9999		
5677	1	3	1		2007	66	2	3	20	1	1	2	0	1	600	5	7	2	5		9999		
5677	1	4	1		2011	66	1	3	20	1	1	1	0	1	150	1	3	2	1		9999		
5678	1	99																					
5679	1	4	1		1998	1	2	2	40	2	2								8		2007	21	
5680	1	5	1		2008	66	1	0	1	1	1	1	0	2		1	5	1	5		9999		
5680	1	6	1		2012	66	1	25	5	1	1	1	0	2		1	3	2	1		9999		
5681	1	5	1		2014	1	1	1	15	1	1	1	0	2		1	2	2	1		9999		
5681	1	3	1		2007	1	2	1	2	1	1	2	0	1	300	5	9	2	5	8	9999		
5681	1	4	1		2009	1	2	1	2	1	1	2	0	1	300	1	7	2	1		9999		
5682	1	99																					
5683	1	6	1		2009	1	2	0.1	2	1	1	2	30	2		1	7	2	1		9999		
5683	1	4	1		2003	1	2	0.1	2	2	2								1		2007	9	
5683	1	3	1		1998	1	2	0.1	2	2	2								1		2004	9	
5684	1	4	1		2010	77	7	0.8	10	1	1	2	0	1	200	1	3	2	1		9999		
5684	1	3	1		2007	1	7	0.8	10	1	1	2	0	1	600	1	8	2	1		9999		
5685	1	4	1		2004	1	2	2	20	2	2								5		2013	21	
5685	1	3	1		2001	1	9	10	40	1	1	1	0	2		1	13	2	5		9999		
5686	1	4	1		2014	1	1	1	15	1	1	1	0	2		1	2	2	1		9999		
5686	1	3	1		2009	1	2	1	15	1	1	2	0	1	300	1	6	2	5		9999		
5687	1	4	1		2011	77	7	1.5	20	1	1	2	125	2		1	2	1	1		9999		
5687	1	3	1		2009	1	1	1.5	20	1	1	1	0	2		1	5	2	1		9999		
5688	1	2	1		2002	1	2	0.5	5	2	2								1		2009	21	
5688	1	1	1		1997	1	2	1	15	2	2								1		2000	3	
5689	1	3	1		1999	1	1	0.25	5	2	2								5		2004	9	
5689	1	6	1		2001	1	1	0.25	5	2	2								1		2006	9	
5689	1	5	1		2006	1	2	3	35	1	1	2	0	1	300	1	10	2	1		9999		
5689	1	4	1		2003	1	2	3	35	2	2								5		2010	9	
5690	1	2	2	9																			
5690	1	3	1		2014	77	10	0.2	2	1	1	2	200	2		1	77	1	1		9999		
5691	1	3	1		2013	66	8	1	15	1	1	2	0	2		1	2	2	1		9999		
5692	1	5	1		2013	1	1	1	15	1	1	1	0	2		5	3	2	5		9999		
5692	1	4	1		2006	1	7	1.5	25	1	1	2	40	1	300	1	10	2	1		9999		
5693	1	4	1		2004	1	2	0.5	5	1	1	2	150	2		1	11	2	1		9999		
5693	1	3	1		2000	1	1	0.5	5	2	1	2	0	2		1	13	2	8		9999		
5694	1	4	1		2004	1	7	1	10	1	1	2	0	1	500	1	10	1	5		9999		
5694	1	3	1		2000	1	9	140	360	1	1	2	0	1	1000	1	14	2	1		9999		
5694	1	5	1		2006	1	2	7	45	1	1	2	0	1	500	1	10	2	1		9999		
5695	1	3	1		2011	1	2	1	15	1	1	2	0	2		1	4	2	1		9999		
5696.1	1	5	1		2010	77	2	1	10	1	1	2	0	2		1	77	2	1		9999		
5696.2	1	4	1		2005	1	2	3	50	2	2								5		2011	21	
5697	1	4	1		2002	1	7	1.5	30	1	1	2	0	2		1	13	2	8		9999		
5697	1	6	1		2007	1	7	1.5	30	1	1	2	0	1	400	1	8	2	5		9999		
5697	1	7	1		2011	1	7	1.5	30	1	1	2	0	1	300	1	5	2	1		9999		
5698	1	99																					
5699	1	4	1		2011	77	2	0.1	1	1	1	2	110	2		1	4	2	1		9999		
5699	1	3	1		2004	1	2	2	15	1	1	2	0	1	300	1	9	2	1		9999		
5700	1	3	1		2015	66	1	0.2	5	2	1	1	0	1	30	1	66	9					
5701	1	4	1		2006	1	1	2	20	1	1	2	50	1	300	1	7	2	5		9999		
5701	1	7	1		2003	1	1	2	20	2	2								1		2005	6	
5701	1	3	1		2004	1	1	2	20	2	2								1		2007	9	
5701	1	5	2	9																			
5701	1	6	1		2009	1	1	0	1	1	1	1	0	1	100	5	2	2	1		9999		
5702	1	6	1		2015	1	1	1	10	2	1	1	0	2		1	1	9					
5702	1	3	1		2008	1	1	2	20	2	2								1		2013	9	
5702	1	5	1		2012	1	1	2	20	1	1	1	0	2		1	3	1	5		9999		
5703	1	3	1		2007	1	1	2	20	1	1	1	0	2		1	9	2	1		9999		
5703	1	4	1		2006	1	1	2	20	1	1	1	0	2		1	8	2	1		9999		
5703	1	5	1		2011	1	1	0.2	2	1	1	1	0	2		1	5	2	1		9999		
5704	1	99																					
5705	1	4	1		2005	1	2	1	10	1	1	2	80	1	600	1	10	2	5		9999		
5707	1	5	1		2010	66	1	0.5	10	1	1	1	0	2		5	5	2	5		9999		
5707	1	6	1		2011	66	1	0.2	5	1	1	1	0	2		5	4	2	5		9999		
5707	1	4	2	12																			
5708	1	99																					
5709	1	2	1		2002	1	2	3	1	2	2								8		2010	21	
5709	1	5	1		2015	1	1	0.5	10	2	1	1	0	2		1	1	9					
5710	1	5	2	9																			
5710	1	3	2	9																			
5710	1	6	1		2014	1	1	1	25	1	1	1	0	2		5	2	2	5		9999		
5711	1	4	1		2015	1	1	1	5	2	1	1	0	1	100	5	1	9					
5711	1	3	1		2014	1	1	1	5	1	1	1	0	1	150	1	2	2	5		9999		
5712	1	3	1		2014	1	5	0.3	3	1	1	2	0	2		1	2	2	1		9999		
5712	1	2	1		1996	1	1	0.5	5	2	2								1		2001	9	
5713	1	6	1		2013	1	2	0.5	5	1	1	2	120	2		1	3	2	1		9999		
5713	1	4	1		2006	1	2	3	35	2	2								1		2011	9	
5713	1	3	1		2004	1	2	3	35	2	2								1		2011	9	
5713	1	8	1		2001	1	1	1	15	2	2								1		2010	12	
5713	1	5	1		2011	1	1	0.5	5	1	1	1	0	1	300	5	5	2	5		9999		
5715	1	4	1		2012	1	1	0	1	1	1	1	0	2		5	3	2	5		9999		
5716	1	3	1		2013	1	1	0.2	3	1	1	1	0	1	200	5	3	2	5		9999		
5718	1	5	1		2014	1	1	0.5	5	1	1	1	0	2		5	2	2	5		9999		
5721.1	1	99																					
5721.2	1	5	1		2011	66	1	0.5	10	1	1	1	0	1	200	1	4	2	1		9999		
5721.2	1	4	1		2006	1	2	4	20	1	1	2	50	1	300	1	10	2	5		9999		
5722	1	2	1		1996	1	2	1	12	2	2								5		2005	21	
5723	1	2	1		1998	1	9	0	2	2	2								8		2007	21	
5723	1	3	1		2014	66	1	0	2	1	1	1	0	1	100	1	1	2	1		9999		
5724	1	2	1		1997	1	2	1	10	2	2								1		2006	21	
5725	1	2	2	22																			
5726	1	4	1		2004	1	9	30	5	2	2								8	5	2014	21	
5726	1	3	1		1998	1	2	25	4	2	2								1		2006	11	
5727	1	6	1		2001	1	2	2	30	2	2								5		2009	8	
5727	1	8	1		2004	1	2	2.5	30	2	2								5		2011	7	
5727	1	4	1		2007	1	2	1	15	1	1	2	50	1	200	1	9	2	5		9999		
5727	1	3	2	3																			
5728	1	3	1		2007	1	1	0.25	5	2	2								1		2008	6	
5729	1	99																					
5730	1	3	1		2014	1	1	0.5	10	1	1	1	0	1	150	1	2	2	1		9999		
5731	1	3	1		2000	1	2	4	40	2	2								5		2005		
5731	1	4	1		2011	1	1	0.25	6	1	1	1	0	1	200	1	5	2	5		9999		
5732	1	6	1		2009	1	2	1.5	15	1	1	2	50	1	300	1	6	2	5		9999		
5732	1	5	1		2005	1	2	1.5	15	1	1	2	50	1	700	8	10	2	5	8	9999		
5732	1	3	1		1997	1	9	4	30	2	2										2007	9	
5733	1	2	1		2003	1	2	3	45	2	2								5	8	2010	21	
5734	1	3	1		2011	1	1	0.5	12	1	1	1	0	1	300	5	5	2	5		9999		
5734	1	4	1		2015	66	1	0.5	12	2	1	1	0	1	70	1	1	9					
5735	1	99																					
5736	1	3	1		2013	66	1	0.25	4	1	1	1	0	1	100	5	2	2	1		9999		
5737	1	3	1		2012	1	1	0.25	4	1	1	1	0	1	150	1	4	2	1		9999		
5738	1	3	1		2015	66	1	0.25	4	2	1	1	0	1	150	1	66	9					
5739	1	99																					
5740.1	1	5	1		2012	66	1	0.1	3	1	1	1	0	1	150	5	3	2	5		9999		
5740.2	1	4	1		2004	1	5	0.25	5	2	2								1		2005	9	
5740.2	1	2	2	9																			
5741	1	5	1		2015	1	1	0.25	5	2	1	1	0	2		1	1	9					
5741	1	4	1		2014	1	1	0.25	5	1	1	1	0	1	100	5	2	2	5		9999		
5741	1	3	1		2008	1	2	0.25	5	1	1	2	0	1	200	1	8	2	5		9999		
5742	1	3	1		1996	1	2	1	25	2	2								1		2006	9	
5743	1	2	1		2001	1	1	2	20	2	2								5		2009	21	
5744	1	5	1		2010	1	1	0.25	5	2	2								1		2013	6	
5744	1	3	1		2000	1	1	0.25	5	2	2								1		2003	5	
5744	1	6	1		2004	1	1	1	10	2	2								1		2013	21	
5744	1	4	1		2003	1	1	0.25	5	2	2								1		2008	5	
5745.1	1	6	1		1999	1	1	0.5	10	2	2								1		2000	3	
5745.2	1	4	1		1998	1	2	1.5	20	2	2								8		2006	21	
5746	1	99																					
5747	1	3	1		2002	1	9	7	70	1	1	2	200	1	600	1	14	2	1		9999		
5748	1	3	1		1999	1	2	0.5	12	2	2								1		2007	21	
5748	1	4	1		2008	1	2	0.25	4	1	1	2	50	1	300	1	7	2	5		9999		
5748	1	2	1		1997	1	2	0.25	4	2	2								1		2003	10	
5749	1	3	1		2014	1	1	0.25	5	1	1	1	0	1	100	1	1	1	1		9999		
5750	1	4	1		2006	1	9	1	15	1	1	2	60	1	900	1	11	2	5		9999		
5751	1	99																					
5752	1	5	1		2015	66	3	0.25	5	2	1	2	130	1	100	1	66	9	1		9999		
5753	1	3	1		2015	1	1	0.5	10	2	1	1	0	1	150	1	1	9					
5754	1	3	2	3																			
5755	1	3	1		1997	1	1	0.25	5	2	2								1		2002	6	
5755	1	4	1		1999	1	1	0.5	5	2	2								5		2008	19	
5756	1	3	1		2006	1	2	0.25	4	1	1	2	80	1	300	1	10	2	5		9999		
5756	1	4	1		2015	77	3	0.25	4	2	1	2	0	2		1	77	9					
5757	1	3	1		1999	1	2	0.25	5	2	2								2		2006	2	
5757	1	7	1		2003	1	9	2	20	2	2								8		2013	21	
5758	1	1	2	12																			
5758	1	2	1		2001	1	1	1	10	2	2								1		2008	21	
5759	1	3	2	3																			
5759	1	4	1		2000	1	1	1	12	2	2								5		2007	21	
5760	1	5	1		2007	1	2	0.5	10	1	1	2	70	1	200	1	9	2	5		9999		
5760	1	6	1		2007	1	2	0.5	10	1	1	2	0	1	500	1	9	2	5		9999		
5760	1	7	1		2008	1	2	1	20	1	2								5		2015	21	
5761	1	3	1		2007	1	2	1	15	1	1	2	0	1	500	8	9	2	8		9999		
5761	1	4	1		2011	1	1	1	15	1	1	1	0	1	500	5	5	2	5		9999		
5762	1	3	1		2005	1	9	1	10	1	1	2	100	1	500	1	11	1	1		9999		
5763	1	4	1		2014	66	2	0.5	7	1	1	2	180	1	750	1	1	2	1		9999		
5763	1	3	1		2013	66	2	0.5	7	1	1	2	180	1	750	1	2	2	1		9999		
5764	1	4	1		2011	1	1	0.5	10	1	1	1	0	1	500	1	5	2	1		9999		
5764	1	3	1		2008	1	2	0.5	10	1	1	2	80	1	500	1	8	2	1		9999		
5765	1	5	1		2008	66	2	2	25	1	1	2	40	1	600	1	8	2	1		9999		
5765	1	4	1		2003	1	2	2	22	1	1	2	100	1	2000	1	12	2	1		9999		
5766	1	3	1		1995	1	1	0.5	10	2	2								1		2001	12	
5766	1	6	1		2002	1	2	1	30	2	2								9		2010	21	
5766	1	4	2	12																			
5766	1	5	1		2013	66	3	0.5	10	1	1	2	200	2		1	3	2	1		9999		
5767	1	99																					
5769	1	7	1		2003	1	2	1	15	1	1	2	100	1	2000	1	12	2	1		9999		
5769	1	4	1		2002	1	2	1	15	1	1	2	0	2		1	13	2	1		9999		
5769	1	5	1		2013	66	1	0.1	5	1	1	1	0	1	1000	1	3	2	1		9999		
5770	1	4	1		2011	1	1	0.5	8	1	1	1	0	1	400	5	5	2	5		9999		
5770	1	5	1		2014	1	1	0.5	8	1	1	1	0	2		1	2	2	1		9999		
5770	1	3	1		2005	1	2	0.5	7	1	1	2	100	1	400	1	11	2	1		9999		
5771	1	4	1		1998	1	2	1	10	2	2								1		2005	11	
5772	1	2	1		1999	1	2	55	120	1	1	1	20	2		1	17	2	1		9999		
5772	1	3	1		2001	1	2	0.5	30	1	1	2	0	2		1	15	2	5		9999		
5773	1	3	1		2010	1	2	0.1	10	1	1	2	0	1	500	1	6	2	5		9999		
5774	1	4	1		2004	1	1	1	7	2	2								1		2009	10	
5774	1	5	1		2009	1	3	1	8	1	1	2	30	2		1	7	2	5		9999		
5775	1	3	1		2008	1	10	0.5	15	1	1	2	200	2		1	77	1	5		9999		
5776	1	3	1		2006	1	1	0.2	10	2	2								1		2009		
5776	1	4	1		2015	66	1	0.2	10	2	1	1	0	2		1	66	9					
5777	1	4	1		2006	1	2	0.5	20	1	1	2	80	1	300	1	10	2	1		9999		
5777	1	3	1		2003	1	2	0.5	20	2	2										2010	9	
5778	1	3	1		1998	1	9	2	20	2	2								5		2010	4	
5779	1	3	1		2013	66	1	1	10	1	1	1	0	1	200	5	2	2	5		9999		
5780	1	99																					
5781	1	2	1		2010	1	2	1	12	1	1	2	0	1	300	1	6	1	1		9999		
5781	1	4	1		2014	1	1	1	12	1	1	1	0	1	200	1	2	1	1		9999		
5781	1	3	1		2014	1	1	1	12	1	1	1	0	1	200	5	2	1	5		9999		
5782	1	3	1		2011	1	1	0.5	10	1	1	2	20	1	200	1	5	2	5		9999		
5783	1	3	1		2004	1	2	10	45	1	1	2	0	1	700	1	12	2	1		9999		
5783	1	4	1		2015	66	1	0.25	5	2	1	1	0	2		1	66	9					
5784	1	2	1		1998	1	1	0.5	30	2	2								1		2002	5	
5785	1	3	1		2012	1	5	0.5	10	1	1	2	0	1	200	1	4	2	1		9999		
5785	1	4	1		2014	1	12	0.5	10	1	1	2	200	2		1	2	2	1		9999		
5786	1	2	1		1999	1	2	1	12	2	2								5		2008	10	
5787	1	2	1		1998	1	1	1.5	15	2	2								5		2004	10	
5788	1	4	1		2008	1	2	0.5	20	2	2								1		2012	11	
5788	1	3	2	12																			
5789	1	3	1		2000	1	2	0.2	5	2	2								1		2005	12	
5789	1	5	1		2006	1	2	0.2	5	1	1	2	0	1	400	1	10	2	1		9999		
5789	1	6	1		2012	1	5	0.1	3	1	1	2	0	1	100	1	4	2	1		9999		
5790	1	10	1		2006	1	1	0.5	5	2	2								1		2011	12	
5790	1	4	1		1996	1	1	1	10	2	2								1		2002	10	
5790	1	5	2	1																			
5791	1	4	1		2006	1	2	0.1	5	1	1	2	90	1	600	1	10	2	1		9999		
5791	1	5	1		2009	1	2	0.1	5	1	1	2	50	1	400	1	7	2	1		9999		
5791	1	6	1		2011	1	1	0.1	5	1	1	1	0	1	500	1	5	2	1		9999		
5792	1	5	1		1999	1	2	2	15	2	2								5		2010	10	
5792	1	3	1		1994	1	1	3	20	1	1	1	20	2		1	16	2	1		9999		
5792	1	4	1		1999	1	1	3	20	1	1	1	20	1	1000	1	16	2	5		9999		
5793	1	6	1		2000	1	1	0.2	5	2	2								1		2003		
5793	1	4	1		1997	1	1	0.5	30	2	2								1		2006		
5793	1	7	1		2001	1	9	4	30	1	1	2	80	2		1	14	2	1		9999		
5794	1	4	1		2014	1	1	1	10	1	1	1	0	1	100	1	2	1	1		9999		
5794	1	3	1		2011	1	1	1	10	1	1	1	0	1	150	5	5	1	5		9999		
5795	1	4	1		2009	1	2	2	20	1	1	1	0	1	200	1	7	1	1		9999		
5795	1	3	1		2007	1	2	0.1	5	1	1	2	0	1	200	1	9	1	1		9999		
5796	1	3	1		2009	1	2	1	10	1	1	2	60	1	200	1	7	1	1		9999		
5796	1	4	1		2012	1	1	1	10	1	1	1	0	1	150	1	4	1	1		9999		
5797	1	3	1		2009	1	2	0.25	10	1	1	2	60	2		1	7	2	1		9999		
5797	1	4	1		2012	1	5	0.1	5	1	1	2	0	1	50	1	4	2	1		9999		
5798	1	4	1		2014	66	1	0.1	5	1	1	1	0	1	500	1	1	2	1		9999		
5798	1	3	1		2006	1	2	0.1	5	1	1	2	0	1	1200	1	10	2	1		9999		
5799	1	4	1		1998	1	2	3	30	2	2								1		2007	21	
5800	1	4	1		2007	1	2	1	10	1	1	2	20	1	400	1	9	2	1		9999		
5800	1	3	1		2001	1	2	2	20	1	1	2	200	2		1	15	1	1		9999		
5800	1	2	1		2001	1	2	2	20	1	1	2	200	2		1	15	1	1		9999		
5801	1	4	1		2006	1	1	1	20	2	2								1		2010	12	
5802	1	5	1		2012	1	1	2	25	1	1	1	0	1	300	1	4	1	1		9999		
5802	1	4	1		2006	1	2	2	25	1	1	2	80	1	300	1	10	1	1		9999		
5803	1	99																					
5804	1	5	1		2005	1	2	2	20	1	2								1		2013	21	
5804	1	3	1		2003	1	2	12	1	1	1	1	18	2		1	14	2	1		9999		
5804	1	4	1		2007	1	2	1	10	1	1	2	50	1	300	1	9	2	1		9999		
5806	1	4	1		2010	66	1	1	30	1	1	1	0	1	300	5	5	2	5		9999		
5806	1	5	1		2013	1	1	1	30	1	1	1	0	1	200	1	3	2	1		9999		
5807	1	5	1		2015	1	5	0.25	7	2	1	2	0	2		1	1	9					
5807	1	4	1		2009	66	2	1.5	15	1	1	2	0	2		1	6	2	1		9999		
5808	1	5	1		2010	1	2	1	15	1	1	2	0	2		5	6	2	5		9999		
5808	1	6	1		2014	1	1	1	15	1	1	1	0	1	100	1	2	2	1		9999		
5809	1	3	1		2006	1	1	1	12	2	2								1		2007	9	
5809	1	4	1		2008	1	2	1	12	1	1	2	180	1	300	1	8	1	1		9999		
5809	1	5	1		2014	1	5	1	12	1	1	2	0	2		1	2	1	1		9999		
5810	1	3	1		2010	1	2	1	15	1	1	2	80	1	300	1	6	2	1		9999		
5810	1	4	1		2013	1	1	1	15	1	1	1	0	1	300	5	3	2	5		9999		
5811	1	3	1		2010	66	5	0.25	6	1	1	2	0	2		1	3	2	1		9999		
5811	1	4	1		2013	1	5	0.25	6	1	1	2	0	2		1	3	2	1		9999		
5811	1	5	2	3																			
5812	1	6	1		2010	1	2	0.25	7	1	1	2	60	2		8	6	2	5		9999		
5812	1	4	1		2003	1	9	5	1	2	2								5		2010	21	
5813	1	5	1		2002	1	9	7	30	1	1	1	0	2		1	33	2	5		9999		
5814	1	3	1		2005	1	2	1	20	1	1	2	60	1	600	1	10	2	1		9999		
5814	1	4	1		2008	1	2	1	20	1	1	2	30	1	250	1	8	2	1		9999		
5815	1	4	1		2015	1	1	0.25	10	2	1	1	0	2		1	1	9					
5816	1	3	1		2014	1	1	1	15	1	1	1	0	2		1	2	2	1		9999		
5817	1	5	1		2004	1	9	12	40	1	1	1	0	1	400	1	12	2	5		9999		
5818	1	3	1		2015	66	12	0.5	5	2	1	2	100	2		1	66	9					
5819	1	3	1		2006	1	2	1	10	1	1	2	80	1	300	1	10	2	1		9999		
5819	1	4	1		2009	1	2	1	10	1	1	2	80	1	300	1	7	2	1		9999		
5820	1	3	1		2011	1	1	0.25	5	1	1	1	0	1	500	5	5	2	5		9999		
5821	1	3	1		2010	1	8	1	20	1	1	2	100	2		1	6	2	1		9999		
5821	1	4	1		2011	66	1	1	20	1	1	1	0	1	200	5	4	2	5		9999		
5822	1	5	1		2009	66	2	1	20	1	1	2	0	2		1	7	2	1		9999		
5822	1	3	1		2003	66	2	1	20	1	1	2	0	2		1	10	2	1		9999		
5823	1	99																					
5824	1	8	1		2002	1	1	1	20	2	2								8		2013	21	
5824	1	4	1		1999	1	1	1	20	2	2								1		2003	9	
5825	1	4	1		2014	66	1	1	15	2	1	1	0	2		1	1	2	1		9999		
5825	1	2	1		2011	66	1	1	15	1	1	1	0	1	200	1	1	2	1		9999		
5825	1	3	1		2015	66	4	0.5	10	1	1	2	0	2		1	66	9					
5826	1	4	1		2014	66	1	1	20	1	1	1	0	1	200	1	1	2	1		9999		
5826	1	3	1		2014	66	1	1	20	1	1	1	0	1	200	1	1	2	1		9999		
5826	1	2	1		2011	66	1	1	20	1	1	1	0	1	500	1	4	2	1		9999		
5827	1	5	1		2011	77	4	1	20	1	1	2	0	2		1	2	1	1		9999		
5827	1	4	1		2002	1	2	1	20	2	2								8		2009	21	
5827	1	3	1		2001	1	1	1	20	2	2								1		2002	9	
5828	1	4	1		2006	77	10	2	20	1	1	2	0	2		1	9	2	1		9999		
5828	1	3	1		2005	77	10	1	15	2	2										2012	11	
5828	1	5	1		2010	77	10	2	20	1	1	2	0	2		1	5	2	1		9999		
5829	1	4	1		2013	66	12	0.7	10	1	1	2	200	1	250	1	2	2	1		9999		
5829	1	3	1		2009	77	1	1	20	1	1	1	0	1	200	1	4	2	1		9999		
5829	1	9	1		2004	1	2	1	15	2	2								8	5	2011		
5830	1	3	1		2000	66	2	1	25	2	2								1		2009	6	
5830	1	5	1		2011	66	10	0.3	10	1	1	2	200	2		1	77	2	1		9999		
5830	1	4	1		2005	66	11	0.5	15	1	1	2	0	1	300	1	10	2	1		9999		
5831	1	99																					
5832	1	3	1		2015	77	10	0.25	5	2	1	2	100	2		1	77	9					
5833.1	1	6	1		2007	66	7	1	20	2	2								1		2014	9	
5833.1	1	7	1		2013	66	10	0	3	1	1	2	60	2		1	77	1	1		9999		
5833.2	1	4	1		1999	66	1	1.5	20	2	2								1		2004	6	
5834	1	4	1		2015	1	10	0.2	5	2	1	2	50	2		1	1	9					
5835	1	2	1		2009	77	10	0.2	5	2	1	2	100	2		1	2	1	1		9999		
5835	1	3	1		2012	66	10	0.2	5	2	2								1		2013	6	
5836	1	5	1		2014	66	12	0.5	10	1	1	2	160	2		1	66	2	1		9999		
5836	1	4	1		2011	66	12	0.5	10	1	1	2	200	2		1	4	2	1		9999		
5837	1	4	1		2014	77	10	0.5	10	1	1	2	100	2		1	2	2	1		9999		
