a01	hh_type	v1_01	pid	mid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	Flag_v1
2759	3	2																		
2760	3	2																		
2761	2	1	81	2	3	3	2	18	1	12	12	1	7		1		1	1	1	
2762	2	2																		
2763	2	2																		
2764	2	2																		
2765	2	2																		
2766	2	2																		
2767	2	2																		
2768	2	2																		
2769	2	2																		
2770	2	2																		
2771	2	2																		
2772	2	2																		
2773	2	2																		
2774	2	2																		
2775	2	1	81	1	2	2	1	46	1	99	1	2		27	1		1	5	1	
2776	2	2																		
2777	2	2																		
2778	2	2																		
2779	2	2																		
2780	2	2																		
2781	2	2																		
2782	2	2																		
2783	2	2																		
2784	2	2																		
2786	2	2																		
2787	2	2																		
2788	2	2																		
2789	2	2																		
2790	2	2																		
2791	2	2																		
2792	2	2																		
2793	2	2																		
2794	2	2																		
2795	2	2																		
2796	2	2																		
2797	2	2																		
2798	2	2																		
2799	2	2																		
2801	2	2																		
2802	2	2																		
2803	2	2																		
2804	2	2																		
2805	2	2																		
2806	2	2																		
2807	2	2																		
2808	2	2																		
2809	2	2																		
2810	2	2																		
2811	2	1	81	2	3	1	3	15	1	4	13	1	1		1		1	1	1	
2812	2	2																		
2813	2	2																		
2814	2	2																		
2815	2	2																		
2816	2	2																		
2817	2	2																		
2818	2	1	81	1	2	2	4	33	1	1	2	1	11		1		9	1	1	
2819	2	2																		
2820	2	2																		
2821	2	2																		
2822	2	2																		
2823	2	2																		
2824	2	2																		
2825	2	2																		
2826	2	2																		
2827	2	2																		
2828	2	2																		
2829	2	2																		
2830	2	2																		
2831	2	2																		
2832	2	2																		
2833	2	2																		
2834	2	2																		
2835	2	2																		
2836	2	2																		
2837	2	2																		
2838	2	2																		
2839	2	2																		
2840	2	2																		
2841	2	2																		
2842	2	2																		
2844	2	2																		
2845	2	2																		
2846	2	2																		
2847	2	1	81	3	3	1	11	15	1	4	11	1	33		1		9	1	1	
2848	2	2																		
2849	2	2																		
2850	2	2																		
2851	2	2																		
2852	2	2																		
2853	2	2																		
2854	2	2																		
2855	2	2																		
2856	2	2																		
2857	2	2																		
2858	2	2																		
2859.1	2	2																		
2859.2	2	2																		
2860	2	2																		
2861	3	1	81	1	2	2	2	41	1	99	36	1	1		1		8	1	1	
2862	3	2																		
2863	3	1	81	3	3	0	4	36	1	8	11	1	10		1		8	1	1	
2864	3	2																		
2865	3	2																		
2866	3	2																		
2867	3	2																		
2868	3	2																		
2869	3	2																		
2870	3	1	81	1	2	2	2	41	1	99	21	1	5		1		1	1	1	
2871	3	2																		
2872	3	2																		
2873	3	2																		
2874	3	2																		
2875	3	2																		
2876	3	1	81	1	2	2	2	46	1	9	13	1	3		1		1	1	1	
2877	3	2																		
2878	3	1	81	1	2	2	6	37	1	8	36	1	1		1		8	1	1	
2879	3	1	81	3	6	1	6	58	1	99	35	1	1		1		1	1	1	
2880	3	1	81	3	3	1	2	10	1	2	81	1	3		1		2	1	2	
2881.1	3	2																		
2881.2	3	2																		
2882	3	2																		
2883	3	2																		
2885	3	2																		
2886	3	2																		
2887	3	2																		
2888	3	2																		
2889	3	2																		
2890	3	2																		
2892	3	2																		
2893	3	2																		
2894	3	2																		
2895	3	2																		
2896	3	2																		
2897	3	2																		
2898	3	2																		
2899	3	2																		
2900	3	2																		
2901	3	2																		
2902	3	2																		
2903	3	2																		
2904	3	2																		
2905	3	2																		
2906	3	2																		
2907	3	2																		
2908	3	2																		
2909	3	2																		
2910	3	2																		
2911	3	2																		
2912	3	2																		
2913	3	2																		
2914	3	2																		
2915	3	2																		
2916	3	2																		
2917	3	2																		
2918	3	2																		
2919	3	2																		
2920	3	1	81	3	3	1	11	23	1	7	5	2		12	2	1	1	4	2	
2921	3	2																		
2922	3	2																		
2923	3	2																		
2924	3	2																		
2925	3	2																		
2926	3	2																		
2927	3	2																		
2928	3	2																		
2929	3	2																		
2930	3	1	81	3	3	1	10	30	2	6	11	2		38	2	1	1	5	1	
2931	3	2																		
2932	3	2																		
2933	3	2																		
2934	3	2																		
2935	3	2																		
2936	3	2																		
2939	3	2																		
2940	3	2																		
2941	2	2																		
2942	2	2																		
2943	2	1	81	3	3	2	6	22	1	12	81	1	17		1		2	2	2	
2944	2	2																		
2945	2	2																		
2946	2	2																		
2947	2	2																		
2948	2	2																		
2949	2	2																		
2950	2	2																		
2951	2	2																		
2952	2	2																		
2953.1	2	2																		
2953.2	2	2																		
2954	2	2																		
2955	2	2																		
2956	2	2																		
2957	2	2																		
2958	2	2																		
2959	2	2																		
2960	2	2																		
2961.1	3	2																		
2961.2	3	2																		
2962	3	1	81	1	6	0	6	58	2	5	82	2		29	1		9	3	2	
2963	3	2																		
2964	3	2																		
2965	3	2																		
2966	3	2																		
2967	3	2																		
2968	3	2																		
2969	3	2																		
2970	3	2																		
2971	3	2																		
2972	3	2																		
2973	3	2																		
2974	3	2																		
2975	3	2																		
2976	3	2																		
2977	3	2																		
2978	3	2																		
2979	3	2																		
2980	3	2																		
2981	3	2																		
2982	3	2																		
2983.1	3	2																		
2983.2	3	2																		
2984	3	2																		
2985	3	1	81	4	6	0	3	73	1	5	70	2		10	1		9	1	2	
2986	3	2																		
2987	3	2																		
2988	3	2																		
2989	3	2																		
2990	3	2																		
2991	3	1	81	3	3	1	4	22	1	7	13	1	57		1		1	1	1	
2992	3	1	81	4	4	0	7	28	1	5	13	1	1		1		1	1	1	
2993	3	2																		
2994	3	2																		
2995	3	2																		
2996	3	2																		
2997	3	2																		
2998	3	2																		
2999	3	2																		
3000	3	1	81	1	1	0	6	27	1	5	13	1	1		1		1	1	1	
3001	3	2																		
3002	3	2																		
3003	3	2																		
3004	3	2																		
3005	3	2																		
3006	3	2																		
3007	3	2																		
3008	3	2																		
3009	3	2																		
3010	3	2																		
3011	3	2																		
3012	3	2																		
3013	3	2																		
3014	3	2																		
3015	3	2																		
3016	3	2																		
3017	3	1	81	3	3	1	6	19	2	14	81	1	55		1		2	1	2	
3017	3	1	82	4	3	2	0	16	1	12	81	2		39	1		2	3	2	
3018	3	1	81	4	6	2	3	88	2	5	85	2		39	1		9	3	2	
3019	3	2																		
3020	3	2																		
3021	3	2																		
3022	3	2																		
3023	3	2																		
3024	3	2																		
3025	3	1	81	2	3	1	2	33	2	9	13	2		27	1		1	3	1	
3026.1	3	2																		
3026.2	3	2																		
3027	3	2																		
3028	3	1	81	2	14	0	4	20	1	99	70	2		41	1		1	1	2	
3029	3	2																		
3030	3	1	81	1	2	2	8	33	1	99	13	2		41	1		1	8	1	
3031	3	2																		
3032	3	2																		
3033	3	2																		
3034	3	2																		
3035	3	2																		
3036	3	2																		
3037	3	2																		
3038	3	2																		
3039	3	2																		
3040	3	2																		
3041	3	2																		
3042	3	2																		
3043	3	2																		
3044	3	2																		
3045	3	2																		
3047	3	2																		
3048	3	2																		
3049	3	2																		
3050	3	2																		
3051	3	2																		
3052	3	2																		
3053	3	2																		
3054	3	2																		
3055	3	2																		
3056	3	2																		
3057	3	2																		
3058	3	2																		
3059	3	2																		
3060	3	2																		
3061	3	2																		
3062	3	2																		
3063	3	1	81	5	3	1	3	17	1	5	13	1	57		1		1	4	1	
3063	3	1	82	6	3	1	4	15	1	4	13	1	57		1		1	4	1	
3064	3	2																		
3065	3	2																		
3066	3	2																		
3067	3	2																		
3068	3	1	81	3	3	2	8	23	1	7	13	2		2	2	6	1	8	1	
3069	3	2																		
3070	3	2																		
3071.1	3	2																		
3071.2	3	2																		
3072	3	2																		
3073	3	2																		
3074	3	2																		
3075	3	2																		
3077	3	2																		
3078	3	2																		
3079	3	2																		
3080	3	2																		
3081	3	2																		
3082	3	2																		
3083	3	2																		
3084	3	1	81	5	7	0	4	25	1	99	37	1	57		1		8	1	2	
3084	3	1	82	6	11	0	4	22	2	7	82	1	57		1		8	1	2	
3085	3	2																		
3086	3	2																		
3087	3	1	81	4	7	2	11	20	1	10	13	1	56		1		1	1	1	
3088	3	2																		
3089	3	2																		
3090	3	2																		
3091	3	2																		
3092	3	2																		
3093	3	2																		
3094	3	2																		
3096	3	2																		
3097	3	1	81	3	3	2	0	11	1	4	81	1	57		1		2	1	2	
3098	3	2																		
3099	3	2																		
3100	3	1	81	5	7	0	6	23	1	5	51	1	55		1		8	1	2	
3101	3	2																		
3102	3	2																		
3103	3	2																		
3104	3	1	81	3	3	2	0	15	1	2	5	1	18		1		9	1	2	
3104	3	1	82	4	3	0	6	13	1	3	21	1	1		1		1	1	1	
3105.1	3	2																		
3105.2	3	2																		
3107	3	2																		
3108	3	2																		
3109	3	2																		
3110	3	2																		
3111	3	2																		
3113	3	2																		
3114	3	2																		
3115	3	1	81	1	3	1	6	24	1	5	3	2		24	2	1	1	5	1	
3116	3	1	81	1	1	2	8	43	1	5	6	2		24	1		1	5	1	
3117	3	1	81	1	3	2	8	26	1	9	12	1	55		1		1	3	1	
3118.1	3	2																		
3118.2	3	2																		
3118.3	3	2																		
3119	3	2																		
3120	3	2																		
3121	3	2																		
3122	3	2																		
3123	3	2																		
3124	3	2																		
3125.1	3	2																		
3125.2	3	2																		
3126	3	1	81	3	2	2	6	43	1	16	19	1	1		1		9	1	2	
3127	3	2																		
3128	3	2																		
3129	3	1	81	4	3	2	5	14	2	7	81	1	4		1		2	3	2	
3130.1	3	2																		
3130.2	3	2																		
3131	3	2																		
3132	3	2																		
3133	3	2																		
3134	3	2																		
3135	3	2																		
3136	3	2																		
3137	3	2																		
3138	3	2																		
3139	3	2																		
3140	3	2																		
3141	3	2																		
3142	3	2																		
3143	3	2																		
