a01	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_20	q_21	sample_type	flag
3234	1	300		10	0	3	4	2	4	1	1	112.0	2			9	10	4	60.0	0		3	
3235	1	300		6	0	2	2	2	4	1	2	405.0	1	3	150	9	10	1		1	300	3	
3236	1	250		15	0	4	2	2	4	1	1	216.0	2			9	12	4	62.0	0	20	3	
3237	1	300		10	0	3	4	2	4	2	2	480.0	2			9	10	4	120.0	1	150	3	
3238	1	150		5	0	4	4	2	4	1	1	306.0	2			9	6	4	56.0	0		3	
3239	1	300		20	0	3	4	2	4	1	2	324.0	1	3	98	9	10	1		0		3	
3240	1	1000		7	0	1	1	2	1	1	3	1252.0	1	3	120	5	6	1		0	40	3	
3241	1	400		5	0	3	2	2	4	1	2	445.0	1	3	80	9	110	1		2	200	3	
3242	1	800		20	0	3	1	2	4	1	2	495.0	1	3	105	9	10	1		0	20	3	
3243	1	500		7	0	3	2	2	4	1	2	324.0	1	3	100	9	10	1		2	60	3	
3244	1	400		10	0	3	2	2	4	1	1	288.0	1	3	326	9	10	1		1	120	3	
3245	1	300		6	0	3	2	2	4	1	1	252.0	1	3	50	9	10	1		1	100	3	
3246	1	300		11	1	3	2	2	4	1	3	486.0	2			9	6	4	120.0	1	120	3	
3247	2	200		8	1	3	2	2	4	1	1	180.0	1	3	50	9	8	1		1	140	3	
3248	1	1000		15	0	1	1	1	4	1	3	675.0	1	3	356	9	190	1		1	180	3	
3249	1	300		5	0	3	2	2	4	1	1	364.0	2			9	12	4	96.0	1	30	3	
3250	2	300		10	2	2	1	2	4	1	1	126.0	1	3	60	9	8	1		1	100	3	
3251	1	12000		6	0	2	1	2	1	1	2	288.0	1	3	500	5	260	1		1	50	3	
3252	1	500		5	0	3	2	2	4	1	2	576.0	1	3	107	9	12	1		1	500	3	
3253	1	200		12	0	3	4	2	4	1	2	288.0	2			9	12	4	100.0	1	250	3	
3254	1	200		5	1	3	4	2	4	1	1	288.0	2			9	10	4	90.0	1	90	3	
3255	1	400		12	1	3	2	2	4	1	2	900.0	2			9	10	4	140.0	1	100	3	
3256	1	300		6	1	3	2	2	4	1	1	220.0	2			5	6	4	34.0	0	20	3	
3257	1	500		10	0	2	2	2	4	1	2	384.0	1	3	305	9	10	1		1	400	3	
3258	1	400		1	1	2	2	2	4	1	1	288.0	1	2	100	9	10	1		2	250	3	
3259	1	4000		20	0	2	1	2	1	2	5	1134.0	1	3	700	5	0	1		2	800	3	
3260	1	400		2	0	3	2	2	4	1	3	396.0	1	3	100	5	246	1		1	80	3	
3261	1	100		16	0	5	10	10	4	1	1	121.0	2			9	6	4	52.0	0		3	
3262	1	500		4	0	2	2	2	4	1	2	364.0	2			9	140	4	180.0	1	180	3	
3263	1	400		10	0	2	1	2	1	2	2	456.0	2			5	12	3	0.0	1	200	3	
3264	1	500		6	0	3	2	2	4	1	2	432.0	2			9	14	4	124.0	0		3	
3265	1	400		15	0	3	2	2	4	1	2	188.0	2			6	10	4	90.0	2	190	3	
3266	1	600		10	0	3	2	2	4	1	2	297.0	2			9	20	4	120.0	1	70	3	
3267	1	100		4	0	2	1	2	4	1	2	540.0	2			6	10	4	104.0	0	100	3	
3268	1	300		45	0	3	2	2	4	1	2	288.0	2			5	10	4	156.0	1	300	3	
3269	2	700		10	0	3	2	2	4	1	2	480.0	2			9	18	4	104.0	0	80	3	
3270	1	400		30	0	2	2	2	4	1	1	360.0	1	3	50	9	6	1		0		3	
3271	1	300		20	0	3	2	2	4	1	1	360.0	1	3	200	9	14	1		1	50	3	
3272	1	200		30	0	3	2	2	4	1	1	216.0	1	3	120	9	0	1		0		3	
3273	1	200		3	0	4	10	10	4	1	1	135.0	1	3	25	9	60	1		0	60	3	
3274	1	200		61	0	4	2	2	4	1	1	220.0	1	3	50	5	200	1		1	50	3	
3275	1	1500		21	0	2	1	2	4	1	5	729.0	1	3	100	2	420	1		1	100	3	
3276	1	200		55	0	4	2	2	4	1	1	324.0	2			5	10	4	180.0	1	150	3	
3277	1	300		10	0	3	2	2	4	1	2	156.0	2			9	20	4	90.0	1	50	3	
3278	1	200		3	0	2	6	2	4	1	1	108.0	2			9	10	4	120.0	1	100	3	
3279	1	200		8	0	3	2	2	4	1	1	216.0	2			6	12	4	80.0	0	20	3	
3280	1	100		15	0	4	4	2	4	1	1	162.0	2			6	10	4	104.0	0		3	
3281	1	1000		18	0	3	2	2	4	1	3	490.0	2			9	82	4	120.0	1	180	3	
3282	2	400		2	0	2	2	2	4	1	1	216.0	2			9	108	4	60.0	0	80	3	
3283	1	400		10	0	2	2	2	4	1	2	284.0	2			9	96	4	90.0	1	100	3	
3284	1	300		14	0	3	2	2	4	1	1	324.0	2			5	276	4	110.0	0		3	
3285	1	800		8	0	3	2	2	4	1	4	488.0	2			5	318	4	104.0	1	200	3	
3286	1	1000		7	0	2	1	2	4	1	3	658.0	2			9	12	3	60.0	2	210	3	
3287	1	150		4	0	3	5	2	4	1	1	135.0	2			9	28	4	60.0	1	60	3	
3288	1	500		14	1	3	2	2	4	1	1	306.0	2			5	10	4	104.0	1	60	3	
3289	1	200		7	0	3	5	2	4	1	1	236.0	2			5	64	4	30.0	1	50	3	
3290	1	600		2	0	3	5	2	4	1	3	420.0	2			9	12	4	120.0	1	90	3	
3291	1	500		9	0	3	2	2	4	1	1	360.0	2			5	10	4	90.0	1	90	3	
3292	1	300		5	0	3	5	2	4	1	2	243.0	2			9	60	4	120.0	0		3	
3293	1	400		21	0	2	2	2	4	1	1	396.0	2			5	310	4	112.0	0	100	3	
3294	1	600		15	0	3	2	2	4	2	3	760.0	2			9	90	3	0.0	1	200	3	
3295	1	400		10	0	2	2	2	4	1	2	378.0	2			5	80	3	0.0	1	550	3	
3296	1	500		5	0	2	2	2	4	1	1	324.0	2			9	6	4	60.0	0	20	3	
3297	1	600		4	0	2	2	2	4	1	2	270.0	2			5	10	3	30.0	0	60	3	
3298	1	100		11	1	4	5	10	4	1	1	90.0	2			9	4	4	30.0	0		3	
3299	1	300		13	1	3	2	2	4	1	1	268.0	2			9	10	4	120.0	0	250	3	
3300	1	400		3	0	2	2	2	4	1	2	486.0	2			9	28	4	90.0	0		3	
3301	1	400		3	0	3	2	2	4	1	1	220.0	2			9	15	4	60.0	0		3	
3302	1	400		8	0	3	4	10	4	1	2	560.0	2			9	15	4	80.0	0		3	
3303	2	300		10	0	4	2	2	4	1	2	306.0	2			9	12	4	120.0	1	90	3	
3304	2	300		8	0	3	4	2	4	1	1	236.0	2			9	10	4	80.0	1	70	3	
3305	2	50		12	1	4	4	10	4	1	1	94.0	2			9	4	4	20.0	0		3	
3306	1	400		15	0	3	2	2	4	1	1	288.0	2			9	10	4	65.0	0	20	3	
3307	1	300		15	0	3	4	2	4	1	1	220.0	2			9	10	4	90.0	0		3	
3308	1	500		12	0	3	2	2	4	1	2	432.0	2			9	12	3	0.0	2	300	3	
3309	1	300		16	0	3	2	2	4	1	2	384.0	2			9	12	4	105.0	0		3	
3310	1	250		12	0	4	4	2	4	1	1	220.0	2			9	6	4	120.0	1	60	3	
3311	1	400		3	0	2	2	2	4	1	1	306.0	2			9	10	3	0.0	1	40	3	
3312	1	200		12	0	3	2	2	4	1	1	486.0	2			9	8	4	130.0	1	50	3	
3313	1	300		12	1	3	2	2	4	1	1	226.0	2			9	4	4	35.0	1	50	3	
3314	1	200		10	0	4	2	2	4	1	1	216.0	2			9	10	4	140.0	1	30	3	
3315	1	150		1	0	3	2	2	4	1	1	108.0	2			9	8	4	130.0	1	40	3	
3316	2	100		10	0	4	4	2	4	1	1	162.0	2			9	4	4	65.0	0		3	
3317	2	150		2	0	5	7	7	4	1	1	252.0	2			9	6	4	70.0	1	40	3	
3318	1	500		15	1	3	2	2	4	1	3	450.0	2			9	10	4	65.0	0		3	
3319	1	1000		17	0	3	2	2	4	2	3	648.0	2			9	15	4	130.0	1	110	3	
3320	1	200		10	0	3	4	2	4	1	1	216.0	2			9	8	4	130.0	1	30	3	
3321	1	300		10	0	3	2	2	4	1	2	182.0	2			9	10	4	60.0	0	20	3	
3322	1	500		30	0	3	2	2	4	1	2	648.0	2			9	12	4	60.0	1	180	3	
3323	1	300		2	0	4	2	2	4	1	2	288.0	2			9	10	4	90.0	0	20	3	
3324	1	400		10	0	2	2	2	4	1	1	486.0	2			9	20	4	120.0	1	100	3	
3325	1	500		20	0	3	2	2	4	2	2	882.0	2			5	310	4	168.0	1	180	3	
3326	1	300		20	0	3	5	2	4	1	1	358.0	2			5	6	4	90.0	1	60	3	
3327	1	300		10	0	3	2	2	4	1	1	220.0	1	3	100	9	10	1		1	150	3	
3328	2	300		11	0	4	2	2	4	1	1	220.0	2			5	12	4	60.0	1	90	3	
3329	1	250		12	0	3	6	2	4	1	1	220.0	2			5	10	4	60.0	0	40	3	
3330	1	400		20	0	3	2	2	4	1	2	642.0	2			5	8	4	120.0	1	200	3	
3331	1	200		11	0	3	2	2	4	1	1	220.0	2			9	18	4	84.0	1	350	3	
3332	1	300		7	0	2	2	2	4	1	1	162.0	1	3	50	9	10	1		1	60	3	
3333	1	1000		12	0	2	2	2	4	2	4	700.0	1	3	190	9	20	1		1	300	3	
3334	1	300		1	0	3	2	2	4	1	1	220.0	2			1		4	84.0	1	80	3	
3335	1	200		45	0	4	5	2	4	1	1	324.0	2			9	10	4	112.0	0	30	3	
3336	1	300		21	0	2	2	2	4	1	2	220.0	2			9	10	4	60.0	1	70	3	
3337	1	500		10	0	3	2	2	4	1	1	288.0	2			9	10	4	90.0	1	70	3	
3338	1	100		20	0	3	2	2	4	1	3	684.0	1	3	200	9	12	1		1	190	3	
3339	1	200		20	0	4	2	2	4	1	1	252.0	2			9	12	4	62.0	0	50	3	
3340	1	300		2	0	2	2	2	4	1	1	220.0	2			9	15	4	60.0	0	10	3	
3341	1	300		10	0	2	2	2	4	1	3	132.0	1	3	98	9	0	1		2	150	3	
3342	1	1000		30	0	3	2	2	4	1	2	252.0	1	3	250	5	400	1		1	90	3	
3343	1	250		5	0	2	2	2	4	1	1	288.0	1	3	250	5	600	1		1	30	3	
3344	1	100		12	1	4	4	2	4	1	1	56.0	2			9	0	4	20.0	0		3	
3345	1	200		2	1	3	2	2	4	1	2	342.0	2			5	300	4	60.0	0		3	
3346	1	1000		14	0	3	2	2	4	1	3	432.0	1	3	250	6	160	1		3	500	3	
3347	2	300		20	1	3	2	2	4	1	2	160.0	1	3	50	5	200	1		1	80	3	
3348	1	500		2	0	2	2	2	4	1	1	288.0	2			5	280	4	70.0	0	10	3	
3349	1	400		9	2	2	2	2	4	1	3	180.0	1	3	200	5	800	1		2	200	3	
3350	1	1000		10	2	2	2	2	1	1	4	270.0	1	3	441	9	15	1		1	200	3	
3351	1	300		4	0	2	2	2	4	1	2	342.0	1	3	160	5	0	1		1	200	3	
3352	1	1000		25	0	3	4	2	4	1	2	360.0	2			5	0	4	76.0	1	120	3	
3353	1	300		7	2	3	2	2	4	1	1	144.0	1	3	82	9	0	1		1	200	3	
3354	1	1500		8	0	2	1	1	1	2	5	1200.0	1	3	484	5	600	1		3	350	3	
3355	1	800		7	0	2	2	2	4	1	2	360.0	1	3	98	2	106	1		0		3	
3356	1	300		10	0	2	2	2	4	1	1	252.0	2			9	0	4	10.0	0		3	
3357	1	200		12	0	3	2	2	4	1	2	144.0	2			6	0	4	18.0	0		3	
3358	1	200		13	0	4	2	2	4	1	1	306.0	1	5	106	6	10	1		1	40	3	
3359	1	300		12	0	3	2	2	4	1	2	220.0	1	3	128	5	10	1		0		3	
3360	1	200		4	0	3	2	2	4	1	2	460.0	2			6	30	4	65.0	0	30	3	
3361	1	300		15	0	3	2	2	4	1	2	288.0	2			9	8	4	108.0	1	50	3	
3362	1	300		10	0	3	2	2	4	1	2	405.0	2			5	12	4	96.0	0	20	3	
3363	1	400		20	0	3	2	2	4	1	2	288.0	1	3	50	9	14	1		1	100	3	
3364	1	200		15	0	4	5	2	4	1	2	144.0	2			9	8	4	64.0	0		3	
3365	1	200		15	0	3	2	2	4	1	1	189.0	2			9	8	4	64.0	1	90	3	
3366	1	300		10	1	3	2	2	4	1	2	144.0	2			5	338	4	80.0	1	120	3	
3367	1	300		20	0	3	2	2	4	1	1	220.0	1	3	100	5	4	1		1	100	3	
3368	1	500		10	0	3	2	2	4	1	2	288.0	1	3	55	5	310	1		0	40	3	
3369	1	300		18	0	4	3	2	4	1	1	288.0	1	3	40	9	12	1		0		3	
3370	1	500		1	2	2	2	2	4	1	2	270.0	1	3	214	9	10	1		2	300	3	
3371	1	100		25	0	4	5	10	4	1	1	125.0	2			9	10	4	90.0	0		3	
3372	1	400		29	0	3	2	2	4	1	3	297.0	1	3	77	5	320	1		2	180	3	
3373	1	1000		12	0	3	2	2	4	1	3	720.0	1	2	100	5	12	1		1	300	3	
3374	1	150		5	1	4	5	10	4	1	1	108.0	2			9	6	4	64.0	0		3	
3375	2	200		10	0	3	2	2	4	1	1	252.0	2			9	10	4	62.0	0		3	
3376	1	400		3	0	3	2	2	4	1	1	270.0	1	3	240	5	310	1		1	100	3	
3377	1	300		12	0	3	2	2	4	1	2	147.0	2			9	8	4	80.0	1	80	3	
3378	2	200		3	1	4	7	7	4	1	1	122.0	2			5	106	4	32.0	0	20	3	
3379	1	400		10	0	3	2	2	4	1	3	244.0	1	3	408	9	12	1		3	200	3	
3380	1	300		16	0	3	2	2	4	1	2	288.0	2			9	6	4	32.0	1	20	3	
3381	2	1000		13	0	3	2	2	4	1	2	384.0	1	3	100	5	412	1		1	20	3	
3382	1	300		18	0	4	10	2	4	1	2	445.0	1	3	30	9	12	1		1	200	3	
3383	2	150		10	3	3	2	2	4	1	1	180.0	2			9	8	4	70.0	0		3	
3384	1	500		2	0	3	2	2	4	1	2	304.0	1	3	360	9	12	1		1	20	3	
3385	1	1000		12	0	2	2	2	4	1	1	324.0	2			9	12	4	120.0	1	120	3	
3386	1	150		10	0	4	10	2	4	1	1	126.0	2			9	4	4	35.0	0		3	
3387	1	200		13	0	4	2	2	4	1	1	226.0	2			9	6	4	66.0	0	20	3	
3388	1	4000		23	0	3	2	2	4	1	1	945.0	1	3	180	9	10	1		2	80	3	
3389	1	300		8	0	3	10	2	4	1	1	252.0	2			9	10	4	70.0	1	100	3	
3390	1	100		7	0	4	5	10	4	1	1	132.0	2			9	4	4	32.0	0		3	
3391	1	500		8	0	3	2	2	4	1	1	288.0	2			9	16	4	120.0	1	90	3	
3392	2	200		12	1	3	5	2	4	1	1	150.0	2			9	10	4	90.0	0		3	
3393	1	200		17	2	3	2	2	4	1	2	352.0	2			9	10	4	70.0	0		3	
3394	1	200		5	0	4	6	2	4	1	2	306.0	2			9	12	4	160.0	0		3	
3395	1	200		10	0	4	6	2	4	1	1	189.0	2			9	6	4	32.0	0	10	3	
3396	1	200		4	0	3	6	7	4	1	1	189.0	2			9	10	4	140.0	1	60	3	
3397	1	300		4	0	3	2	2	4	1	1	288.0	2			9	8	4	140.0	0		3	
3398	1	1000		22	1	3	2	2	4	1	3	468.0	2			9	12	4	180.0	1	40	3	
3399	1	1200		10	0	3	2	2	4	1	3	504.0	2			9	16	4	120.0	0	20	3	
3400	1	300		18	0	4	2	2	4	1	2	270.0	2			9	10	4	130.0	1	60	3	
3401	1	400		7	0	3	2	2	4	1	1	445.5	2			9	8	3	0.0	1	100	3	
3402	1	400		14	0	3	2	2	4	1	2	648.0	2			9	10	4	126.0	1	60	3	
3403	1	400		16	0	3	2	2	4	1	1	234.0	2			9	10	4	180.0	0		3	
3404	1	300		13	0	2	2	2	4	1	1	252.0	2			9	10	4	130.0	0	20	3	
3405	2	100		4	0	4	5	2	4	1	1	189.0	2			9	0	4	30.0	0	20	3	
3406	1	300		14	0	4	2	2	4	1	1	220.0	2			9	15	4	63.0	1	60	3	
3407	1	400		12	0	3	2	2	4	1	2	594.0	2			9	132	4	90.0	1	100	3	
3408	1	250		10	0	3	6	2	4	1	2	324.0	2			9	10	4	90.0	1	40	3	
3409	1	500		9	0	3	2	2	4	1	2	396.0	2			9	12	4	80.0	1	110	3	
3410	2	400		2	2	2	1	2	4	1	1	162.0	2			9	12	4	130.0	1	90	3	
3411	1	500		1	0	1	2	2	4	1	2	380.0	2			9	10	4	80.0	1	140	3	
3412	2	200		10	1	4	5	2	4	1	1	226.0	2			5	6	4	65.0	0		3	
3413	1	100		6	0	3	1	2	4	1	2	324.0	1	5	200	9	6	1		1	100	3	
3414	1	250		10	0	4	5	2	4	1	2	220.0	2			9	12	4	50.0	0	20	3	
3415	1	500		2	0	2	2	2	4	1	2	306.0	1	2	170	9	10	1		1	120	3	
3416	1	200		5	0	3	2	2	4	1	1	221.0	2			9	10	4	90.0	0		3	
3417	1	500		2	0	3	2	2	4	1	2	270.0	2			9	12	4	130.0	1	70	3	
3418	1	700		15	0	2	1	2	1	1	3	972.0	1	2	333	9	12	1		2	200	3	
3419	1	250		7	1	4	2	2	4	1	2	220.0	2			9	3	4	32.0	0		3	
3420	1	150		3	0	4	5	2	4	1	1	220.0	2			9	4	4	32.0	1	20	3	
3421	1	200		3	0	3	6	2	4	1	1	288.0	2			9	8	4	65.0	0		3	
3422	1	500		10	0	2	2	2	4	1	2	390.0	2			9	10	4	70.0	1	70	3	
3423	1	500		10	1	3	2	2	4	1	1	260.0	2			5	20	4	130.0	1	240	3	
3424	1	400		3	1	3	2	2	4	1	2	288.0	2			9	15	4	60.0	1	20	3	
3425	1	150		20	0	4	5	7	4	1	1	126.0	1	3	40	9	4	1		0		3	
3426	2	300		2	0	3	2	2	4	1	1	270.0	2			9	15	4	120.0	0		3	
3427	1	200		4	0	3	4	2	4	1	1	189.0	1	2	40	9	8	1		1	50	3	
3428	1	200		12	0	3	5	2	4	1	1	264.0	1	4	60	9	4	1		1	70	3	
3429	1	500		4	0	2	2	2	4	1	2	320.0	1	3	180	9	10	1		0	20	3	
3430	1	200		4	0	3	5	7	4	1	1	158.0	2			9	10	4	65.0	0		3	
3431	1	200		6	0	3	5	2	4	1	1	262.5	2			9	10	4	90.0	0		3	
3432	1	500		8	0	3	2	2	4	1	2	288.0	1	3	150	9	10	1		1	60	3	
3433	2	300		10	0	4	5	2	4	1	2	360.0	2			9	10	4	130.0	1	100	3	
3434	1	500		15	0	3	2	2	4	1	1	252.0	2			9	10	4	130.0	0		3	
3435	1	150		5	0	4	5	10	4	1	1	189.0	2			9	3	4	60.0	0		3	
3436	1	150		2	0	4	5	2	4	1	1	84.0	2			9	15	4	32.0	0	40	3	
3437	1	250		6	0	3	4	2	4	1	1	243.0	1	2	60	9	10	1		1	50	3	
3438	1	200		0	0	3	2	2	4	1	1	252.0	2			9	6	4	65.0	1	20	3	
3439	1	200		10	0	3	5	2	4	1	1	189.0	2			9	8	4	65.0	0		3	
3440	1	400		15	1	3	2	2	4	1	2	304.0	2			9	6	4	96.0	0	40	3	
3441	2	150		8	0	4	4	2	4	1	2	486.0	2			9	6	4	40.0	1	15	3	
3442	1	100		20	0	3	4	2	4	1	1	280.0	2			9	4	4	30.0	0	20	3	
3443	1	400		25	0	3	2	2	4	1	2	270.0	1	2	35	9	6	1		1	80	3	
3444	1	250		7	0	3	2	2	4	1	1	425.0	1	3	110	9	10	1		0		3	
3445	1	250		13	0	3	2	2	4	1	2	324.0	1	3	120	9	8	1		1	50	3	
3446	1	300		4	0	3	2	2	4	1	2	324.0	1	3	60	9	12	1		0		3	
3447	1	400		40	1	3	1	2	4	1	1	315.0	1	2	100	9	8	1		1	50	3	
3448	1	350		8	0	3	2	2	4	1	3	450.0	1	3	40	9	12	1		0		3	
3449	1	400		6	1	2	2	2	4	1	1	288.0	1	2	150	9	10	1		0	40	3	
3450	1	600		12	1	3	2	2	4	1	2	268.0	1	2	110	9	10	1		0		3	
3451	1	200		13	0	2	2	2	4	1	1	450.0	1	3	100	9	12	1		1	40	3	
3452	1	150		5	1	3	4	2	4	1	2	405.0	1	2	80	9	6	1		1	30	3	
3453	1	1000		4	0	3	1	2	4	1	1	480.0	1	2	40	1		1		2	190	3	
3454	2	200		8	1	3	2	2	4	1	2	324.0	1	3	50	9	10	1		1	70	3	
3455	1	100		20	0	4	2	2	4	1	1	108.0	1	2	50	9	6	1		0		3	
3456	1	150		20	1	4	4	2	4	1	2	324.0	1	3	60	9	8	1		0		3	
3457	2	400		5	1	3	1	2	4	1	3	648.0	1	3	25	9	6	1		1	40	3	
3458	2	200		14	1	3	4	2	4	1	1	210.0	1	2	90	9	8	1		1	60	3	
3459	1	1000		2	0	2	1	2	4	1	4	972.0	1	2	170	9	10	1		3	210	3	
3460	1	200		30	0	3	4	2	4	1	1	189.0	1	4	50	5	6	1		0		3	
3461	1	400		20	0	3	4	2	4	1	3	432.0	2			9	0	4	140.0	1	150	3	
3462	1	300		25	1	4	4	2	4	1	2	406.0	2			9	0	4	60.0	1	100	3	
3463	1	100		15	0	2	4	2	4	1	2	297.0	2			6	0	4	120.0	1	50	3	
3464	1	1000		5	2	1	1	2	1	1	3	356.0	2			6	0	3	820.0	3	250	3	
3465	1	400		10	3	2	4	2	4	2	2	414.0	2			9	0	4	60.0	1	150	3	
3466	1	100		14	1	3	4	2	4	1	1	90.0	2			6	0	4	50.0	0		3	
3467	1	200		6	2	3	4	2	4	1	2	900.0	2			6	0	4	130.0	1	200	3	
3468	1	300		16	1	3	4	2	4	1	1	173.0	2			9	0	4	120.0	0		3	
3469	1	700		20	0	1	1	1	1	1	4	706.0	2			9	0	3	0.0	1	150	3	
3470	1	1500		5	3	1	1	2	1	1	5	706.0	2			9	0	3	0.0	1	100	3	
3471	1	400		20	2	3	4	2	4	1	2	936.0	2			9	0	4	140.0	2	700	3	
3472	1	300		10	2	3	4	2	4	1	1	252.0	2			9	0	4	120.0	2	200	3	
3473	1	100		1	1	4	10	2	4	1	1	144.0	2			9	0	4	60.0	0		3	
3474	1	400		13	0	3	4	2	4	1	3	216.0	2			9	0	4	250.0	1	200	3	
3475	1	3000		40	0	1	1	2	1	3	6	567.0	2			6	0	3	0.0	3	500	3	
3476	1	500		5	0	2	1	2	1	1	2	519.0	2			9	0	4	80.0	1	50	3	
3477	1	250		40	2	4	4	2	4	1	1	208.0	2			9	0	4	120.0	1	300	3	
3478	1	1000		20	2	2	4	2	4	1	5	720.0	2			6	0	3	0.0	2	700	3	
3479	1	300		15	1	4	4	2	4	1	2	462.0	2			9	0	4	120.0	0		3	
3480	1	300		30	2	3	4	2	4	1	1	148.0	2			9	0	4	200.0	1	50	3	
3481	1	400		18	0	3	4	2	4	1	2	240.0	2			6	0	4	200.0	0		3	
3482	1	600		20	0	2	1	2	4	1	3	620.0	2			6	0	4	240.0	1	300	3	
3483	1	1000		1	1	1	1	2	4	1	2	643.0	2			9	0	4	150.0	1	150	3	
3484	1	1500		37	0	2	1	2	4	1	2	1366.5	2			9	0	4	90.0	1	100	3	
3485	1	100		1	0	1	1	2	4	1	1	152.0	2			9	0	4	120.0	1	50	3	
3486	1	400		7	0	3	4	2	4	1	2	495.0	2			9	0	4	180.0	0		3	
3487	1	100		40	2	3	4	2	4	1	1	105.0	2			9	0	4	20.0	0		3	
3488	1	500		3	0	1	1	2	4	1	3	470.0	2			6	0	4	120.0	1	150	3	
3489	1	600		3	0	2	1	2	4	2	2	248.0	2			9	0	4	200.0	0		3	
3490	1	350		30	2	3	4	2	4	1	1	320.0	2			9	0	4	70.0	1	300	3	
3491	1	300		50	2	4	4	2	4	1	2	410.0	2			9	0	4	180.0	1	200	3	
3492	1	300		25	2	3	4	2	4	1	4	580.0	2			6	0	4	120.0	1	200	3	
3493	1	200		7	1	3	4	2	4	1	1	122.0	2			9	0	4	60.0	1	30	3	
3494	1	500		12	0	3	4	2	4	1	1	693.0	2			9	0	4	120.0	1	70	3	
3495	1	500		5	1	1	1	2	4	1	3	450.0	2			9	0	3	0.0	2	400	3	
3496	1	500		15	0	2	4	2	4	1	3	520.0	2			5	0	3	0.0	1	200	3	
3497	1	200		40	1	3	4	2	4	1	1	91.0	2			5	0	4	15.0	1	90	3	
3498	1	300		30	2	4	4	2	4	1	2	410.0	2			6	0	4	120.0	1	100	3	
3499	1	500		15	0	3	4	2	4	1	2	422.0	2			9	0	4	60.0	1	200	3	
3500	1	300		45	2	4	4	2	4	1	1	162.0	2			9	0	4	150.0	0		3	
3501	1	1000		7	2	2	1	2	1	1	2	396.0	1	2	379	5	500	1		3	200	3	
3502	1	500		30	6	3	4	2	4	1	1	121.0	2			5	150	4	200.0	1	150	3	
3503	1	600		23	1	2	4	2	4	1	1	121.5	1	2	250	10	0	1		1	450	3	
3504	1	600		10	0	3	4	2	4	1	1	445.0	2			6	0	4	60.0	1	100	3	
3505	1	500		20	1	2	1	2	1	1	2	420.0	1	2	120	6	0	1		2	60	3	
3506	1	400		25	1	3	4	2	4	1	2	420.0	1	2	500	6	0	1		2	300	3	
3507	1	1000		40	1	1	4	2	4	1	4	792.0	1	2	112	8	0	1		1	1000	3	
3508	1	500		50	1	3	4	2	4	1	1	288.0	2			6	350	4	80.0	1	450	3	
3509	1	1500		12	0	2	1	1	1	1	4	620.0	1	2	338	1		1		2	400	3	
3510	1	1000		8	0	2	1	1	1	1	3	460.0	1	2	250	5	600	1		2	1700	3	
3511	1	600		7	0	1	1	2	1	1	3	225.0	1	3	251	9	0	1		2	350	3	
3512	1	2000		5	2	2	5	2	1	1	2	288.0	1	3	450	5	500	1		2	300	3	
3513	1	2000		3	1	2	1	2	4	1	3	668.0	1	3	350	5	0	1		2	500	3	
3514	2	200		13	2	4	4	2	4	1	2	320.0	1	2	100	6	0	1		0		3	
3515	1	1000		14	0	2	1	2	4	1	2	252.0	1	3	336	5	400	1		2	300	3	
3516	1	1000		15	0	2	1	1	1	1	4	866.0	1	2	311	5	1000	1		2	300	3	
3517	1	4000		0	0	2	1	2	4	2	7	756.0	1	2	776	5	1500	1		1	1000	3	
3518	1	1000		5	1	2	1	2	4	2	3	513.0	1	3	233	5	500	1		2	450	3	
3519	1	300		30	1	3	4	2	4	1	2	280.0	1	2	120	5	600	1		2	420	3	
3520	1	300		16	2	3	4	2	4	1	1	180.0	2			9	0	4	200.0	1	20	3	
3521	1	1000		38	0	2	4	2	4	2	6	1215.0	1	3	135	5	0	1		0		3	
3522	1	1000		40	0	1	4	2	4	1	4	405.0	1	3	196	6	0	1		1	100	3	
3523	1	2000		60	0	1	4	2	4	2	16	2160.0	1	3	450	5	0	1		4	1000	3	
3524	1	500		40	0	1	4	2	4	1	2	396.0	1	3	108	8	0	1		1	50	3	
3525	1	400		60	0	3	4	2	4	2	2	297.0	2			8	0	4	120.0	1	50	3	
3526	1	580		16	0	2	4	2	4	1	2	283.0	2			9	0	4	120.0	1	20	3	
3527	1	400		40	2	3	4	2	4	1	2	108.0	1	3	225	6	0	1		1	100	3	
3528	1	200		30	3	4	4	2	4	1	2	400.0	1	2	320	6	0	1		1	100	3	
3529	1	300		20	1	3	4	2	4	1	2	408.0	1	2	53	8	0	1		1	300	3	
3530	1	1000		3	0	1	1	1	1	1	3	405.0	1	3	230	9	0	1		2	500	3	
3531	1	200		10	0	3	4	2	4	1	2	420.0	2			9	0	4	30.0	0		3	
3532	1	500		40	0	3	4	2	4	1	2	526.0	1	3	129	9	0	1		2	200	3	
3533	1	150		15	1	2	4	2	4	1	2	216.0	2			8	0	4	120.0	1	150	3	
3534	1	200		30	1	4	4	2	4	1	2	520.0	2			6	0	4	120.0	0		3	
3535	1	500		20	0	3	4	2	4	1	4	864.0	1	2	150	6	0	1		1	100	3	
3536	1	500		25	0	2	4	2	4	1	3	300.0	2			6	0	4	50.0	2	100	3	
3537	1	400		3	0	2	4	2	4	1	1	540.0	2			6	0	4	40.0	1	150	3	
