a01	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06	b2_07	b2_08	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	sample_type
1288	3	1		2007	1	7	0.5	1	1	1	5	2	1		9999		3
1289	3	2	3														3
1289	4	1		2007	1	7	0.5	1	1	1	5	2	1		9999		3
1293	4	1		2003	1	7	1.0	1	1	1	9	2	1		9999		3
1296	3	1		2004	1	7	1.0	1	1	1	8	2	1		9999		3
1296	4	1		2007	1	2	5.0	1	1	5	4	2	5		9999		3
1298	3	1		2005	1	2	0.5	1	1	1	7	2	1		9999		3
1298	4	2	3														3
1299	3	1		2008	66	2	0.25	1	1	5	3	2	5		9999		3
1299	4	1		2004	1	7	0.5	1	1	1	8	2	1		9999		3
1300	3	1		2010	66	2	1.0	1	1	1	1	2	1		9999		3
1302	3	1		2010	66	5	1.0	1	1	1	1	2	1		9999		3
1304	3	1		2008	1	1	2.0	1	1	1	4	2	5		9999		3
1304	4	1		2009	1	1	2.0	1	1	5	3	2	5		9999		3
1305	5	1		2006	1	1	2.0	1	1	1	6	2	1		9999		3
1305	6	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
1306	3	1		2010	66	6	4.5	1	1	1	1	1	1		9999		3
1307	5	1		2008	66	2	1.0	1	1	5	3	2	5		9999		3
1307	9	1		2009	66	2	1.0	1	1	5	2	2	5		9999		3
1309	7	1		2006	1	1	2.0	1	1	5	6	2	1		9999		3
1314	3	1		2003	1	1	1.0	1	1	1	3	2	1		9999		3
1314	4	1		2010	66	2	0.25	1	1	1	1	2	1		9999		3
1315	3	1		2009	66	1	1.0	1	1	5	2	2	5		9999		3
1316	3	1		2011	66	2	0.5	2	1	1	66	9					3
1317	3	1		2011	1	2	0.5	1	1	5	66	2	1		9999		3
1321	3	2	3														3
1321	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
1322	3	1		2009	1	1	0.5	1	1	5	2	2	5		9999		3
1322	4	1		2011	66	1	0.5	2	1	1	66	9					3
1324	2	1		2005	1	5	0.5	2	2				1		2008	22	3
1324	3	1		2010	66	5	0.5	1	1	1	1	2	1		9999		3
1325	2	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
1326	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
1327	4	1		2001	1	9	2.0	1	1	1	10	2	1		9999		3
1327	5	1		2006	1	2	1.0	1	1	7	6	2	5		9999		3
1327	6	1		2010	66	1	0.5	1	1	5	1	2	5		9999		3
1328	4	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
1329	3	2	1														3
1330	2	1		2007	66	1	0.25	1	1	5	4	2	5		9999		3
1331	3	1		2008	66	1	0.5	1	1	5	4	2	5		9999		3
1332	2	1		2007	1	1	1.0	2	2				5		2008	9	3
1334	3	1		2004	66	11	1.0	1	1	1	7	2	1		9999		3
1334	4	1		2006	1	1	1.0	1	1	1	6	2	1		9999		3
1334	5	1		2009	66	5	0.5	1	1	1	2	2	1		9999		3
1334	6	1		2010	66	1	1.0	1	1	1	1	2	1		9999		3
1335	4	1		2004	1	1	0.5	1	1	7	7	2	7		9999		3
1336	3	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
1336	4	1		2011	1	1	0.5	2	1	1	1	9					3
1338	3	1		2008	1	2	0.0	1	1	5	4	2	5		9999		3
1339	3	1		2009	1	2	0.0	1	1	5	3	2	5		9999		3
1341	3	1		2003	66	2	2.0	1	1	1	8	1	1		9999		2
1341	4	2	3														2
1343	3	1		2005	1	1	1.0	1	2				1		2011	10	2
1343	4	1		2006	66	1	1.0	1	1	1	5	2	1		9999		2
1343	5	1		2006	66	1	1.0	1	1	1	5	2	1		9999		2
1343	6	1		2010	66	1	1.0	1	1	1	1	2	1		9999		2
1345	2	1		2010	66	5	0.1	1	1	1	1	2	1		9999		2
1346	3	2	1														2
1347	3	1		2004	66	8	3.0	1	2				1		2011	11	2
1347	4	1		2005	66	2	1.5	1	1	7	6	2	7		9999		2
1347	5	2	2														2
1348	7	2	3														2
1348	8	2	3														2
1349	3	1		2004	66	1	2.0	2	2				1		2008	6	2
1350	2	1		2002	66	1	2.0	2	2				1		2005	12	2
1350	3	1		2010	66	1	2.0	1	1	1	1	2	1		9999		2
1351	3	2	1														2
1354	2	1		2009	1	2	0.1	1	1	1	2	2	1		9999		2
1354	3	1		2009	1	2	0.1	1	1	1	2	2	1		9999		2
1354	4	2	3														2
1357	2	2	3														2
1357	3	1		2007	66	5	0.1	1	1	1	4	2	1		9999		2
1357	4	2	1														2
1358	2	1		2010	66	1	1.0	1	1	1	1	2	1		9999		2
1359	3	2	1														2
1363	3	1		2002	66	2	1.0	1	1	1	8	2	1		9999		2
1363	4	1		2006	66	7	1.0	1	1	1	4	1	1		9999		2
1364	3	2	1														2
1365	3	1		2008	66	1	1.0	1	1	5	3	2	5		9999		2
1365	4	2	2														2
1366	3	1		2001	66	2	10.0	1	1	1	10	1	1		9999		2
1366	4	1		2004	66	2	0.5	1	1	1	7	2	1		9999		2
1366	5	1		2005	66	2	0.5	1	1	1	6	2	1		9999		2
1366	6	1		2009	66	1	1.0	1	1	5	2	2	5		9999		2
1367	4	1		2008	66	1	1.0	1	1	5	3	2	5		9999		2
1367	7	1		2007	66	1	1.0	1	1	5	4	2	5		9999		2
1367	8	1		2008	66	1	1.0	1	1	1	3	2	1		9999		2
1367	10	1		2001	66	2	1.0	1	1	1	10	2	1		9999		2
1367	12	1		2002	66	2	1.0	1	1	1	9	2	1		2011	21	2
1368	3	1		2001	66	2	1.0	1	1	1	10	2	1		9999		2
1368	4	1		2002	66	2	1.0	1	1	1	9	2	1		9999		2
1370	3	1		2006	1	2	1.0	1	2				1		2011	21	2
1370	4	1		2007	1	1	1.0	1	1	5	4	2	5		9999		2
1371	2	1		2007	1	1	1.0	2	1	1	4	2	1		9999		2
1371	3	2	1														2
1375	3	1		2006	66	8	2.0	1	1	1	5	2	1		9999		2
1375	4	1		2010	66	8	2.0	1	1	1	1	2	1		9999		2
1376	3	1		2004	1	2	2.0	1	1	1	7	2	1		9999		2
1376	4	1		2007	1	5	0.1	1	1	1	4	2	1		9999		2
1377	3	2	1														2
1377	4	1		2011	1	1	0.5	2	1	1	1	1	1		9999		2
1377	5	2	1														2
1378	3	1		2007	66	1	1.5	1	1	5	1	2	5		9999		2
1379	2	1		2001	66	2	1.0	1	1	1	10	2	7		9999		2
1381	4	1		2007	66	2	1.0	1	1	5	4	2	5		9999		2
1382	3	1		2005	66	2	0.25	1	2				1		2011	10	2
1382	4	1		2010	66	2	0.25	1	1	1	1	2	1		9999		2
1382	5	2	1														2
1383	3	1		2009	66	1	1.0	1	1	5	2	2	5		9999		2
1384	4	1		2008	66	1	0.25	1	1	5	3	2	5		9999		2
1384	5	1		2010	66	1	0.25	2	1	1	1	9					2
1385	5	1		2000	66	9	10.0	1	1	1	11	2	1		9999		2
1386	3	1		2001	66	2	1.0	1	1	1	6	1	1		9999		2
1386	4	1		2005	66	2	1.0	1	1	1	6	2	1		9999		2
1387	3	1		2009	66	1	1.0	1	1	1	2	2	1		9999		2
1387	4	2	1														2
1388	3	1		2006	66	2	1.0	1	1	1	5	2	1		9999		2
1388	4	1		2009	66	6	0.25	1	1	1	2	2	1		9999		2
1390	3	1		2001	66	2	1.5	1	1	1	10	2	1		9999		2
1390	4	1		2007	66	2	0.5	1	1	1	4	2	1		9999		2
1390	5	2	1														2
1391	3	1		2007	66	1	1.0	1	1	1	4	2	1		9999		2
1391	4	1		2010	66	3	1.0	1	1	1	1	2	1		9999		2
1392	4	1		2009	66	1	1.0	2	1	1	2	2	1		9999		2
1393	7	1		2003	1	2	2.0	1	1	1	8	1	1		9999		2
1394	10	1		2002	1	2	1.0	1	1	1	8	1	1		9999		2
1395	3	1		2001	1	2	1.0	1	1	1	10	2	1		9999		2
1395	4	1		2003	1	2	1.0	1	1	1	8	2	1		9999		2
1396	2	1		2010	66	6	0.25	1	1	1	1	2	1		9999		2
1399	3	1		2009	66	6	0.25	1	1	1	2	2	1		9999		2
1401	2	1		2008	1	2	0.1	1	1	1	4	2	1		9999		2
1402	3	1		2005	66	2	3.0	1	1	1	6	2	1		9999		2
1402	4	1		2008	66	1	1.0	1	1	5	3	2	5		9999		2
1403	2	1		2008	1	1	2.0	1	1	5	3	2	5		9999		2
1403	3	2	1														2
1404	2	1		2010	66	2	2.0	1	1	1	1	2	1		9999		2
1405	4	1		2001	66	2	3.0	1	1	1	8	2	1		9999		2
1406	3	2	3														2
1406	4	1		2009	66	1	2.0	1	1	5	2	2	5		9999		2
1407	3	1		2009	1	2	1.5	1	1	1	3	2	1		9999		2
1408	3	1		2004	66	2	2.0	1	1	7	7	2	7		9999		2
1408	4	1		2005	66	1	2.0	1	1	1	5	1	1		9999		2
1408	5	1		2007	66	1	2.0	1	1	1	4	2	1		9999		2
1408	6	2	2														2
1408	7	1		2010	66	1	2.0	1	1	1	1	2	1		9999		2
1409	2	1		2007	1	2	2.0	1	1	5	4	2	5		9999		2
1409	3	1		2008	1	1	1.0	1	1	1	3	2	1		9999		2
1410	3	1		2008	1	1	1.0	1	1	5	3	2	5		9999		2
1414	6	1		2002	1	7	3.0	2	2				1		2005	3	2
1414	7	1		2003	1	7	3.0	2	2				1		2006	3	2
1418	3	1		2000	66	2	3.0	1	1	7	9	2	7		9999		2
1419	3	1		2003	66	2	3.0	1	1	1	7	2	1		9999		2
1421	3	1		2006	66	1	1.0	2	2				1		2009	9	2
1422	2	1		2007	66	1	2.0	1	1	5	4	1	5		9999		2
1422	3	1		2009	66	1	0.25	1	1	1	2	1	1		9999		2
1422	4	2	1														2
1425	4	1		2005	1	2	1.0	1	1	1	6	2	1		9999		2
1425	5	1		2007	1	2	1.0	1	1	1	4	2	1		9999		2
1425	6	1		2006	1	2	1.0	1	1	5	5	2	5		9999		2
1426	3	1		2002	66	2	2.0	1	1	7	9	2	7		9999		2
1426	4	1		2003	66	2	2.0	1	1	1	8	2	1		9999		2
1426	5	1		2010	66	1	0.25	1	1	1	1	2	1		9999		2
1426	6	1		2010	66	1	0.25	1	1	5	1	2	5		9999		2
1426	7	1		2010	66	1	0.25	1	1	1	1	2	1		9999		2
1427	8	1		2003	66	2	1.0	1	1	1	8	2	1		9999		2
1428	5	1		2004	66	1	0.1	1	1	1	6	2	1		9999		2
1428	6	1		2010	66	1	0.1	1	1	1	1	2	1		9999		2
1429	3	1		2010	1	1	0.1	1	1	5	2	2	5		9999		2
1430	3	1		2006	66	1	0.1	1	1	1	4	2	1		9999		2
1430	4	1		2007	66	1	0.1	1	1	5	3	2	5		9999		2
1432	3	1		2010	66	2	1.0	1	1	1	1	2	1		9999		2
1433	3	1		2007	66	1	0.25	1	1	5	4	2	5		9999		2
1434	2	1		2008	66	1	0.25	1	1	5	3	2	5		9999		2
1434	3	2	1														2
1437	4	1		2002	66	2	4.0	1	1	7	9	2	7		9999		2
1437	5	1		2007	66	2	4.0	1	1	1	5	2	1		9999		2
1437	6	1		2008	66	1	0.5	1	1	7	3	2	5		9999		2
1437	7	1		2010	66	7	3.0	1	1	1	1	2	1		9999		2
1438	2	1		2008	1	1	1.0	1	1	1	3	2	1		9999		2
1438	3	1		2010	66	8	1.0	1	1	1	1	2	1		9999		2
1439	6	1		2006	1	2	2.0	1	1	1	5	2	1		9999		2
1440	2	2	9														2
1440	3	1		2007	1	2	2.0	1	1	1	4	2	1		9999		2
1440	4	1		2009	1	2	2.0	1	1	1	2	2	1		9999		2
1441	2	1		2004	1	7	0.5	1	1	1	8	2	1		9999		3
1441	3	1		2007	1	7	0.5	1	1	1	4	2	1		9999		3
1441	4	1		2010	66	11	1.0	1	1	1	1	2	1		9999		3
1442	3	1		2007	1	7	0.1	1	1	1	5	2	1		9999		3
1442	4	1		2006	1	7	0.1	1	1	1	4	2	1		9999		3
1442	5	1		2010	1	7	0.1	1	1	1	2	2	1		9999		3
1443	2	1		2011	1	7	0.1	2	1	1	1	2	1		9999		3
1444	2	1		2003	1	7	0.1	1	1	1	7	2	1		9999		3
1445	3	1		2003	1	7	0.1	1	1	1	7	2	1		9999		3
1446	3	1		2001	1	7	0.1	2	1	1	9	1	1		9999		3
1446	4	1		2005	1	7	0.1	2	1	1	5	1	1		9999		3
1446	5	1		2008	1	7	0.1	2	1	1	4	1	1		9999		3
1447	4	1		2004	1	7	0.1	1	1	1	8	2	1		9999		3
1447	5	1		2005	1	2	2.0	1	1	1	6	1	1		9999		3
1448	3	1		2005	66	7	0.25	1	1	1	5	2	1		9999		3
1448	4	1		2009	66	7	0.25	1	1	1	2	2	1		9999		3
1449	3	1		2006	1	2	5.0	1	1	1	6	2	1		9999		3
1449	6	1		2001	1	9	1.5	1	1	1	11	2	1		9999		3
1450	3	1		2009	66	7	0.5	1	1	1	2	1	1		9999		3
1451	2	1		2008	66	2	0.5	1	1	1	3	2	1		9999		3
1452	2	1		2004	1	2	1.5	1	1	1	6	2	1		9999		3
1452	3	1		2010	1	2	0.5	1	1	1	2	2	1		9999		3
1453	4	2	1														3
1454	4	1		2002	1	2	2.0	1	1	1	10	2	5	7	9999		3
1455	3	1		2001	1	7	1.0	1	1	1	10	2	1		9999		3
1456	2	1		2004	1	7	1.0	1	1	1	8	2	1		9999		3
1456	3	1		2007	1	7	1.0	1	1	1	4	1	1		9999		3
1456	4	2	1														3
1457	2	1		2007	1	7	1.5	1	1	1	5	2	1		9999		3
1458	3	1		2011	77	10	1.0	2	1	1	77	2	1		9999		3
1459	2	1		2010	66	10	1.0	1	1	1	1	2	1		9999		3
1459	3	1		2011	66	10	1.0	2	1	1	66	2	1		9999		3
1462	3	1		2004	1	7	1.0	1	1	1	8	2	1		9999		3
1462	4	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
1462	5	1		2005	1	7	1.0	1	1	1	7	2	1		9999		3
1462	6	1		2009	1	1	1.0	1	1	1	3	2	5		9999		3
1463	5	1		2007	66	1	0.15	1	1	5	4	2	5		9999		3
1464	4	1		2003	1	1	0.25	2	2				5		2007	9	3
1467	5	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
1467	7	1		2003	1	2	0.5	2	2				1		2009	9	3
1468	3	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
1468	4	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
1470	3	1		2007	1	1	0.5	1	1	1	5	2	1		9999		3
1470	4	1		2008	1	1	0.5	1	1	5	4	2	5		9999		3
1472	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
1472	5	1		2010	1	1	0.5	1	1	1	2	2	1		9999		3
1473	3	1		2004	1	7	0.5	1	1	1	8	2	1		9999		3
1473	4	1		2005	1	2	0.5	1	1	1	7	2	1		9999		3
1474	2	1		2009	66	11	0.25	1	1	1	2	2	1		9999		3
1474	3	2	3														3
1475	3	1		2002	1	7	3.0	1	1	1	10	2	1		9999		3
1475	4	1		2002	1	2	1.0	1	1	7	10	2	5	7	9999		3
1476	3	1		2006	1	7	4.0	1	1	1	6	2	1		9999		3
1477	4	1		2006	1	2	0.1	1	1	1	6	2	5		9999		3
1477	5	1		2007	1	1	0.1	2	2				1		2009	12	3
1477	6	1		2009	1	1	0.1	1	1	1	2	1	5		9999		3
1478	2	1		2004	66	2	1.0	1	1	7	6	2	5		9999		3
1478	3	1		2009	1	1	1.0	1	1	1	3	2	5		9999		3
1480	4	2	2														3
1482	3	1		2002	1	2	0.5	1	1	1	10	2	1		9999		3
1482	4	1		2004	1	2	0.5	1	1	1	7	2	1		9999		3
1483	4	1		2008	66	11	0.25	1	1	1	3	2	1		9999		3
1484	2	2	8														3
1485	2	1		2001	1	7	1.5	1	1	7	10	2	7		9999		3
1486	3	1		2006	1	7	2.0	1	1	1	6	2	1		2011	9	3
1486	4	1		2010	1	1	0.25	1	1	5	2	2	5		9999		3
1488	5	1		2009	66	1	0.5	1	1	5	2	2	5		9999		3
1489	3	1		2008	1	10	0.5	1	1	1	4	2	1		9999		3
1490	4	1		2002	1	2	0.5	1	1	1	10	2	1		9999		3
1492	2	1		2005	66	2	1.0	1	1	1	5	2	1		9999		3
1492	3	1		2009	66	1	0.25	1	1	5	2	2	5		9999		3
1493	2	1		2009	66	11	1.5	1	1	1	2	2	1		9999		3
1494	2	1		2003	1	2	0.5	1	1	7	9	2	7		9999		3
1494	3	1		2009	1	1	0.5	1	1	1	3	2	1		9999		3
1495	4	1		2007	1	1	0.2	1	1	1	5	2	1		9999		3
1495	7	1		2008	1	1	0.2	1	1	1	4	2	1		9999		3
1496	2	1		2006	1	2	0.2	1	1	1	6	2	1		9999		3
1497	3	2	3														3
1497	4	1		2005	1	2	0.1	1	1	1	7	2	1		9999		3
1497	5	1		2009	1	1	0.1	1	1	1	2	2	1		9999		3
1498	3	1		2008	1	1	0.5	1	1	1	4	2	1		9999		3
1499	3	1		2008	1	1	0.5	1	2				1		2010	3	3
1501	3	1		2011	1	1	0.25	2	1	5	1	9					3
1502	3	1		2009	1	1	0.25	1	1	5	3	2	5		9999		3
1502	4	1		2010	1	1	0.25	1	1	1	2	2	1		9999		3
1503	3	1		2009	1	1	0.25	1	1	5	2	2	5		9999		3
1503	4	1		2010	1	1	0.25	1	1	5	1	2	5		9999		3
1504	2	2	1														3
1505	3	1		2011	1	1	0.125	2	1	5	1	9					3
1507	3	1		2011	1	1	0.0	2	1	1	66	9					3
1508	3	1		2008	1	2	1.0	1	2				1		2011	10	3
1509	3	1		2010	1	1	0.0	1	1	5	2	2	5		9999		3
1509	4	1		2011	1	1	0.0	2	1	1	1	9					3
1509	5	2	1														3
1510	3	2	3														3
1512	3	2	22														3
1514	5	1		2001	1	2	8.0	1	1	1	9	2	1		9999		3
1514	6	1		2008	66	1	0.5	1	1	1	3	2	5		9999		3
1514	7	1		2010	66	1	0.5	1	1	5	1	2	1		9999		3
1515	3	1		2006	66	3	0.5	1	2				1		2011	3	3
1515	4	2	1														3
1516	3	1		2008	66	1	0.25	1	1	5	1	1	1		9999		3
1518	3	1		2011	66	1	0.5	2	1	1	66	9					3
1521	4	1		2001	1	1	1.0	1	1	1	22	2	7		9999		3
1523	3	1		2009	66	1	1.0	1	1	5	2	2	1		9999		3
1524	3	1		2011	66	11	0.5	2	1	1	66	9					3
1525	4	1		2005	1	2	1.0	1	1	1	7	1	1		9999		3
1526	3	1		2005	1	7	1.0	1	1	1	7	2	1		9999		3
1528	3	1		2009	1	1	0.0	1	1	1	3	2	1		9999		3
1528	4	1		2011	1	2	0.0	2	1	1	1	9					3
1529	3	1		2001	1	2	1.0	1	1	1	10	2	1		9999		3
1529	4	1		2006	1	1	1.0	1	1	1	5	2	1		9999		3
1529	5	2	1														3
1530	3	2	1														3
1531	2	1		2010	1	1	1.0	1	1	5	2	2	5		9999		3
1531	3	1		2011	1	1	1.0	2	1	1	1	9					3
1531	4	2	1														3
1533	2	2	3														3
1539	2	1		2004	66	4	2.0	1	1	4	5	2	4		9999		3
1540	3	1		2003	66	1	1.0	1	1	1	7	2	5		9999		3
1540	4	1		2011	66	1	0.0	2	1	1	66	9					3
1541	3	1		2010	1	2	0.0	1	1	1	2	2	1		9999		3
1542	3	1		2006	1	5	0.0	1	1	1	5	2	1		9999		3
1544	3	1		2010	1	2	0.0	1	1	1	2	2	1		9999		3
1545	3	1		2005	1	2	0.0	2	2				1		2007	5	3
1545	4	1		2009	1	2	0.0	1	1	5	3	2	5		9999		3
1546	3	2	3														3
1546	4	1		2011	66	2	0.0	2	1	1	66	9					3
1547	3	1		2011	66	2	0.0	2	1	1	66	1	1		9999		3
1548	5	1		2005	66	5	1.0	1	1	1	5	2	1		9999		3
1550	3	1		2008	66	2	0.5	1	1	5	2	2	5		9999		3
1551	3	1		1999	66	2	2.0	1	1	1	10	1	1		9999		3
1551	4	1		2001	66	2	2.0	1	1	1	9	2	1		9999		3
1551	5	1		2007	66	1	0.0	1	1	5	3	2	5		9999		3
1552	3	1		2003	66	2	3.0	1	1	1	7	2	1		9999		3
1552	4	1		2009	66	2	0.5	1	1	5	1	2	5		9999		3
1553	3	1		2008	66	5	0.1	1	1	1	3	2	1		9999		3
1553	4	1		2010	66	2	0.5	1	1	5	1	2	5		9999		3
1554	3	1		2010	1	5	0.5	1	1	1	2	2	1		9999		3
1554	4	1		2011	1	5	0.5	1	1	1	1	9					3
1555	3	1		2009	1	2	0.125	1	1	5	2	2	1		9999		3
1555	4	1		2009	1	2	0.125	1	1	5	2	2	1		9999		3
1556	4	1		2007	1	1	0.5	1	1	5	5	2	5		9999		3
1556	5	1		2010	66	1	0.5	1	1	5	1	2	1		9999		3
1558	3	1		2007	1	5	0.5	1	1	1	5	2	1		9999		3
1558	4	1		2011	66	2	0.5	2	1	1	66	9					3
1559	3	1		2005	1	2	0.25	1	1	5	4	2	5		9999		3
1559	4	1		2011	1	2	0.25	2	1	5	1	9					3
1560	2	1		2009	1	7	2.0	1	1	1	3	2	1		9999		3
1560	3	1		2010	66	2	0.125	1	1	1	1	2	1		9999		3
1561	5	1		2006	66	3	1.0	1	1	1	3	2	5		9999		3
1561	6	1		2008	66	1	0.5	1	1	5	2	2	1		9999		3
1562	3	1		2007	66	1	1.0	1	1	5	3	2	5		9999		3
1562	4	2	3														3
1565	2	1		2004	66	2	2.0	1	1	1	6	2	5		9999		3
1565	3	1		2006	66	2	0.5	1	1	1	77	2	1		9999		3
1566	3	1		2006	66	3	1.0	1	1	5	4	2	5		9999		3
1566	4	2	3														3
1566	5	2	3														3
1568	3	1		2008	1	1	0.5	1	1	5	5	2	1		9999		3
1571	2	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
1572	3	1		2009	1	2	0.5	1	1	5	3	2	5		9999		3
1572	4	2	1														3
1575	3	1		2011	1	2	0.0	2	1	5	1	9					3
1576	3	1		2001	1	2	0.0	1	1	5	10	2	5		9999		3
1576	4	1		2007	1	2	1.0	1	1	5	4	2	5		9999		3
1577	3	1		2001	1	2	0.0	2	2				1		2006	6	3
1577	4	1		2007	1	2	0.0	1	1	5	4	2	5		9999		3
1578	3	1		1998	1	2	1.5	1	1	1	10	1	1		9999		3
1579	2	1		2002	1	2	2.0	1	1	5	9	2	5		9999		3
1579	3	1		2008	1	2	0.0	1	1	5	3	2	5		9999		3
1580	3	1		2011	66	11	0.0	2	1	1	66	9					3
1582	3	1		2007	1	2	1.5	1	1	1	2	1	1		9999		3
1582	4	1		2008	1	1	1.0	1	1	5	2	2	1		9999		3
1582	5	2	1														3
1583	3	1		2006	1	1	1.5	1	1	5	5	2	5		9999		3
1583	4	1		2009	1	2	1.0	1	1	5	2	2	5		9999		3
1583	5	2	1														3
1584	3	1		2006	1	1	1.5	1	1	5	5	2	5		9999		3
1584	4	1		2010	1	1	1.5	1	1	1	1	2	1		9999		3
1585	3	1		2006	1	1	1.5	1	1	5	5	2	5		9999		3
1585	4	2	1														3
1586	4	1		2002	1	1	1.5	2	2				5		2009	9	3
1586	5	1		2009	1	1	1.0	1	1	5	2	2	5		9999		3
1586	6	1		2009	1	2	1.0	1	1	5	1	1	1		9999		3
1586	7	2	1														3
1587	3	1		2005	66	1	1.5	1	1	5	5	2	5		9999		3
1587	4	1		2007	66	2	1.0	1	1	5	2	1	5		9999		3
1587	5	1		2008	66	2	1.0	1	1	5	2	2	5		9999		3
1588	3	1		2006	1	5	0.5	1	1	1	5	2	1		9999		3
1588	4	1		2010	1	1	1.5	1	1	1	1	2	1		9999		3
1590	3	1		2011	66	2	0.0	2	1	1	66	9					3
1591	3	1		2006	1	2	1.0	1	1	1	5	2	1		9999		3
1591	4	1		2007	1	2	1.0	1	1	5	4	2	5		9999		3
1605	3	1		2002	1	2	1.0	1	1	5	9	2	5		9999		3
1605	4	1		2006	1	1	1.0	1	1	5	5	2	5		9999		3
1606	3	1		2001	1	2	0.5	1	1	1	9	2	1		9999		3
1609	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
1609	4	1		2010	66	1	1.5	1	1	1	1	2	1		9999		3
1610	3	1		2002	1	2	1.0	1	1	1	10	2	1		9999		3
1610	4	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
1610	5	1		2011	1	1	1.0	2	1	1	1	9					3
1611	2	1		2007	1	1	1.0	1	1	5	5	2	5		9999		3
1611	3	1		2010	1	1	1.0	1	1	1	2	2	1		9999		3
1614	4	1		2007	1	1	1.0	1	1	1	5	2	1		9999		3
1615	3	1		2000	1	2	1.0	1	1	1	10	2	1		9999		3
1618	3	1		2010	1	1	1.5	1	1	2	1	2	1		9999		3
1622	3	1		2005	1	1	0.3	1	1	1	6	2	1		9999		3
1622	4	1		2008	1	1	0.3	1	1	5	3	2	1		9999		3
1624	2	1		2004	1	2	1.0	1	1	1	6	2	5		9999		3
1624	3	1		2005	1	1	0.25	1	1	5	4	2	5		9999		3
1625	5	1		2008	1	1	0.2	1	1	1	3	2	5		9999		3
1625	6	1		2010	1	1	0.2	1	1	1	1	1	1		9999		3
1627	2	1		2010	1	1	0.2	1	1	1	2	2	1		9999		3
1628	3	1		2011	1	1	0.25	2	1	5	1	2	1		9999		3
1631	2	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
1631	3	1		2006	1	2	1.0	1	1	1	6	2	1		9999		3
1631	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
1635	3	1		2010	66	1	1.0	1	1	5	2	2	5		9999		3
1636	3	1		2003	1	2	1.5	1	2				1		2011	3	3
1636	4	1		2010	1	1	1.5	1	1	5	2	2	5		9999		3
1641	3	1		2011	1	1	0.5	2	1	5	1	9					3
1642	3	1		2008	1	1	0.3	1	1	1	2	2	1		9999		3
1643	3	1		2007	1	1	1.0	1	1	5	4	2	1		9999		3
1644	3	1		2001	1	1	2.0	2	2				1		2005	9	3
1644	4	1		2010	66	3	0.0	1	1	1	1	2	1		9999		3
1648	4	1		2004	1	11	2.0	1	1	1	6	2	1		9999		3
1649	6	1		2005	1	2	2.0	1	1	1	7	2	1		9999		3
1650	3	1		2008	1	1	1.5	1	1	5	4	2	5		9999		3
1651	3	2	9														3
1651	4	1		2009	1	1	0.5	1	1	5	3	2	5		9999		3
1652	5	1		2007	1	1	0.5	1	1	1	3	2	1		9999		3
1653	3	1		2008	66	2	1.0	1	1	1	1	2	1		9999		3
1654	3	1		2005	1	2	1.0	1	1	1	7	2	1		9999		3
1654	4	1		2008	1	1	1.0	1	1	5	4	2	1		9999		3
1657	3	2	1														3
1658	3	1		2011	77	10	1.0	2	1	1	77	9					3
1659	2	1		2009	1	1	2.0	1	1	1	3	2	1		9999		3
1660	2	1		2000	1	2	1.0	2	2				1		2010	9	3
1660	3	1		2006	1	1	0.5	1	1	1	77	2	1		9999		3
1660	4	1		2010	1	1	0.5	1	1	5	2	2	5		9999		3
1660	5	1		2011	1	1	0.5	2	1	1	1	9					3
1664	2	1		2003	1	2	1.0	1	1	1	9	2	1		9999		3
1668	5	2	1														3
1669	5	1		2009	1	1	0.2	1	1	1	2	2	1		9999		3
1670	2	1		2003	1	2	0.5	1	1	1	7	2	1		9999		3
1671	3	1		2006	1	1	0.4	1	1	1	5	2	1		9999		3
1672	3	1		2005	1	2	2.0	1	1	1	6	2	1		9999		3
1673	4	1		1999	66	2	2.0	2	2				1		2010	21	3
1674	3	1		2006	1	1	1.0	1	1	5	5	2	5		9999		3
1677	3	1		2006	1	2	1.5	1	1	1	6	2	1		9999		3
1677	4	1		2009	66	1	1.0	1	1	1	2	2	1		9999		3
1681	2	1		2009	66	1	1.0	1	1	5	1	1	5		9999		2
1683	3	1		2003	1	2	1.0	1	1	1	9	2	5		9999		2
1683	4	1		2007	1	2	1.0	1	1	1	5	1	5		9999		2
1684	3	1		1999	1	1	2.0	1	1	1	11	2	1		9999		2
1684	4	1		2000	1	1	2.0	1	1	1	11	2	1		9999		2
