a01	v1_01	pid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_12	v1_13	v1_14	sample_type
2585	1	81	7	3	10	25	1	14	13	1	55		1	2	1	3
2586	2															3
2587	2															3
2588	2															3
2589	2															3
2590	2															3
2591	2															3
2592	2															3
2593	2															3
2594	2															3
2595	2															3
2596	2															3
2597	2															3
2598	1	81	3	7	2	32	1	10	13	1	5		1	8	2	3
2599	2															3
2600	2															3
2601	2															3
2602	2															3
2603	2															3
2604	2															3
2605	1	81	3	7	7	20	1	9	13	1	1		1	5	1	3
2606	2															3
2607	1	81	2	4	2	40	1	7	13	2		41	1	5	1	3
2608	2															3
2609	2															3
2610	2															3
2611	2															3
2612	2															3
2613	2															3
2614	2															3
2615	2															3
2616	2															3
2617	2															3
2618	2															3
2619	2															3
2620	2															3
2621	2															3
2622	2															3
2623	2															3
2624	2															3
2625	1	81	3	3	6	23	1	9	13	1	1		1	4	2	3
2626	2															3
2627	2															3
2628	2															3
2629	2															3
2630	2															3
2631	2															3
2632	2															3
2633	2															3
2634	2															3
2635	2															3
2636	2															3
2637	2															3
2638	2															3
2639	2															3
2640	2															3
2641	2															3
2642	2															3
2643	2															3
2644	2															3
2645	2															3
2646	2															3
2647	2															3
2648	2															3
2649	2															3
2650	1	81	2	3	0	30	1	4	8	2		20	1	4	1	3
2651	2															3
2652	2															3
2653	1	81	3	0	4	18	1	5	7	1	24		1	3	1	3
2653	1	82	3	2	0	25	1	3	8	2		38	1	5	1	3
2654	1	81	3	0	3	25	1	3	8	2		24	1	5	2	3
2655	1	81	3	0	6	20	1	5	22	1	1		8	1	2	3
2656	1	81	3	0	1	22	1	5	86	2		24	1	3	2	3
2657	2															3
2658	1	81	3	3	6	28	1	2	21	1	1		1	1	1	3
2658	1	82	3	2	2	18	1	2	21	1	1		1	1	1	3
2658	1	83	3	1	6	24	1	0	21	1	1		1	1	1	3
2659	2															3
2660	1	81	3	1	6	17	1	8	13	1	1		1	1	1	3
2661	1	81	3	1	0	20	2	12	8	1	27		2	2	2	3
2662	2															3
2663	1	81	2	4	0	55	1	5	11	2		38	1	3	1	3
2663	1	82	3	0	1	20	2	10	82	1	27		3	2	2	3
2664	2															3
2665	2															3
2666	1	81	2	3	10	52	1	16	13	2		20	1	4	1	3
2667	1	81	7	2	10	25	1	9	13	2		29	1	9	1	3
2668	2															3
2669	1	81	3	1	0	18	1	10	7	2		24	1	3	1	3
2670	2															3
2671	1	81	3	2	2	23	1	5	13	2		38	1	4	1	3
2672	1	81	3	0	6	20	1	1	86	1	1		8	1	2	3
2673	1	81	3	1	2	30	1	9	44	1	27		1	1	1	3
2673	1	82	3	1	0	15	1	4	86	1	1		8	1	2	3
2674	1	81	3	4	7	24	2	9	8	1	27		3	3	2	3
2674	1	82	3	0	7	25	1	9	37	2		24	1	4	1	3
2675	1	81	7	4	0	24	1	12	81	1	1		2	3	2	3
2676	1	81	2	3	2	40	1	1	72	2		20	1	2	1	3
2676	1	82	3	1	4	19	2	8	82	1	27		3	3	2	3
2677	2															3
2678	1	81	2	0	2	29	1	3	86	2		38	1	4	2	3
2679	1	81	3	0	9	15	2	8	8	1	27		3	3	2	3
2680	2															3
2681	1	81	3	0	6	20	1	8	35	2		24	1	5	2	3
2682	2															3
2683	2															3
2684	2															3
2685	1	81	2	1	6	45	1	5	37	2		29	1	5	1	3
2686	2															3
2687	2															3
2688	2															3
2689	2															3
2690	2															3
2691	2															3
2692	2															3
2693	2															3
2694	2															3
2695	1	81	3	4	10	32	1	8	8	2		30	1	5	1	3
2696	2															3
2697	1	81	2	4	10	30	1	3	13	2		29	1	4	1	3
2698	1	81	3	4	8	18	1	5	13	1	2		1	1	1	3
2699	2															3
2700	2															3
2701	1	81	2	3	0	45	1	10	8	1	18		1	1	1	3
2702	2															3
2703	2															3
2704	2															3
2705	1	81	2	0	4	65	1	99	72	1	18		1	1	1	3
2705	1	82	3	0	4	35	1	99	72	1	18		1	1	1	3
2705	1	83	3	4	2	20	2	2	82	1	27		3	3	2	3
2706	2															3
2707	1	81	2	0	4	50	1	3	72	1	26		1	1	1	3
2707	1	82	4	0	4	35	1	10	72	1	18		1	1	1	3
2708	2															3
2709	2															3
2710	2															3
2711	2															3
2712	1	81	3	4	2	22	1	8	12	1	5		1	1	1	3
2713	1	81	2	0	2	40	1	4	11	1	18		8	1	1	3
2713	1	82	3	1	1	20	1	5	9	1	26		8	1	1	3
2714	1	81	2	0	3	44	1	1	11	1	24		8	1	1	3
2715	2															3
2716	2															3
2717	2															3
2718	2															3
2719	1	81	2	0	4	32	1	4	11	1	18		8	1	1	3
2720	1	81	2	0	4	40	1	5	13	1	18		1	1	1	3
2721	2															3
2722	2															3
2723	2															3
2724	2															3
2725	2															3
2726	2															3
2727	2															3
2728	2															3
2729	2															3
2730	2															3
2731	2															3
2732	2															3
2733	2															3
2734	1	81	3	2	2	15	1	1	13	1	1		1	1	1	3
2734	1	82	3	1	6	12	1	1	13	1	1		1	1	1	3
2735	2															3
2736	2															3
2737	2															3
2738	2															3
2739	2															3
2740	1	81	3	2	2	20	1	9	21	1	1		1	1	1	3
2741	2															3
2742	2															3
2743	2															3
2744	2															3
2745	2															3
2746	2															3
2747	2															3
2748	2															3
2749	2															3
2750	2															3
2751	2															3
2752	2															3
2753	2															3
2754	2															3
2755	2															3
2756	2															3
2757	2															3
2758	2															3
2759	2															3
2760	2															3
2761	1	81	3	2	6	18	2	9	82	1	9		3	2	2	2
2762	1	81	3	0	6	14	1	4	21	1	1		1	2	1	2
2762	1	82	3	0	3	16	2	5	21	1	1		1	2	2	2
2763	1	81	3	2	0	18	1	2	8	1	55		1	2	1	2
2764	2															2
2765	1	81	3	0	5	21	1	12	81	1	9		2	1	2	2
2766	2															2
2767	1	81	3	1	2	18	2	5	82	1	59		3	2	2	2
2768	1	81	3	2	6	21	1	12	81	1	1		2	3	2	2
2768	1	82	3	2	0	17	1	76	81	1	9		2	3	2	2
2768	1	83	3	2	1	19	2	9	82	1	63		3	3	2	2
2769	2															2
2770	1	81	2	1	0	50	1	10	37	2		27	1	3	1	2
2771	2															2
2772	1	81	3	1	5	22	1	12	81	1	1		2	2	2	2
2772	1	82	3	2	4	26	1	12	14	1	18		1	2	2	2
2772	1	83	3	2	2	24	2	10	82	1	1		3	2	2	2
2773	2															2
2774	2															2
2775	1	81	3	0	8	17	2	10	82	1	9		3	3	2	2
2776	1	81	3	4	5	19	1	5	8	1	2		1	2	1	2
2777	2															2
2778	2															2
2779	2															2
2780	2															2
2781	2															2
2782	1	81	3	2	1	22	1	12	81	1	1		2	2	2	2
2782	1	82	3	1	1	19	1	8	10	1	1		1	2	1	2
2783	2															2
2784	1	81	3	2	2	15	1	5	10	1	1		1	2	2	2
2785	2															2
2786	1	81	2	3	3	50	1	4	7	2		20	1	1	1	2
2787	1	81	3	0	4	23	1	10	50	2		9	1	7	1	2
2787	1	82	3	0	3	16	1	4	8	1	1		1	2	2	2
2788	2															2
2789	2															2
2790	2															2
2791	2															2
2792	2															2
2793	1	81	3	0	2	19	1	2	24	1	59		1	1	2	2
2794	1	81	3	2	3	20	2	5	82	1	9		3	2	2	2
2795	2															2
2796	2															2
2797	1	81	3	3	0	30	1	12	13	1	1		1	1	1	2
2798	1	81	3	3	1	19	1	6	24	1	1		1	2	1	2
2799	2															2
2800	2															2
2801	2															2
2802	2															2
2803	1	81	3	1	11	20	2	10	81	1	1		2	2	2	2
2804	2															2
2805	1	81	3	0	9	15	2	5	13	1	2		1	3	2	2
2806	1	81	2	0	6	35	1	9	7	2		30	1	1	1	2
2807	2															2
2808	2															2
2809	1	81	2	1	0	23	1	5	72	1	1		8	1	1	2
2810	2															2
2811	1	81	2	0	3	40	1	99	8	1	1		1	1	2	2
2812	1	81	3	1	0	20	1	8	7	2		30	1	5	2	2
2812	1	82	3	0	3	16	2	6	82	1	9		3	4	2	2
2813	2															2
2814	1	81	2	3	2	32	1	99	11	1	1		1	1	1	2
2815	2															2
2816	2															2
2817	2															2
2818	2															2
2819	1	81	3	1	1	20	1	5	35	1	1		1	2	1	2
2819	1	82	3	1	5	18	2	5	82	1	9		3	3	2	2
2820	2															2
2821	2															2
2822	2															2
2823	2															2
2824	2															2
2825	2															2
2826	2															2
2827	2															2
2828	1	81	3	1	2	28	1	16	13	1	1		1	1	2	2
2829	2															2
2830	2															2
2831	1	81	3	1	1	25	1	9	13	2		10	1	1	2	2
2831	1	82	3	2	1	23	1	8	13	2		38	1	7	2	2
2832	2															2
2833	2															2
2834	2															2
2835	2															2
2836	2															2
2837	2															2
2838	2															2
2839	2															2
2840	2															2
2841	2															2
2842	2															2
2843	1	81	2	3	2	40	1	4	13	1	1		1	1	1	2
2844	2															2
2845	2															2
2846	1	81	11	4	11	33	1	14	51	2		29	1	7	1	2
2847	1	81	2	1	5	50	1	2	65	1	32		1	1	1	2
2848	2															2
2849	2															2
2850	2															2
2851	2															2
2852	2															2
2853	2															2
2854	2															2
2855	2															2
2856	2															2
2857	2															2
2858	2															2
2859	2															2
2860	2															2
2861	2															3
2862	1	81	3	2	3	30	1	14	72	1	1		1	3	1	3
2863	2															3
2864	2															3
2865	2															3
2866	1	81	3	15	4	47	1	4	36	1	1		1	1	1	3
2867	2															3
2868	2															3
2869	1	81	3	7	11	30	1	9	13	1	1		1	1	1	3
2869	1	82	3	3	8	20	1	8	13	1	1		1	1	1	3
2870	2															3
2871	1	81	3	1	4	17	1	4	11	1	1		1	3	1	3
2872	2															3
2873	1	81	3	5	4	22	1	4	36	1	1		1	1	1	3
2874	1	81	2	5	6	65	1	3	13	1	1		1	1	1	3
2875	1	81	2	15	4	39	1	3	36	1	1		1	1	1	3
2876	2															3
2877	2															3
2878	2															3
2879	2															3
2880	2															3
2881	1	81	7	0	9	28	1	5	1	2		20	1	4	2	3
2882	2															3
2883	2															3
2884	2															3
2885	2															3
2886	1	81	2	11	1	39	1	7	11	1	22		1	1	1	3
2887	1	81	2	11	3	45	1	99	23	1	1		1	1	1	3
2888	2															3
2889	2															3
2890	2															3
2891	2															3
2892	1	81	2	1	3	30	2	4	15	2		41	1	5	1	3
2893	2															3
2894	1	81	2	3	4	27	1	3	11	1	1		1	3	1	3
2895	2															3
2896	2															3
2897	1	81	3	0	6	24	1	99	35	1	1		1	1	1	3
2898	2															3
2899	2															3
2900	2															3
2901	2															3
2902	2															3
2903	2															3
2904	2															3
2905	2															3
2906	2															3
2907	2															3
2908	2															3
2909	2															3
2910	2															3
2911	1	81	2	4	3	50	1	8	13	2		29	1	7	1	3
2912	2															3
2913	2															3
2914	2															3
2915	2															3
2916	2															3
2917	2															3
2918	2															3
2919	2															3
2920	2															3
2921	2															3
2922	2															3
2923	2															3
2924	2															3
2925	2															3
2926	2															3
2927	1	81	3	4	5	30	1	7	13	2		29	1	4	1	3
2928	2															3
2929	2															3
2930	2															3
2931	1	81	1	4	3	28	1	5	37	1	3		1	3	1	3
2932	2															3
2933	2															3
2934	2															3
2935	1	81	3	7	4	22	1	3	11	1	1		1	3	1	3
2936	2															3
2937	2															3
2938	2															3
2939	1	81	3	6	3	25	1	8	35	2		20	1	3	1	3
2940	2															3
2941	2															2
2942	2															2
2943	2															2
2944	1	81	2	5	4	25	1	99	50	1	1		8	1	1	2
2945	2															2
2946	2															2
2947	2															2
2948	2															2
2949	2															2
2950	2															2
2951	1	81	3	1	10	28	1	5	21	2		38	1	7	2	2
2952	2															2
2953	2															2
2954	2															2
2955	2															2
2956	2															2
2957	2															2
2958	2															2
2959	2															2
2960	2															2
2961	2															3
2962	2															3
2963	2															3
2964	2															3
2965	2															3
2966	2															3
2967	1	81	3	3	0	13	1	7	72	1	55		2	2	2	3
2967	1	82	3	3	0	25	2	10	72	1	55		3	2	2	3
2968	2															3
2969	2															3
2970	2															3
2971	2															3
2972	1	81	3	3	10	32	1	10	12	2		16	1	1	1	3
2972	1	82	3	1	1	18	1	12	72	1	55		2	1	2	3
2973	2															3
2974	2															3
2975	2															3
2976	2															3
2977	2															3
2978	2															3
2979	1	81	7	5	3	26	1	6	13	2		38	1	3	1	3
2980	2															3
2981	2															3
2982	2															3
2983	2															3
2984	2															3
2985	2															3
2986	2															3
2987	2															3
2988	2															3
2989	2															3
2990	2															3
2991	2															3
2992	2															3
2993	2															3
2994	2															3
2995	2															3
2996	2															3
2997	2															3
2998	2															3
2999	2															3
3000	2															3
3001	2															3
3002	1	81	3	5	8	30	1	5	50	2		29	1	2	1	3
3003	2															3
3004	2															3
3005	2															3
3006	2															3
3007	2															3
3008	2															3
3009	2															3
3010	2															3
3011	2															3
3012	1	81	3	5	6	25	1	5	13	2		29	1	3	1	3
3013	2															3
3014	2															3
3015	2															3
3016	2															3
3017	2															3
3018	2															3
3019	2															3
3020	2															3
3021	2															3
3022	2															3
3023	2															3
3024	2															3
3025	2															3
3026	1	81	2	3	5	41	1	0	37	2		38	1	8	1	3
3027	2															3
3028	1	81	3	5	4	30	1	5	13	2		38	1	8	1	3
3029	2															3
3030	2															3
3031	2															3
3032	2															3
3033	2															3
3034	2															3
3035	2															3
3036	2															3
3037	2															3
3038	1	81	3	2	9	25	2	3	72	1	57		3	2	2	3
3039	2															3
3040	2															3
3041	2															3
3042	2															3
3043	2															3
3044	2															3
3045	2															3
3046	2															3
3047	2															3
3048	2															3
3049	2															3
3050	2															3
3051	2															3
3052	2															3
3053	2															3
3054	2															3
3055	2															3
3056	2															3
3057	1	81	3	2	2	19	1	10	72	2		2	1	10	2	3
3058	1	81	3	3	8	32	1	7	32	2		38	1	3	2	3
3059	2															3
3060	2															3
3061	2															3
3062	2															3
3063	2															3
3064	2															3
3065	2															3
3066	2															3
3067	2															3
3068	1	81	3	3	3	21	1	5	13	2		2	1	8	2	3
3069	2															3
3070	1	81	7	4	2	35	1	7	13	2		39	1	3	1	3
3071	2															3
3072	1	81	3	4	2	30	1	5	13	2		2	1	5	1	3
3072	1	82	3	0	7	18	1	4	13	2		2	1	5	1	3
3073	2															3
3074	2															3
3075	1	81	7	4	3	35	1	99	13	2		2	1	3	1	3
3076	2															3
3077	1	81	7	1	2	27	1	8	13	2		2	1	3	1	3
3078	1	81	3	3	1	26	1	10	13	2		38	1	8	1	3
3078	1	82	3	1	3	28	1	12	13	2		38	1	3	1	3
3079	1	81	1	3	3	32	1	4	13	1	1		1	1	1	3
3080	2															3
3081	2															3
3082	2															3
3083	1	81	3	3	0	20	2	2	82	1	57		3	2	2	3
3083	1	82	3	3	0	8	2	2	81	1	57		2	2	2	3
3084	1	81	4	5	2	35	2	5	72	1	25		8	1	2	3
3085	2															3
3086	2															3
3087	2															3
3088	2															3
3089	2															3
3090	2															3
3091	2															3
3092	2															3
3093	2															3
3094	2															3
3095	1	81	2	4	3	37	1	1	13	2		38	1	3	1	3
3096	2															3
3097	2															3
3098	2															3
3099	2															3
3100	2															3
3101	2															3
3102	2															3
3103	1	81	3	2	2	22	1	12	72	1	57		2	1	1	3
3103	1	82	3	2	1	16	1	9	50	1	57		8	1	1	3
3103	1	83	3	1	8	14	1	6	50	1	57		8	1	1	3
3104	1	81	3	3	3	19	2	5	72	1	18		3	4	2	3
3104	1	82	3	2	6	21	2	6	72	1	18		3	4	2	3
3104	1	83	3	3	1	16	1	5	13	1	18		1	4	1	3
3105	2															3
3106	2															3
3107	2															3
3108	2															3
3109	2															3
3110	1	81	3	2	2	26	1	8	37	1	18		1	1	1	3
3110	1	82	3	2	4	19	1	8	37	1	55		1	1	1	3
3111	2															3
