a01	plotid	g01	g02	g03	g04	g05	g06	g07	g08a	g08b	g08c	g09a	g09b	g09c	g10	g11	g12	g13a	g13b	g13c	g14	g15a	g15b	g15c	g16a	g16b	g16c	g17a	g17b	g17c	g18a	g18b	g18c	g19a	g19b	g19c	flag	sample_type
5321	6	2	6.0	500.0	1.0	4	2		1			4			100000	3	1993	1			1	1			1			1			1			1				3
5321	7	2	5.0	400.0	2.0	4	2		1			4			90000	3	1993	1			1	1			1			1			1			1				3
5321	8	2	4.0	500.0	1.0	4	2		1			4			70000	3	1993	1			1	1			1			1			1			1				3
5321	9	2	3.0	200.0	0.0	4	2		1			4			60000	3	1993	1			1	1			1			1			1			1				3
5321	10	2	30.0	500.0	2.0	4	3	240.0	1			4			500000	6	2009	1			1	1			1			1			1			1				3
5322	1	1	6.0	0.0	0.0	5			1			1			100000	3	1988	1	2		4																	3
5323	1	1	9.0	0.0	0.0	5			1			1			120000	1	2004	1			4																	3
5324	1	1	2.0	0.0	0.0	3			1			1			70000	3	1999	1			4																	3
5325	1	1	9.0	0.0	0.0	4			1			1			180000	3	1990	1	2		4																	3
5325	2	2	12.0	750.0	1.0	4	2		1			1			150000	3	1990	1			1	1			1			1			1			1				3
5325	3	2	5.0	600.0	2.0	4	2		1			1			50000	3	1990	1			1	1			1			1			1			1				3
5325	4	2	5.0	1000.0	2.0	4	2		1			1			40000	3	1990	1			1	1			1			1			1			1				3
5325	5	2	4.0	500.0	2.0	4	2		1			1			30000	3	1990	1			1	1			1			1			1			1				3
5325	6	2	3.0	450.0	1.0	4	2		1			1			30000	3	1990	1			1	1			1			1			1			1				3
5325	7	2	22.0	700.0	2.0	4	5		72			72			250000	6	2007	1			1	1			1			1			1			1				3
5325	8	2	15.0	600.0	1.0	4	4		72			72			170000	6	2008	1			1	1			1			1			1			1				3
5325	9	2	10.0	500.0	2.0	4	4		72			72			120000	6	2008	1			1	1			1			1			1			1				3
5325	10	2	8.0	650.0	1.0	4	4		72			72			90000	6	2008	1			1	1			1			1			1			1				3
5326	1	1	3.0	0.0	0.0	5			1			1			60000	3	1990	1			4																	3
5326	2	2	18.0	400.0	1.0	5	4		72			72			180000	6	2009	1	2		1	1	72		1			1			1			1				3
5326	3	2	15.0	400.0	1.0	5	4		72			72			135000	6	2009	1	2		1	1	72		1			1			1			1				3
5326	4	2	12.0	350.0	2.0	5	4		72			72			120000	6	2007	1			1	1	72		1			1			1			1				3
5326	5	2	11.0	350.0	2.0	5	4		72			72			99000	6	2008	1			1	72			1			1			1			1				3
5326	6	2	11.0	350.0	1.0	5	5		72			72			100000	6	2011	72			1	72			72			72			72			72				3
5326	7	2	10.0	100.0	0.0	4	4		72			72			150000	6	2010	1			1	1	72		1			1			1			1				3
5326	8	2	7.0	500.0	1.0	4	4		72			72			70000	6	2010	1			1	1			1			1			1			1				3
5326	9	2	6.0	500.0	1.0	4	5		72			72			60000	6	2011	72			1	72			72			72			72			72				3
5326	10	2	5.0	400.0	1.0	4	5		72			72			50000	6	2011	72			1	72			72			72			72			72				3
5327	1	1	5.0	0.0	0.0	5			1			1			100000	3	1988	1			4																	3
5327	2	2	10.0	500.0	1.0	4	2		1			1			80000	3	1988	1			1	1	72		1			1			1			1				3
5327	3	2	35.0	500.0	1.0	4	4		72			72			315000	6	2010	1			1	1	72		1			1			1			1				3
5327	4	2	13.0	500.0	1.0	4	4		72			72			117000	6	2009	1			1	1	72		1			1			1			1				3
5327	5	2	12.0	500.0	1.0	4	4		72			72			108000	6	2009	1			1	1	72		1			1			1			1				3
5328	1	1	10.0	0.0	0.0	4			1			72			200000	3	1980	1			4																	3
5328	2	2	15.0	200.0	1.0	4	4		1			72			300000	6	2010	1			1	1			1			1			1			1				3
5328	3	2	14.0	200.0	1.0	4	4		1			1			300000	6	2009	1			1	1			1			1			1			1				3
5328	4	2	13.0	300.0	1.0	3	2		1			1			280000	3	1990	1			1	1			1			1			1			1				3
5328	5	2	11.0	50.0	0.0	3	2		1			72			260000	3	1990	1			1	1			1			1			1			1				3
5328	6	2	8.0	200.0	1.0	2	2		1			1			200000	3	1985	1			1	1			1			1			1			1				3
5328	7	2	7.0	300.0	0.0	2	2		1			72			200000	3	1985	1			1	1			1			1			1			1				3
5328	8	2	7.0	350.0	0.0	4	4		1			1			220000	6	2009	1			1	1			1			1			1			1				3
5328	9	2	7.0	50.0	0.0	3	2		1			1			190000	3	1990	1			1	1			1			1			1			1				3
5328	10	2	6.0	200.0	1.0	2	2		1			1			150000	3	1990	1			1	1			1			1			1			1				3
5328	11	2	5.0	250.0	1.0	4	4		1			1			120000	6	2009	1			1	1			1			1			1			1				3
5328	12	2	5.0	10.0	0.0	3	2		1			1			150000	3	2000	1			1	1			1			1			1			1				3
5329	1	1	5.0	0.0	0.0	4			1			72			250000	3	1980	1			4																	3
5329	2	2	20.0	500.0	1.0	4	4		72			72			400000	6	2008	1			1	1			1			1			1			1				3
5329	3	2	14.0	500.0	1.0	4	4		72			72			300000	6	2008	1			1	1			1			1			1			1				3
5329	4	2	11.0	1100.0	1.0	3	4		72			72			210000	6	2008	1			1	1			1			1			1			1				3
5329	5	2	9.0	1100.0	1.0	3	4		72			72			200000	6	2008	1			1	1			1			1			1			1				3
5329	6	2	9.0	1000.0	1.0	3	4		72			72			200000	6	2008	1			1	1			1			1			1			1				3
5329	7	2	8.0	1500.0	1.0	3	4		72			72			150000	6	2008	1			1	1			1			1			1			1				3
5330	1	1	4.0	0.0	0.0	5			1			1			80000	3	1994	1			4																	3
5330	2	2	30.0	200.0	2.0	4	2		1			1			450000	3	1994	1			1	1	72		1			1			1			1				3
5330	3	2	15.0	300.0	2.0	4	2		1			1			120000	3	1994	1			1	1	72		1			1			1			1	2			3
5330	4	2	15.0	100.0	1.0	4	2		1			1			225000	1	2006	1			1	1	72		1			1			1			1	2			3
5330	5	2	15.0	100.0	1.0	4	2		1			1			120000	1	2000	1			1	1	72		1			1			1			1	2			3
5330	6	2	15.0	150.0	1.0	4	7		1			1			120000	3	1994	72			1	72			72			1			72			72				3
5330	7	2	14.0	200.0	1.0	4	7		1			1			112000	3	1994	72			1	72			72			1			72			72				3
5330	8	2	12.0	200.0	1.0	4	2		1			1			96000	3	1994	1			1	1	72		1			1			1			1				3
5330	9	2	10.0	200.0	1.0	4	7		1			1			80000	1	2009	72			1	72			72			1			72			72				3
5331	1	1	22.0	0.0	0.0	2			1			73			880000	2	1985	1			4																	3
5331	2	2	29.0	300.0	1.0	4	2		1			73			580000	2	1985	1			1	1			1			1			1			1				3
5331	3	2	29.0	100.0	1.0	2	2		1			73			580000	2	1985	1			1	1			1			1			1			1				3
5331	4	2	29.0	50.0	1.0	2	4		1			73			600000	6	2010	1			1	1			1			1			1			1				3
5331	5	2	19.0	1000.0	1.0	4	2		1			73			420000	2	1985	1			1	1			1			1			1			1				3
5331	6	2	16.0	500.0	1.0	2	8		1			73			390000	2	1985	12			1	72			72			72			72			72				3
5331	7	2	11.0	500.0	1.0	4	2		1			73			280000	2	1985	1			1	1			1			1			1			1				3
5331	8	2	8.0	1000.0	0.0	2	2		1			73			160000	2	1985	1			1	1			1			1			1			1				3
5331	9	2	8.0	1200.0	1.0	3	2		1			73			180000	2	1985	1			1	1			1			1			1			1				3
5331	10	2	7.0	50.0	1.0	4	2		1			73			200000	2	1985	1			1	1			1			1			1			1				3
5331	11	2	7.0	500.0	1.0	4	2		1			73			190000	2	1985	1			1	1			1			1			1			1				3
5331	12	2	7.0	500.0	1.0	4	8		1			73			180000	2	1985	72			1	72			72			72			72			72				3
5331	13	2	6.0	500.0	2.0	4	2		1			73			100000	2	1985	1			1	1			1			1			1			1				3
5331	14	2	5.0	400.0	1.0	4	8		1			73			100000	2	1985	72			1	72			72			72			72			72				3
5331	15	2	4.0	250.0	1.0	2	8		1			73			80000	2	1985	72			1	72			72			72			72			72				3
5331	16	2	1.0	500.0	1.0	2	2		1			73			15000	2	1985	1			1	1			1			1			1			1				3
5331	17	2	20.0	250.0	1.0	4	4		72			72			300000	6	2005	1			1	1			1			1			1			1				3
5332	1	1	7.0	0.0	0.0	4			1			2			150000	1	1985	1			4																	3
5332	2	2	8.0	300.0	1.0	3	2		1			1	2		80000	1	2010	1			1	1			1			1			1			1				3
5332	3	2	30.0	300.0	3.0	2	4		72			72			300000	6	2004	1			1	1			1			1			1			1				3
5332	4	2	18.0	300.0	1.0	3	4		72			72			260000	6	2009	1			1	1			1			1			1			1				3
5332	5	2	15.0	300.0	3.0	2	4		72			72			250000	6	2009	1			1	1			1			1			1			1				3
5332	6	2	10.0	300.0	3.0	2	4		72			72			180000	6	2001	1			1	1			1			1			1			1				3
5332	7	2	10.0	300.0	1.0	3	4		72			72			170000	6	2001	1			1	1			1			1			1			1				3
5332	8	2	8.0	300.0	3.0	4	4		72			72			150000	6	2010	1			1	1			1			1			1			1				3
5332	9	2	8.0	300.0	2.0	4	4		72			72			120000	6	2010	1			1	1			1			1			1			1				3
5333	1	1	4.0	0.0	0.0	5			72			72			80000	5	1996	2			4																	3
5333	2	2	23.0	1000.0	1.0	4	7		72			72			207000	5	1996	72			1	72			72			72			72			72				3
5333	3	2	18.0	400.0	1.0	4	7		72			72			144000	5	1996	72			1	72			72			72			72			72				3
5333	4	2	17.0	300.0	1.0	4	4		72			72			136000	3	1996	2			1	72			72			72			72			72				3
5333	5	2	16.0	1000.0	1.0	4	7		72			72			128000	5	1996	72			1	72			72			72			72			72				3
5333	6	2	15.0	300.0	1.0	4	7		72			72			120000	5	1996	72			1	72			72			72			72			72				3
5333	7	2	14.0	300.0	1.0	4	7		72			72			112000	5	1996	72			1	72			72			72			72			72				3
5333	8	2	14.0	250.0	1.0	4	7		72			72			112000	5	1996	72			1	72			72			72			72			72				3
5334	1	1	3.0	0.0	0.0	2			1			1			90000	2	1978	72			4																	3
5334	2	2	35.0	150.0	1.0	4	4		72			72			500000	6	2010	1			1	1			1			1			1			1				3
5334	3	2	27.0	100.0	1.0	3	4		72			72			600000	6	2007	1			1	1			1			1			1			1				3
5334	4	2	20.0	1000.0	2.0	4	4		72			72			200000	6	2010	1			1	1			1			1			1			1				3
5334	5	2	12.0	500.0	3.0	4	4		72			72			120000	6	2010	1			1	1			1			1			1			1				3
5334	6	2	12.0	500.0	1.0	3	4		72			72			200000	6	2000	1			1	1			1			1			1			1				3
5334	7	2	10.0	500.0	1.0	3	4		72			72			200000	6	2000	1			1	1			1			1			1			1				3
5334	8	2	10.0	1000.0	3.0	4	4		72			72			60000	6	2000	1			1	1			1			1			1			1				3
5334	9	2	10.0	500.0	0.0	3	4		72			72			200000	6	2010	1			1	1			1			1			1			1				3
5334	10	2	9.0	800.0	1.0	4	4		72			72			600000	6	2000	1			1	1			1			1			1			1				3
5334	11	2	8.0	1000.0	2.0	4	4		72			72			100000	6	2010	1			1	1			1			1			1			1				3
5334	12	2	8.0	1000.0	2.0	4	4		72			72			100000	6	2010	1			1	1			1			1			1			1				3
5334	13	2	5.0	1000.0	2.0	4	4		72			72			100000	6	2000	1			1	1			1			1			1			1				3
5335	1	1	3.0	0.0	0.0	2			1			72			30000	3	2011	1			4																	3
5336	1	1	6.0	0.0	0.0	5			1			1			180000	3	2010	1			4																	3
5336	2	2	60.0	100.0	0.0	5	2		1			1			480000	3	2011	72			1	72			72			72			72			72				3
5336	3	2	8.0	100.0	0.0	5	2		1			1			64000	3	2011	72			1	72			72			72			72			72				3
5337	1	1	4.0	0.0	0.0	5			1			1			50000	1	1998	1	2		4																	3
5337	2	2	26.0	700.0	1.0	5	4		72			72			450000	6	2009	1			1	1			1			1			1			1				3
5338	1	1	12.0	0.0	0.0	5			1			1			360000	3	1992	1			4																	3
5338	2	2	20.0	100.0	1.0	5	2		1			1			300000	3	1992	1			1	1			1			1			1			1				3
5339	1	1	2.0	0.0	0.0	5			72			72			60000	5	2008	1			4																	3
5340	1	1	2.0	0.0	0.0	5			1			1			100000	1	1994	1			4																	3
5341	1	1	2.0	0.0	0.0	4			1			72			40000	3	1980	1	2		4																	3
5342	1	1	9.0	0.0	0.0	4			1			1			170000	3	1980	1	2		4																	3
5342	2	2	15.0	700.0	2.0	4	4		72			72			220000	6	2007	1			1	1			1			1			1			1				3
5342	3	2	10.0	400.0	1.0	4	4		72			72			130000	6	2007	1			1	1			1			1			1			1				3
5342	4	2	7.0	350.0	1.0	4	4		72			72			100000	6	2007	1			1	1			1			1			1			1				3
5342	5	2	5.0	250.0	2.0	4	4		72			72			70000	6	2007	1			1	1			1			1			1			1				3
5343	1	1	3.0	0.0	0.0	4			1			1			60000	3	1990	1	2		4																	3
5343	2	2	35.0	300.0	2.0	4	5		72			72			550000	6	2007	1			1	1			1			1			1			1				3
5343	3	2	35.0	250.0	3.0	4	5		72			72			600000	6	2008	1			1	1			1			1			1			1				3
5344	1	1	12.0	0.0	0.0	4			1			72			200000	3	1995	1			4																	3
5344	2	2	40.0	600.0	3.0	4	2		1			72			350000	3	1997	1			1	1			1			1			1			1				3
5344	3	2	22.0	200.0	2.0	4	7		1			72			300000	3	1997	72			1	72			72			72			72			72				3
5344	4	2	20.0	250.0	1.0	4	7		1			72			250000	3	1997	72			1	72			72			72			72			72				3
5344	5	2	15.0	300.0	1.0	4	2		1			72			200000	3	1997	1			1	1			1			1			1			1				3
5344	6	2	9.0	700.0	2.0	4	2		1			72			150000	3	1997	1			1	1			1			1			1			1				3
5344	7	2	8.0	300.0	1.0	4	4		1			72			120000	3	1997	72			1	72			72			72			72			72				3
5345	1	1	14.0	0.0	0.0	4			1			72			500000	3	1980	1			4																	3
5345	2	8	14.0	0.0	0.0	1	2		1			1			400000	3	1980	1			2	31			1			1			1			1				3
5345	3	5	9.0	100.0	0.0	2	1		1			1			400000	3	1980	1			7																	3
5345	4	2	9.0	200.0	2.0	1	2		1			72			200000	1	1980	1			1	1			1			1			1			1				3
5345	5	2	7.0	200.0	3.0	1	2		1			72			200000	3	1980	1			1	1			1			1			1			1				3
5345	6	2	6.0	50.0	2.0	1	2		1			1			180000	1	2002	1			1	1			1			1			1			1				3
5346	1	1	8.0	0.0	0.0	4			1			1			140000	1	2002	1			4																	3
5346	2	2	16.0	500.0	2.0	3	2		1			1			250000	3	1970	1			1	1			1			1			1			1				3
5346	3	2	15.0	0.0	2.0	4	2		1			1			300000	3	1970	1			1	1			1			1			1			1				3
5346	4	2	5.0	1000.0	2.0	4	2		1			1			50000	3	1970	1			1	1			1			1			1			1				3
5346	5	2	16.0	900.0	2.0	3	5		72			72			250000	6	2010	1			1	1			1			1			1			1				3
5347	1	1	3.0	0.0	0.0	4			1			1			30000	3	2008	1			4																	3
5348	1	1	12.0	0.0	0.0	4			1			72			500000	3	1990	1			4																	3
5348	2	2	50.0	200.0	2.0	1	2		1			72			400000	3	2009	1			1	1			1			1			1			1				3
5348	3	2	28.0	150.0	3.0	1	2		1			72			220000	3	2009	1			1	1			1			1			1			1				3
5348	4	2	25.0	200.0	2.0	1	2		1			72			200000	3	2009	1			1	1			1			1			1			1				3
5348	5	2	20.0	300.0	2.0	1	2		1			72			200000	3	2010	1			1	1			1			1			1			1				3
5348	6	2	14.0	200.0	3.0	1	2		1			72			150000	3	2010	1			1	1			1			1			1			1				3
5348	7	2	7.0	200.0	2.0	1	2		1			72			800000	3	2009	1			1	1			1			1			1			1				3
5348	8	2	40.0	600.0	1.0	2	7		72			72			300000	6	2010	72			1	72			72			72			72			72				3
5348	9	2	15.0	300.0	2.0	1	5		72			72			120000	6	2010	1			1	1			1			1			1			1				3
5348	10	2	12.0	350.0	3.0	1	5		72			72			100000	6	2010	1			1	1			1			1			1			1				3
5348	11	2	12.0	300.0	2.0	1	5		72			72			100000	6	2010	1			1	1			1			1			1			1				3
5348	12	2	10.0	300.0	2.0	1	5		72			72			100000	6	2010	1			1	1			1			1			1			1				3
5349	1	1	3.0	0.0	0.0	4			1			72			25000	1	2008	1			4																	3
5349	2	2	40.0	400.0	2.0	4	4		72			72			300000	6	2010	1			1	1			1			1			1			1				3
5350	1	1	7.0	0.0	0.0	4			1			1			500000	3	1985	1			4																	3
5350	2	2	45.0	200.0	2.0	1	2		1			1			1100000	1	2010	1			1	1			1			1			1			1				3
5350	3	2	14.0	800.0	1.0	1	2		1			1			350000	1	2010	1			1	1			1			1			1			1				3
5350	4	2	7.0	20.0	2.0	2	2		1			1			350000	3	1995	1			1	1			1			1			1			1				3
5350	5	2	6.0	200.0	3.0	1	2		1			1			150000	1	2010	1			1	1			1			1			1			1				3
5350	6	2	5.0	300.0	3.0	1	2		1			1			150000	1	2010	1			1	1			1			1			1			1				3
5350	7	2	30.0	100.0	2.0	1	5		72			72			750000	6	2010	1			1	1			1			1			1			1				3
5350	8	2	26.0	100.0	3.0	1	5		72			72			650000	6	2010	1			1	1			1			1			1			1				3
5350	9	2	8.0	100.0	3.0	1	5		72			72			200000	6	2010	1			1	1			1			1			1			1				3
5351	1	1	5.0	0.0	0.0	4			1			1			120000	3	1990	1			4																	3
5351	2	2	13.0	50.0	1.0	4	2		1			1			91000	3	1990	1			1	1	72		1			1			1			1				3
5351	3	2	13.0	100.0	1.0	4	2		1			1			91000	3	1990	1			1	1	72		1			1			1			1				3
5351	4	2	8.0	250.0	1.0	4	2		1			1			64000	3	1990	1			1	1	72		1			1			1			1				3
5351	5	2	40.0	250.0	1.0	4	5		72			72			320000	6	2010	1			1	1	72		1			1			1			1				3
5351	6	2	25.0	300.0	1.0	4	5		72			72			200000	6	2009	1			1	1	72		1			1			1			1				3
5352	1	1	9.0	0.0	0.0	4			1			1			135000	3	1997	1			4																	3
5352	2	2	50.0	300.0	1.0	5	2		1			1			400000	1	1998	1			1	1	3	72	1			1			1			1				3
5352	3	2	48.0	400.0	1.0	5	2		1			1			432000	1	2004	1			1	1	3	72	1			1			1			1				3
5352	4	2	45.0	300.0	1.0	5	2		1			1			360000	1	2001	1			1	1	3	72	1			1			1			1				3
5352	5	2	20.0	200.0	1.0	5	2		1			1			160000	1	1998	1			1	1	3	72	1			1			1			1				3
5353	1	1	2.0	0.0	0.0	5			1			1			30000	1	1988	1			4																	3
5353	2	2	30.0	500.0	1.0	5	4		72			72			210000	6	2009	1			1	1	72		1			1			1			1				3
5353	3	2	30.0	400.0	1.0	5	4		72			72			210000	6	2010	1			1	1	72		1			1			1			1				3
5353	4	2	12.0	500.0	1.0	5	4		72			72			96000	6	2009	1			1	1	72		1			1			1			1				3
5354	1	1	2.0	0.0	0.0	5			72			72			30000	5	2000	1			4																	3
5355	1	1	5.0	0.0	0.0	4			1			1			100000	1	1996	1			4																	3
5355	2	2	7.0	500.0	1.0	4	2		1			1			49000	1	2005	1			1	1	72		1			1			1			1				3
5355	3	2	50.0	400.0	1.0	4	4		72			72			400000	6	2009	1			1	1	72		1			1			1			1				3
5355	4	2	20.0	100.0	1.0	4	4		72			72			140000	6	2010	1			1	1	72		1			1			1			1				3
5355	5	2	20.0	200.0	1.0	4	4		72			72			140000	6	2010	1			1	1	72		1			1			1			1				3
5356	1	1	4.0	0.0	0.0	4			1			1			48000	1	1998	1			4																	3
5356	2	2	50.0	400.0	1.0	4	4		72			72			400000	6	2004	1			1	1	72		1			1			1			1				3
5357	1	1	12.0	0.0	0.0	4			1			1			180000	3	1998	1			4																	3
5357	2	2	60.0	400.0	1.0	4	2		1			1			480000	3	1998	1			1	1	5	72	1			1			1			1				3
5357	3	2	50.0	450.0	1.0	4	2		1			1			400000	3	1998	1			1	1	5	72	1			1			1			1				3
5357	4	2	45.0	450.0	1.0	4	2		1			1			360000	3	1998	1			1	1	5	72	1			1			1			1				3
5357	5	2	40.0	350.0	1.0	4	2		1			1			320000	3	1998	1			1	1	5	72	1			1			1			1				3
5357	6	2	30.0	400.0	1.0	4	2		1			1			240000	3	1998	1			1	1	5	72	1			1			1			1				3
5357	7	2	25.0	200.0	1.0	4	2		1			1			225000	3	1998	1			1	1	5	72	1			1			1			1				3
5357	8	2	20.0	200.0	1.0	4	2		1			1			180000	3	1998	1			1	1	5	72	1			1			1			1				3
5357	9	2	10.0	400.0	1.0	4	2		1			1			80000	3	2009	1			1	1	5	72	1			1			1			1				3
5357	10	8	4.0	0.0	0.0	4	2		1			1			60000	3	1995	1			2	1	5	72	1			1			1			1				3
5358	1	1	10.0	0.0	0.0	4			1			1			180000	2	1997	1			4																	3
5358	2	2	10.0	300.0	2.0	4	7		1			72			200000	1	2009	72			1	72			72			72			72			72				3
5358	3	2	40.0	500.0	2.0	4	5		72			72			550000	6	2007	72			1	72			72			72			72			72				3
5358	4	2	28.0	450.0	1.0	4	5		72			72			320000	6	2006	1			1	1			1			1			1			1				3
5358	5	2	17.0	400.0	2.0	4	5		72			72			210000	6	2008	72			1	1			1			1			1			1				3
5359	1	1	5.0	0.0	0.0	4			1			72			50000	3	2007	1			4																	3
5359	2	2	40.0	500.0	2.0	4	2		1			72			350000	3	2007	1			1	1			1			1			1			1				3
5359	3	2	25.0	500.0	2.0	4	2		1			72			220000	3	2007	1			1	1			1			1			1			1				3
5359	4	2	10.0	0.0	1.0	4	2		1			72			100000	3	2007	1			1	1			1			1			1			1				3
5360	1	1	20.0	0.0	0.0	4			1			1			420000	1	1990	12			4																	3
5360	2	2	33.0	200.0	0.0	4	2		1			1			400000	1	2006	1			1	1			1			1			1			1				3
5360	3	2	18.0	450.0	0.0	4	2		1			1			220000	1	2010	1			1	1			1			1			1			1				3
5360	4	2	46.0	600.0	3.0	4	5		72			72			650000	6	2009	1			1	1			1			1			1			1				3
5360	5	2	35.0	550.0	2.0	4	5		72			72			420000	6	2010	1			1	1			1			1			1			1				3
5360	6	2	30.0	400.0	1.0	4	5		72			72			350000	6	2010	1			1	1			1			1			1			1				3
5360	7	2	24.0	300.0	3.0	4	5		72			72			280000	6	2009	1			1	1			1			1			1			1				3
5360	8	2	8.0	200.0	2.0	4	5		72			72			120000	6	2008	1			1	1			1			1			1			1				3
5360	9	2	12.0	200.0	2.0	4	4		72			72			120000	6	2010	1			1	1			1			1			1			1				3
5361	1	1	41.0	0.0	0.0	3			1			72			200000	3	2005	1			4																	3
5361	2	2	15.0	200.0	1.0	2	3	120.0	1			72			480000	6	2003	1			1	1			1			1			1			1				3
5361	3	4	15.0	1500.0	0.0	2	1		1			72			480000	3	2003	1			7																	3
5361	4	2	2.0	500.0	2.0	2	3	16.0	1			72			60000	6	2003	1			1	1			1			1			1			1				3
5361	5	2	45.0	500.0	2.0	2	4		1			72			1000000	6	2005	1			1	1			1			1			1			1				3
5362	1	1	2.0	0.0	0.0	4			1			1			100000	3	2008	1			4																	3
5362	2	2	30.0	300.0	0.0	4	7		1			1			150000	3	2000	1			1	1			1			1			1			1				3
5362	3	2	20.0	300.0	0.0	4	7		1			1			100000	3	2000	1			1	1			1			1			1			1				3
5362	4	2	12.0	50.0	2.0	2	2		1			1			500000	3	2005	1			1	1			1			1			1			1				3
5362	5	2	11.0	300.0	2.0	2	2		1			1			30000	3	2000	1			1	1			1			1			1			1				3
5362	6	2	10.0	300.0	0.0	4	7		1			1			50000	3	2000	1			1	1			1			1			1			1				3
5362	7	2	9.0	300.0	2.0	2	2		1			1			400000	3	2004	1			1	1			1			1			1			1				3
5362	8	2	8.0	800.0	3.0	2	2		1			1			400000	3	2003	1			1	1			1			1			1			1				3
5362	9	2	5.0	300.0	0.0	4	7		1			1			25000	3	2000	1			1	1			1			1			1			1				3
5362	10	2	5.0	500.0	1.0	2	2		1			1			200000	3	2005	1			1	1			1			1			1			1				3
5362	11	2	3.0	400.0	0.0	2	2		1			1			150000	3	2008	1			1	1			1			1			1			1				3
5362	12	4	2.0	100.0	0.0	4	1		1			1			100000	3	2003	1			1	1			1			1			1			1				3
5363	1	1	9.0	0.0	0.0	3			1			72			300000	3	2006	1			4																	3
5363	2	2	10.0	1000.0	1.0	4	2		1			72			100000	3	2006	1			1	1			1			1			1			1				3
5363	3	2	10.0	500.0	0.0	4	2		1			72			100000	3	2006	1			1	1			1			1			1			1				3
5363	4	2	10.0	120.0	0.0	4	2		1			72			100000	3	2006	1			1	1			1			1			1			1				3
5364	1	1	6.0	0.0	0.0	4			1			72			450000	3	2002	98			4																	3
5364	2	2	25.0	100.0	0.0	5	2		1			72			1250000	3	2004	1			1	1	72		1			1			1			1				3
5364	3	2	25.0	500.0	1.0	4	7		1			72			625000	3	2004	72			1	72			72			72			72			72				3
5364	4	2	25.0	500.0	0.0	4	2		1			72			700000	3	2004	1			1	1	72		1			1			1			1				3
5364	5	4	2.0	300.0	1.0	4	2		1			72			360000	3	2004	1			5																	3
5364	6	2	20.0	0.0	0.0	4	2		1			72			700000	3	2004	1			1	1	72		1			1			1			1				3
5364	7	2	10.0	500.0	0.0	4	8		1			72			2000000	3	2004	72			1	72			72			72			72			72				3
5364	8	2	10.0	500.0	0.0	4	2		1			72			2000000	3	2004	1			1	1	72		1			1			1			1				3
5364	9	2	10.0	500.0	0.0	4	7		1			72			300000	3	2004	72			1	72			72			72			72			72				3
5364	10	2	8.0	100.0	1.0	4	8		1			72			160000	3	2004	72			1	72			72			72			72			72				3
5364	11	8	8.0	0.0	0.0	4	2		1			72			390000	3	2004	1			2	1			1			1			1			1				3
5365	1	1	10.0	0.0	0.0	3			1			72			200000	3	1992	1			4																	3
5365	2	2	10.0	900.0	1.0	3	4		72			72			100000	6	2009	1			1	1			1			1			1			1				3
5365	3	2	5.0	0.0	0.0	3	4		72			72			75000	6	2009	1			1	1			1			1			1			1				3
5365	4	2	4.0	300.0	2.0	3	4		72			72			30000	6	2009	1			1	1			1			1			1			1				3
5365	5	2	3.0	500.0	2.0	3	8		72			72			30000	5	2009	72			1	72			72			72			72			72				3
5366	1	1	7.0	0.0	0.0	3			1			72			200000	3	2001	1			4																	3
5366	2	2	10.0	300.0	1.0	4	2		1			72			375000	3	2006	1			1	1			1			1			1			1				3
5366	3	2	16.0	300.0	1.0	4	4		72			72			400000	6	2010	1			1	1			1			1			1			1				3
5366	4	2	15.0	300.0	1.0	4	4		72			72			370000	6	2010	1			1	1			1			1			1			1				3
5366	5	2	15.0	400.0	1.0	4	5		72			72			370000	5	2011	1			1	1			1			1			1			1				3
5366	6	2	2.0	400.0	1.0	4	4		72			72			30000	6	2011	1	72		1	1	72		1	72		1	72		1	72		1				3
5367	1	1	15.0	0.0	0.0	4			1			72			150000	3	1965	1			4																	3
5367	2	8	45.0	0.0	0.0	4	2		1			72			450000	3	1965	1			2	1			1			1			1			1				3
5368	1	1	15.0	0.0	0.0	4			1			1			300000	3	2005	1			4																	3
5368	2	2	10.0	300.0	0.0	4	8		1			1			150000	3	2005	72			1	72			72			72			72			72				3
5368	3	2	6.0	500.0	0.0	5	8		1			1			60000	3	2005	72			1	72			72			72			72			72				3
5369	1	1	5.0	0.0	0.0	4			3			3			100000	3	1990	1			4																	3
5369	2	2	28.0	120.0	0.0	4	4		72			72			224000	6	2010	1			1	1	3		1			1			1	3		1				3
5369	3	2	15.0	100.0	0.0	4	4		72			72			120000	6	2010	1			1	1	3		1			1			1	3		1				3
5370	1	1	19.0	0.0	0.0	4			1			1			380000	3	1990	1			4																	3
5370	2	2	45.0	300.0	0.0	5	8		1			1			405000	3	1990	72			1	72			72			72			72			72				3
5370	3	2	40.0	300.0	0.0	5	8		1			1			360000	3	1990	72			1	72			72			72			72			72				3
5370	4	8	40.0	50.0	0.0	4	2		1			1			400000	3	1990	1			2	1	72		1			1			1			1				3
5370	5	2	30.0	100.0	0.0	4	2		1			1			45000	3	1990	1			1	1	72		1			1			1			1				3
5370	6	2	15.0	100.0	0.0	4	2		1			1			105000	3	1990	1			1	1	72		1			1			1			1				3
5370	7	2	7.0	200.0	0.0	4	2		1			1			50000	3	1990	1			1	1	72		1			1			1			1				3
5371	1	1	5.0	0.0	0.0	4			1			1			75000	5	2004	1			4																	3
